household_id,parent,event_time,log_earnings,hours,participation_rate
126,father,3,4.0306,39.8042,0.9442
126,mother,4,3.4451,29.0781,0.7724
126,father,4,3.9832,39.4813,0.9551
126,mother,5,3.4201,28.5842,0.7772
126,father,5,4.0294,39.9728,0.9865
126,mother,6,3.4522,28.18,0.7709
126,father,6,4.0022,40.3261,0.9795
126,mother,7,3.455,29.3893,0.7761
126,father,7,4.0048,39.412,0.9355
126,mother,8,3.4138,28.9047,0.7666
126,father,8,3.9691,39.9582,0.9671
126,mother,9,3.3608,27.9746,0.7815
126,father,9,4.0297,39.1578,0.97
126,mother,10,3.3922,27.8457,0.7526
126,father,10,3.9716,39.469,0.9514
127,mother,-5,3.6885,36.8986,0.9375
127,father,-5,3.744,40.2472,0.9743
127,mother,-4,3.6659,36.1287,0.9326
127,father,-4,3.7555,40.796,0.9885
127,mother,-3,3.6821,37.3832,0.9337
127,father,-3,3.7646,40.0694,0.9509
127,mother,-2,3.6243,37.3419,0.9345
127,father,-2,3.7687,40.4453,0.9547
127,mother,-1,3.7006,37.8146,0.9253
127,father,-1,3.7746,40.262,0.962
127,mother,0,3.6024,33.5291,0.9378
127,father,0,3.7779,40.3392,0.9776
127,mother,1,3.5256,32.5284,0.8624
127,father,1,3.7676,40.0806,0.9778
127,mother,2,3.4753,32.0,0.8343
127,father,2,3.7982,41.3348,0.9474
127,mother,3,3.4185,31.0027,0.8009
127,father,3,3.7571,40.7727,0.9772
127,mother,4,3.4209,30.702,0.7869
127,father,4,3.7845,39.8118,0.985
127,mother,5,3.3831,30.9501,0.774
127,father,5,3.743,39.5287,0.9511
127,mother,6,3.3742,30.64,0.7664
127,father,6,3.8332,40.6762,0.9429
127,mother,7,3.3963,30.6248,0.7711
127,father,7,3.8352,40.9458,0.9392
127,mother,8,3.3654,30.571,0.7786
127,father,8,3.7914,40.7566,0.9678
127,mother,9,3.4094,30.2921,0.7767
127,father,9,3.8265,40.3185,0.9566
127,mother,10,3.3774,30.1044,0.774
127,father,10,3.7477,40.7219,0.9532
128,mother,-5,3.6575,37.5615,0.9163
128,father,-5,4.0108,42.0308,0.9753
128,mother,-4,3.6047,36.9228,0.9376
128,father,-4,4.0087,42.4635,0.9532
128,mother,-3,3.6538,37.3408,0.9266
128,father,-3,4.0461,41.6876,0.9478
128,mother,-2,3.6511,38.2982,0.9312
128,father,-2,3.973,42.6982,0.9739
128,mother,-1,3.6176,37.6555,0.9287
128,father,-1,3.9478,42.4095,0.9739
128,mother,0,3.5762,34.3736,0.9271
128,father,0,4.0047,41.6624,0.9875
128,mother,1,3.4939,33.4908,0.8825
128,father,1,4.0405,41.9506,0.9649
128,mother,2,3.5206,32.1112,0.8184
128,father,2,4.0432,41.961,0.9542
128,mother,3,3.4184,32.0296,0.796
128,father,3,3.9881,40.7886,0.9531
128,mother,4,3.4076,31.0776,0.7831
128,father,4,4.0388,42.3869,0.9709
128,mother,5,3.4128,30.4707,0.7632
128,father,5,4.0514,41.721,0.9564
128,mother,6,3.388,31.2091,0.7463
128,father,6,4.0351,41.8964,0.9574
128,mother,7,3.3601,29.8576,0.7752
128,father,7,3.963,42.0317,0.9518
128,mother,8,3.3617,30.7761,0.7722
128,father,8,4.0437,42.2036,0.9575
128,mother,9,3.3558,30.6985,0.7743
128,father,9,4.0292,42.4534,0.981
128,mother,10,3.3535,30.5698,0.755
128,father,10,4.0267,42.2777,0.9784
129,mother,-5,3.7314,35.8723,0.91
129,father,-5,3.9406,40.2405,0.9615
129,mother,-4,3.7422,36.8769,0.9457
129,father,-4,3.8753,41.1815,0.9704
129,mother,-3,3.7792,35.8738,0.9397
129,father,-3,3.8839,40.4319,0.9713
129,mother,-2,3.7396,36.734,0.9117
129,father,-2,3.9021,41.0963,0.9816
129,mother,-1,3.7932,35.8324,0.9232
129,father,-1,3.9254,40.6319,0.9748
129,mother,0,3.7217,32.381,0.9111
129,father,0,3.8577,40.7375,0.9699
129,mother,1,3.5768,30.9441,0.874
129,father,1,3.8778,40.4287,0.9694
129,mother,2,3.5752,30.858,0.8042
129,father,2,3.8764,41.3406,0.9521
129,mother,3,3.5322,29.5486,0.8062
129,father,3,3.8748,40.206,0.9647
129,mother,4,3.5542,30.1034,0.792
129,father,4,3.9352,40.5512,0.9452
129,mother,5,3.4954,29.6094,0.7795
129,father,5,3.8656,40.8519,0.9705
129,mother,6,3.4894,28.7339,0.7591
129,father,6,3.9027,39.9175,0.9634
129,mother,7,3.4616,29.2264,0.7619
129,father,7,3.8859,40.5931,0.958
129,mother,8,3.4675,29.3743,0.7692
129,father,8,3.9007,40.5196,0.9534
129,mother,9,3.4591,28.877,0.7458
129,father,9,3.9099,40.6063,0.9636
129,mother,10,3.4721,29.3459,0.7761
129,father,10,3.876,41.0167,0.9632
130,mother,-5,3.596,35.9276,0.9317
130,father,-5,3.5003,42.623,0.9695
130,mother,-4,3.6562,35.2184,0.9201
130,father,-4,3.4528,42.0613,0.9898
130,mother,-3,3.5895,35.4871,0.9215
130,father,-3,3.4797,41.9042,0.9629
130,mother,-2,3.6177,36.0783,0.9192
130,father,-2,3.5146,42.0958,0.9638
130,mother,-1,3.6885,35.5812,0.9256
130,father,-1,3.5466,42.0283,0.9468
130,mother,0,3.5904,32.1382,0.924
130,father,0,3.4919,42.3639,0.9505
130,mother,1,3.4898,31.3422,0.86
130,father,1,3.5411,42.4401,0.9589
130,mother,2,3.4522,30.3254,0.8266
130,father,2,3.4897,41.3753,0.9726
130,mother,3,3.3797,29.3669,0.8004
130,father,3,3.4893,42.7464,0.9315
130,mother,4,3.3439,28.5415,0.7772
130,father,4,3.5414,42.049,0.9649
130,mother,5,3.3678,29.5857,0.7651
130,father,5,3.5383,42.5441,0.9669
130,mother,6,3.3038,28.4541,0.7714
130,father,6,3.5241,42.8849,0.9714
130,mother,7,3.3388,28.3381,0.7685
130,father,7,3.5316,42.723,0.957
130,mother,8,3.4007,27.7517,0.762
130,father,8,3.5373,41.8734,0.945
130,mother,9,3.3872,27.6062,0.7874
130,father,9,3.4863,42.2027,0.9721
130,mother,10,3.329,27.9173,0.739
130,father,10,3.5361,42.2138,0.9666
131,mother,-5,3.4859,35.3741,0.9352
131,father,-5,3.8134,41.2544,0.9711
131,mother,-4,3.4689,35.2986,0.9152
131,father,-4,3.7983,40.5231,0.9763
131,mother,-3,3.5044,34.6159,0.9402
131,father,-3,3.8495,39.9346,0.9786
131,mother,-2,3.4767,35.0699,0.9326
131,father,-2,3.8068,40.1333,0.9674
131,mother,-1,3.4629,34.6388,0.9088
131,father,-1,3.8448,40.2749,0.951
131,mother,0,3.3874,31.8603,0.9348
131,father,0,3.8701,40.5271,0.9794
131,mother,1,3.3173,30.3609,0.8734
131,father,1,3.833,40.4451,0.9554
131,mother,2,3.2492,29.5827,0.8241
131,father,2,3.8475,40.1117,0.9684
131,mother,3,3.2143,29.2266,0.7932
131,father,3,3.8385,40.3835,0.982
131,mother,4,3.2417,28.9822,0.7888
131,father,4,3.8479,39.3544,0.9442
131,mother,5,3.2035,28.47,0.7611
131,father,5,3.8173,41.1627,0.971
131,mother,6,3.1649,28.5021,0.7653
131,father,6,3.8406,40.9376,0.9587
131,mother,7,3.2116,28.7492,0.7631
131,father,7,3.8988,40.6136,0.9689
131,mother,8,3.1997,27.543,0.762
131,father,8,3.8865,40.909,0.9551
131,mother,9,3.1913,28.5403,0.747
131,father,9,3.832,40.1208,0.9438
131,mother,10,3.1562,26.5698,0.7648
131,father,10,3.8051,40.4083,0.9776
132,mother,-5,3.7955,33.0168,0.9279
132,father,-5,4.0296,41.3167,0.9728
132,mother,-4,3.8078,33.7188,0.9361
132,father,-4,4.0355,41.1881,0.9459
132,mother,-3,3.8316,32.9686,0.9171
132,father,-3,4.0231,39.8514,0.9753
132,mother,-2,3.785,32.5047,0.9366
132,father,-2,4.0559,41.1529,0.9856
132,mother,-1,3.7782,33.1084,0.9256
132,father,-1,4.0682,40.4533,0.9942
132,mother,0,3.6858,29.4718,0.9343
132,father,0,4.013,40.8526,0.9501
132,mother,1,3.7218,27.5624,0.851
132,father,1,4.0,39.9047,0.9622
132,mother,2,3.5435,26.7778,0.821
132,father,2,3.9518,41.2297,0.9767
132,mother,3,3.5503,27.2737,0.8111
132,father,3,4.0439,41.0323,0.9828
132,mother,4,3.5157,26.1821,0.8017
132,father,4,3.9912,40.5684,0.9641
132,mother,5,3.5469,25.719,0.7681
132,father,5,3.9679,40.5434,0.9693
132,mother,6,3.5092,25.1866,0.7748
132,father,6,3.981,41.2709,0.9725
132,mother,7,3.5269,26.2858,0.7732
132,father,7,4.0649,41.0691,0.9794
132,mother,8,3.5452,25.4256,0.7467
132,father,8,4.0107,41.4033,0.9617
132,mother,9,3.5307,26.8685,0.7736
132,father,9,3.994,40.4502,0.9657
132,mother,10,3.5127,25.4689,0.7685
132,father,10,4.0129,40.9713,0.9763
133,mother,-5,3.5226,34.6648,0.9104
133,father,-5,3.9399,40.1898,0.9592
133,mother,-4,3.5235,34.4888,0.9253
133,father,-4,3.948,40.1483,0.9461
133,mother,-3,3.444,34.6365,0.9241
133,father,-3,3.9485,40.2523,0.9699
133,mother,-2,3.5089,33.623,0.9159
133,father,-2,3.9448,40.2523,0.9634
133,mother,-1,3.5006,33.5116,0.9068
133,father,-1,3.9504,40.2666,0.9669
133,mother,0,3.3654,31.323,0.9246
133,father,0,3.9503,40.0154,0.976
133,mother,1,3.272,29.1263,0.8743
133,father,1,3.9708,40.4225,0.965
133,mother,2,3.2673,28.5031,0.8187
133,father,2,3.9997,39.2621,0.9702
133,mother,3,3.2958,28.0657,0.781
133,father,3,3.9566,40.5949,0.9684
133,mother,4,3.2502,27.8854,0.7861
133,father,4,3.912,39.6803,0.9853
133,mother,5,3.153,27.8622,0.7863
133,father,5,3.9473,39.7032,0.9627
133,mother,6,3.1788,27.0418,0.7862
133,father,6,3.9602,40.3094,0.9746
133,mother,7,3.2158,26.6624,0.7578
133,father,7,3.9505,40.3394,0.9621
133,mother,8,3.1786,27.2698,0.7893
133,father,8,3.9665,40.373,0.9728
133,mother,9,3.1935,26.7867,0.7633
133,father,9,4.0145,40.4927,0.9617
133,mother,10,3.1883,27.0806,0.7716
133,father,10,3.9571,39.5855,0.973
134,mother,-5,3.6242,33.8457,0.9321
134,father,-5,3.9941,40.537,0.9686
134,mother,-4,3.6405,33.3997,0.9076
134,father,-4,4.0091,40.0698,0.9698
134,mother,-3,3.6045,33.361,0.9423
134,father,-3,4.0034,40.9354,0.9835
134,mother,-2,3.5892,33.0694,0.9236
134,father,-2,4.0246,40.1694,0.9629
134,mother,-1,3.6165,33.5316,0.9299
134,father,-1,3.9848,39.7554,0.9699
134,mother,0,3.5406,29.153,0.9479
134,father,0,3.9659,40.7991,0.9882
134,mother,1,3.3363,28.2629,0.8576
134,father,1,4.0312,40.527,0.9662
134,mother,2,3.3939,28.2367,0.8288
134,father,2,3.9779,40.2381,0.957
134,mother,3,3.3666,27.0409,0.7983
134,father,3,3.9946,40.1905,0.9712
134,mother,4,3.2968,27.028,0.7831
134,father,4,3.9883,39.6798,0.9648
134,mother,5,3.3027,25.6672,0.7784
134,father,5,4.021,39.9827,0.9511
134,mother,6,3.2897,26.4124,0.7549
134,father,6,3.9903,40.5524,0.9356
134,mother,7,3.2997,26.6728,0.7699
134,father,7,3.9778,39.9271,0.9672
134,mother,8,3.3155,26.7092,0.7703
134,father,8,3.9645,40.1835,0.9632
134,mother,9,3.2899,26.3829,0.7541
134,father,9,3.9962,40.6512,0.96
134,mother,10,3.3163,26.574,0.7575
134,father,10,4.0225,40.5508,0.9554
135,mother,-5,3.7927,33.9741,0.9123
135,father,-5,3.7313,41.1861,0.9638
135,mother,-4,3.7798,34.7899,0.9173
135,father,-4,3.7868,42.3076,0.9745
135,mother,-3,3.7945,33.6118,0.9314
135,father,-3,3.6902,40.7285,0.9699
135,mother,-2,3.8207,34.1201,0.9226
135,father,-2,3.7349,40.5908,0.9521
135,mother,-1,3.737,34.5729,0.9248
135,father,-1,3.7529,40.8504,0.9603
135,mother,0,3.7377,30.7557,0.9381
135,father,0,3.7655,40.8421,0.983
135,mother,1,3.6287,30.0342,0.848
135,father,1,3.7638,40.6271,0.9695
135,mother,2,3.6314,28.3992,0.8131
135,father,2,3.7272,40.7086,0.9523
135,mother,3,3.5405,28.6569,0.8174
135,father,3,3.6685,40.5028,0.9835
135,mother,4,3.5291,27.8728,0.7888
135,father,4,3.749,41.0166,0.9868
135,mother,5,3.4923,27.8542,0.7764
135,father,5,3.7202,41.2317,0.9605
135,mother,6,3.4935,26.6086,0.7744
135,father,6,3.8057,41.2343,0.9652
135,mother,7,3.4932,26.7735,0.7755
135,father,7,3.6654,41.0529,0.962
135,mother,8,3.5013,26.9157,0.7492
135,father,8,3.7003,40.8413,0.9702
135,mother,9,3.4896,27.4316,0.7617
135,father,9,3.7403,40.8436,0.9666
135,mother,10,3.5227,27.1042,0.7615
135,father,10,3.7752,40.8646,0.9483
136,mother,-5,3.606,36.3117,0.9151
136,father,-5,3.8966,39.0175,0.9656
136,mother,-4,3.726,35.6174,0.9125
136,father,-4,3.934,38.9961,0.9606
136,mother,-3,3.6364,35.7806,0.9237
136,father,-3,3.9491,38.8425,0.9826
136,mother,-2,3.6541,36.126,0.9152
136,father,-2,3.891,39.4829,0.9729
136,mother,-1,3.6397,35.8142,0.8917
136,father,-1,3.9055,39.0452,0.9738
136,mother,0,3.6019,32.3698,0.9381
136,father,0,3.9248,38.6168,0.9648
136,mother,1,3.4806,31.7922,0.8718
136,father,1,3.9421,38.8724,0.9801
136,mother,2,3.4241,29.6814,0.8533
136,father,2,3.8788,39.3911,0.9829
136,mother,3,3.3872,28.5164,0.8077
136,father,3,3.905,38.4985,0.9496
136,mother,4,3.4115,29.0445,0.7873
136,father,4,3.9156,38.9214,0.9661
136,mother,5,3.3655,28.5223,0.7697
136,father,5,3.8978,38.9352,0.9724
136,mother,6,3.4054,27.6041,0.7722
136,father,6,3.9162,38.4651,0.959
136,mother,7,3.4124,28.3535,0.7599
136,father,7,3.9003,38.6879,0.9785
136,mother,8,3.3386,28.2675,0.7561
136,father,8,3.9137,38.7375,0.9882
136,mother,9,3.3471,28.9456,0.7503
136,father,9,3.8871,38.5951,0.9546
136,mother,10,3.3551,28.2766,0.7728
136,father,10,3.9353,37.9617,0.9587
137,mother,-5,3.7176,34.8779,0.9405
137,father,-5,3.8886,40.1508,0.9708
137,mother,-4,3.7103,33.8214,0.9315
137,father,-4,3.9004,40.7606,0.9659
137,mother,-3,3.7002,34.3148,0.9432
137,father,-3,3.8727,40.5962,0.978
137,mother,-2,3.7905,34.3002,0.9249
137,father,-2,3.8763,39.7974,0.9709
137,mother,-1,3.718,34.0194,0.9303
137,father,-1,3.8478,40.7615,0.9633
137,mother,0,3.6017,30.4707,0.9355
137,father,0,3.9261,39.8975,0.9578
137,mother,1,3.5362,29.7139,0.8763
137,father,1,3.8732,40.6217,0.9614
137,mother,2,3.4664,28.9471,0.8307
137,father,2,3.8957,39.9348,0.9654
137,mother,3,3.4951,27.9745,0.7847
137,father,3,3.9275,40.0187,0.9342
137,mother,4,3.4976,28.6356,0.7797
137,father,4,3.8747,40.2472,0.9658
137,mother,5,3.4412,26.642,0.7807
137,father,5,3.815,40.7343,0.961
137,mother,6,3.4632,27.5512,0.7699
137,father,6,3.8826,39.7587,0.9717
137,mother,7,3.4227,26.4248,0.7896
137,father,7,3.9482,40.231,0.9555
137,mother,8,3.4838,26.249,0.7587
137,father,8,3.8429,40.9418,0.9634
137,mother,9,3.4343,28.1358,0.7574
137,father,9,3.9383,40.783,0.946
137,mother,10,3.4366,27.5823,0.7389
137,father,10,3.9531,41.0175,0.9457
138,mother,-5,3.7443,34.1202,0.9342
138,father,-5,3.8583,41.8951,0.952
138,mother,-4,3.659,33.4586,0.9385
138,father,-4,3.9109,41.7879,0.9615
138,mother,-3,3.5974,33.5301,0.9284
138,father,-3,3.9053,40.8172,0.9853
138,mother,-2,3.5892,33.8543,0.9131
138,father,-2,3.896,41.8044,0.9535
138,mother,-1,3.6419,34.1247,0.9437
138,father,-1,3.863,41.9231,0.9731
138,mother,0,3.5079,30.645,0.9399
138,father,0,3.8381,42.2081,0.9774
138,mother,1,3.4709,29.9053,0.8489
138,father,1,3.9082,41.366,0.9613
138,mother,2,3.4379,28.6879,0.8344
138,father,2,3.8727,41.7615,0.9661
138,mother,3,3.3876,27.8779,0.7951
138,father,3,3.8988,42.5158,0.9712
138,mother,4,3.451,26.5243,0.7889
138,father,4,3.8952,41.8731,0.9814
138,mother,5,3.35,26.7661,0.7589
138,father,5,3.9372,42.567,0.9526
138,mother,6,3.3763,26.6501,0.7612
138,father,6,3.8971,41.7711,0.9455
138,mother,7,3.3587,27.4975,0.7705
138,father,7,3.8114,41.5526,0.9611
138,mother,8,3.3772,27.4494,0.7517
138,father,8,3.8897,42.064,0.9822
138,mother,9,3.3553,26.4613,0.7637
138,father,9,3.8805,41.6941,0.9432
138,mother,10,3.3494,27.0311,0.7669
138,father,10,3.9401,42.0131,0.954
139,mother,-5,3.4357,34.8987,0.9211
139,father,-5,3.7916,42.6621,0.9751
139,mother,-4,3.4453,34.224,0.9364
139,father,-4,3.8943,42.291,0.9538
139,mother,-3,3.4236,34.2758,0.9284
139,father,-3,3.7913,42.8832,0.9796
139,mother,-2,3.4792,34.8582,0.9454
139,father,-2,3.9038,42.9716,0.974
139,mother,-1,3.4633,34.3434,0.9392
139,father,-1,3.8671,42.6913,0.9849
139,mother,0,3.3601,30.7119,0.932
139,father,0,3.8184,41.9566,0.9497
139,mother,1,3.3165,29.1216,0.8573
139,father,1,3.8116,42.949,0.9714
139,mother,2,3.268,28.6379,0.7998
139,father,2,3.818,43.4035,0.9739
139,mother,3,3.2103,28.3088,0.7936
139,father,3,3.849,42.7148,0.9668
139,mother,4,3.1913,27.3561,0.7641
139,father,4,3.8619,41.4622,0.9496
139,mother,5,3.1392,27.2949,0.7984
139,father,5,3.8304,42.2394,0.9749
139,mother,6,3.152,27.5654,0.8043
139,father,6,3.7865,42.6127,0.9469
139,mother,7,3.1341,26.4143,0.7563
139,father,7,3.8673,43.4247,0.9669
139,mother,8,3.1677,27.4623,0.7636
139,father,8,3.7932,42.1827,0.9459
139,mother,9,3.1631,26.7478,0.7439
139,father,9,3.837,42.997,0.9544
139,mother,10,3.1417,26.8889,0.7555
139,father,10,3.8821,43.0099,0.9714
140,mother,-5,3.5909,38.4178,0.948
140,father,-5,3.9537,41.6751,0.9619
140,mother,-4,3.6507,39.2417,0.9359
140,father,-4,3.8942,41.6602,0.9836
140,mother,-3,3.613,38.762,0.9282
140,father,-3,3.9944,41.1476,0.9777
140,mother,-2,3.6845,38.3394,0.9274
140,father,-2,3.9588,41.2412,0.9841
140,mother,-1,3.6093,38.7794,0.9521
140,father,-1,3.9766,41.3901,0.9844
140,mother,0,3.4728,35.6898,0.919
140,father,0,3.9939,40.5144,0.96
140,mother,1,3.4429,33.9242,0.8662
140,father,1,3.9506,41.5862,0.9486
140,mother,2,3.4034,32.1981,0.8042
140,father,2,3.9606,41.0868,0.9794
140,mother,3,3.399,32.6371,0.7896
140,father,3,3.9723,40.8293,0.9625
140,mother,4,3.351,31.446,0.7826
140,father,4,3.9663,41.3542,0.9942
140,mother,5,3.3869,31.598,0.7767
140,father,5,3.9027,41.5936,0.9803
140,mother,6,3.3052,31.1617,0.7716
140,father,6,3.9388,41.2242,0.9626
140,mother,7,3.3196,31.087,0.7521
140,father,7,3.9942,41.435,0.9637
140,mother,8,3.3329,31.3325,0.7674
140,father,8,3.9207,41.6945,0.9601
140,mother,9,3.3393,31.8717,0.7537
140,father,9,3.9503,41.4416,0.9562
140,mother,10,3.2684,31.1715,0.7523
140,father,10,3.9359,41.9453,0.9764
141,mother,-5,3.5928,34.0508,0.9163
141,father,-5,3.5801,41.1454,0.9638
141,mother,-4,3.5988,33.6116,0.9332
141,father,-4,3.6416,41.5218,0.9585
141,mother,-3,3.5977,33.8739,0.9344
141,father,-3,3.6634,41.6384,0.9701
141,mother,-2,3.6234,33.1981,0.9501
141,father,-2,3.6059,41.0729,0.9656
141,mother,-1,3.5526,33.3278,0.9408
141,father,-1,3.6535,42.2861,0.9834
141,mother,0,3.4479,30.4309,0.9526
141,father,0,3.6364,40.9747,0.9815
141,mother,1,3.3606,29.1931,0.8445
141,father,1,3.669,41.7467,0.9851
141,mother,2,3.3363,27.2061,0.8188
141,father,2,3.7251,41.1537,0.9518
141,mother,3,3.3443,27.8337,0.8014
141,father,3,3.6597,42.0553,0.9767
141,mother,4,3.2454,26.0345,0.7737
141,father,4,3.6508,41.3707,0.9824
141,mother,5,3.3428,25.4935,0.7764
141,father,5,3.6211,41.2966,0.9787
141,mother,6,3.3152,26.7184,0.7586
141,father,6,3.6464,41.3452,0.9777
141,mother,7,3.2188,25.8703,0.7646
141,father,7,3.6856,41.1285,0.981
141,mother,8,3.2483,25.7931,0.7781
141,father,8,3.7077,41.4494,0.9537
141,mother,9,3.2405,26.5431,0.7695
141,father,9,3.6425,41.8509,0.9769
141,mother,10,3.2559,27.0769,0.7689
141,father,10,3.645,41.3387,0.9604
142,mother,-5,3.7171,34.8397,0.9432
142,father,-5,3.8981,38.6146,0.9812
142,mother,-4,3.7189,35.0371,0.9342
142,father,-4,3.9044,38.759,0.9675
142,mother,-3,3.7278,35.738,0.9027
142,father,-3,3.9369,39.1167,0.948
142,mother,-2,3.7608,34.8074,0.9374
142,father,-2,3.9419,39.1756,0.9758
142,mother,-1,3.731,35.062,0.9462
142,father,-1,3.9187,39.393,0.9558
142,mother,0,3.6478,31.6008,0.9172
142,father,0,3.9285,38.6186,0.9675
142,mother,1,3.5295,30.9891,0.8829
142,father,1,3.9161,38.9736,0.9869
142,mother,2,3.5146,29.3705,0.822
142,father,2,3.9549,38.7002,0.9716
142,mother,3,3.4429,28.915,0.8029
142,father,3,3.9119,39.0475,0.9698
142,mother,4,3.4695,28.6091,0.7791
142,father,4,3.9679,39.1012,0.9663
142,mother,5,3.4181,28.2258,0.7718
142,father,5,3.9383,38.3932,0.9491
142,mother,6,3.4632,28.9935,0.776
142,father,6,3.9054,39.7087,0.9615
142,mother,7,3.4537,28.7055,0.7513
142,father,7,3.9698,38.5225,0.9793
142,mother,8,3.4026,27.9836,0.7842
142,father,8,3.9693,39.6012,0.953
142,mother,9,3.4945,27.5927,0.7601
142,father,9,3.9553,38.9286,0.9477
142,mother,10,3.4025,27.7834,0.7525
142,father,10,3.9332,38.73,0.9598
143,mother,-5,3.8267,36.442,0.919
143,father,-5,3.7228,38.9378,0.9699
143,mother,-4,3.8776,38.0842,0.9276
143,father,-4,3.7352,38.2775,0.972
143,mother,-3,3.8287,36.431,0.912
143,father,-3,3.702,39.5665,0.9706
143,mother,-2,3.7954,37.6348,0.9475
143,father,-2,3.7026,38.8711,0.9828
143,mother,-1,3.8063,37.3025,0.9382
143,father,-1,3.7297,39.6486,0.9806
143,mother,0,3.7028,34.3905,0.8979
143,father,0,3.6918,38.2436,0.9649
143,mother,1,3.6158,32.6985,0.8902
143,father,1,3.727,38.6733,0.9654
143,mother,2,3.5898,30.593,0.8049
143,father,2,3.6444,38.2824,0.9765
143,mother,3,3.5193,31.8754,0.7616
143,father,3,3.7257,39.3676,0.9593
143,mother,4,3.5552,31.4553,0.7921
143,father,4,3.7023,38.7113,0.9535
143,mother,5,3.5057,30.2586,0.7603
143,father,5,3.7103,38.987,0.9746
143,mother,6,3.5541,30.1254,0.7575
143,father,6,3.7128,39.3599,0.9581
143,mother,7,3.5213,30.9409,0.7822
143,father,7,3.6898,39.1618,0.9734
143,mother,8,3.5428,29.6007,0.7659
143,father,8,3.6745,38.8985,0.9498
143,mother,9,3.5014,29.8678,0.7636
143,father,9,3.7288,38.7051,0.9451
143,mother,10,3.4959,30.2648,0.7656
143,father,10,3.74,40.1213,0.9741
144,mother,-5,3.7406,35.8295,0.9327
144,father,-5,3.7888,41.4046,0.9503
144,mother,-4,3.7781,35.2621,0.9327
144,father,-4,3.8006,41.687,0.9594
144,mother,-3,3.7716,34.9595,0.9244
144,father,-3,3.8512,42.0615,0.9876
144,mother,-2,3.7619,36.0892,0.9194
144,father,-2,3.7782,41.3437,0.9682
144,mother,-1,3.7997,35.5017,0.9132
144,father,-1,3.7735,41.3469,0.9746
144,mother,0,3.7208,32.8107,0.9556
144,father,0,3.7566,41.4538,0.9778
144,mother,1,3.6181,30.3971,0.8664
144,father,1,3.7327,41.4484,0.9602
144,mother,2,3.5651,31.4073,0.8214
144,father,2,3.7876,41.8129,0.9607
144,mother,3,3.5268,29.6769,0.799
144,father,3,3.8188,41.5809,0.9686
144,mother,4,3.4849,28.7045,0.7874
144,father,4,3.7942,42.4106,0.9643
144,mother,5,3.4975,29.1388,0.7844
144,father,5,3.7439,41.4544,0.95
144,mother,6,3.5112,28.5477,0.7764
144,father,6,3.7947,42.1021,0.9758
144,mother,7,3.4938,28.8732,0.7856
144,father,7,3.7441,41.2347,0.9816
144,mother,8,3.4935,27.8259,0.7622
144,father,8,3.7721,41.3133,0.9682
144,mother,9,3.437,28.8415,0.7625
144,father,9,3.7982,41.6057,0.9804
144,mother,10,3.4631,28.9555,0.7337
144,father,10,3.7573,41.01,0.9661
145,mother,-5,3.4767,34.204,0.942
145,father,-5,3.914,42.0648,0.9616
145,mother,-4,3.538,34.7338,0.9318
145,father,-4,3.8417,42.7668,0.9712
145,mother,-3,3.4852,34.6432,0.9509
145,father,-3,3.8861,42.5651,0.9768
145,mother,-2,3.5358,33.903,0.942
145,father,-2,3.8525,42.5726,0.9826
145,mother,-1,3.4887,34.4913,0.9412
145,father,-1,3.8787,41.8653,0.9658
145,mother,0,3.4637,31.5733,0.9389
145,father,0,3.9166,42.0304,0.9665
145,mother,1,3.3702,29.8195,0.8594
145,father,1,3.9121,41.6058,0.9593
145,mother,2,3.2862,28.9151,0.7909
145,father,2,3.9099,41.6955,0.9575
145,mother,3,3.2909,29.709,0.787
145,father,3,3.9391,41.8887,0.9708
145,mother,4,3.2297,28.176,0.803
145,father,4,3.9239,42.3183,0.9646
145,mother,5,3.2457,27.89,0.7692
145,father,5,3.8653,41.6706,0.9586
145,mother,6,3.2899,28.6109,0.7764
145,father,6,3.873,41.6906,0.9633
145,mother,7,3.2541,27.5084,0.7552
145,father,7,3.8628,41.9213,0.9405
145,mother,8,3.2103,26.9412,0.7636
145,father,8,3.9614,42.7103,0.9744
145,mother,9,3.2166,27.7011,0.7504
145,father,9,3.8456,41.4838,0.9671
145,mother,10,3.1761,27.9193,0.7674
145,father,10,3.9382,41.5837,0.9534
146,mother,-5,3.5284,35.1229,0.9329
146,father,-5,3.9885,40.9383,0.9849
146,mother,-4,3.6614,34.5356,0.9245
146,father,-4,3.9252,41.1616,0.9703
146,mother,-3,3.6882,34.7785,0.9346
146,father,-3,4.059,41.7061,0.9733
146,mother,-2,3.6321,34.8309,0.9305
146,father,-2,3.9948,41.2891,0.9653
146,mother,-1,3.5889,35.2467,0.9198
146,father,-1,3.981,41.18,0.9826
146,mother,0,3.488,31.4589,0.9106
146,father,0,4.044,42.0254,0.9712
146,mother,1,3.4563,30.783,0.8598
146,father,1,3.9562,41.3196,0.9708
146,mother,2,3.3757,29.5841,0.8243
146,father,2,3.9841,41.4913,0.952
146,mother,3,3.3702,29.0081,0.8056
146,father,3,3.9289,41.5144,0.9618
146,mother,4,3.3126,28.4221,0.7825
146,father,4,4.0181,41.6885,0.9387
146,mother,5,3.3087,27.5765,0.7682
146,father,5,3.9931,41.5427,0.9621
146,mother,6,3.2453,27.8711,0.7528
146,father,6,3.9884,41.3609,0.9404
146,mother,7,3.2776,27.3859,0.7752
146,father,7,3.9853,41.3132,0.9703
