worker_i,worker_j,same_group,same_occupation,skill_distance,geo_distance,either_senior,referral_opportunity,true_link_probability,linked,tie_strength
W012,W067,1,0,1.2515,8,1,0.5377,0.1269,0,0.6446
W012,W068,1,0,0.0376,2,1,0.6505,0.3027,0,0.6732
W012,W069,1,0,1.0154,6,1,0.6542,0.173,0,0.3794
W012,W070,1,0,0.2856,2,1,0.607,0.2789,0,0.5991
W012,W071,1,1,1.71,4,1,0.6244,0.2608,0,0.7637
W012,W072,0,1,0.2379,8,1,0.5537,0.1404,0,0.3138
W013,W014,0,0,0.2428,6,0,0.5595,0.0738,0,0.5841
W013,W015,0,0,0.4406,8,0,0.5603,0.0575,0,0.327
W013,W016,1,0,0.8319,8,0,0.4371,0.0999,0,0.6262
W013,W017,0,1,0.1541,8,0,0.4815,0.102,0,0.8882
W013,W018,1,0,0.5836,4,0,0.4605,0.1549,1,0.3111
W013,W019,0,1,0.3602,7,0,0.5507,0.1095,0,0.5115
W013,W020,1,0,0.6444,2,0,0.4348,0.1771,1,0.4193
W013,W021,0,0,1.7429,1,1,0.6074,0.1029,0,0.3415
W013,W022,0,0,0.3696,6,1,0.6328,0.1016,0,0.7574
W013,W023,0,1,0.8941,4,0,0.5641,0.1226,0,0.5428
W013,W024,0,0,0.1251,3,0,0.5585,0.1006,0,0.6401
W013,W025,0,0,0.0833,3,0,0.4757,0.0966,0,0.1862
W013,W026,1,1,0.1961,4,0,0.4965,0.277,0,0.582
W013,W027,0,0,0.6595,4,0,0.5343,0.0766,0,0.3164
W013,W028,0,1,0.1019,4,0,0.4708,0.1461,1,0.0792
W013,W029,1,0,0.4118,4,0,0.5284,0.1694,0,0.4148
W013,W030,0,0,1.0897,3,0,0.5612,0.0747,0,0.2348
W013,W031,0,1,0.3532,2,0,0.5025,0.1641,1,0.2404
W013,W032,1,1,0.1073,2,1,0.4799,0.4011,0,0.6238
W013,W033,1,0,0.2089,4,0,0.4556,0.1718,0,0.7269
W013,W034,0,0,0.221,1,0,0.4106,0.1063,1,0.6585
W013,W035,1,0,0.8588,0,0,0.5297,0.2074,0,0.7805
W013,W036,1,0,0.0809,4,0,0.4977,0.1826,0,0.4062
W013,W037,1,0,0.7598,7,0,0.4837,0.1151,0,0.5124
W013,W038,1,0,1.4956,5,0,0.4944,0.1108,0,0.4434
W013,W039,0,0,0.2374,2,0,0.3881,0.0952,0,0.5746
W013,W040,0,0,0.3346,2,0,0.5572,0.1032,0,0.4427
W013,W041,1,0,0.847,3,0,0.4802,0.1581,0,0.1119
W013,W042,1,0,0.5134,5,0,0.5268,0.1512,0,0.3577
W013,W043,0,0,0.7324,3,0,0.3792,0.0741,0,0.5103
W013,W044,0,1,0.2969,3,1,0.5579,0.2093,0,0.5383
W013,W045,1,0,0.6234,7,0,0.5675,0.1264,0,0.5081
W013,W046,1,0,0.1237,4,0,0.5665,0.1878,0,0.3185
W013,W047,1,1,0.17,5,0,0.4427,0.2518,1,0.5269
W013,W048,0,0,0.9244,2,0,0.5258,0.0843,0,0.1276
W013,W049,0,1,0.5105,7,0,0.4635,0.0989,0,0.5354
W013,W050,0,1,0.1644,1,0,0.5516,0.1933,1,0.3668
W013,W051,0,0,0.1665,4,0,0.4934,0.087,1,0.6264
W013,W052,0,0,0.3148,3,1,0.5159,0.125,0,0.3369
W013,W053,1,0,0.0657,8,0,0.5315,0.1336,0,0.6229
W013,W054,0,1,0.8186,2,1,0.6229,0.2043,1,0.5317
W013,W055,0,0,0.054,7,0,0.5023,0.0687,0,0.201
W013,W056,1,0,0.7097,0,0,0.5219,0.2149,0,0.3172
W013,W057,0,0,0.3559,5,0,0.5612,0.0782,0,0.2608
W013,W058,0,0,0.7945,1,1,0.5851,0.1348,1,0.7175
W013,W059,0,1,0.0151,0,0,0.4918,0.2106,0,0.7135
W013,W060,0,1,0.2985,6,0,0.4702,0.1158,0,0.187
W013,W061,1,0,0.0929,8,0,0.5143,0.1311,0,0.2242
W013,W062,1,0,1.1759,1,0,0.4746,0.1696,0,0.3932
W013,W063,1,1,0.2835,4,0,0.5395,0.2773,0,0.3659
W013,W064,0,0,0.5171,2,0,0.5416,0.0966,0,0.1966
W013,W065,0,1,0.8117,3,1,0.6049,0.1869,0,0.3003
W013,W066,1,0,0.2363,6,0,0.4755,0.1458,0,0.4443
W013,W067,0,0,0.8622,0,0,0.4491,0.098,0,0.2866
W013,W068,0,0,0.3517,6,1,0.562,0.0975,0,0.5209
W013,W069,0,0,1.4047,2,0,0.5656,0.0744,1,0.7976
W013,W070,0,1,0.1037,6,0,0.5184,0.1265,0,0.9453
W013,W071,0,0,2.0993,4,0,0.5359,0.0484,0,0.1873
W013,W072,1,0,0.6272,0,0,0.4652,0.2128,1,0.6474
W014,W015,1,0,0.6834,2,0,0.6326,0.1967,0,0.5449
W014,W016,0,1,0.5891,2,0,0.5095,0.154,0,0.4569
W014,W017,1,0,0.3969,2,0,0.5538,0.2032,0,0.5671
W014,W018,0,0,0.8264,2,0,0.5329,0.0873,0,0.1612
W014,W019,1,0,0.1174,1,0,0.6231,0.2458,0,0.2952
W014,W020,0,0,0.8872,4,0,0.5072,0.07,0,0.3866
W014,W021,1,0,1.5001,5,1,0.6798,0.1665,0,0.3869
W014,W022,1,0,0.1268,0,1,0.7052,0.3486,0,0.5477
W014,W023,1,0,0.6513,2,0,0.6365,0.1989,0,0.5729
W014,W024,1,1,0.3679,3,0,0.6309,0.3056,1,0.7302
W014,W025,1,0,0.3261,3,0,0.5481,0.1906,0,0.7105
W014,W026,0,0,0.0467,2,0,0.5689,0.1134,0,0.5896
W014,W027,1,1,0.4167,2,0,0.6066,0.3197,1,0.6854
W014,W028,1,0,0.3447,2,0,0.5432,0.2049,0,0.8663
W014,W029,0,0,0.169,2,0,0.6008,0.1116,0,0.6741
W014,W030,1,0,0.8469,3,0,0.6336,0.1734,0,0.7273
W014,W031,1,0,0.1104,4,0,0.5749,0.1894,0,0.2936
W014,W032,0,0,0.1355,4,1,0.5523,0.1236,0,0.3237
W014,W033,0,0,0.0339,2,0,0.528,0.1109,0,0.5267
W014,W034,1,0,0.0218,5,0,0.4829,0.1694,0,0.6147
W014,W035,0,0,0.616,6,0,0.6021,0.0675,0,0.4843
W014,W036,0,1,0.3237,2,0,0.5701,0.1723,0,0.5767
W014,W037,0,1,1.0026,1,0,0.556,0.1531,0,0.6712
W014,W038,0,0,1.2528,1,0,0.5668,0.0857,0,0.5793
W014,W039,1,0,0.4802,4,0,0.4604,0.1595,0,0.4767
W014,W040,1,1,0.0918,4,0,0.6295,0.3041,0,0.951
W014,W041,0,0,0.6042,3,0,0.5525,0.0865,0,0.3667
W014,W042,0,1,0.2706,1,0,0.5991,0.193,1,0.5598
W014,W043,1,1,0.9752,3,0,0.4516,0.2393,0,0.7141
W014,W044,1,0,0.5397,3,1,0.6303,0.2461,0,0.98
W014,W045,0,1,0.3806,1,0,0.6399,0.1917,0,0.7533
W014,W046,0,1,0.1191,2,0,0.6388,0.1899,0,0.5524
W014,W047,0,0,0.4128,1,0,0.5151,0.1072,0,0.4951
W014,W048,1,0,0.6816,4,0,0.5982,0.1637,0,0.4079
W014,W049,1,0,0.7533,1,0,0.5358,0.1978,0,0.491
W014,W050,1,0,0.0784,5,0,0.624,0.1813,0,0.7711
W014,W051,1,0,0.0763,2,0,0.5658,0.2229,0,0.3346
W014,W052,1,1,0.5576,3,1,0.5883,0.3599,1,0.5817
W014,W053,0,1,0.3085,2,0,0.6038,0.1765,0,0.5658
W014,W054,1,0,0.5758,4,1,0.6953,0.2341,0,0.5013
W014,W055,1,0,0.1888,1,0,0.5747,0.235,0,0.4943
W014,W056,0,0,0.4669,6,0,0.5943,0.0704,0,0.3423
W014,W057,1,0,0.1131,1,0,0.6336,0.2474,1,0.3619
W014,W058,1,0,1.0373,5,1,0.6574,0.187,0,0.7617
W014,W059,1,0,0.2579,6,0,0.5642,0.153,1,0.5744
W014,W060,1,0,0.0557,0,0,0.5425,0.2576,1,0.5995
W014,W061,0,1,0.1499,2,0,0.5867,0.1826,0,0.5605
W014,W062,0,1,1.4187,5,0,0.5469,0.0946,0,0.5749
W014,W063,0,0,0.0407,2,0,0.6119,0.1168,0,0.3714
W014,W064,1,0,0.2743,4,0,0.614,0.1852,0,0.4764
W014,W065,1,0,0.5689,3,1,0.6773,0.2505,0,0.98
W014,W066,0,0,0.0065,0,0,0.5478,0.135,0,0.4913
W014,W067,1,0,1.105,6,0,0.5215,0.1161,0,0.7456
W014,W068,1,1,0.1089,0,1,0.6343,0.4774,1,0.7828
W014,W069,1,1,1.1619,4,0,0.638,0.234,0,0.4757
W014,W070,1,0,0.1391,0,0,0.5908,0.2589,0,0.5213
W014,W071,1,0,1.8565,2,0,0.6082,0.139,0,0.3792
W014,W072,0,0,0.3844,6,0,0.5375,0.0695,0,0.0722
W015,W016,0,0,1.2725,0,0,0.5103,0.0899,0,0.4974
W015,W017,1,0,0.2865,0,0,0.5547,0.2445,0,0.4185
W015,W018,0,1,0.143,4,0,0.5337,0.15,0,0.4747
W015,W019,1,0,0.8008,1,0,0.624,0.2054,1,0.516
W015,W020,0,1,0.2038,6,0,0.5081,0.122,0,0.6334
W015,W021,1,1,2.1835,7,1,0.6806,0.1881,0,0.4237
W015,W022,1,0,0.8102,2,1,0.706,0.2579,0,0.2383
W015,W023,1,0,1.3347,4,0,0.6373,0.1388,0,0.5339
W015,W024,1,0,0.3155,5,0,0.6317,0.1704,0,0.31
W015,W025,1,1,0.3573,5,0,0.5489,0.2542,0,0.454
W015,W026,0,0,0.6367,4,0,0.5697,0.079,0,0.4721
W015,W027,1,0,1.1001,4,0,0.6075,0.146,0,0.3687
W015,W028,1,0,0.3387,4,0,0.544,0.1746,0,0.6608
W015,W029,0,0,0.8524,4,0,0.6016,0.0754,0,0.5596
W015,W030,1,0,1.5303,5,0,0.6344,0.1199,0,0.5237
W015,W031,1,0,0.7938,6,0,0.5757,0.1318,1,0.3746
W015,W032,0,0,0.5479,6,1,0.5531,0.0913,0,0.5414
W015,W033,0,1,0.6495,4,0,0.5288,0.129,0,0.624
W015,W034,1,0,0.6616,7,0,0.4838,0.1185,0,0.2529
W015,W035,0,1,1.2994,8,0,0.6029,0.0774,0,0.2868
W015,W036,0,0,0.3597,4,0,0.5709,0.0862,0,0.511
W015,W037,0,0,0.3192,1,0,0.5568,0.1133,0,0.352
W015,W038,0,1,1.9362,3,0,0.5676,0.098,0,0.3942
W015,W039,1,0,0.2032,6,0,0.4612,0.1459,1,0.7956
W015,W040,1,0,0.7752,6,0,0.6303,0.1371,0,0.5971
W015,W041,0,1,1.2876,5,0,0.5534,0.0989,0,0.372
W015,W042,0,0,0.954,3,0,0.5999,0.08,1,0.3359
W015,W043,1,0,0.2918,5,0,0.4524,0.154,0,0.7502
W015,W044,1,0,0.1437,5,1,0.6311,0.2343,0,0.8026
W015,W045,0,0,1.064,1,0,0.6407,0.0953,0,0.5318
W015,W046,0,0,0.5643,4,0,0.6397,0.0846,0,0.4611
W015,W047,0,0,0.2706,3,0,0.5159,0.0936,0,0.2103
W015,W048,1,0,1.365,6,0,0.599,0.1128,0,0.6894
W015,W049,1,0,0.0699,1,0,0.5366,0.2373,0,0.2845
W015,W050,1,0,0.605,7,0,0.6248,0.1317,0,0.2248
W015,W051,1,1,0.6071,4,0,0.5666,0.2595,1,0.4794
W015,W052,1,0,0.1258,5,1,0.5891,0.23,0,0.738
W015,W053,0,0,0.3749,0,0,0.6047,0.1254,0,0.599
W015,W054,1,0,1.2592,6,1,0.6961,0.1656,1,0.4756
W015,W055,1,0,0.4946,1,0,0.5756,0.2169,0,0.3841
W015,W056,0,0,1.1503,8,0,0.5951,0.0469,0,0.6777
W015,W057,1,1,0.7965,3,0,0.6344,0.2761,1,0.7068
W015,W058,1,1,0.3539,7,1,0.6583,0.2981,1,0.7647
W015,W059,1,0,0.4255,8,0,0.565,0.1226,0,0.4911
W015,W060,1,0,0.7391,2,0,0.5434,0.1839,0,0.762
W015,W061,0,0,0.5335,0,0,0.5876,0.1183,1,0.3479
W015,W062,0,0,0.7353,7,0,0.5477,0.057,1,0.5939
W015,W063,0,0,0.7241,4,0,0.6127,0.0791,0,0.6639
W015,W064,1,0,0.9577,6,0,0.6148,0.1287,0,0.1123
W015,W065,1,0,1.2523,5,1,0.6781,0.1784,0,0.5316
W015,W066,0,0,0.6769,2,0,0.5487,0.0924,1,0.8795
W015,W067,1,1,0.4216,8,0,0.5223,0.1951,1,0.8442
W015,W068,1,0,0.7923,2,1,0.6352,0.2494,0,0.9585
W015,W069,1,0,1.8453,6,0,0.6388,0.1,0,0.623
W015,W070,1,0,0.5443,2,0,0.5917,0.1996,1,0.2928
W015,W071,1,0,2.5399,4,0,0.6091,0.0949,0,0.4848
W015,W072,0,0,1.0678,8,0,0.5384,0.0463,0,0.1039
W016,W017,0,0,0.986,0,0,0.4315,0.0933,0,0.3629
W016,W018,1,0,1.4155,4,0,0.4105,0.1176,0,0.4277
W016,W019,0,0,0.4717,1,0,0.5008,0.1043,0,0.7697
W016,W020,1,0,1.4763,6,0,0.3849,0.0949,1,0.3031
W016,W021,0,0,0.911,7,1,0.5575,0.0746,1,0.6155
W016,W022,0,0,0.4623,2,1,0.5829,0.1362,0,0.8092
W016,W023,0,0,0.0622,4,0,0.5142,0.091,1,0.3186
W016,W024,0,1,0.957,5,0,0.5086,0.1063,0,0.7752
W016,W025,0,0,0.9152,5,0,0.4257,0.0598,0,0.6312
W016,W026,1,0,0.6358,4,0,0.4466,0.1513,1,0.3565
W016,W027,0,1,0.1724,4,0,0.4843,0.1443,0,0.391
W016,W028,0,0,0.9338,4,0,0.4209,0.0651,1,0.5418
W016,W029,1,0,0.4201,4,0,0.4784,0.1641,0,0.2677
W016,W030,0,0,0.2578,5,0,0.5112,0.078,0,0.1963
W016,W031,0,0,0.4787,6,0,0.4526,0.0637,0,0.4772
W016,W032,1,0,0.7246,6,1,0.4299,0.1643,0,0.2142
W016,W033,1,0,0.623,4,0,0.4056,0.1481,1,0.5288
W016,W034,0,0,0.6109,7,0,0.3607,0.0523,0,0.3237
W016,W035,1,0,0.0269,8,0,0.4798,0.1308,0,0.3543
W016,W036,1,1,0.9128,4,0,0.4478,0.2248,1,0.3288
W016,W037,1,1,1.5917,1,0,0.4337,0.2352,1,0.6625
W016,W038,1,0,0.6637,3,0,0.4445,0.1631,0,0.5913
W016,W039,0,0,1.0693,6,0,0.3381,0.0488,0,0.519
W016,W040,0,1,0.4973,6,0,0.5072,0.1117,0,0.4832
W016,W041,1,0,0.0151,5,0,0.4303,0.1645,0,0.3729
W016,W042,1,1,0.3185,3,0,0.4768,0.286,0,0.3135
W016,W043,0,1,1.5643,5,0,0.3292,0.0784,0,0.1044
W016,W044,0,0,1.1288,5,1,0.508,0.0811,0,0.8439
W016,W045,1,1,0.2085,1,0,0.5175,0.3434,0,0.5639
W016,W046,1,1,0.7082,4,0,0.5165,0.2462,0,0.1312
W016,W047,1,0,1.0019,3,0,0.3928,0.1433,1,0.5248
W016,W048,0,0,0.0925,6,0,0.4759,0.0732,0,0.274
W016,W049,0,0,1.3424,1,0,0.4135,0.0753,1,0.1994
W016,W050,0,0,0.6675,7,0,0.5017,0.0565,0,0.4353
W016,W051,0,0,0.6654,4,0,0.4435,0.072,0,0.2766
W016,W052,0,1,1.1467,5,1,0.466,0.1319,0,0.3922
W016,W053,1,1,0.8976,0,0,0.4815,0.3082,0,0.5759
W016,W054,0,0,0.0133,6,1,0.573,0.1089,0,0.7456
W016,W055,0,0,0.7779,1,0,0.4524,0.0921,0,0.6669
W016,W056,1,0,0.1222,8,0,0.472,0.1266,0,0.4652
W016,W057,0,0,0.476,3,0,0.5112,0.0876,0,0.3373
W016,W058,0,0,1.6264,7,1,0.5351,0.0585,0,0.4464
W016,W059,0,0,0.847,8,0,0.4418,0.0465,0,0.6407
W016,W060,0,0,0.5334,2,0,0.4203,0.0888,0,0.5418
W016,W061,1,1,0.739,0,0,0.4644,0.3172,0,0.7602
W016,W062,1,1,2.0078,7,0,0.4246,0.1271,0,0.7169
W016,W063,1,0,0.5484,4,0,0.4896,0.1592,0,0.4324
W016,W064,0,0,0.3148,6,0,0.4917,0.0689,1,0.7377
W016,W065,0,0,0.0202,5,1,0.555,0.1174,0,0.6171
W016,W066,1,0,0.5956,2,0,0.4255,0.1786,0,0.2313
W016,W067,0,0,1.6941,8,0,0.3992,0.0343,0,0.1548
W016,W068,0,1,0.4802,2,1,0.5121,0.2101,0,0.9359
W016,W069,0,1,0.5728,6,0,0.5157,0.1097,0,0.3701
W016,W070,0,0,0.7282,2,0,0.4685,0.0863,0,0.181
W016,W071,0,0,1.2674,4,0,0.4859,0.0612,0,0.3794
W016,W072,1,0,0.2047,8,0,0.4153,0.1191,0,0.8908
W017,W018,0,0,0.4295,4,0,0.4549,0.0781,0,0.2883
W017,W019,1,1,0.5143,1,0,0.5452,0.3247,1,0.6575
W017,W020,0,0,0.4903,6,0,0.4293,0.0625,0,0.1634
W017,W021,1,0,1.897,7,1,0.6018,0.119,0,0.6674
W017,W022,1,0,0.5237,2,1,0.6272,0.2657,1,0.5186
W017,W023,1,1,1.0482,4,0,0.5585,0.2307,0,0.7076
W017,W024,1,0,0.029,5,0,0.5529,0.1763,0,0.7345
W017,W025,1,0,0.0708,5,0,0.4701,0.1658,0,0.3955
W017,W026,0,1,0.3502,4,0,0.4909,0.1376,0,0.3541
W017,W027,1,0,0.8136,4,0,0.5287,0.1511,0,0.63
W017,W028,1,1,0.0522,4,0,0.4652,0.2824,0,0.5844
W017,W029,0,0,0.5659,4,0,0.5228,0.0783,0,0.3518
W017,W030,1,0,1.2438,5,0,0.5556,0.1242,0,0.1243
W017,W031,1,1,0.5073,6,0,0.4969,0.2202,0,0.469
W017,W032,0,1,0.2614,6,1,0.4743,0.1574,0,0.6657
W017,W033,0,0,0.363,4,0,0.45,0.0795,0,0.3056
W017,W034,1,0,0.3751,7,0,0.405,0.1228,0,0.26
W017,W035,0,0,1.0129,8,0,0.5242,0.0467,0,0.3664
W017,W036,0,0,0.0732,4,0,0.4921,0.0894,1,0.3939
W017,W037,0,0,0.6057,1,0,0.478,0.0987,0,0.5639
W017,W038,0,0,1.6497,3,0,0.4888,0.0596,0,0.195
W017,W039,1,0,0.0833,6,0,0.3824,0.1439,0,0.3767
W017,W040,1,0,0.4887,6,0,0.5515,0.142,0,0.6392
W017,W041,0,0,1.0011,5,0,0.4746,0.0602,0,0.7031
W017,W042,0,0,0.6675,3,0,0.5212,0.083,0,0.3612
W017,W043,1,0,0.5783,5,0,0.3736,0.135,0,0.2897
W017,W044,1,1,0.1428,5,1,0.5524,0.3405,1,0.63
W017,W045,0,0,0.7775,1,0,0.5619,0.0989,0,0.6068
W017,W046,0,0,0.2778,4,0,0.5609,0.0878,0,0.3413
W017,W047,0,1,0.0159,3,0,0.4371,0.1597,0,0.5829
W017,W048,1,0,1.0785,6,0,0.5202,0.1169,0,0.5708
W017,W049,1,1,0.3564,1,0,0.4578,0.3227,0,0.3202
W017,W050,1,1,0.3185,7,0,0.546,0.2201,0,0.313
W017,W051,1,0,0.3206,4,0,0.4879,0.1697,0,0.7199
W017,W052,1,0,0.1607,5,1,0.5103,0.218,0,0.9752
W017,W053,0,0,0.0884,0,0,0.5259,0.1299,0,0.4495
W017,W054,1,1,0.9727,6,1,0.6173,0.2697,0,0.8237
W017,W055,1,0,0.2081,1,0,0.4967,0.2239,0,0.4808
W017,W056,0,0,0.8638,8,0,0.5163,0.0487,0,0.21
W017,W057,1,0,0.51,3,0,0.5556,0.1819,0,0.4733
W017,W058,1,0,0.6404,7,1,0.5795,0.1693,0,0.3331
W017,W059,1,1,0.139,8,0,0.4862,0.2063,0,0.4344
W017,W060,1,1,0.4526,2,0,0.4646,0.2954,0,0.6136
W017,W061,0,0,0.247,0,0,0.5088,0.1226,0,0.1462
W017,W062,0,0,1.0218,7,0,0.4689,0.0493,0,0.2481
W017,W063,0,1,0.4376,4,0,0.5339,0.1377,0,0.2202
W017,W064,1,0,0.6712,6,0,0.536,0.1333,0,0.3789
W017,W065,1,1,0.9658,5,1,0.5993,0.2876,1,0.7282
W017,W066,0,0,0.3904,2,0,0.4699,0.0958,0,0.5184
W017,W067,1,0,0.7081,8,0,0.4435,0.1042,0,0.2779
W017,W068,1,0,0.5058,2,1,0.5564,0.257,0,0.586
W017,W069,1,0,1.5588,6,0,0.56,0.1037,0,0.5384
W017,W070,1,1,0.2578,2,0,0.5129,0.3168,0,0.4198
W017,W071,1,0,2.2534,4,0,0.5303,0.0985,0,0.3459
W017,W072,0,0,0.7813,8,0,0.4596,0.0481,0,0.6097
W018,W019,0,0,0.9438,3,0,0.5242,0.0763,0,0.2971
W018,W020,1,1,0.0608,2,0,0.4083,0.315,1,0.2675
W018,W021,0,1,2.3265,3,1,0.5808,0.1189,1,0.6218
W018,W022,0,0,0.9532,2,1,0.6062,0.1195,0,0.6101
W018,W023,0,0,1.4777,0,0,0.5375,0.0859,0,0.5133
W018,W024,0,0,0.4585,1,0,0.5319,0.1069,0,0.1672
W018,W025,0,1,0.5003,1,0,0.4491,0.1657,0,0.3493
W018,W026,1,0,0.7797,0,0,0.4699,0.2048,0,0.8191
W018,W027,0,0,1.2431,0,0,0.5077,0.0905,0,0.326
W018,W028,0,0,0.4817,0,0,0.4443,0.1097,0,0.7169
W018,W029,1,0,0.9954,0,0,0.5018,0.1967,1,0.6795
W018,W030,0,0,1.6733,1,0,0.5346,0.0735,0,0.351
W018,W031,0,0,0.9368,2,0,0.4759,0.0812,0,0.7019
W018,W032,1,0,0.6909,2,1,0.4533,0.2317,0,0.7484
W018,W033,1,1,0.7925,0,0,0.429,0.3078,0,0.8216
W018,W034,0,0,0.8046,3,0,0.384,0.0726,0,0.5212
W018,W035,1,1,1.4424,4,0,0.5031,0.2013,0,0.7624
W018,W036,1,0,0.5027,0,0,0.4711,0.2207,1,0.5987
W018,W037,1,0,0.1762,3,0,0.4571,0.1883,1,0.835
W018,W038,1,1,2.0792,1,0,0.4678,0.2108,0,0.4124
W018,W039,0,0,0.3462,2,0,0.3614,0.0905,0,0.4645
W018,W040,0,0,0.9182,2,0,0.5305,0.0847,0,0.8009
W018,W041,1,1,1.4306,1,0,0.4536,0.2479,0,0.8371
W018,W042,1,0,1.097,1,0,0.5001,0.1761,0,0.3776
W018,W043,0,0,0.1488,1,0,0.3526,0.1046,0,0.3114
W018,W044,0,0,0.2867,1,1,0.5313,0.1512,0,0.7408
W018,W045,1,0,1.207,3,0,0.5409,0.1479,0,0.1834
W018,W046,1,0,0.7073,0,0,0.5399,0.2172,0,0.6738
W018,W047,1,0,0.4136,1,0,0.4162,0.2025,0,0.5971
W018,W048,0,0,1.508,2,0,0.4992,0.0689,0,0.3353
W018,W049,0,0,0.0731,3,0,0.4369,0.0945,0,0.2357
W018,W050,0,0,0.748,3,0,0.5251,0.0812,0,0.5116
W018,W051,0,1,0.7501,0,0,0.4668,0.1695,0,0.5147
W018,W052,0,0,0.2688,1,1,0.4893,0.1482,0,0.4287
W018,W053,1,0,0.5179,4,0,0.5049,0.1621,0,0.1421
W018,W054,0,0,1.4022,2,1,0.5963,0.1036,0,0.5632
W018,W055,0,0,0.6376,3,0,0.4758,0.0813,0,0.3839
W018,W056,1,0,1.2933,4,0,0.4953,0.1286,1,0.5508
W018,W057,0,1,0.9395,1,0,0.5346,0.1539,0,0.8742
W018,W058,0,1,0.2109,3,1,0.5585,0.2142,1,0.3628
W018,W059,0,0,0.5685,4,0,0.4652,0.0753,0,0.4501
W018,W060,0,0,0.8821,2,0,0.4436,0.0809,0,0.6153
W018,W061,1,0,0.6765,4,0,0.4878,0.1533,0,0.2843
W018,W062,1,0,0.5923,3,0,0.448,0.1667,0,0.3081
W018,W063,1,0,0.8671,0,0,0.513,0.205,0,0.5343
W018,W064,0,0,1.1007,2,0,0.5151,0.0792,0,0.4116
W018,W065,0,0,1.3953,1,1,0.5783,0.1122,0,0.3211
W018,W066,1,0,0.8199,2,0,0.4489,0.17,0,0.7395
W018,W067,0,1,0.2786,4,0,0.4225,0.1346,0,0.6166
W018,W068,0,0,0.9353,2,1,0.5354,0.1148,0,0.4357
W018,W069,0,0,1.9883,2,0,0.5391,0.0608,0,0.7372
W018,W070,0,0,0.6873,2,0,0.4919,0.0887,0,0.4883
W018,W071,0,0,2.6829,0,0,0.5093,0.0576,0,0.0976
W018,W072,1,0,1.2108,4,0,0.4386,0.1272,0,0.3874
W019,W020,0,0,1.0046,5,0,0.4985,0.0611,0,0.6085
W019,W021,1,0,1.3827,6,1,0.671,0.1575,0,0.8973
W019,W022,1,0,0.0094,1,1,0.6965,0.3337,0,0.4309
W019,W023,1,1,0.5339,3,0,0.6278,0.2933,0,0.8189
W019,W024,1,0,0.4853,4,0,0.6221,0.1755,0,0.2436
W019,W025,1,0,0.4435,4,0,0.5393,0.169,1,0.518
W019,W026,0,1,0.1641,3,0,0.5601,0.1649,0,0.758
W019,W027,1,0,0.2993,3,0,0.5979,0.1976,0,0.3294
W019,W028,1,1,0.4621,3,0,0.5345,0.2845,1,0.2542
W019,W029,0,0,0.0516,3,0,0.592,0.1052,0,0.3716
W019,W030,1,0,0.7295,4,0,0.6248,0.1641,1,0.3881
W019,W031,1,1,0.007,5,0,0.5661,0.2799,0,0.3795
W019,W032,0,1,0.2529,5,1,0.5435,0.1788,0,0.1967
W019,W033,0,0,0.1513,3,0,0.5192,0.0973,0,0.4126
W019,W034,1,0,0.1392,6,0,0.4742,0.1498,0,0.6009
W019,W035,0,0,0.4986,7,0,0.5934,0.0634,1,0.6488
W019,W036,0,0,0.4411,3,0,0.5614,0.0915,0,0.5233
W019,W037,0,0,1.12,0,0,0.5473,0.0965,0,0.0989
W019,W038,0,0,1.1354,2,0,0.558,0.0806,0,0.4904
W019,W039,1,0,0.5976,5,0,0.4517,0.1409,1,0.4773
W019,W040,1,0,0.0256,5,0,0.6208,0.1837,1,0.1841
W019,W041,0,0,0.4868,4,0,0.5438,0.0814,0,0.2271
W019,W042,0,0,0.1532,2,0,0.5904,0.1114,0,0.5169
W019,W043,1,0,1.0926,4,0,0.4428,0.1321,0,0.4209
W019,W044,1,1,0.6571,4,1,0.6216,0.335,0,0.7729
W019,W045,0,0,0.2632,0,0,0.6311,0.1318,0,0.407
W019,W046,0,0,0.2365,3,0,0.6301,0.1019,0,0.5833
W019,W047,0,1,0.5302,2,0,0.5064,0.1563,0,0.0793
W019,W048,1,0,0.5642,5,0,0.5895,0.1548,0,0.3229
W019,W049,1,1,0.8707,0,0,0.5271,0.3172,1,0.727
W019,W050,1,1,0.1958,6,0,0.6153,0.2547,0,0.4843
W019,W051,1,0,0.1937,3,0,0.5571,0.1987,1,0.4563
W019,W052,1,0,0.675,4,1,0.5796,0.2138,0,0.5386
W019,W053,0,0,0.4259,1,0,0.5951,0.1124,0,0.1238
W019,W054,1,1,0.4584,5,1,0.6865,0.3382,0,0.7542
W019,W055,1,0,0.3062,0,0,0.566,0.2448,0,0.768
W019,W056,0,0,0.3495,7,0,0.5856,0.0662,0,0.773
W019,W057,1,0,0.0043,2,0,0.6248,0.2348,0,0.3564
W019,W058,1,0,1.1547,6,1,0.6487,0.1658,0,0.4514
W019,W059,1,1,0.3753,7,0,0.5554,0.2179,0,0.4661
W019,W060,1,1,0.0617,1,0,0.5338,0.3574,0,0.5096
W019,W061,0,0,0.2673,1,0,0.578,0.1166,1,0.2478
W019,W062,0,0,1.5361,6,0,0.5382,0.0481,0,0.5888
W019,W063,0,1,0.0767,3,0,0.6032,0.1734,0,0.2075
W019,W064,1,0,0.1569,5,0,0.6053,0.1754,0,0.7988
W019,W065,1,1,0.4515,4,1,0.6685,0.3584,0,0.8283
