worker_id,firm_id,default_group,firm_response_type,active_choice_required,passive_choice,default_contribution_rate,default_equity_share,sophistication_index,liquidity_need_index,annual_income,target_contribution_rate,target_equity_share,participation,contribution_rate,equity_share,default_gap,welfare_distance,undersaving,oversaving_liquidity_risk
default-worker-0352,firm-16,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.18,0.16,82850,0.05,0.516,1,0.048,0.514,-0.002,0.003,0,0
default-worker-0353,firm-17,standard_default,insure,0,1,0.06,0.6,0.18,0.16,83450,0.05,0.516,1,0.06,0.6,0.01,0.04,0,0
default-worker-0354,firm-18,high_default,insure_or_oversteer,0,1,0.1,0.7,0.18,0.16,84050,0.05,0.516,1,0.1,0.7,0.05,0.116,0,0
default-worker-0355,firm-19,active_choice,accommodate,1,0,0.0,0.0,0.18,0.16,84650,0.05,0.516,1,0.049,0.518,-0.002,0.003,0,0
default-worker-0356,firm-20,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.27,0.24,83800,0.056,0.533,1,0.03,0.45,-0.026,0.059,1,0
default-worker-0357,firm-21,standard_default,insure,0,0,0.06,0.6,0.27,0.24,84400,0.056,0.533,1,0.059,0.525,0.003,0.006,0,0
default-worker-0358,firm-22,high_default,insure_or_oversteer,0,1,0.1,0.7,0.27,0.24,85000,0.056,0.533,1,0.1,0.7,0.044,0.104,0,0
default-worker-0359,firm-23,active_choice,accommodate,1,0,0.0,0.0,0.27,0.24,85600,0.056,0.533,1,0.058,0.515,0.001,0.008,0,0
default-worker-0360,firm-24,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.36,0.32,42000,0.048,0.551,1,0.045,0.548,-0.003,0.004,0,0
default-worker-0361,firm-25,standard_default,insure,0,1,0.06,0.6,0.36,0.32,42600,0.048,0.551,1,0.06,0.6,0.012,0.03,0,0
default-worker-0362,firm-26,high_default,insure_or_oversteer,0,1,0.1,0.7,0.36,0.32,43200,0.048,0.551,1,0.1,0.7,0.052,0.109,0,0
default-worker-0363,firm-27,active_choice,accommodate,1,0,0.0,0.0,0.36,0.32,43800,0.048,0.551,1,0.046,0.552,-0.002,0.002,0,0
default-worker-0364,firm-28,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.45,0.4,42950,0.054,0.569,1,0.03,0.45,-0.024,0.068,1,0
default-worker-0365,firm-29,standard_default,insure,0,0,0.06,0.6,0.45,0.4,43550,0.054,0.569,1,0.056,0.559,0.003,0.006,0,0
default-worker-0366,firm-30,high_default,insure_or_oversteer,0,1,0.1,0.7,0.45,0.4,44150,0.054,0.569,1,0.1,0.7,0.046,0.097,0,0
default-worker-0367,firm-31,active_choice,accommodate,1,0,0.0,0.0,0.45,0.4,44750,0.054,0.569,1,0.055,0.549,0.001,0.008,0,0
default-worker-0368,firm-32,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.54,0.48,43900,0.06,0.587,1,0.057,0.582,-0.003,0.005,0,0
default-worker-0369,firm-33,standard_default,insure,0,1,0.06,0.6,0.54,0.48,44500,0.06,0.587,1,0.06,0.6,0.0,0.005,0,0
default-worker-0370,firm-34,high_default,insure_or_oversteer,0,1,0.1,0.7,0.54,0.48,45100,0.06,0.587,1,0.1,0.7,0.04,0.085,0,1
default-worker-0371,firm-35,active_choice,accommodate,1,0,0.0,0.0,0.54,0.48,45700,0.06,0.587,1,0.058,0.586,-0.002,0.003,0,0
default-worker-0372,firm-36,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.63,0.56,44850,0.066,0.605,1,0.03,0.45,-0.036,0.093,1,0
default-worker-0373,firm-37,standard_default,insure,0,0,0.06,0.6,0.63,0.56,45450,0.066,0.605,1,0.068,0.593,0.002,0.007,0,0
default-worker-0374,firm-38,high_default,insure_or_oversteer,0,1,0.1,0.7,0.63,0.56,46050,0.066,0.605,1,0.1,0.7,0.034,0.072,0,1
default-worker-0375,firm-39,active_choice,accommodate,1,0,0.0,0.0,0.63,0.56,46650,0.066,0.605,1,0.067,0.623,0.001,0.007,0,0
default-worker-0376,firm-40,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.72,0.64,45800,0.072,0.622,1,0.075,0.616,0.003,0.006,0,0
default-worker-0377,firm-41,standard_default,insure,0,1,0.06,0.6,0.72,0.64,46400,0.072,0.622,1,0.06,0.6,-0.012,0.021,0,0
default-worker-0378,firm-42,high_default,insure_or_oversteer,0,1,0.1,0.7,0.72,0.64,47000,0.072,0.622,1,0.1,0.7,0.028,0.059,0,1
default-worker-0379,firm-43,active_choice,accommodate,1,0,0.0,0.0,0.72,0.64,47600,0.072,0.622,1,0.07,0.62,-0.002,0.003,0,0
default-worker-0380,firm-44,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.81,0.16,46750,0.089,0.73,1,0.03,0.45,-0.059,0.158,1,0
default-worker-0381,firm-45,standard_default,insure,0,0,0.06,0.6,0.81,0.16,47350,0.089,0.73,1,0.091,0.717,0.002,0.007,0,0
default-worker-0382,firm-46,high_default,insure_or_oversteer,0,1,0.1,0.7,0.81,0.16,47950,0.089,0.73,1,0.1,0.7,0.011,0.022,0,0
default-worker-0383,firm-47,active_choice,accommodate,1,0,0.0,0.0,0.81,0.16,48550,0.089,0.73,1,0.089,0.747,0.0,0.006,0,0
default-worker-0384,firm-00,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.18,0.24,47700,0.041,0.503,1,0.043,0.494,0.003,0.006,0,0
default-worker-0385,firm-01,standard_default,insure,0,1,0.06,0.6,0.18,0.24,48300,0.041,0.503,1,0.06,0.6,0.019,0.054,0,0
default-worker-0386,firm-02,high_default,insure_or_oversteer,0,1,0.1,0.7,0.18,0.24,48900,0.041,0.503,1,0.1,0.7,0.059,0.132,0,0
default-worker-0387,firm-03,active_choice,accommodate,1,0,0.0,0.0,0.18,0.24,49500,0.041,0.503,1,0.038,0.499,-0.003,0.004,0,0
default-worker-0388,firm-04,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.27,0.32,48650,0.047,0.521,1,0.03,0.45,-0.017,0.044,1,0
default-worker-0389,firm-05,standard_default,insure,0,1,0.06,0.6,0.27,0.32,49250,0.047,0.521,1,0.06,0.6,0.013,0.042,0,0
default-worker-0390,firm-06,high_default,insure_or_oversteer,0,0,0.1,0.7,0.27,0.32,49850,0.047,0.521,1,0.045,0.521,-0.002,0.002,0,0
default-worker-0391,firm-07,active_choice,accommodate,1,0,0.0,0.0,0.27,0.32,50450,0.047,0.521,1,0.047,0.536,0.0,0.006,0,0
default-worker-0392,firm-08,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.36,0.4,49600,0.053,0.538,1,0.055,0.528,0.002,0.006,0,0
default-worker-0393,firm-09,standard_default,insure,0,1,0.06,0.6,0.36,0.4,50200,0.053,0.538,1,0.06,0.6,0.007,0.029,0,0
default-worker-0394,firm-10,high_default,insure_or_oversteer,0,1,0.1,0.7,0.36,0.4,50800,0.053,0.538,1,0.1,0.7,0.047,0.108,0,0
default-worker-0395,firm-11,active_choice,accommodate,1,0,0.0,0.0,0.36,0.4,51400,0.053,0.538,1,0.05,0.533,-0.003,0.005,0,0
default-worker-0396,firm-12,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.45,0.48,50550,0.059,0.556,1,0.03,0.45,-0.029,0.069,1,0
default-worker-0397,firm-13,standard_default,insure,0,1,0.06,0.6,0.45,0.48,51150,0.059,0.556,1,0.06,0.6,0.001,0.016,0,0
default-worker-0398,firm-14,high_default,insure_or_oversteer,0,0,0.1,0.7,0.45,0.48,51750,0.059,0.556,1,0.057,0.555,-0.002,0.003,0,0
default-worker-0399,firm-15,active_choice,accommodate,1,0,0.0,0.0,0.45,0.48,52350,0.059,0.556,1,0.059,0.57,0.0,0.005,0,0
default-worker-0400,firm-16,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.54,0.56,51500,0.05,0.574,1,0.053,0.562,0.002,0.007,0,0
default-worker-0401,firm-17,standard_default,insure,0,1,0.06,0.6,0.54,0.56,52100,0.05,0.574,1,0.06,0.6,0.01,0.02,0,0
default-worker-0402,firm-18,high_default,insure_or_oversteer,0,1,0.1,0.7,0.54,0.56,52700,0.05,0.574,1,0.1,0.7,0.05,0.101,0,1
default-worker-0403,firm-19,active_choice,accommodate,1,0,0.0,0.0,0.54,0.56,53300,0.05,0.574,1,0.053,0.567,0.003,0.006,0,0
default-worker-0404,firm-20,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.63,0.64,52450,0.056,0.592,1,0.03,0.45,-0.026,0.078,1,0
default-worker-0405,firm-21,standard_default,insure,0,1,0.06,0.6,0.63,0.64,53050,0.056,0.592,1,0.06,0.6,0.004,0.007,0,0
default-worker-0406,firm-22,high_default,insure_or_oversteer,0,0,0.1,0.7,0.63,0.64,53650,0.056,0.592,1,0.054,0.589,-0.002,0.004,0,0
default-worker-0407,firm-23,active_choice,accommodate,1,0,0.0,0.0,0.63,0.64,54250,0.056,0.592,1,0.056,0.604,-0.0,0.004,0,0
default-worker-0408,firm-24,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.72,0.16,53400,0.088,0.699,1,0.09,0.686,0.002,0.007,0,0
default-worker-0409,firm-25,standard_default,insure,0,1,0.06,0.6,0.72,0.16,54000,0.088,0.699,1,0.06,0.6,-0.028,0.064,1,0
default-worker-0410,firm-26,high_default,insure_or_oversteer,0,1,0.1,0.7,0.72,0.16,54600,0.088,0.699,1,0.1,0.7,0.012,0.013,0,0
default-worker-0411,firm-27,active_choice,accommodate,1,0,0.0,0.0,0.72,0.16,55200,0.088,0.699,1,0.09,0.69,0.003,0.006,0,0
default-worker-0412,firm-28,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.81,0.24,54350,0.094,0.717,1,0.03,0.45,-0.064,0.16,1,0
default-worker-0413,firm-29,standard_default,insure,0,1,0.06,0.6,0.81,0.24,54950,0.094,0.717,1,0.06,0.6,-0.034,0.076,1,0
default-worker-0414,firm-30,high_default,insure_or_oversteer,0,0,0.1,0.7,0.81,0.24,55550,0.094,0.717,1,0.091,0.713,-0.003,0.004,0,0
default-worker-0415,firm-31,active_choice,accommodate,1,0,0.0,0.0,0.81,0.24,56150,0.094,0.717,1,0.093,0.727,-0.0,0.004,0,0
default-worker-0416,firm-32,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.18,0.32,55300,0.046,0.49,1,0.03,0.45,-0.016,0.032,1,0
default-worker-0417,firm-33,standard_default,insure,0,0,0.06,0.6,0.18,0.32,55900,0.046,0.49,1,0.044,0.49,-0.002,0.002,0,0
default-worker-0418,firm-34,high_default,insure_or_oversteer,0,1,0.1,0.7,0.18,0.32,56500,0.046,0.49,1,0.1,0.7,0.054,0.132,0,0
default-worker-0419,firm-35,active_choice,accommodate,1,0,0.0,0.0,0.18,0.32,57100,0.046,0.49,1,0.049,0.48,0.002,0.006,0,0
default-worker-0420,firm-36,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.27,0.4,56250,0.037,0.508,1,0.03,0.45,-0.007,0.028,0,0
default-worker-0421,firm-37,standard_default,insure,0,1,0.06,0.6,0.27,0.4,56850,0.037,0.508,1,0.06,0.6,0.023,0.057,0,0
default-worker-0422,firm-38,high_default,insure_or_oversteer,0,0,0.1,0.7,0.27,0.4,57450,0.037,0.508,1,0.034,0.502,-0.003,0.005,0,0
default-worker-0423,firm-39,active_choice,accommodate,1,0,0.0,0.0,0.27,0.4,58050,0.037,0.508,1,0.037,0.517,-0.001,0.004,0,0
default-worker-0424,firm-40,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.36,0.48,57200,0.043,0.526,1,0.03,0.45,-0.013,0.041,0,0
default-worker-0425,firm-41,standard_default,insure,0,0,0.06,0.6,0.36,0.48,57800,0.043,0.526,1,0.041,0.524,-0.002,0.003,0,0
default-worker-0426,firm-42,high_default,insure_or_oversteer,0,1,0.1,0.7,0.36,0.48,58400,0.043,0.526,1,0.1,0.7,0.057,0.124,0,1
default-worker-0427,firm-43,active_choice,accommodate,1,0,0.0,0.0,0.36,0.48,59000,0.043,0.526,1,0.046,0.514,0.002,0.007,0,0
default-worker-0428,firm-44,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.45,0.56,58150,0.05,0.543,1,0.03,0.45,-0.02,0.054,1,0
default-worker-0429,firm-45,standard_default,insure,0,1,0.06,0.6,0.45,0.56,58750,0.05,0.543,1,0.06,0.6,0.01,0.032,0,0
default-worker-0430,firm-46,high_default,insure_or_oversteer,0,0,0.1,0.7,0.45,0.56,59350,0.05,0.543,1,0.052,0.536,0.003,0.006,0,0
default-worker-0431,firm-47,active_choice,accommodate,1,0,0.0,0.0,0.45,0.56,59950,0.05,0.543,1,0.049,0.551,-0.001,0.004,0,0
default-worker-0432,firm-00,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.54,0.64,59100,0.056,0.561,1,0.03,0.45,-0.026,0.067,1,0
default-worker-0433,firm-01,standard_default,insure,0,0,0.06,0.6,0.54,0.64,59700,0.056,0.561,1,0.053,0.558,-0.003,0.004,0,0
default-worker-0434,firm-02,high_default,insure_or_oversteer,0,1,0.1,0.7,0.54,0.64,60300,0.056,0.561,1,0.1,0.7,0.044,0.1,0,1
default-worker-0435,firm-03,active_choice,accommodate,1,0,0.0,0.0,0.54,0.64,60900,0.056,0.561,1,0.058,0.548,0.002,0.007,0,0
default-worker-0436,firm-04,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.63,0.16,60050,0.087,0.669,1,0.03,0.45,-0.057,0.137,1,0
default-worker-0437,firm-05,standard_default,insure,0,1,0.06,0.6,0.63,0.16,60650,0.087,0.669,1,0.06,0.6,-0.027,0.053,1,0
default-worker-0438,firm-06,high_default,insure_or_oversteer,0,0,0.1,0.7,0.63,0.16,61250,0.087,0.669,1,0.09,0.659,0.003,0.006,0,0
default-worker-0439,firm-07,active_choice,accommodate,1,0,0.0,0.0,0.63,0.16,61850,0.087,0.669,1,0.086,0.674,-0.001,0.003,0,0
default-worker-0440,firm-08,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.72,0.24,61000,0.078,0.686,1,0.03,0.45,-0.048,0.133,1,0
default-worker-0441,firm-09,standard_default,insure,0,0,0.06,0.6,0.72,0.24,61600,0.078,0.686,1,0.075,0.682,-0.003,0.005,0,0
default-worker-0442,firm-10,high_default,insure_or_oversteer,0,1,0.1,0.7,0.72,0.24,62200,0.078,0.686,1,0.1,0.7,0.022,0.028,0,0
default-worker-0443,firm-11,active_choice,accommodate,1,0,0.0,0.0,0.72,0.24,62800,0.078,0.686,1,0.08,0.671,0.002,0.007,0,0
default-worker-0444,firm-12,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.81,0.32,61950,0.084,0.704,1,0.082,0.704,-0.002,0.002,0,0
default-worker-0445,firm-13,standard_default,insure,0,1,0.06,0.6,0.81,0.32,62550,0.084,0.704,1,0.06,0.6,-0.024,0.062,1,0
default-worker-0446,firm-14,high_default,insure_or_oversteer,0,0,0.1,0.7,0.81,0.32,63150,0.084,0.704,1,0.087,0.693,0.002,0.006,0,0
default-worker-0447,firm-15,active_choice,accommodate,1,0,0.0,0.0,0.81,0.32,63750,0.084,0.704,1,0.083,0.708,-0.001,0.003,0,0
default-worker-0448,firm-16,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.18,0.4,62900,0.037,0.477,1,0.03,0.45,-0.007,0.017,0,0
default-worker-0449,firm-17,standard_default,insure,0,1,0.06,0.6,0.18,0.4,63500,0.037,0.477,1,0.06,0.6,0.023,0.069,0,0
default-worker-0450,firm-18,high_default,insure_or_oversteer,0,1,0.1,0.7,0.18,0.4,64100,0.037,0.477,1,0.1,0.7,0.064,0.148,0,0
default-worker-0451,firm-19,active_choice,accommodate,1,0,0.0,0.0,0.18,0.4,64700,0.037,0.477,1,0.038,0.46,0.001,0.007,0,0
default-worker-0452,firm-20,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.27,0.48,63850,0.043,0.495,1,0.04,0.493,-0.002,0.003,0,0
default-worker-0453,firm-21,standard_default,insure,0,1,0.06,0.6,0.27,0.48,64450,0.043,0.495,1,0.06,0.6,0.017,0.056,0,1
default-worker-0454,firm-22,high_default,insure_or_oversteer,0,1,0.1,0.7,0.27,0.48,65050,0.043,0.495,1,0.1,0.7,0.057,0.136,0,1
default-worker-0455,firm-23,active_choice,accommodate,1,0,0.0,0.0,0.27,0.48,65650,0.043,0.495,1,0.041,0.497,-0.002,0.003,0,0
default-worker-0456,firm-24,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.36,0.56,64800,0.049,0.513,1,0.03,0.45,-0.019,0.043,1,0
default-worker-0457,firm-25,standard_default,insure,0,0,0.06,0.6,0.36,0.56,65400,0.049,0.513,1,0.052,0.505,0.003,0.006,0,0
default-worker-0458,firm-26,high_default,insure_or_oversteer,0,1,0.1,0.7,0.36,0.56,66000,0.049,0.513,1,0.1,0.7,0.051,0.124,0,1
default-worker-0459,firm-27,active_choice,accommodate,1,0,0.0,0.0,0.36,0.56,66600,0.049,0.513,1,0.05,0.494,0.001,0.008,0,0
default-worker-0460,firm-28,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.45,0.64,65750,0.04,0.531,1,0.037,0.527,-0.003,0.004,0,0
default-worker-0461,firm-29,standard_default,insure,0,1,0.06,0.6,0.45,0.64,66350,0.04,0.531,1,0.06,0.6,0.02,0.048,0,1
default-worker-0462,firm-30,high_default,insure_or_oversteer,0,1,0.1,0.7,0.45,0.64,66950,0.04,0.531,1,0.1,0.7,0.06,0.129,0,1
default-worker-0463,firm-31,active_choice,accommodate,1,0,0.0,0.0,0.45,0.64,67550,0.04,0.531,1,0.038,0.531,-0.002,0.002,0,0
default-worker-0464,firm-32,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.54,0.16,66700,0.071,0.638,1,0.03,0.45,-0.041,0.111,1,0
default-worker-0465,firm-33,standard_default,insure,0,0,0.06,0.6,0.54,0.16,67300,0.071,0.638,1,0.074,0.628,0.003,0.006,0,0
default-worker-0466,firm-34,high_default,insure_or_oversteer,0,1,0.1,0.7,0.54,0.16,67900,0.071,0.638,1,0.1,0.7,0.029,0.052,0,0
default-worker-0467,firm-35,active_choice,accommodate,1,0,0.0,0.0,0.54,0.16,68500,0.071,0.638,1,0.072,0.618,0.001,0.008,0,0
default-worker-0468,firm-36,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.63,0.24,67650,0.077,0.656,1,0.075,0.651,-0.003,0.005,0,0
default-worker-0469,firm-37,standard_default,insure,0,1,0.06,0.6,0.63,0.24,68250,0.077,0.656,1,0.06,0.6,-0.017,0.038,1,0
default-worker-0470,firm-38,high_default,insure_or_oversteer,0,0,0.1,0.7,0.63,0.24,68850,0.077,0.656,1,0.079,0.64,0.002,0.007,0,0
default-worker-0471,firm-39,active_choice,accommodate,1,0,0.0,0.0,0.63,0.24,69450,0.077,0.656,1,0.075,0.655,-0.002,0.003,0,0
default-worker-0472,firm-40,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.72,0.32,68600,0.084,0.674,1,0.03,0.45,-0.054,0.135,1,0
default-worker-0473,firm-41,standard_default,insure,0,0,0.06,0.6,0.72,0.32,69200,0.084,0.674,1,0.086,0.662,0.002,0.006,0,0
default-worker-0474,firm-42,high_default,insure_or_oversteer,0,1,0.1,0.7,0.72,0.32,69800,0.084,0.674,1,0.1,0.7,0.016,0.027,0,0
default-worker-0475,firm-43,active_choice,accommodate,1,0,0.0,0.0,0.72,0.32,70400,0.084,0.674,1,0.084,0.692,0.001,0.007,0,0
default-worker-0476,firm-44,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.81,0.4,69550,0.09,0.691,1,0.093,0.685,0.003,0.006,0,0
default-worker-0477,firm-45,standard_default,insure,0,1,0.06,0.6,0.81,0.4,70150,0.09,0.691,1,0.06,0.6,-0.03,0.063,1,0
default-worker-0478,firm-46,high_default,insure_or_oversteer,0,0,0.1,0.7,0.81,0.4,70750,0.09,0.691,1,0.091,0.674,0.001,0.008,0,0
default-worker-0479,firm-47,active_choice,accommodate,1,0,0.0,0.0,0.81,0.4,71350,0.09,0.691,1,0.087,0.689,-0.002,0.003,0,0
default-worker-0480,firm-00,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.18,0.48,70500,0.027,0.464,1,0.03,0.45,0.003,0.009,0,0
default-worker-0481,firm-01,standard_default,insure,0,1,0.06,0.6,0.18,0.48,71100,0.027,0.464,1,0.06,0.6,0.033,0.085,0,1
default-worker-0482,firm-02,high_default,insure_or_oversteer,0,1,0.1,0.7,0.18,0.48,71700,0.027,0.464,1,0.1,0.7,0.073,0.164,0,1
default-worker-0483,firm-03,active_choice,accommodate,1,0,0.0,0.0,0.18,0.48,72300,0.027,0.464,1,0.027,0.481,0.0,0.006,0,0
default-worker-0484,firm-04,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.27,0.56,71450,0.033,0.482,1,0.03,0.45,-0.003,0.015,0,0
default-worker-0485,firm-05,standard_default,insure,0,1,0.06,0.6,0.27,0.56,72050,0.033,0.482,1,0.06,0.6,0.027,0.072,0,1
default-worker-0486,firm-06,high_default,insure_or_oversteer,0,1,0.1,0.7,0.27,0.56,72650,0.033,0.482,1,0.1,0.7,0.067,0.153,0,1
default-worker-0487,firm-07,active_choice,accommodate,1,0,0.0,0.0,0.27,0.56,73250,0.033,0.482,1,0.03,0.478,-0.003,0.004,0,0
default-worker-0488,firm-08,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.36,0.64,72400,0.039,0.5,1,0.03,0.45,-0.009,0.028,0,0
default-worker-0489,firm-09,standard_default,insure,0,1,0.06,0.6,0.36,0.64,73000,0.039,0.5,1,0.06,0.6,0.021,0.059,0,1
default-worker-0490,firm-10,high_default,insure_or_oversteer,0,0,0.1,0.7,0.36,0.64,73600,0.039,0.5,1,0.037,0.5,-0.002,0.002,0,0
default-worker-0491,firm-11,active_choice,accommodate,1,0,0.0,0.0,0.36,0.64,74200,0.039,0.5,1,0.039,0.515,0.0,0.006,0,0
default-worker-0492,firm-12,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.45,0.16,73350,0.071,0.607,1,0.073,0.597,0.002,0.006,0,0
default-worker-0493,firm-13,standard_default,insure,0,1,0.06,0.6,0.45,0.16,73950,0.071,0.607,1,0.06,0.6,-0.011,0.014,0,0
default-worker-0494,firm-14,high_default,insure_or_oversteer,0,1,0.1,0.7,0.45,0.16,74550,0.071,0.607,1,0.1,0.7,0.029,0.063,0,0
default-worker-0495,firm-15,active_choice,accommodate,1,0,0.0,0.0,0.45,0.16,75150,0.071,0.607,1,0.068,0.602,-0.003,0.005,0,0
default-worker-0496,firm-16,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.54,0.24,74300,0.077,0.625,1,0.03,0.45,-0.047,0.112,1,0
default-worker-0497,firm-17,standard_default,insure,0,1,0.06,0.6,0.54,0.24,74900,0.077,0.625,1,0.06,0.6,-0.017,0.027,1,0
default-worker-0498,firm-18,high_default,insure_or_oversteer,0,0,0.1,0.7,0.54,0.24,75500,0.077,0.625,1,0.074,0.624,-0.002,0.003,0,0
default-worker-0499,firm-19,active_choice,accommodate,1,0,0.0,0.0,0.54,0.24,76100,0.077,0.625,1,0.077,0.639,0.0,0.005,0,0
default-worker-0500,firm-20,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.63,0.32,75250,0.068,0.643,1,0.07,0.631,0.002,0.006,0,0
default-worker-0501,firm-21,standard_default,insure,0,1,0.06,0.6,0.63,0.32,75850,0.068,0.643,1,0.06,0.6,-0.008,0.023,0,0
default-worker-0502,firm-22,high_default,insure_or_oversteer,0,1,0.1,0.7,0.63,0.32,76450,0.068,0.643,1,0.1,0.7,0.032,0.055,0,0
default-worker-0503,firm-23,active_choice,accommodate,1,0,0.0,0.0,0.63,0.32,77050,0.068,0.643,1,0.071,0.636,0.003,0.006,0,0
default-worker-0504,firm-24,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.72,0.4,76200,0.074,0.661,1,0.03,0.45,-0.044,0.12,1,0
default-worker-0505,firm-25,standard_default,insure,0,1,0.06,0.6,0.72,0.4,76800,0.074,0.661,1,0.06,0.6,-0.014,0.036,0,0
default-worker-0506,firm-26,high_default,insure_or_oversteer,0,0,0.1,0.7,0.72,0.4,77400,0.074,0.661,1,0.072,0.658,-0.002,0.004,0,0
default-worker-0507,firm-27,active_choice,accommodate,1,0,0.0,0.0,0.72,0.4,78000,0.074,0.661,1,0.074,0.673,-0.0,0.004,0,0
default-worker-0508,firm-28,low_default,exploit_or_underinsure,0,0,0.03,0.45,0.81,0.48,77150,0.08,0.679,1,0.082,0.665,0.002,0.007,0,0
default-worker-0509,firm-29,standard_default,insure,0,1,0.06,0.6,0.81,0.48,77750,0.08,0.679,1,0.06,0.6,-0.02,0.048,1,0
default-worker-0510,firm-30,high_default,insure_or_oversteer,0,1,0.1,0.7,0.81,0.48,78350,0.08,0.679,1,0.1,0.7,0.02,0.03,0,1
default-worker-0511,firm-31,active_choice,accommodate,1,0,0.0,0.0,0.81,0.48,78950,0.08,0.679,1,0.083,0.67,0.003,0.006,0,0
default-worker-0512,firm-32,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.18,0.56,78100,0.032,0.452,1,0.03,0.45,-0.002,0.003,0,0
default-worker-0513,firm-33,standard_default,insure,0,1,0.06,0.6,0.18,0.56,78700,0.032,0.452,1,0.06,0.6,0.028,0.084,0,1
default-worker-0514,firm-34,high_default,insure_or_oversteer,0,0,0.1,0.7,0.18,0.56,79300,0.032,0.452,1,0.03,0.447,-0.003,0.005,0,0
default-worker-0515,firm-35,active_choice,accommodate,1,0,0.0,0.0,0.18,0.56,79900,0.032,0.452,1,0.032,0.462,-0.0,0.004,0,0
default-worker-0516,firm-36,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.27,0.64,79050,0.038,0.469,1,0.03,0.45,-0.008,0.016,0,0
default-worker-0517,firm-37,standard_default,insure,0,0,0.06,0.6,0.27,0.64,79650,0.038,0.469,1,0.036,0.469,-0.002,0.002,0,0
default-worker-0518,firm-38,high_default,insure_or_oversteer,0,1,0.1,0.7,0.27,0.64,80250,0.038,0.469,1,0.1,0.7,0.062,0.152,0,1
default-worker-0519,firm-39,active_choice,accommodate,1,0,0.0,0.0,0.27,0.64,80850,0.038,0.469,1,0.041,0.459,0.002,0.006,0,0
default-worker-0520,firm-40,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.36,0.16,80000,0.055,0.577,1,0.03,0.45,-0.025,0.072,1,0
default-worker-0521,firm-41,standard_default,insure,0,1,0.06,0.6,0.36,0.16,80600,0.055,0.577,1,0.06,0.6,0.005,0.014,0,0
default-worker-0522,firm-42,high_default,insure_or_oversteer,0,0,0.1,0.7,0.36,0.16,81200,0.055,0.577,1,0.052,0.571,-0.003,0.005,0,0
default-worker-0523,firm-43,active_choice,accommodate,1,0,0.0,0.0,0.36,0.16,81800,0.055,0.577,1,0.054,0.586,-0.001,0.004,0,0
default-worker-0524,firm-44,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.45,0.24,80950,0.061,0.595,1,0.03,0.45,-0.031,0.085,1,0
default-worker-0525,firm-45,standard_default,insure,0,0,0.06,0.6,0.45,0.24,81550,0.061,0.595,1,0.059,0.593,-0.002,0.003,0,0
default-worker-0526,firm-46,high_default,insure_or_oversteer,0,1,0.1,0.7,0.45,0.24,82150,0.061,0.595,1,0.1,0.7,0.039,0.078,0,0
default-worker-0527,firm-47,active_choice,accommodate,1,0,0.0,0.0,0.45,0.24,82750,0.061,0.595,1,0.063,0.583,0.002,0.006,0,0
default-worker-0528,firm-00,low_default,exploit_or_underinsure,0,1,0.03,0.45,0.54,0.32,81900,0.067,0.612,1,0.03,0.45,-0.037,0.097,1,0
