worker_id,occupation,female,occupation_male_share,high_risk_job,survey_harassment_risk,reporting_cost,reported_harassment,wage,quit_next_year,moves_to_safer_job,job_quality_score
680,professional,1,0.5500,0,0.2975,0.3190,0,52142.2410,0,0,0.6507
681,transport,0,0.7800,1,0.3819,0.3566,0,59116.6881,0,0,0.4556
682,trades,1,0.8600,1,0.5461,0.4438,0,56949.3370,0,0,0.4745
683,finance,0,0.6300,1,0.3564,0.3556,0,67403.5440,0,0,0.5146
684,care,1,0.2800,0,0.2860,0.3217,0,42562.0136,1,0,0.5359
685,retail,0,0.4200,0,0.2020,0.2103,0,44566.7619,0,0,0.5529
686,professional,1,0.5500,0,0.3034,0.3157,0,53504.2974,1,1,0.6086
687,transport,0,0.7800,1,0.3507,0.3573,0,55612.4040,0,0,0.4661
688,trades,1,0.8600,1,0.5122,0.4271,0,54689.7315,0,0,0.3706
689,finance,0,0.6300,1,0.2327,0.3183,0,66999.7320,0,0,0.6261
690,care,1,0.2800,0,0.2301,0.3077,1,44386.2809,0,0,0.6057
691,retail,0,0.4200,0,0.1522,0.1597,0,46902.8798,0,0,0.6526
692,professional,1,0.5500,0,0.2682,0.3360,0,49763.5187,0,0,0.4941
693,transport,0,0.7800,1,0.4132,0.3341,0,59101.3900,0,0,0.4433
694,trades,1,0.8600,1,0.4632,0.4335,0,58463.9695,0,0,0.4686
695,finance,0,0.6300,1,0.2443,0.3727,0,65217.7669,0,0,0.5267
696,care,1,0.2800,0,0.2323,0.2810,0,43942.8353,0,0,0.6221
697,retail,0,0.4200,0,0.1409,0.2592,0,43657.4837,0,0,0.6751
698,professional,1,0.5500,0,0.3771,0.3011,0,53695.6704,0,0,0.6112
699,transport,0,0.7800,1,0.4109,0.3443,0,56486.9581,0,0,0.4707
700,trades,1,0.8600,1,0.4884,0.4439,1,55466.5665,0,0,0.5372
701,finance,0,0.6300,1,0.3430,0.3799,0,68453.8996,0,0,0.5234
702,care,1,0.2800,0,0.3331,0.3010,0,43706.0057,0,0,0.5297
703,retail,0,0.4200,0,0.1870,0.2254,0,43427.0276,0,0,0.7219
704,professional,1,0.5500,0,0.2923,0.3272,0,51746.1779,1,1,0.4932
705,transport,0,0.7800,1,0.4363,0.3456,0,59651.6767,0,0,0.4433
706,trades,1,0.8600,1,0.4185,0.4640,0,56758.3375,1,1,0.4685
707,finance,0,0.6300,1,0.2479,0.3525,0,65665.4658,0,0,0.6000
708,care,1,0.2800,0,0.2831,0.3314,0,41170.6733,1,1,0.5451
709,retail,0,0.4200,0,0.1700,0.2158,0,44386.0120,1,1,0.5965
710,professional,1,0.5500,0,0.2820,0.2931,0,51094.5593,0,0,0.5898
711,transport,0,0.7800,1,0.3921,0.3911,1,56874.6245,0,0,0.4726
712,trades,1,0.8600,1,0.4246,0.4519,0,57051.4387,0,0,0.5027
713,finance,0,0.6300,1,0.2652,0.3413,0,66112.7426,0,0,0.4889
714,care,1,0.2800,0,0.2904,0.3384,0,46306.6190,0,0,0.6619
715,retail,0,0.4200,0,0.2448,0.2260,0,43247.6253,0,0,0.5565
716,professional,1,0.5500,0,0.2885,0.3188,0,54037.2313,0,0,0.6282
717,transport,0,0.7800,1,0.2981,0.3150,0,55570.0649,0,0,0.6713
718,trades,1,0.8600,1,0.5054,0.4754,0,54908.7417,0,0,0.3937
719,finance,0,0.6300,1,0.2863,0.3584,0,64504.2423,0,0,0.4843
720,care,1,0.2800,0,0.3711,0.3369,0,43795.0616,1,1,0.5542
721,retail,0,0.4200,0,0.2753,0.1740,0,46445.6404,0,0,0.6063
722,professional,1,0.5500,0,0.2753,0.2918,0,55037.2805,0,0,0.5154
723,transport,0,0.7800,1,0.3471,0.3323,0,55060.7085,0,0,0.5239
724,trades,1,0.8600,1,0.5118,0.4516,0,57037.7442,1,1,0.4003
725,finance,0,0.6300,1,0.3324,0.3322,0,64820.1164,0,0,0.5031
726,care,1,0.2800,0,0.2312,0.2950,0,43752.0098,1,1,0.6056
727,retail,0,0.4200,0,0.2255,0.2752,0,46311.7706,1,1,0.6266
728,professional,1,0.5500,0,0.3145,0.3189,0,51611.7235,1,1,0.5885
729,transport,0,0.7800,1,0.3510,0.3730,0,58118.7406,0,0,0.4862
730,trades,1,0.8600,1,0.5223,0.4140,0,54535.5894,0,0,0.5340
731,finance,0,0.6300,1,0.2296,0.3578,0,68025.2243,0,0,0.5749
732,care,1,0.2800,0,0.3197,0.3130,0,43131.2571,0,0,0.5398
733,retail,0,0.4200,0,0.2790,0.2382,0,49364.5949,0,0,0.6138
734,professional,1,0.5500,0,0.2450,0.3193,0,52165.0084,1,1,0.6490
735,transport,0,0.7800,1,0.4141,0.2990,0,55940.9990,0,0,0.4774
736,trades,1,0.8600,1,0.4521,0.4595,0,55371.8371,1,1,0.4002
737,finance,0,0.6300,1,0.2636,0.3030,0,66914.0933,0,0,0.5321
738,care,1,0.2800,0,0.3063,0.3450,0,44162.8986,0,0,0.6130
739,retail,0,0.4200,0,0.1299,0.2329,0,46005.4184,0,0,0.6721
740,professional,1,0.5500,0,0.2476,0.3192,0,52702.8544,1,1,0.5759
741,transport,0,0.7800,1,0.3182,0.3244,0,57798.8450,0,0,0.5136
742,trades,1,0.8600,1,0.5288,0.4027,1,55363.6229,0,0,0.5053
743,finance,0,0.6300,1,0.3588,0.3151,0,66851.5056,1,0,0.5171
744,care,1,0.2800,0,0.2462,0.3198,0,43880.9301,0,0,0.5326
745,retail,0,0.4200,0,0.2547,0.1995,0,47218.2076,0,0,0.6725
746,professional,1,0.5500,0,0.3420,0.2948,0,51211.1982,0,0,0.6349
747,transport,0,0.7800,1,0.3882,0.3553,0,58145.5105,0,0,0.4652
748,trades,1,0.8600,1,0.5224,0.4227,0,55517.5108,1,0,0.4196
749,finance,0,0.6300,1,0.2899,0.3834,0,66348.4216,0,0,0.4612
750,care,1,0.2800,0,0.2838,0.2893,0,45883.3271,0,0,0.5950
751,retail,0,0.4200,0,0.2473,0.2550,0,44151.7982,0,0,0.5392
752,professional,1,0.5500,0,0.3069,0.3280,0,54565.3832,1,1,0.6088
753,transport,0,0.7800,1,0.2964,0.3376,0,55610.5581,0,0,0.5422
754,trades,1,0.8600,1,0.5032,0.3777,0,53957.9099,0,0,0.5136
755,finance,0,0.6300,1,0.2958,0.3616,0,68059.8951,0,0,0.5740
756,care,1,0.2800,0,0.2938,0.2955,0,44888.3357,0,0,0.5383
757,retail,0,0.4200,0,0.2299,0.2020,0,45038.6503,0,0,0.7104
758,professional,1,0.5500,0,0.2697,0.3223,1,51780.8602,0,0,0.6630
759,transport,0,0.7800,1,0.3990,0.3412,1,57705.5431,0,0,0.4717
760,trades,1,0.8600,1,0.4396,0.4228,0,54062.7833,0,0,0.3834
761,finance,0,0.6300,1,0.2491,0.3249,0,65086.5464,0,0,0.5196
762,care,1,0.2800,0,0.2746,0.2716,0,44005.8764,1,0,0.5392
763,retail,0,0.4200,0,0.2047,0.2066,0,46493.9226,0,0,0.6165
764,professional,1,0.5500,0,0.3291,0.3495,0,52469.5683,0,0,0.6860
765,transport,0,0.7800,1,0.3205,0.3590,0,60519.2296,1,1,0.5566
766,trades,1,0.8600,1,0.5116,0.4296,1,56944.4534,0,0,0.3378
767,finance,0,0.6300,1,0.3410,0.3313,0,63838.6803,1,0,0.5485
768,care,1,0.2800,0,0.2532,0.3192,0,46527.1974,1,1,0.5988
769,retail,0,0.4200,0,0.2692,0.2430,0,46936.9712,0,0,0.5845
770,professional,1,0.5500,0,0.3332,0.3134,0,51770.0291,0,0,0.6058
771,transport,0,0.7800,1,0.3931,0.3970,0,58898.8039,0,0,0.5136
772,trades,1,0.8600,1,0.5775,0.4445,0,55512.5477,0,0,0.4371
773,finance,0,0.6300,1,0.2715,0.3569,0,68007.2239,0,0,0.5894
774,care,1,0.2800,0,0.2806,0.2785,0,43427.9557,0,0,0.6091
775,retail,0,0.4200,0,0.2363,0.2643,0,44419.3552,0,0,0.5304
776,professional,1,0.5500,0,0.3178,0.2968,0,52740.6758,0,0,0.5697
777,transport,0,0.7800,1,0.3638,0.3085,0,59397.9981,0,0,0.5511
778,trades,1,0.8600,1,0.4603,0.4034,0,55907.1804,0,0,0.4818
779,finance,0,0.6300,1,0.2855,0.3767,0,64754.5144,0,0,0.4449
780,care,1,0.2800,0,0.3552,0.3257,0,41635.3978,0,0,0.5364
781,retail,0,0.4200,0,0.2716,0.2484,0,46712.7865,0,0,0.6279
782,professional,1,0.5500,0,0.3594,0.3091,0,55087.0228,0,0,0.5937
783,transport,0,0.7800,1,0.3894,0.3517,0,55937.8045,0,0,0.4958
784,trades,1,0.8600,1,0.5004,0.4155,0,56735.6307,1,1,0.4576
785,finance,0,0.6300,1,0.3623,0.3447,0,66061.1884,0,0,0.5621
786,care,1,0.2800,0,0.3033,0.3352,0,44155.4670,0,0,0.5646
787,retail,0,0.4200,0,0.2980,0.2258,0,48151.9845,0,0,0.6288
788,professional,1,0.5500,0,0.3441,0.3494,0,51969.4177,0,0,0.5961
789,transport,0,0.7800,1,0.3479,0.3732,0,57436.0598,0,0,0.5155
790,trades,1,0.8600,1,0.5012,0.4148,0,56606.8583,0,0,0.4683
791,finance,0,0.6300,1,0.3246,0.3362,0,66754.5738,0,0,0.5404
792,care,1,0.2800,0,0.3222,0.3290,0,45246.9037,0,0,0.6445
793,retail,0,0.4200,0,0.2411,0.2120,0,46447.4483,0,0,0.5821
794,professional,1,0.5500,0,0.2610,0.3192,0,51924.8308,1,1,0.6290
795,transport,0,0.7800,1,0.2888,0.3540,0,57236.1230,0,0,0.5068
796,trades,1,0.8600,1,0.5719,0.4569,0,58291.4566,0,0,0.4806
797,finance,0,0.6300,1,0.2107,0.3753,0,66828.1356,1,0,0.6210
798,care,1,0.2800,0,0.2427,0.3927,0,44883.3856,0,0,0.7046
799,retail,0,0.4200,0,0.1605,0.2613,0,46631.9900,1,0,0.5903
800,professional,1,0.5500,0,0.3021,0.3097,0,51178.5850,0,0,0.6230
801,transport,0,0.7800,1,0.3924,0.3430,0,58233.1257,1,1,0.5122
802,trades,1,0.8600,1,0.4592,0.4527,0,55901.4515,0,0,0.4050
803,finance,0,0.6300,1,0.3536,0.3860,0,64428.5409,0,0,0.4818
804,care,1,0.2800,0,0.2479,0.3110,0,42752.6110,1,1,0.6039
805,retail,0,0.4200,0,0.2893,0.2402,0,46123.1004,0,0,0.6138
806,professional,1,0.5500,0,0.3635,0.3060,0,53560.3696,1,1,0.5473
807,transport,0,0.7800,1,0.4912,0.4183,1,56722.2244,0,0,0.4701
808,trades,1,0.8600,1,0.4596,0.4355,0,56231.8327,1,1,0.3992
809,finance,0,0.6300,1,0.2388,0.3188,0,66592.7868,0,0,0.6224
810,care,1,0.2800,0,0.2664,0.3083,0,43524.1777,0,0,0.6072
811,retail,0,0.4200,0,0.1278,0.2267,0,45695.2116,1,0,0.6394
812,professional,1,0.5500,0,0.3697,0.3119,1,55026.8386,0,0,0.6045
813,transport,0,0.7800,1,0.3063,0.3611,0,57221.7238,0,0,0.4976
814,trades,1,0.8600,1,0.3618,0.5132,0,55291.4644,0,0,0.5930
815,finance,0,0.6300,1,0.1848,0.3722,0,67936.8666,0,0,0.5591
816,care,1,0.2800,0,0.2467,0.2696,0,45933.6173,0,0,0.6493
817,retail,0,0.4200,0,0.1912,0.2399,0,46049.7093,0,0,0.5665
818,professional,1,0.5500,0,0.3143,0.3210,0,51775.0365,0,0,0.6405
819,transport,0,0.7800,1,0.3755,0.3600,0,57435.0598,0,0,0.5599
820,trades,1,0.8600,1,0.4880,0.4244,0,57268.3343,0,0,0.4723
821,finance,0,0.6300,1,0.2352,0.3518,0,65453.2775,1,1,0.4718
822,care,1,0.2800,0,0.2807,0.2944,0,43745.6702,0,0,0.5653
823,retail,0,0.4200,0,0.2091,0.2232,0,45224.2750,0,0,0.6519
824,professional,1,0.5500,0,0.3281,0.3202,0,54094.0909,0,0,0.6090
825,transport,0,0.7800,1,0.4152,0.3693,0,57664.6372,0,0,0.5039
826,trades,1,0.8600,1,0.4908,0.4487,0,56652.2151,0,0,0.4686
827,finance,0,0.6300,1,0.1781,0.3457,0,64952.9375,0,0,0.6298
828,care,1,0.2800,0,0.3125,0.3131,0,43139.4874,0,0,0.5345
829,retail,0,0.4200,0,0.2489,0.2087,0,45111.4528,1,0,0.6732
830,professional,1,0.5500,0,0.2543,0.3214,0,51922.2356,0,0,0.6210
831,transport,0,0.7800,1,0.3523,0.3436,0,58267.6833,0,0,0.5219
832,trades,1,0.8600,1,0.4474,0.4693,1,55876.4602,1,1,0.6385
833,finance,0,0.6300,1,0.3105,0.3818,0,65058.9624,0,0,0.5152
834,care,1,0.2800,0,0.3193,0.2779,0,46261.1245,1,1,0.5522
835,retail,0,0.4200,0,0.1599,0.2093,0,47062.3887,0,0,0.6790
836,professional,1,0.5500,0,0.2900,0.2702,0,51746.5589,0,0,0.6288
837,transport,0,0.7800,1,0.3567,0.3639,0,57663.1577,0,0,0.5672
838,trades,1,0.8600,1,0.4154,0.4318,0,57126.5254,0,0,0.5209
839,finance,0,0.6300,1,0.3193,0.3445,0,67098.3392,1,0,0.3927
840,care,1,0.2800,0,0.2730,0.3102,1,43735.2151,0,0,0.7028
841,retail,0,0.4200,0,0.3154,0.2383,0,45626.8536,0,0,0.4691
842,professional,1,0.5500,0,0.3243,0.3640,0,53958.5925,0,0,0.6557
843,transport,0,0.7800,1,0.3724,0.3934,0,59871.5068,0,0,0.4811
844,trades,1,0.8600,1,0.4736,0.4832,1,54634.5120,0,0,0.4917
845,finance,0,0.6300,1,0.3630,0.3467,0,67060.5171,1,0,0.5586
846,care,1,0.2800,0,0.3650,0.2718,0,43649.1313,0,0,0.5437
847,retail,0,0.4200,0,0.2918,0.2077,0,44624.4895,1,0,0.6645
848,professional,1,0.5500,0,0.3681,0.2800,0,52709.4363,0,0,0.5319
849,transport,0,0.7800,1,0.3557,0.3554,0,57504.3468,1,0,0.4981
850,trades,1,0.8600,1,0.5327,0.4497,0,55201.3790,0,0,0.3448
851,finance,0,0.6300,1,0.2219,0.3213,0,66554.0518,0,0,0.5489
852,care,1,0.2800,0,0.2925,0.3190,0,45396.2582,0,0,0.6082
853,retail,0,0.4200,0,0.2106,0.2005,0,45625.8692,0,0,0.5597
854,professional,1,0.5500,0,0.3718,0.3367,0,50732.7470,0,0,0.6406
855,transport,0,0.7800,1,0.3596,0.3388,0,57766.6561,0,0,0.4913
856,trades,1,0.8600,1,0.5128,0.4738,0,56275.5623,0,0,0.4326
857,finance,0,0.6300,1,0.3531,0.3828,0,69746.1508,0,0,0.5301
858,care,1,0.2800,0,0.3362,0.2820,1,44389.4245,0,0,0.6599
859,retail,0,0.4200,0,0.2131,0.1823,0,43960.1997,0,0,0.5873
860,professional,1,0.5500,0,0.3782,0.2928,0,53318.6774,0,0,0.6017
861,transport,0,0.7800,1,0.4355,0.3275,0,57179.1956,0,0,0.4665
862,trades,1,0.8600,1,0.5269,0.4278,0,54928.7294,0,0,0.4145
863,finance,0,0.6300,1,0.2953,0.3433,0,65588.8697,0,0,0.5983
864,care,1,0.2800,0,0.3478,0.3441,1,44864.0507,0,0,0.6106
865,retail,0,0.4200,0,0.3142,0.1824,0,46972.5007,0,0,0.6052
866,professional,1,0.5500,0,0.3224,0.2887,1,52294.5261,0,0,0.4814
867,transport,0,0.7800,1,0.3749,0.3559,1,57273.4175,0,0,0.5280
868,trades,1,0.8600,1,0.4970,0.4638,0,56741.0134,0,0,0.3971
869,finance,0,0.6300,1,0.3480,0.3511,0,65495.9075,0,0,0.5779
870,care,1,0.2800,0,0.3337,0.2985,0,44300.9127,0,0,0.5507
871,retail,0,0.4200,0,0.2774,0.2173,0,45415.5632,0,0,0.6267
872,professional,1,0.5500,0,0.3313,0.2933,0,54214.8650,0,0,0.5706
873,transport,0,0.7800,1,0.4122,0.3435,0,58181.4907,0,0,0.4469
874,trades,1,0.8600,1,0.4582,0.4179,1,55840.4377,0,0,0.4687
875,finance,0,0.6300,1,0.3718,0.3188,0,66948.8453,0,0,0.4658
876,care,1,0.2800,0,0.3407,0.2976,0,41102.1676,0,0,0.6040
877,retail,0,0.4200,0,0.1933,0.2514,0,47234.0050,0,0,0.7409
878,professional,1,0.5500,0,0.3377,0.3094,0,54684.3530,0,0,0.5547
879,transport,0,0.7800,1,0.2697,0.3612,0,55557.5840,0,0,0.4626
880,trades,1,0.8600,1,0.4586,0.4797,0,55961.8087,0,0,0.4865
881,finance,0,0.6300,1,0.2552,0.3603,0,65022.5408,0,0,0.5649
882,care,1,0.2800,0,0.2291,0.3184,0,44977.1270,0,0,0.6178
883,retail,0,0.4200,0,0.2787,0.2130,0,48347.9246,0,0,0.4790
884,professional,1,0.5500,0,0.3039,0.3326,0,49974.1848,0,0,0.5771
885,transport,0,0.7800,1,0.3198,0.3762,0,57616.6857,0,0,0.4420
886,trades,1,0.8600,1,0.5429,0.4915,0,57293.0947,0,0,0.4041
887,finance,0,0.6300,1,0.2990,0.4041,0,67131.3262,1,1,0.5407
888,care,1,0.2800,0,0.2813,0.3221,0,44241.2996,0,0,0.6610
889,retail,0,0.4200,0,0.2099,0.1962,0,44693.5960,0,0,0.5916
890,professional,1,0.5500,0,0.3593,0.2860,0,52408.5827,0,0,0.4783
891,transport,0,0.7800,1,0.3341,0.3638,0,57009.0738,1,1,0.4464
892,trades,1,0.8600,1,0.5797,0.4049,0,56755.2697,0,0,0.3476
893,finance,0,0.6300,1,0.2347,0.3808,0,63171.1324,1,1,0.5856
894,care,1,0.2800,0,0.2292,0.2813,0,43975.9412,0,0,0.5832
895,retail,0,0.4200,0,0.2477,0.2424,1,44675.3507,0,0,0.6175
896,professional,1,0.5500,0,0.3161,0.2492,0,51811.0394,0,0,0.6113
897,transport,0,0.7800,1,0.4167,0.3393,0,60989.2384,0,0,0.5172
898,trades,1,0.8600,1,0.4940,0.4171,0,57467.5220,1,1,0.4153
899,finance,0,0.6300,1,0.2617,0.3418,1,67222.6213,0,0,0.5574
900,care,1,0.2800,0,0.2446,0.2775,0,44563.4795,0,0,0.5031
901,retail,0,0.4200,0,0.2507,0.2249,1,45175.2181,0,0,0.6110
902,professional,1,0.5500,0,0.3534,0.2687,0,52084.5228,0,0,0.5152
903,transport,0,0.7800,1,0.4208,0.3428,0,57087.6436,1,0,0.4529
904,trades,1,0.8600,1,0.4314,0.4482,0,58435.8291,1,1,0.5485
905,finance,0,0.6300,1,0.3275,0.3533,1,66012.9156,0,0,0.6570
906,care,1,0.2800,0,0.2655,0.2988,0,43637.5201,0,0,0.5865
907,retail,0,0.4200,0,0.1999,0.2771,0,43616.2572,0,0,0.6367
908,professional,1,0.5500,0,0.2452,0.2878,0,53332.7985,0,0,0.6134
909,transport,0,0.7800,1,0.3617,0.3688,0,58739.5527,0,0,0.4994
910,trades,1,0.8600,1,0.5856,0.4058,0,55483.4167,0,0,0.4692
911,finance,0,0.6300,1,0.3036,0.3109,0,67821.8145,0,0,0.5701
912,care,1,0.2800,0,0.3380,0.2904,0,45684.5870,1,1,0.5572
913,retail,0,0.4200,0,0.1890,0.2328,0,46064.1845,1,0,0.6664
914,professional,1,0.5500,0,0.3431,0.3101,0,53762.1306,0,0,0.5552
915,transport,0,0.7800,1,0.3445,0.3667,1,57892.1606,0,0,0.4594
916,trades,1,0.8600,1,0.5218,0.4013,0,57869.0960,0,0,0.4496
917,finance,0,0.6300,1,0.3471,0.3472,0,64343.4287,0,0,0.5008
918,care,1,0.2800,0,0.3669,0.2893,0,43530.0249,1,1,0.5222
919,retail,0,0.4200,0,0.2141,0.2119,0,44115.8855,0,0,0.6793
920,professional,1,0.5500,0,0.3153,0.3087,0,49857.1926,0,0,0.5916
921,transport,0,0.7800,1,0.3309,0.3304,0,57295.5028,0,0,0.5174
922,trades,1,0.8600,1,0.5156,0.4065,0,56442.2341,0,0,0.3042
923,finance,0,0.6300,1,0.3609,0.3322,0,66782.0249,0,0,0.5514
924,care,1,0.2800,0,0.2524,0.3022,0,43981.3621,0,0,0.6111
925,retail,0,0.4200,0,0.2001,0.2393,0,43937.7013,0,0,0.7009
926,professional,1,0.5500,0,0.2865,0.3073,0,50443.0995,1,1,0.6032
927,transport,0,0.7800,1,0.4112,0.3433,0,57706.5188,0,0,0.5030
928,trades,1,0.8600,1,0.5270,0.4267,0,55462.7888,0,0,0.5214
929,finance,0,0.6300,1,0.2893,0.3469,0,66629.8972,0,0,0.4719
930,care,1,0.2800,0,0.3380,0.3116,0,45383.7731,0,0,0.5993
931,retail,0,0.4200,0,0.1789,0.1971,0,47056.8987,0,0,0.6357
932,professional,1,0.5500,0,0.2938,0.2860,0,49299.2752,0,0,0.5668
933,transport,0,0.7800,1,0.3611,0.3456,0,55628.0053,0,0,0.5374
934,trades,1,0.8600,1,0.5393,0.4246,0,54036.0197,0,0,0.4993
935,finance,0,0.6300,1,0.2947,0.3859,0,66623.1140,1,0,0.5219
936,care,1,0.2800,0,0.2668,0.3043,0,43072.1029,0,0,0.5664
937,retail,0,0.4200,0,0.2097,0.2217,0,44907.5596,1,1,0.6621
938,professional,1,0.5500,0,0.3122,0.3388,0,52576.2262,0,0,0.5386
939,transport,0,0.7800,1,0.3420,0.3689,0,58653.6910,0,0,0.4972
940,trades,1,0.8600,1,0.5295,0.4119,0,56665.8169,0,0,0.4850
941,finance,0,0.6300,1,0.3130,0.3723,0,66894.2185,0,0,0.5850
942,care,1,0.2800,0,0.3181,0.2850,0,44452.2328,1,1,0.5998
943,retail,0,0.4200,0,0.2518,0.1950,0,46578.6241,0,0,0.5640
944,professional,1,0.5500,0,0.3256,0.2858,0,52169.0066,0,0,0.5395
945,transport,0,0.7800,1,0.3211,0.3507,0,56751.1536,0,0,0.6236
946,trades,1,0.8600,1,0.5255,0.4550,0,56835.6681,0,0,0.4112
947,finance,0,0.6300,1,0.2615,0.3078,0,65320.5176,1,0,0.4629
948,care,1,0.2800,0,0.3204,0.3119,0,43847.4614,1,1,0.6663
949,retail,0,0.4200,0,0.2189,0.2279,0,47860.9481,0,0,0.5863
950,professional,1,0.5500,0,0.3997,0.3261,0,54056.1138,0,0,0.5234
951,transport,0,0.7800,1,0.3465,0.2981,0,58472.0864,1,1,0.5560
952,trades,1,0.8600,1,0.4338,0.4510,1,55231.2252,0,0,0.4295
953,finance,0,0.6300,1,0.3748,0.3729,0,67419.2304,0,0,0.5121
954,care,1,0.2800,0,0.2674,0.3211,0,43207.9323,0,0,0.6707
955,retail,0,0.4200,0,0.2246,0.2483,0,46721.1962,0,0,0.5996
956,professional,1,0.5500,0,0.3357,0.3262,0,52511.2618,1,1,0.5448
957,transport,0,0.7800,1,0.4329,0.3637,0,58887.9295,0,0,0.4282
958,trades,1,0.8600,1,0.5726,0.4437,0,57237.2131,0,0,0.4191
959,finance,0,0.6300,1,0.2872,0.3159,0,65988.0617,0,0,0.6153
960,care,1,0.2800,0,0.2694,0.3082,0,45039.2932,0,0,0.5854
