worker_id,unit,cohort,female,manager_overlap,baseline_performance,pre_level,prior_wage,informal_interaction,mentoring_score,promoted,wage_growth,retained
654,7,1,1,1,0.1340,3,64016.5728,0.5785,0.4146,1,0.0486,1
655,8,2,0,0,-0.4573,4,62323.7335,0.1651,0.4633,0,0.0463,1
656,9,3,1,1,-0.0325,1,55826.6033,0.5594,0.5095,0,0.0472,1
657,10,4,0,0,-0.0074,2,59213.3646,0.3150,0.2899,0,0.0403,0
658,11,5,1,0,-0.5790,3,62630.5266,0.2771,0.3149,0,0.0312,1
659,12,6,0,1,1.1092,4,67513.8970,0.8600,0.4291,1,0.0689,1
660,1,1,1,1,1.2075,1,59655.9712,0.4806,0.4753,0,0.0407,1
661,2,2,0,0,-0.5515,2,58759.6768,0.4624,0.2066,0,0.0323,0
662,3,3,1,0,-0.2835,3,61500.3539,0.3184,0.2978,1,0.0423,1
663,4,4,0,1,0.5990,4,67512.1444,0.8606,0.5452,0,0.0655,1
664,5,5,1,0,0.5720,1,57221.3465,0.4301,0.4008,0,0.0318,0
665,6,6,0,1,-0.6014,2,57869.1437,0.6943,0.5313,1,0.0611,1
666,7,1,1,0,-0.1680,3,62211.2803,0.2574,0.3206,0,0.0320,1
667,8,2,0,0,-1.0457,4,64101.0197,0.3702,0.1659,0,0.0346,1
668,9,3,1,1,0.1770,1,57460.6153,0.4590,0.4109,0,0.0317,1
669,10,4,0,0,-0.8638,2,59211.0674,0.2225,0.2745,0,0.0346,1
670,11,5,1,1,0.5714,3,63936.2636,0.6307,0.3281,0,0.0472,1
671,12,6,0,0,-0.6695,4,62632.1103,0.1431,0.3211,0,0.0197,1
672,1,1,1,1,0.0814,1,56906.0262,0.5544,0.4685,1,0.0624,1
673,2,2,0,0,0.1216,2,59624.9058,0.5254,0.4660,0,0.0552,1
674,3,3,1,1,0.7791,3,65400.1038,0.5581,0.4314,0,0.0386,1
675,4,4,0,0,0.2313,4,66495.8266,0.4161,0.3213,0,0.0203,1
676,5,5,1,0,-0.6612,1,55142.5845,0.3038,0.1902,0,0.0292,1
677,6,6,0,1,1.1182,2,61848.6265,0.8124,0.7037,1,0.0555,1
678,7,1,1,0,0.1107,3,60622.1114,0.2822,0.2705,0,0.0233,1
679,8,2,0,1,0.0424,4,65100.8194,0.8406,0.4508,1,0.0653,1
680,9,3,1,0,-0.2147,1,56599.4863,0.3580,0.4950,0,0.0391,1
681,10,4,0,0,0.3661,2,61306.2993,0.4250,0.4320,0,0.0481,1
682,11,5,1,1,-0.3036,3,61001.1316,0.3274,0.4468,0,0.0421,1
683,12,6,0,0,-0.0825,4,65208.9676,0.5447,0.2928,1,0.0625,1
684,1,1,1,0,0.1351,1,55321.5555,0.3066,0.3683,0,0.0296,1
685,2,2,0,0,-0.4749,2,59838.7222,0.4664,0.2014,0,0.0386,1
686,3,3,1,1,-0.0031,3,63247.8046,0.3497,0.4865,0,0.0486,0
687,4,4,0,0,-0.3971,4,61917.3635,0.3553,0.2518,1,0.0664,1
688,5,5,1,1,0.1882,1,57424.7634,0.5478,0.2874,1,0.0529,1
689,6,6,0,0,-0.2563,2,60634.4741,0.2337,0.4031,1,0.0581,1
690,7,1,1,0,-0.0085,3,61799.7340,0.2700,0.2384,0,0.0178,1
691,8,2,0,1,0.0552,4,64692.7920,0.8147,0.5180,0,0.0479,1
692,9,3,1,0,-0.2783,1,56524.5530,0.2783,0.3054,0,0.0291,1
693,10,4,0,1,-1.0045,2,57335.2449,0.7081,0.4573,0,0.0269,1
694,11,5,1,0,-0.3708,3,62925.9253,0.1357,0.1768,1,0.0555,0
695,12,6,0,0,-0.4107,4,65275.6299,0.3628,0.2930,0,0.0564,1
696,1,1,1,0,-0.4908,1,55411.2217,0.2460,0.3254,0,0.0150,0
697,2,2,0,1,-0.5697,2,59352.8550,0.7991,0.5169,1,0.0706,1
698,3,3,1,0,-0.4026,3,61462.6370,0.3093,0.3650,0,0.0104,1
699,4,4,0,0,0.2373,4,65507.0019,0.3821,0.4454,0,0.0254,1
700,5,5,1,1,-0.4573,1,56067.0337,0.6027,0.2509,1,0.0642,0
701,6,6,0,0,0.0012,2,60210.4401,0.3425,0.5665,0,0.0294,0
702,7,1,1,1,-0.6142,3,59932.6360,0.4515,0.5320,0,0.0468,1
703,8,2,0,0,0.0346,4,65734.8836,0.3544,0.2017,0,0.0342,1
704,9,3,1,0,-0.1095,1,55862.3247,0.4243,0.3118,0,0.0165,1
705,10,4,0,1,0.6674,2,60395.1711,0.8290,0.6582,0,0.0435,1
706,11,5,1,0,0.0242,3,63866.9071,0.3534,0.3958,0,0.0255,1
707,12,6,0,1,-0.0240,4,63302.6759,0.7886,0.4100,0,0.0366,0
708,1,1,1,0,-0.0386,1,58111.9228,0.3223,0.2735,0,0.0358,1
709,2,2,0,1,1.6593,2,62514.6577,0.7646,0.5546,1,0.0514,1
710,3,3,1,0,0.9700,3,63041.9191,0.4297,0.3690,1,0.0476,1
711,4,4,0,1,0.9942,4,67607.4047,0.7442,0.4959,1,0.0795,1
712,5,5,1,0,0.5298,1,56479.8840,0.4208,0.2908,0,0.0303,1
713,6,6,0,0,1.1486,2,62117.6378,0.4948,0.3581,1,0.0655,1
714,7,1,1,1,-0.7651,3,60850.5244,0.3959,0.3780,0,0.0198,1
715,8,2,0,0,-0.8001,4,65071.5533,0.2973,0.2835,0,0.0350,1
716,9,3,1,1,0.2335,1,56288.6882,0.4788,0.5180,1,0.0666,0
717,10,4,0,0,1.0999,2,62076.0576,0.5067,0.3538,1,0.0663,1
718,11,5,1,0,0.5927,3,64988.0638,0.4150,0.3903,1,0.0523,1
719,12,6,0,1,-0.0189,4,63825.2693,0.7928,0.3351,0,0.0515,1
720,1,1,1,1,0.0466,1,55907.2846,0.4698,0.5276,0,0.0363,1
