worker_id,arm,inertia,sophistication,liquidity_need,match_rate,default_rate,active_prompt,commitment,benchmark_rate,chosen_rate,participation,welfare_gap,welfare_score
default-worker-0453,active_choice,0.3,0.22,0.27,0.03,0.0,1.0,0.0,0.055,0.044,1,0.011,0.069
default-worker-0454,commitment_escalation,0.3,0.22,0.27,0.03,0.03,0.0,1.0,0.055,0.037,1,0.018,0.062
default-worker-0455,opt_in,0.355,0.275,0.315,0.035,0.0,0.0,0.0,0.06,0.032,1,0.028,0.052
default-worker-0456,auto_enroll_3,0.355,0.275,0.315,0.035,0.03,0.0,0.0,0.06,0.031,1,0.029,0.051
default-worker-0457,auto_enroll_6,0.355,0.275,0.315,0.035,0.06,0.0,0.0,0.06,0.042,1,0.018,0.062
default-worker-0458,active_choice,0.355,0.275,0.315,0.035,0.0,1.0,0.0,0.06,0.049,1,0.012,0.068
default-worker-0459,commitment_escalation,0.355,0.275,0.315,0.035,0.03,0.0,1.0,0.06,0.039,1,0.021,0.059
default-worker-0460,opt_in,0.41,0.33,0.36,0.04,0.0,0.0,0.0,0.066,0.037,1,0.029,0.051
default-worker-0461,auto_enroll_3,0.41,0.33,0.36,0.04,0.03,0.0,0.0,0.066,0.034,1,0.032,0.048
default-worker-0462,auto_enroll_6,0.41,0.33,0.36,0.04,0.06,0.0,0.0,0.066,0.047,1,0.019,0.061
default-worker-0463,active_choice,0.41,0.33,0.36,0.04,0.0,1.0,0.0,0.066,0.054,1,0.012,0.068
default-worker-0464,commitment_escalation,0.41,0.33,0.36,0.04,0.03,0.0,1.0,0.066,0.042,1,0.024,0.056
default-worker-0465,opt_in,0.465,0.385,0.405,0.045,0.0,0.0,0.0,0.071,0.043,1,0.029,0.051
default-worker-0466,auto_enroll_3,0.465,0.385,0.405,0.045,0.03,0.0,0.0,0.071,0.037,1,0.035,0.045
default-worker-0467,auto_enroll_6,0.465,0.385,0.405,0.045,0.06,0.0,0.0,0.071,0.051,1,0.021,0.059
default-worker-0468,active_choice,0.465,0.385,0.405,0.045,0.0,1.0,0.0,0.071,0.059,1,0.012,0.068
default-worker-0469,commitment_escalation,0.465,0.385,0.405,0.045,0.03,0.0,1.0,0.071,0.044,1,0.027,0.053
default-worker-0470,opt_in,0.52,0.44,0.45,0.05,0.0,0.0,0.0,0.077,0.049,1,0.028,0.052
default-worker-0471,auto_enroll_3,0.52,0.44,0.45,0.05,0.03,0.0,0.0,0.077,0.039,1,0.038,0.042
default-worker-0472,auto_enroll_6,0.52,0.44,0.45,0.05,0.06,0.0,0.0,0.077,0.055,1,0.022,0.058
default-worker-0473,active_choice,0.52,0.44,0.45,0.05,0.0,1.0,0.0,0.077,0.064,1,0.012,0.068
default-worker-0474,commitment_escalation,0.52,0.44,0.45,0.05,0.03,0.0,1.0,0.077,0.046,1,0.031,0.049
default-worker-0475,opt_in,0.575,0.495,0.495,0.03,0.0,0.0,0.0,0.057,0.039,1,0.019,0.061
default-worker-0476,auto_enroll_3,0.575,0.495,0.495,0.03,0.03,0.0,0.0,0.057,0.034,1,0.024,0.056
default-worker-0477,auto_enroll_6,0.575,0.495,0.495,0.03,0.06,0.0,0.0,0.057,0.051,1,0.007,0.073
default-worker-0478,active_choice,0.575,0.495,0.495,0.03,0.0,1.0,0.0,0.057,0.049,1,0.009,0.071
default-worker-0479,commitment_escalation,0.575,0.495,0.495,0.03,0.03,0.0,1.0,0.057,0.04,1,0.018,0.062
default-worker-0480,opt_in,0.63,0.55,0.18,0.035,0.0,0.0,0.0,0.072,0.051,1,0.021,0.059
default-worker-0481,auto_enroll_3,0.63,0.55,0.18,0.035,0.03,0.0,0.0,0.072,0.038,1,0.034,0.046
default-worker-0482,auto_enroll_6,0.63,0.55,0.18,0.035,0.06,0.0,0.0,0.072,0.057,1,0.015,0.065
default-worker-0483,active_choice,0.63,0.55,0.18,0.035,0.0,1.0,0.0,0.072,0.062,1,0.01,0.07
default-worker-0484,commitment_escalation,0.63,0.55,0.18,0.035,0.03,0.0,1.0,0.072,0.048,1,0.024,0.056
default-worker-0485,opt_in,0.685,0.605,0.225,0.04,0.0,0.0,0.0,0.078,0.058,1,0.02,0.06
default-worker-0486,auto_enroll_3,0.685,0.605,0.225,0.04,0.03,0.0,0.0,0.078,0.039,1,0.039,0.041
default-worker-0487,auto_enroll_6,0.685,0.605,0.225,0.04,0.06,0.0,0.0,0.078,0.059,1,0.018,0.062
default-worker-0488,active_choice,0.685,0.605,0.225,0.04,0.0,1.0,0.0,0.078,0.068,1,0.01,0.07
default-worker-0489,commitment_escalation,0.685,0.605,0.225,0.04,0.03,0.0,1.0,0.078,0.048,1,0.03,0.05
default-worker-0490,opt_in,0.74,0.66,0.27,0.045,0.0,0.0,0.0,0.083,0.065,1,0.018,0.062
default-worker-0491,auto_enroll_3,0.74,0.66,0.27,0.045,0.03,0.0,0.0,0.083,0.039,1,0.044,0.036
default-worker-0492,auto_enroll_6,0.74,0.66,0.27,0.045,0.06,0.0,0.0,0.083,0.061,1,0.022,0.058
default-worker-0493,active_choice,0.74,0.66,0.27,0.045,0.0,1.0,0.0,0.083,0.073,1,0.01,0.07
default-worker-0494,commitment_escalation,0.74,0.66,0.27,0.045,0.03,0.0,1.0,0.083,0.048,1,0.035,0.045
default-worker-0495,opt_in,0.3,0.715,0.315,0.05,0.0,0.0,0.0,0.089,0.072,1,0.016,0.064
default-worker-0496,auto_enroll_3,0.3,0.715,0.315,0.05,0.03,0.0,0.0,0.089,0.06,1,0.029,0.051
default-worker-0497,auto_enroll_6,0.3,0.715,0.315,0.05,0.06,0.0,0.0,0.089,0.069,1,0.02,0.06
default-worker-0498,active_choice,0.3,0.715,0.315,0.05,0.0,1.0,0.0,0.089,0.079,1,0.009,0.071
default-worker-0499,commitment_escalation,0.3,0.715,0.315,0.05,0.03,0.0,1.0,0.089,0.068,1,0.021,0.059
default-worker-0500,opt_in,0.355,0.22,0.36,0.03,0.0,0.0,0.0,0.053,0.026,1,0.027,0.053
default-worker-0501,auto_enroll_3,0.355,0.22,0.36,0.03,0.03,0.0,0.0,0.053,0.027,1,0.025,0.055
default-worker-0502,auto_enroll_6,0.355,0.22,0.36,0.03,0.06,0.0,0.0,0.053,0.038,1,0.015,0.065
default-worker-0503,active_choice,0.355,0.22,0.36,0.03,0.0,1.0,0.0,0.053,0.042,1,0.011,0.069
default-worker-0504,commitment_escalation,0.355,0.22,0.36,0.03,0.03,0.0,1.0,0.053,0.035,1,0.018,0.062
default-worker-0505,opt_in,0.41,0.275,0.405,0.035,0.0,0.0,0.0,0.058,0.031,1,0.027,0.053
default-worker-0506,auto_enroll_3,0.41,0.275,0.405,0.035,0.03,0.0,0.0,0.058,0.03,1,0.028,0.052
default-worker-0507,auto_enroll_6,0.41,0.275,0.405,0.035,0.06,0.0,0.0,0.058,0.043,1,0.015,0.065
default-worker-0508,active_choice,0.41,0.275,0.405,0.035,0.0,1.0,0.0,0.058,0.047,1,0.011,0.069
default-worker-0509,commitment_escalation,0.41,0.275,0.405,0.035,0.03,0.0,1.0,0.058,0.038,1,0.021,0.059
default-worker-0510,opt_in,0.465,0.33,0.45,0.04,0.0,0.0,0.0,0.064,0.036,1,0.028,0.052
default-worker-0511,auto_enroll_3,0.465,0.33,0.45,0.04,0.03,0.0,0.0,0.064,0.033,1,0.03,0.05
default-worker-0512,auto_enroll_6,0.465,0.33,0.45,0.04,0.06,0.0,0.0,0.064,0.047,1,0.017,0.063
default-worker-0513,active_choice,0.465,0.33,0.45,0.04,0.0,1.0,0.0,0.064,0.052,1,0.012,0.068
default-worker-0514,commitment_escalation,0.465,0.33,0.45,0.04,0.03,0.0,1.0,0.064,0.04,1,0.024,0.056
default-worker-0515,opt_in,0.52,0.385,0.495,0.045,0.0,0.0,0.0,0.069,0.042,1,0.028,0.052
default-worker-0516,auto_enroll_3,0.52,0.385,0.495,0.045,0.03,0.0,0.0,0.069,0.036,1,0.034,0.046
default-worker-0517,auto_enroll_6,0.52,0.385,0.495,0.045,0.06,0.0,0.0,0.069,0.051,1,0.018,0.062
default-worker-0518,active_choice,0.52,0.385,0.495,0.045,0.0,1.0,0.0,0.069,0.057,1,0.012,0.068
default-worker-0519,commitment_escalation,0.52,0.385,0.495,0.045,0.03,0.0,1.0,0.069,0.042,1,0.028,0.052
default-worker-0520,opt_in,0.575,0.44,0.18,0.05,0.0,0.0,0.0,0.084,0.053,1,0.03,0.05
default-worker-0521,auto_enroll_3,0.575,0.44,0.18,0.05,0.03,0.0,0.0,0.084,0.04,1,0.044,0.036
default-worker-0522,auto_enroll_6,0.575,0.44,0.18,0.05,0.06,0.0,0.0,0.084,0.057,1,0.027,0.053
default-worker-0523,active_choice,0.575,0.44,0.18,0.05,0.0,1.0,0.0,0.084,0.07,1,0.014,0.066
default-worker-0524,commitment_escalation,0.575,0.44,0.18,0.05,0.03,0.0,1.0,0.084,0.05,1,0.034,0.046
default-worker-0525,opt_in,0.63,0.495,0.225,0.03,0.0,0.0,0.0,0.064,0.043,1,0.021,0.059
default-worker-0526,auto_enroll_3,0.63,0.495,0.225,0.03,0.03,0.0,0.0,0.064,0.035,1,0.029,0.051
default-worker-0527,auto_enroll_6,0.63,0.495,0.225,0.03,0.06,0.0,0.0,0.064,0.054,1,0.01,0.07
default-worker-0528,active_choice,0.63,0.495,0.225,0.03,0.0,1.0,0.0,0.064,0.055,1,0.01,0.07
default-worker-0529,commitment_escalation,0.63,0.495,0.225,0.03,0.03,0.0,1.0,0.064,0.044,1,0.02,0.06
default-worker-0530,opt_in,0.685,0.55,0.27,0.035,0.0,0.0,0.0,0.07,0.049,1,0.02,0.06
default-worker-0531,auto_enroll_3,0.685,0.55,0.27,0.035,0.03,0.0,0.0,0.07,0.036,1,0.034,0.046
default-worker-0532,auto_enroll_6,0.685,0.55,0.27,0.035,0.06,0.0,0.0,0.07,0.057,1,0.013,0.067
default-worker-0533,active_choice,0.685,0.55,0.27,0.035,0.0,1.0,0.0,0.07,0.06,1,0.01,0.07
default-worker-0534,commitment_escalation,0.685,0.55,0.27,0.035,0.03,0.0,1.0,0.07,0.045,1,0.025,0.055
default-worker-0535,opt_in,0.74,0.605,0.315,0.04,0.0,0.0,0.0,0.075,0.056,1,0.019,0.061
default-worker-0536,auto_enroll_3,0.74,0.605,0.315,0.04,0.03,0.0,0.0,0.075,0.037,1,0.039,0.041
default-worker-0537,auto_enroll_6,0.74,0.605,0.315,0.04,0.06,0.0,0.0,0.075,0.059,1,0.016,0.064
default-worker-0538,active_choice,0.74,0.605,0.315,0.04,0.0,1.0,0.0,0.075,0.066,1,0.01,0.07
default-worker-0539,commitment_escalation,0.74,0.605,0.315,0.04,0.03,0.0,1.0,0.075,0.045,1,0.03,0.05
default-worker-0540,opt_in,0.3,0.66,0.36,0.045,0.0,0.0,0.0,0.081,0.063,1,0.018,0.062
default-worker-0541,auto_enroll_3,0.3,0.66,0.36,0.045,0.03,0.0,0.0,0.081,0.053,1,0.028,0.052
default-worker-0542,auto_enroll_6,0.3,0.66,0.36,0.045,0.06,0.0,0.0,0.081,0.062,1,0.019,0.061
default-worker-0543,active_choice,0.3,0.66,0.36,0.045,0.0,1.0,0.0,0.081,0.071,1,0.01,0.07
default-worker-0544,commitment_escalation,0.3,0.66,0.36,0.045,0.03,0.0,1.0,0.081,0.061,1,0.02,0.06
default-worker-0545,opt_in,0.355,0.715,0.405,0.05,0.0,0.0,0.0,0.086,0.07,1,0.016,0.064
default-worker-0546,auto_enroll_3,0.355,0.715,0.405,0.05,0.03,0.0,0.0,0.086,0.056,1,0.03,0.05
default-worker-0547,auto_enroll_6,0.355,0.715,0.405,0.05,0.06,0.0,0.0,0.086,0.067,1,0.02,0.06
default-worker-0548,active_choice,0.355,0.715,0.405,0.05,0.0,1.0,0.0,0.086,0.077,1,0.009,0.071
default-worker-0549,commitment_escalation,0.355,0.715,0.405,0.05,0.03,0.0,1.0,0.086,0.063,1,0.023,0.057
default-worker-0550,opt_in,0.41,0.22,0.45,0.03,0.0,0.0,0.0,0.05,0.025,1,0.026,0.054
default-worker-0551,auto_enroll_3,0.41,0.22,0.45,0.03,0.03,0.0,0.0,0.05,0.027,1,0.023,0.057
default-worker-0552,auto_enroll_6,0.41,0.22,0.45,0.03,0.06,0.0,0.0,0.05,0.039,1,0.011,0.069
default-worker-0553,active_choice,0.41,0.22,0.45,0.03,0.0,1.0,0.0,0.05,0.04,1,0.01,0.07
default-worker-0554,commitment_escalation,0.41,0.22,0.45,0.03,0.03,0.0,1.0,0.05,0.034,1,0.017,0.063
default-worker-0555,opt_in,0.465,0.275,0.495,0.035,0.0,0.0,0.0,0.056,0.03,1,0.026,0.054
default-worker-0556,auto_enroll_3,0.465,0.275,0.495,0.035,0.03,0.0,0.0,0.056,0.03,1,0.026,0.054
default-worker-0557,auto_enroll_6,0.465,0.275,0.495,0.035,0.06,0.0,0.0,0.056,0.044,1,0.012,0.068
default-worker-0558,active_choice,0.465,0.275,0.495,0.035,0.0,1.0,0.0,0.056,0.045,1,0.011,0.069
default-worker-0559,commitment_escalation,0.465,0.275,0.495,0.035,0.03,0.0,1.0,0.056,0.036,1,0.02,0.06
default-worker-0560,opt_in,0.52,0.33,0.18,0.04,0.0,0.0,0.0,0.07,0.04,1,0.031,0.049
default-worker-0561,auto_enroll_3,0.52,0.33,0.18,0.04,0.03,0.0,0.0,0.07,0.035,1,0.036,0.044
default-worker-0562,auto_enroll_6,0.52,0.33,0.18,0.04,0.06,0.0,0.0,0.07,0.05,1,0.02,0.06
default-worker-0563,active_choice,0.52,0.33,0.18,0.04,0.0,1.0,0.0,0.07,0.057,1,0.013,0.067
default-worker-0564,commitment_escalation,0.52,0.33,0.18,0.04,0.03,0.0,1.0,0.07,0.045,1,0.026,0.054
default-worker-0565,opt_in,0.575,0.385,0.225,0.045,0.0,0.0,0.0,0.076,0.046,1,0.03,0.05
default-worker-0566,auto_enroll_3,0.575,0.385,0.225,0.045,0.03,0.0,0.0,0.076,0.037,1,0.039,0.041
default-worker-0567,auto_enroll_6,0.575,0.385,0.225,0.045,0.06,0.0,0.0,0.076,0.054,1,0.022,0.058
default-worker-0568,active_choice,0.575,0.385,0.225,0.045,0.0,1.0,0.0,0.076,0.063,1,0.013,0.067
default-worker-0569,commitment_escalation,0.575,0.385,0.225,0.045,0.03,0.0,1.0,0.076,0.046,1,0.03,0.05
default-worker-0570,opt_in,0.63,0.44,0.27,0.05,0.0,0.0,0.0,0.081,0.052,1,0.03,0.05
default-worker-0571,auto_enroll_3,0.63,0.44,0.27,0.05,0.03,0.0,0.0,0.081,0.038,1,0.043,0.037
default-worker-0572,auto_enroll_6,0.63,0.44,0.27,0.05,0.06,0.0,0.0,0.081,0.057,1,0.024,0.056
default-worker-0573,active_choice,0.63,0.44,0.27,0.05,0.0,1.0,0.0,0.081,0.068,1,0.013,0.067
default-worker-0574,commitment_escalation,0.63,0.44,0.27,0.05,0.03,0.0,1.0,0.081,0.047,1,0.035,0.045
default-worker-0575,opt_in,0.685,0.495,0.315,0.03,0.0,0.0,0.0,0.062,0.042,1,0.02,0.06
default-worker-0576,auto_enroll_3,0.685,0.495,0.315,0.03,0.03,0.0,0.0,0.062,0.034,1,0.028,0.052
default-worker-0577,auto_enroll_6,0.685,0.495,0.315,0.03,0.06,0.0,0.0,0.062,0.054,1,0.008,0.072
default-worker-0578,active_choice,0.685,0.495,0.315,0.03,0.0,1.0,0.0,0.062,0.053,1,0.009,0.071
default-worker-0579,commitment_escalation,0.685,0.495,0.315,0.03,0.03,0.0,1.0,0.062,0.042,1,0.02,0.06
default-worker-0580,opt_in,0.74,0.55,0.36,0.035,0.0,0.0,0.0,0.068,0.048,1,0.02,0.06
default-worker-0581,auto_enroll_3,0.74,0.55,0.36,0.035,0.03,0.0,0.0,0.068,0.035,1,0.033,0.047
default-worker-0582,auto_enroll_6,0.74,0.55,0.36,0.035,0.06,0.0,0.0,0.068,0.057,1,0.011,0.069
default-worker-0583,active_choice,0.74,0.55,0.36,0.035,0.0,1.0,0.0,0.068,0.058,1,0.009,0.071
default-worker-0584,commitment_escalation,0.74,0.55,0.36,0.035,0.03,0.0,1.0,0.068,0.042,1,0.025,0.055
default-worker-0585,opt_in,0.3,0.605,0.405,0.04,0.0,0.0,0.0,0.073,0.054,1,0.019,0.061
default-worker-0586,auto_enroll_3,0.3,0.605,0.405,0.04,0.03,0.0,0.0,0.073,0.047,1,0.026,0.054
default-worker-0587,auto_enroll_6,0.3,0.605,0.405,0.04,0.06,0.0,0.0,0.073,0.056,1,0.017,0.063
default-worker-0588,active_choice,0.3,0.605,0.405,0.04,0.0,1.0,0.0,0.073,0.064,1,0.009,0.071
default-worker-0589,commitment_escalation,0.3,0.605,0.405,0.04,0.03,0.0,1.0,0.073,0.054,1,0.019,0.061
default-worker-0590,opt_in,0.355,0.66,0.45,0.045,0.0,0.0,0.0,0.079,0.061,1,0.017,0.063
default-worker-0591,auto_enroll_3,0.355,0.66,0.45,0.045,0.03,0.0,0.0,0.079,0.05,1,0.028,0.052
default-worker-0592,auto_enroll_6,0.355,0.66,0.45,0.045,0.06,0.0,0.0,0.079,0.061,1,0.018,0.062
default-worker-0593,active_choice,0.355,0.66,0.45,0.045,0.0,1.0,0.0,0.079,0.069,1,0.009,0.071
default-worker-0594,commitment_escalation,0.355,0.66,0.45,0.045,0.03,0.0,1.0,0.079,0.057,1,0.022,0.058
default-worker-0595,opt_in,0.41,0.715,0.495,0.05,0.0,0.0,0.0,0.084,0.069,1,0.016,0.064
default-worker-0596,auto_enroll_3,0.41,0.715,0.495,0.05,0.03,0.0,0.0,0.084,0.053,1,0.031,0.049
default-worker-0597,auto_enroll_6,0.41,0.715,0.495,0.05,0.06,0.0,0.0,0.084,0.065,1,0.019,0.061
default-worker-0598,active_choice,0.41,0.715,0.495,0.05,0.0,1.0,0.0,0.084,0.075,1,0.009,0.071
default-worker-0599,commitment_escalation,0.41,0.715,0.495,0.05,0.03,0.0,1.0,0.084,0.059,1,0.025,0.055
default-worker-0600,opt_in,0.465,0.22,0.18,0.03,0.0,0.0,0.0,0.057,0.028,1,0.029,0.051
default-worker-0601,auto_enroll_3,0.465,0.22,0.18,0.03,0.03,0.0,0.0,0.057,0.029,1,0.028,0.052
default-worker-0602,auto_enroll_6,0.465,0.22,0.18,0.03,0.06,0.0,0.0,0.057,0.043,1,0.014,0.066
default-worker-0603,active_choice,0.465,0.22,0.18,0.03,0.0,1.0,0.0,0.057,0.045,1,0.012,0.068
default-worker-0604,commitment_escalation,0.465,0.22,0.18,0.03,0.03,0.0,1.0,0.057,0.039,1,0.018,0.062
default-worker-0605,opt_in,0.52,0.275,0.225,0.035,0.0,0.0,0.0,0.063,0.033,1,0.03,0.05
default-worker-0606,auto_enroll_3,0.52,0.275,0.225,0.035,0.03,0.0,0.0,0.063,0.031,1,0.031,0.049
default-worker-0607,auto_enroll_6,0.52,0.275,0.225,0.035,0.06,0.0,0.0,0.063,0.047,1,0.016,0.064
default-worker-0608,active_choice,0.52,0.275,0.225,0.035,0.0,1.0,0.0,0.063,0.05,1,0.012,0.068
default-worker-0609,commitment_escalation,0.52,0.275,0.225,0.035,0.03,0.0,1.0,0.063,0.041,1,0.022,0.058
default-worker-0610,opt_in,0.575,0.33,0.27,0.04,0.0,0.0,0.0,0.068,0.038,1,0.03,0.05
default-worker-0611,auto_enroll_3,0.575,0.33,0.27,0.04,0.03,0.0,0.0,0.068,0.034,1,0.035,0.045
default-worker-0612,auto_enroll_6,0.575,0.33,0.27,0.04,0.06,0.0,0.0,0.068,0.051,1,0.017,0.063
default-worker-0613,active_choice,0.575,0.33,0.27,0.04,0.0,1.0,0.0,0.068,0.056,1,0.013,0.067
default-worker-0614,commitment_escalation,0.575,0.33,0.27,0.04,0.03,0.0,1.0,0.068,0.042,1,0.026,0.054
default-worker-0615,opt_in,0.63,0.385,0.315,0.045,0.0,0.0,0.0,0.074,0.044,1,0.029,0.051
default-worker-0616,auto_enroll_3,0.63,0.385,0.315,0.045,0.03,0.0,0.0,0.074,0.035,1,0.038,0.042
default-worker-0617,auto_enroll_6,0.63,0.385,0.315,0.045,0.06,0.0,0.0,0.074,0.054,1,0.02,0.06
default-worker-0618,active_choice,0.63,0.385,0.315,0.045,0.0,1.0,0.0,0.074,0.061,1,0.013,0.067
default-worker-0619,commitment_escalation,0.63,0.385,0.315,0.045,0.03,0.0,1.0,0.074,0.043,1,0.03,0.05
default-worker-0620,opt_in,0.685,0.44,0.36,0.05,0.0,0.0,0.0,0.079,0.05,1,0.029,0.051
default-worker-0621,auto_enroll_3,0.685,0.44,0.36,0.05,0.03,0.0,0.0,0.079,0.036,1,0.043,0.037
default-worker-0622,auto_enroll_6,0.685,0.44,0.36,0.05,0.06,0.0,0.0,0.079,0.057,1,0.022,0.058
default-worker-0623,active_choice,0.685,0.44,0.36,0.05,0.0,1.0,0.0,0.079,0.066,1,0.013,0.067
default-worker-0624,commitment_escalation,0.685,0.44,0.36,0.05,0.03,0.0,1.0,0.079,0.044,1,0.035,0.045
default-worker-0625,opt_in,0.74,0.495,0.405,0.03,0.0,0.0,0.0,0.06,0.04,1,0.02,0.06
default-worker-0626,auto_enroll_3,0.74,0.495,0.405,0.03,0.03,0.0,0.0,0.06,0.033,1,0.027,0.053
default-worker-0627,auto_enroll_6,0.74,0.495,0.405,0.03,0.06,0.0,0.0,0.06,0.055,1,0.005,0.075
default-worker-0628,active_choice,0.74,0.495,0.405,0.03,0.0,1.0,0.0,0.06,0.051,1,0.009,0.071
default-worker-0629,commitment_escalation,0.74,0.495,0.405,0.03,0.03,0.0,1.0,0.06,0.04,1,0.02,0.06
default-worker-0630,opt_in,0.3,0.55,0.45,0.035,0.0,0.0,0.0,0.065,0.046,1,0.019,0.061
default-worker-0631,auto_enroll_3,0.3,0.55,0.45,0.035,0.03,0.0,0.0,0.065,0.041,1,0.024,0.056
default-worker-0632,auto_enroll_6,0.3,0.55,0.45,0.035,0.06,0.0,0.0,0.065,0.05,1,0.015,0.065
default-worker-0633,active_choice,0.3,0.55,0.45,0.035,0.0,1.0,0.0,0.065,0.056,1,0.009,0.071
default-worker-0634,commitment_escalation,0.3,0.55,0.45,0.035,0.03,0.0,1.0,0.065,0.048,1,0.017,0.063
default-worker-0635,opt_in,0.355,0.605,0.495,0.04,0.0,0.0,0.0,0.071,0.053,1,0.018,0.062
default-worker-0636,auto_enroll_3,0.355,0.605,0.495,0.04,0.03,0.0,0.0,0.071,0.045,1,0.026,0.054
default-worker-0637,auto_enroll_6,0.355,0.605,0.495,0.04,0.06,0.0,0.0,0.071,0.055,1,0.016,0.064
default-worker-0638,active_choice,0.355,0.605,0.495,0.04,0.0,1.0,0.0,0.071,0.062,1,0.009,0.071
default-worker-0639,commitment_escalation,0.355,0.605,0.495,0.04,0.03,0.0,1.0,0.071,0.051,1,0.02,0.06
default-worker-0640,opt_in,0.41,0.66,0.18,0.045,0.0,0.0,0.0,0.085,0.066,1,0.019,0.061
default-worker-0641,auto_enroll_3,0.41,0.66,0.18,0.045,0.03,0.0,0.0,0.085,0.052,1,0.034,0.046
default-worker-0642,auto_enroll_6,0.41,0.66,0.18,0.045,0.06,0.0,0.0,0.085,0.064,1,0.021,0.059
default-worker-0643,active_choice,0.41,0.66,0.18,0.045,0.0,1.0,0.0,0.085,0.075,1,0.01,0.07
default-worker-0644,commitment_escalation,0.41,0.66,0.18,0.045,0.03,0.0,1.0,0.085,0.061,1,0.024,0.056
default-worker-0645,opt_in,0.465,0.715,0.225,0.05,0.0,0.0,0.0,0.091,0.074,1,0.017,0.063
default-worker-0646,auto_enroll_3,0.465,0.715,0.225,0.05,0.03,0.0,0.0,0.091,0.054,1,0.037,0.043
default-worker-0647,auto_enroll_6,0.465,0.715,0.225,0.05,0.06,0.0,0.0,0.091,0.067,1,0.023,0.057
default-worker-0648,active_choice,0.465,0.715,0.225,0.05,0.0,1.0,0.0,0.091,0.081,1,0.01,0.07
default-worker-0649,commitment_escalation,0.465,0.715,0.225,0.05,0.03,0.0,1.0,0.091,0.063,1,0.028,0.052
default-worker-0650,opt_in,0.52,0.22,0.27,0.03,0.0,0.0,0.0,0.055,0.027,1,0.028,0.052
default-worker-0651,auto_enroll_3,0.52,0.22,0.27,0.03,0.03,0.0,0.0,0.055,0.029,1,0.026,0.054
default-worker-0652,auto_enroll_6,0.52,0.22,0.27,0.03,0.06,0.0,0.0,0.055,0.044,1,0.011,0.069
default-worker-0653,active_choice,0.52,0.22,0.27,0.03,0.0,1.0,0.0,0.055,0.044,1,0.011,0.069
default-worker-0654,commitment_escalation,0.52,0.22,0.27,0.03,0.03,0.0,1.0,0.055,0.037,1,0.018,0.062
default-worker-0655,opt_in,0.575,0.275,0.315,0.035,0.0,0.0,0.0,0.06,0.032,1,0.028,0.052
default-worker-0656,auto_enroll_3,0.575,0.275,0.315,0.035,0.03,0.0,0.0,0.06,0.031,1,0.03,0.05
default-worker-0657,auto_enroll_6,0.575,0.275,0.315,0.035,0.06,0.0,0.0,0.06,0.048,1,0.012,0.068
default-worker-0658,active_choice,0.575,0.275,0.315,0.035,0.0,1.0,0.0,0.06,0.049,1,0.012,0.068
default-worker-0659,commitment_escalation,0.575,0.275,0.315,0.035,0.03,0.0,1.0,0.06,0.039,1,0.021,0.059
default-worker-0660,opt_in,0.63,0.33,0.36,0.04,0.0,0.0,0.0,0.066,0.037,1,0.029,0.051
default-worker-0661,auto_enroll_3,0.63,0.33,0.36,0.04,0.03,0.0,0.0,0.066,0.033,1,0.033,0.047
default-worker-0662,auto_enroll_6,0.63,0.33,0.36,0.04,0.06,0.0,0.0,0.066,0.052,1,0.014,0.066
default-worker-0663,active_choice,0.63,0.33,0.36,0.04,0.0,1.0,0.0,0.066,0.054,1,0.012,0.068
default-worker-0664,commitment_escalation,0.63,0.33,0.36,0.04,0.03,0.0,1.0,0.066,0.04,1,0.026,0.054
default-worker-0665,opt_in,0.685,0.385,0.405,0.045,0.0,0.0,0.0,0.071,0.043,1,0.029,0.051
default-worker-0666,auto_enroll_3,0.685,0.385,0.405,0.045,0.03,0.0,0.0,0.071,0.034,1,0.037,0.043
default-worker-0667,auto_enroll_6,0.685,0.385,0.405,0.045,0.06,0.0,0.0,0.071,0.055,1,0.017,0.063
default-worker-0668,active_choice,0.685,0.385,0.405,0.045,0.0,1.0,0.0,0.071,0.059,1,0.012,0.068
default-worker-0669,commitment_escalation,0.685,0.385,0.405,0.045,0.03,0.0,1.0,0.071,0.041,1,0.03,0.05
default-worker-0670,opt_in,0.74,0.44,0.45,0.05,0.0,0.0,0.0,0.077,0.049,1,0.028,0.052
default-worker-0671,auto_enroll_3,0.74,0.44,0.45,0.05,0.03,0.0,0.0,0.077,0.035,1,0.042,0.038
default-worker-0672,auto_enroll_6,0.74,0.44,0.45,0.05,0.06,0.0,0.0,0.077,0.057,1,0.02,0.06
default-worker-0673,active_choice,0.74,0.44,0.45,0.05,0.0,1.0,0.0,0.077,0.064,1,0.012,0.068
default-worker-0674,commitment_escalation,0.74,0.44,0.45,0.05,0.03,0.0,1.0,0.077,0.042,1,0.035,0.045
default-worker-0675,opt_in,0.3,0.495,0.495,0.03,0.0,0.0,0.0,0.057,0.039,1,0.019,0.061
default-worker-0676,auto_enroll_3,0.3,0.495,0.495,0.03,0.03,0.0,0.0,0.057,0.036,1,0.021,0.059
default-worker-0677,auto_enroll_6,0.3,0.495,0.495,0.03,0.06,0.0,0.0,0.057,0.045,1,0.012,0.068
default-worker-0678,active_choice,0.3,0.495,0.495,0.03,0.0,1.0,0.0,0.057,0.049,1,0.009,0.071
default-worker-0679,commitment_escalation,0.3,0.495,0.495,0.03,0.03,0.0,1.0,0.057,0.042,1,0.015,0.065
