worker_id,knowledge_group,neighborhood,desired_earnings,observed_earnings,distance_to_phasein_end,segment,local_knowledge,adjustment_cost,true_marginal_subsidy,perceived_subsidy
eitc-worker-0471,high_knowledge,neighborhood-21,19549,19549.0,5549.0,plateau,0.795,0.244,0.0,0.0
eitc-worker-0472,low_knowledge,neighborhood-22,19549,19549.0,5549.0,plateau,0.33,0.244,0.0,0.0
eitc-worker-0473,low_knowledge,neighborhood-23,19549,19549.0,5549.0,plateau,0.345,0.244,0.0,0.0
eitc-worker-0474,high_knowledge,neighborhood-24,19630,19630.0,5630.0,plateau,0.84,0.26,0.0,0.0
eitc-worker-0475,low_knowledge,neighborhood-25,19630,19630.0,5630.0,plateau,0.3,0.26,0.0,0.0
eitc-worker-0476,low_knowledge,neighborhood-26,19630,19630.0,5630.0,plateau,0.315,0.26,0.0,0.0
eitc-worker-0477,high_knowledge,neighborhood-27,19711,19711.0,5711.0,plateau,0.81,0.276,0.0,0.0
eitc-worker-0478,low_knowledge,neighborhood-28,19711,19711.0,5711.0,plateau,0.345,0.276,0.0,0.0
eitc-worker-0479,low_knowledge,neighborhood-29,19711,19711.0,5711.0,plateau,0.36,0.276,0.0,0.0
eitc-worker-0480,high_knowledge,neighborhood-00,19720,19720.0,5720.0,plateau,0.78,0.292,0.0,0.0
eitc-worker-0481,low_knowledge,neighborhood-01,19720,19720.0,5720.0,plateau,0.315,0.292,0.0,0.0
eitc-worker-0482,low_knowledge,neighborhood-02,19720,19720.0,5720.0,plateau,0.33,0.292,0.0,0.0
eitc-worker-0483,high_knowledge,neighborhood-03,19801,19801.0,5801.0,plateau,0.825,0.308,0.0,0.0
eitc-worker-0484,low_knowledge,neighborhood-04,19801,19801.0,5801.0,plateau,0.36,0.308,0.0,0.0
eitc-worker-0485,low_knowledge,neighborhood-05,19801,19801.0,5801.0,plateau,0.3,0.308,0.0,0.0
eitc-worker-0486,high_knowledge,neighborhood-06,19882,19882.0,5882.0,plateau,0.795,0.18,0.0,0.0
eitc-worker-0487,low_knowledge,neighborhood-07,19882,19882.0,5882.0,plateau,0.33,0.18,0.0,0.0
eitc-worker-0488,low_knowledge,neighborhood-08,19882,19882.0,5882.0,plateau,0.345,0.18,0.0,0.0
eitc-worker-0489,high_knowledge,neighborhood-09,19963,19963.0,5963.0,plateau,0.84,0.196,0.0,0.0
eitc-worker-0490,low_knowledge,neighborhood-10,19963,19963.0,5963.0,plateau,0.3,0.196,0.0,0.0
eitc-worker-0491,low_knowledge,neighborhood-11,19963,19963.0,5963.0,plateau,0.315,0.196,0.0,0.0
eitc-worker-0492,high_knowledge,neighborhood-12,20044,20044.0,6044.0,plateau,0.81,0.212,0.0,0.0
eitc-worker-0493,low_knowledge,neighborhood-13,20044,20044.0,6044.0,plateau,0.345,0.212,0.0,0.0
eitc-worker-0494,low_knowledge,neighborhood-14,20044,20044.0,6044.0,plateau,0.36,0.212,0.0,0.0
eitc-worker-0495,high_knowledge,neighborhood-15,20125,20125.0,6125.0,plateau,0.78,0.228,0.0,0.0
eitc-worker-0496,low_knowledge,neighborhood-16,20125,20125.0,6125.0,plateau,0.315,0.228,0.0,0.0
eitc-worker-0497,low_knowledge,neighborhood-17,20125,20125.0,6125.0,plateau,0.33,0.228,0.0,0.0
eitc-worker-0498,high_knowledge,neighborhood-18,20206,20206.0,6206.0,plateau,0.825,0.244,0.0,0.0
eitc-worker-0499,low_knowledge,neighborhood-19,20206,20206.0,6206.0,plateau,0.36,0.244,0.0,0.0
eitc-worker-0500,low_knowledge,neighborhood-20,20206,20206.0,6206.0,plateau,0.3,0.244,0.0,0.0
eitc-worker-0501,high_knowledge,neighborhood-21,20287,20287.0,6287.0,plateau,0.795,0.26,0.0,0.0
eitc-worker-0502,low_knowledge,neighborhood-22,20287,20287.0,6287.0,plateau,0.33,0.26,0.0,0.0
eitc-worker-0503,low_knowledge,neighborhood-23,20287,20287.0,6287.0,plateau,0.345,0.26,0.0,0.0
eitc-worker-0504,high_knowledge,neighborhood-24,20296,20296.0,6296.0,plateau,0.84,0.276,0.0,0.0
eitc-worker-0505,low_knowledge,neighborhood-25,20296,20296.0,6296.0,plateau,0.3,0.276,0.0,0.0
eitc-worker-0506,low_knowledge,neighborhood-26,20296,20296.0,6296.0,plateau,0.315,0.276,0.0,0.0
eitc-worker-0507,high_knowledge,neighborhood-27,20377,20377.0,6377.0,plateau,0.81,0.292,0.0,0.0
eitc-worker-0508,low_knowledge,neighborhood-28,20377,20377.0,6377.0,plateau,0.345,0.292,0.0,0.0
eitc-worker-0509,low_knowledge,neighborhood-29,20377,20377.0,6377.0,plateau,0.36,0.292,0.0,0.0
eitc-worker-0510,high_knowledge,neighborhood-00,20458,20458.0,6458.0,plateau,0.78,0.308,0.0,0.0
eitc-worker-0511,low_knowledge,neighborhood-01,20458,20458.0,6458.0,plateau,0.315,0.308,0.0,0.0
eitc-worker-0512,low_knowledge,neighborhood-02,20458,20458.0,6458.0,plateau,0.33,0.308,0.0,0.0
eitc-worker-0513,high_knowledge,neighborhood-03,20539,20534.25,6534.25,phaseout,0.825,0.18,-0.16,-0.132
eitc-worker-0514,low_knowledge,neighborhood-04,20539,20536.93,6536.93,phaseout,0.36,0.18,-0.16,-0.058
eitc-worker-0515,low_knowledge,neighborhood-05,20539,20537.27,6537.27,phaseout,0.3,0.18,-0.16,-0.048
eitc-worker-0516,high_knowledge,neighborhood-06,20620,20606.19,6606.19,phaseout,0.795,0.196,-0.16,-0.127
eitc-worker-0517,low_knowledge,neighborhood-07,20620,20614.27,6614.27,phaseout,0.33,0.196,-0.16,-0.053
eitc-worker-0518,low_knowledge,neighborhood-08,20620,20614.01,6614.01,phaseout,0.345,0.196,-0.16,-0.055
eitc-worker-0519,high_knowledge,neighborhood-09,20701,20677.05,6677.05,phaseout,0.84,0.212,-0.16,-0.134
eitc-worker-0520,low_knowledge,neighborhood-10,20701,20692.45,6692.45,phaseout,0.3,0.212,-0.16,-0.048
eitc-worker-0521,low_knowledge,neighborhood-11,20701,20692.02,6692.02,phaseout,0.315,0.212,-0.16,-0.05
eitc-worker-0522,high_knowledge,neighborhood-12,20782,20750.26,6750.26,phaseout,0.81,0.228,-0.16,-0.13
eitc-worker-0523,low_knowledge,neighborhood-13,20782,20768.48,6768.48,phaseout,0.345,0.228,-0.16,-0.055
eitc-worker-0524,low_knowledge,neighborhood-14,20782,20767.89,6767.89,phaseout,0.36,0.228,-0.16,-0.058
eitc-worker-0525,high_knowledge,neighborhood-15,20863,20824.47,6824.47,phaseout,0.78,0.244,-0.16,-0.125
eitc-worker-0526,low_knowledge,neighborhood-16,20863,20847.44,6847.44,phaseout,0.315,0.244,-0.16,-0.05
eitc-worker-0527,low_knowledge,neighborhood-17,20863,20846.7,6846.7,phaseout,0.33,0.244,-0.16,-0.053
eitc-worker-0528,high_knowledge,neighborhood-18,20872,20831.12,6831.12,phaseout,0.825,0.26,-0.16,-0.132
eitc-worker-0529,low_knowledge,neighborhood-19,20872,20854.16,6854.16,phaseout,0.36,0.26,-0.16,-0.058
eitc-worker-0530,low_knowledge,neighborhood-20,20872,20857.13,6857.13,phaseout,0.3,0.26,-0.16,-0.048
eitc-worker-0531,high_knowledge,neighborhood-21,20953,20906.07,6906.07,phaseout,0.795,0.276,-0.16,-0.127
eitc-worker-0532,low_knowledge,neighborhood-22,20953,20933.52,6933.52,phaseout,0.33,0.276,-0.16,-0.053
eitc-worker-0533,low_knowledge,neighborhood-23,20953,20932.63,6932.63,phaseout,0.345,0.276,-0.16,-0.055
eitc-worker-0534,high_knowledge,neighborhood-24,21034,20976.84,6976.84,phaseout,0.84,0.292,-0.16,-0.134
eitc-worker-0535,low_knowledge,neighborhood-25,21034,21013.58,7013.58,phaseout,0.3,0.292,-0.16,-0.048
eitc-worker-0536,low_knowledge,neighborhood-26,21034,21012.56,7012.56,phaseout,0.315,0.292,-0.16,-0.05
eitc-worker-0537,high_knowledge,neighborhood-27,21115,21052.95,7052.95,phaseout,0.81,0.308,-0.16,-0.13
eitc-worker-0538,low_knowledge,neighborhood-28,21115,21088.57,7088.57,phaseout,0.345,0.308,-0.16,-0.055
eitc-worker-0539,low_knowledge,neighborhood-29,21115,21087.42,7087.42,phaseout,0.36,0.308,-0.16,-0.058
eitc-worker-0540,high_knowledge,neighborhood-00,21196,21115.87,7115.87,phaseout,0.78,0.18,-0.16,-0.125
eitc-worker-0541,low_knowledge,neighborhood-01,21196,21163.64,7163.64,phaseout,0.315,0.18,-0.16,-0.05
eitc-worker-0542,low_knowledge,neighborhood-02,21196,21162.1,7162.1,phaseout,0.33,0.18,-0.16,-0.053
eitc-worker-0543,high_knowledge,neighborhood-03,21277,21184.23,7184.23,phaseout,0.825,0.196,-0.16,-0.132
eitc-worker-0544,low_knowledge,neighborhood-04,21277,21236.52,7236.52,phaseout,0.36,0.196,-0.16,-0.058
eitc-worker-0545,low_knowledge,neighborhood-05,21277,21243.27,7243.27,phaseout,0.3,0.196,-0.16,-0.048
eitc-worker-0546,high_knowledge,neighborhood-06,21358,21261.25,7261.25,phaseout,0.795,0.212,-0.16,-0.127
eitc-worker-0547,low_knowledge,neighborhood-07,21358,21317.84,7317.84,phaseout,0.33,0.212,-0.16,-0.053
eitc-worker-0548,low_knowledge,neighborhood-08,21358,21316.01,7316.01,phaseout,0.345,0.212,-0.16,-0.055
eitc-worker-0549,high_knowledge,neighborhood-09,21439,21329.39,7329.39,phaseout,0.84,0.228,-0.16,-0.134
eitc-worker-0550,low_knowledge,neighborhood-10,21439,21399.85,7399.85,phaseout,0.3,0.228,-0.16,-0.048
eitc-worker-0551,low_knowledge,neighborhood-11,21439,21397.9,7397.9,phaseout,0.315,0.228,-0.16,-0.05
eitc-worker-0552,high_knowledge,neighborhood-12,21448,21343.51,7343.51,phaseout,0.81,0.244,-0.16,-0.13
eitc-worker-0553,low_knowledge,neighborhood-13,21448,21403.49,7403.49,phaseout,0.345,0.244,-0.16,-0.055
eitc-worker-0554,low_knowledge,neighborhood-14,21448,21401.56,7401.56,phaseout,0.36,0.244,-0.16,-0.058
eitc-worker-0555,high_knowledge,neighborhood-15,21529,21422.09,7422.09,phaseout,0.78,0.26,-0.16,-0.125
eitc-worker-0556,low_knowledge,neighborhood-16,21529,21485.83,7485.83,phaseout,0.315,0.26,-0.16,-0.05
eitc-worker-0557,low_knowledge,neighborhood-17,21529,21483.77,7483.77,phaseout,0.33,0.26,-0.16,-0.053
eitc-worker-0558,high_knowledge,neighborhood-18,21610,21490.66,7490.66,phaseout,0.825,0.276,-0.16,-0.132
eitc-worker-0559,low_knowledge,neighborhood-19,21610,21557.92,7557.92,phaseout,0.36,0.276,-0.16,-0.058
eitc-worker-0560,low_knowledge,neighborhood-20,21610,21566.6,7566.6,phaseout,0.3,0.276,-0.16,-0.048
eitc-worker-0561,high_knowledge,neighborhood-21,21691,21570.33,7570.33,phaseout,0.795,0.292,-0.16,-0.127
eitc-worker-0562,low_knowledge,neighborhood-22,21691,21640.91,7640.91,phaseout,0.33,0.292,-0.16,-0.053
eitc-worker-0563,low_knowledge,neighborhood-23,21691,21638.64,7638.64,phaseout,0.345,0.292,-0.16,-0.055
eitc-worker-0564,high_knowledge,neighborhood-24,21772,21638.91,7638.91,phaseout,0.84,0.308,-0.16,-0.134
eitc-worker-0565,low_knowledge,neighborhood-25,21772,21724.47,7724.47,phaseout,0.3,0.308,-0.16,-0.048
eitc-worker-0566,low_knowledge,neighborhood-26,21772,21722.09,7722.09,phaseout,0.315,0.308,-0.16,-0.05
eitc-worker-0567,high_knowledge,neighborhood-27,21853,21691.24,7691.24,phaseout,0.81,0.18,-0.16,-0.13
eitc-worker-0568,low_knowledge,neighborhood-28,21853,21784.1,7784.1,phaseout,0.345,0.18,-0.16,-0.055
eitc-worker-0569,low_knowledge,neighborhood-29,21853,21781.11,7781.11,phaseout,0.36,0.18,-0.16,-0.058
eitc-worker-0570,high_knowledge,neighborhood-00,21934,21772.13,7772.13,phaseout,0.78,0.196,-0.16,-0.125
eitc-worker-0571,low_knowledge,neighborhood-01,21934,21868.63,7868.63,phaseout,0.315,0.196,-0.16,-0.05
eitc-worker-0572,low_knowledge,neighborhood-02,21934,21865.52,7865.52,phaseout,0.33,0.196,-0.16,-0.053
eitc-worker-0573,high_knowledge,neighborhood-03,22015,21837.72,7837.72,phaseout,0.825,0.212,-0.16,-0.132
eitc-worker-0574,low_knowledge,neighborhood-04,22015,21937.64,7937.64,phaseout,0.36,0.212,-0.16,-0.058
eitc-worker-0575,low_knowledge,neighborhood-05,22015,21950.53,7950.53,phaseout,0.3,0.212,-0.16,-0.048
eitc-worker-0576,high_knowledge,neighborhood-06,22024,21855.64,7855.64,phaseout,0.795,0.228,-0.16,-0.127
eitc-worker-0577,low_knowledge,neighborhood-07,22024,21954.11,7954.11,phaseout,0.33,0.228,-0.16,-0.053
eitc-worker-0578,low_knowledge,neighborhood-08,22024,21950.94,7950.94,phaseout,0.345,0.228,-0.16,-0.055
eitc-worker-0579,high_knowledge,neighborhood-09,22105,21921.54,7921.54,phaseout,0.84,0.244,-0.16,-0.134
eitc-worker-0580,low_knowledge,neighborhood-10,22105,22039.48,8039.48,phaseout,0.3,0.244,-0.16,-0.048
eitc-worker-0581,low_knowledge,neighborhood-11,22105,22036.2,8036.2,phaseout,0.315,0.244,-0.16,-0.05
eitc-worker-0582,high_knowledge,neighborhood-12,22186,22004.09,8004.09,phaseout,0.81,0.26,-0.16,-0.13
eitc-worker-0583,low_knowledge,neighborhood-13,22186,22108.52,8108.52,phaseout,0.345,0.26,-0.16,-0.055
eitc-worker-0584,low_knowledge,neighborhood-14,22186,22105.15,8105.15,phaseout,0.36,0.26,-0.16,-0.058
eitc-worker-0585,high_knowledge,neighborhood-15,22267,22087.39,8087.39,phaseout,0.78,0.276,-0.16,-0.125
eitc-worker-0586,low_knowledge,neighborhood-16,22267,22194.46,8194.46,phaseout,0.315,0.276,-0.16,-0.05
eitc-worker-0587,low_knowledge,neighborhood-17,22267,22191.01,8191.01,phaseout,0.33,0.276,-0.16,-0.053
eitc-worker-0588,high_knowledge,neighborhood-18,22348,22153.7,8153.7,phaseout,0.825,0.292,-0.16,-0.132
eitc-worker-0589,low_knowledge,neighborhood-19,22348,22263.22,8263.22,phaseout,0.36,0.292,-0.16,-0.058
eitc-worker-0590,low_knowledge,neighborhood-20,22348,22277.35,8277.35,phaseout,0.3,0.292,-0.16,-0.048
eitc-worker-0591,high_knowledge,neighborhood-21,22429,22237.98,8237.98,phaseout,0.795,0.308,-0.16,-0.127
eitc-worker-0592,low_knowledge,neighborhood-22,22429,22349.71,8349.71,phaseout,0.33,0.308,-0.16,-0.053
eitc-worker-0593,low_knowledge,neighborhood-23,22429,22346.1,8346.1,phaseout,0.345,0.308,-0.16,-0.055
eitc-worker-0594,high_knowledge,neighborhood-24,22510,22260.79,8260.79,phaseout,0.84,0.18,-0.16,-0.134
eitc-worker-0595,low_knowledge,neighborhood-25,22510,22421.0,8421.0,phaseout,0.3,0.18,-0.16,-0.048
eitc-worker-0596,low_knowledge,neighborhood-26,22510,22416.55,8416.55,phaseout,0.315,0.18,-0.16,-0.05
eitc-worker-0597,high_knowledge,neighborhood-27,22591,22345.89,8345.89,phaseout,0.81,0.196,-0.16,-0.13
eitc-worker-0598,low_knowledge,neighborhood-28,22591,22486.6,8486.6,phaseout,0.345,0.196,-0.16,-0.055
eitc-worker-0599,low_knowledge,neighborhood-29,22591,22482.06,8482.06,phaseout,0.36,0.196,-0.16,-0.058
eitc-worker-0600,high_knowledge,neighborhood-00,22600,22367.67,8367.67,phaseout,0.78,0.212,-0.16,-0.125
eitc-worker-0601,low_knowledge,neighborhood-01,22600,22506.17,8506.17,phaseout,0.315,0.212,-0.16,-0.05
eitc-worker-0602,low_knowledge,neighborhood-02,22600,22501.7,8501.7,phaseout,0.33,0.212,-0.16,-0.053
eitc-worker-0603,high_knowledge,neighborhood-03,22681,22430.97,8430.97,phaseout,0.825,0.228,-0.16,-0.132
eitc-worker-0604,low_knowledge,neighborhood-04,22681,22571.89,8571.89,phaseout,0.36,0.228,-0.16,-0.058
eitc-worker-0605,low_knowledge,neighborhood-05,22681,22590.08,8590.08,phaseout,0.3,0.228,-0.16,-0.048
eitc-worker-0606,high_knowledge,neighborhood-06,22762,22517.29,8517.29,phaseout,0.795,0.244,-0.16,-0.127
eitc-worker-0607,low_knowledge,neighborhood-07,22762,22660.42,8660.42,phaseout,0.33,0.244,-0.16,-0.053
eitc-worker-0608,low_knowledge,neighborhood-08,22762,22655.8,8655.8,phaseout,0.345,0.244,-0.16,-0.055
eitc-worker-0609,high_knowledge,neighborhood-09,22843,22580.85,8580.85,phaseout,0.84,0.26,-0.16,-0.134
eitc-worker-0610,low_knowledge,neighborhood-10,22843,22749.37,8749.37,phaseout,0.3,0.26,-0.16,-0.048
eitc-worker-0611,low_knowledge,neighborhood-11,22843,22744.69,8744.69,phaseout,0.315,0.26,-0.16,-0.05
eitc-worker-0612,high_knowledge,neighborhood-12,22924,22668.12,8668.12,phaseout,0.81,0.276,-0.16,-0.13
eitc-worker-0613,low_knowledge,neighborhood-13,22924,22815.02,8815.02,phaseout,0.345,0.276,-0.16,-0.055
eitc-worker-0614,low_knowledge,neighborhood-14,22924,22810.28,8810.28,phaseout,0.36,0.276,-0.16,-0.058
eitc-worker-0615,high_knowledge,neighborhood-15,23005,22755.99,8755.99,phaseout,0.78,0.292,-0.16,-0.125
eitc-worker-0616,low_knowledge,neighborhood-16,23005,22904.44,8904.44,phaseout,0.315,0.292,-0.16,-0.05
eitc-worker-0617,low_knowledge,neighborhood-17,23005,22899.65,8899.65,phaseout,0.33,0.292,-0.16,-0.053
eitc-worker-0618,high_knowledge,neighborhood-18,23086,22820.26,8820.26,phaseout,0.825,0.308,-0.16,-0.132
eitc-worker-0619,low_knowledge,neighborhood-19,23086,22970.04,8970.04,phaseout,0.36,0.308,-0.16,-0.058
eitc-worker-0620,low_knowledge,neighborhood-20,23086,22989.37,8989.37,phaseout,0.3,0.308,-0.16,-0.048
eitc-worker-0621,high_knowledge,neighborhood-21,23167,22854.05,8854.05,phaseout,0.795,0.18,-0.16,-0.127
eitc-worker-0622,low_knowledge,neighborhood-22,23167,23037.1,9037.1,phaseout,0.33,0.18,-0.16,-0.053
eitc-worker-0623,low_knowledge,neighborhood-23,23167,23031.19,9031.19,phaseout,0.345,0.18,-0.16,-0.055
eitc-worker-0624,high_knowledge,neighborhood-24,23176,22850.69,8850.69,phaseout,0.84,0.196,-0.16,-0.134
eitc-worker-0625,low_knowledge,neighborhood-25,23176,23059.82,9059.82,phaseout,0.3,0.196,-0.16,-0.048
eitc-worker-0626,low_knowledge,neighborhood-26,23176,23054.01,9054.01,phaseout,0.315,0.196,-0.16,-0.05
eitc-worker-0627,high_knowledge,neighborhood-27,23257,22940.25,8940.25,phaseout,0.81,0.212,-0.16,-0.13
eitc-worker-0628,low_knowledge,neighborhood-28,23257,23122.09,9122.09,phaseout,0.345,0.212,-0.16,-0.055
eitc-worker-0629,low_knowledge,neighborhood-29,23257,23116.22,9116.22,phaseout,0.36,0.212,-0.16,-0.058
eitc-worker-0630,high_knowledge,neighborhood-00,23338,23030.39,9030.39,phaseout,0.78,0.228,-0.16,-0.125
eitc-worker-0631,low_knowledge,neighborhood-01,23338,23213.77,9213.77,phaseout,0.315,0.228,-0.16,-0.05
eitc-worker-0632,low_knowledge,neighborhood-02,23338,23207.86,9207.86,phaseout,0.33,0.228,-0.16,-0.053
eitc-worker-0633,high_knowledge,neighborhood-03,23419,23091.3,9091.3,phaseout,0.825,0.244,-0.16,-0.132
eitc-worker-0634,low_knowledge,neighborhood-04,23419,23276.0,9276.0,phaseout,0.36,0.244,-0.16,-0.058
eitc-worker-0635,low_knowledge,neighborhood-05,23419,23299.83,9299.83,phaseout,0.3,0.244,-0.16,-0.048
eitc-worker-0636,high_knowledge,neighborhood-06,23500,23182.32,9182.32,phaseout,0.795,0.26,-0.16,-0.127
eitc-worker-0637,low_knowledge,neighborhood-07,23500,23368.13,9368.13,phaseout,0.33,0.26,-0.16,-0.053
eitc-worker-0638,low_knowledge,neighborhood-08,23500,23362.14,9362.14,phaseout,0.345,0.26,-0.16,-0.055
eitc-worker-0639,high_knowledge,neighborhood-09,23581,23243.73,9243.73,phaseout,0.84,0.276,-0.16,-0.134
eitc-worker-0640,low_knowledge,neighborhood-10,23581,23460.55,9460.55,phaseout,0.3,0.276,-0.16,-0.048
eitc-worker-0641,low_knowledge,neighborhood-11,23581,23454.52,9454.52,phaseout,0.315,0.276,-0.16,-0.05
eitc-worker-0642,high_knowledge,neighborhood-12,23662,23335.6,9335.6,phaseout,0.81,0.292,-0.16,-0.13
eitc-worker-0643,low_knowledge,neighborhood-13,23662,23522.98,9522.98,phaseout,0.345,0.292,-0.16,-0.055
eitc-worker-0644,low_knowledge,neighborhood-14,23662,23516.93,9516.93,phaseout,0.36,0.292,-0.16,-0.058
eitc-worker-0645,high_knowledge,neighborhood-15,23743,23427.92,9427.92,phaseout,0.78,0.308,-0.16,-0.125
eitc-worker-0646,low_knowledge,neighborhood-16,23743,23615.76,9615.76,phaseout,0.315,0.308,-0.16,-0.05
eitc-worker-0647,low_knowledge,neighborhood-17,23743,23609.7,9609.7,phaseout,0.33,0.308,-0.16,-0.053
eitc-worker-0648,high_knowledge,neighborhood-18,23752,23356.0,9356.0,phaseout,0.825,0.18,-0.16,-0.132
eitc-worker-0649,low_knowledge,neighborhood-19,23752,23579.2,9579.2,phaseout,0.36,0.18,-0.16,-0.058
eitc-worker-0650,low_knowledge,neighborhood-20,23752,23608.0,9608.0,phaseout,0.3,0.18,-0.16,-0.048
eitc-worker-0651,high_knowledge,neighborhood-21,23833,23449.53,9449.53,phaseout,0.795,0.196,-0.16,-0.127
eitc-worker-0652,low_knowledge,neighborhood-22,23833,23673.82,9673.82,phaseout,0.33,0.196,-0.16,-0.053
eitc-worker-0653,low_knowledge,neighborhood-23,23833,23666.59,9666.59,phaseout,0.345,0.196,-0.16,-0.055
eitc-worker-0654,high_knowledge,neighborhood-24,23914,23507.24,9507.24,phaseout,0.84,0.212,-0.16,-0.134
eitc-worker-0655,low_knowledge,neighborhood-25,23914,23768.73,9768.73,phaseout,0.3,0.212,-0.16,-0.048
eitc-worker-0656,low_knowledge,neighborhood-26,23914,23761.46,9761.46,phaseout,0.315,0.212,-0.16,-0.05
eitc-worker-0657,high_knowledge,neighborhood-27,23995,23601.61,9601.61,phaseout,0.81,0.228,-0.16,-0.13
eitc-worker-0658,low_knowledge,neighborhood-28,23995,23827.45,9827.45,phaseout,0.345,0.228,-0.16,-0.055
eitc-worker-0659,low_knowledge,neighborhood-29,23995,23820.16,9820.16,phaseout,0.36,0.228,-0.16,-0.058
eitc-worker-0660,high_knowledge,neighborhood-00,24076,23696.43,9696.43,phaseout,0.78,0.244,-0.16,-0.125
eitc-worker-0661,low_knowledge,neighborhood-01,24076,23922.71,9922.71,phaseout,0.315,0.244,-0.16,-0.05
eitc-worker-0662,low_knowledge,neighborhood-02,24076,23915.41,9915.41,phaseout,0.33,0.244,-0.16,-0.053
eitc-worker-0663,high_knowledge,neighborhood-03,24157,23755.13,9755.13,phaseout,0.825,0.26,-0.16,-0.132
eitc-worker-0664,low_knowledge,neighborhood-04,24157,23981.64,9981.64,phaseout,0.36,0.26,-0.16,-0.058
eitc-worker-0665,low_knowledge,neighborhood-05,24157,24010.87,10010.87,phaseout,0.3,0.26,-0.16,-0.048
eitc-worker-0666,high_knowledge,neighborhood-06,24238,23850.73,9850.73,phaseout,0.795,0.276,-0.16,-0.127
eitc-worker-0667,low_knowledge,neighborhood-07,24238,24077.25,10077.25,phaseout,0.33,0.276,-0.16,-0.053
eitc-worker-0668,low_knowledge,neighborhood-08,24238,24069.94,10069.94,phaseout,0.345,0.276,-0.16,-0.055
eitc-worker-0669,high_knowledge,neighborhood-09,24319,23910.18,9910.18,phaseout,0.84,0.292,-0.16,-0.134
eitc-worker-0670,low_knowledge,neighborhood-10,24319,24172.99,10172.99,phaseout,0.3,0.292,-0.16,-0.048
eitc-worker-0671,low_knowledge,neighborhood-11,24319,24165.69,10165.69,phaseout,0.315,0.292,-0.16,-0.05
eitc-worker-0672,high_knowledge,neighborhood-12,24328,23941.78,9941.78,phaseout,0.81,0.308,-0.16,-0.13
eitc-worker-0673,low_knowledge,neighborhood-13,24328,24163.5,10163.5,phaseout,0.345,0.308,-0.16,-0.055
eitc-worker-0674,low_knowledge,neighborhood-14,24328,24156.35,10156.35,phaseout,0.36,0.308,-0.16,-0.058
eitc-worker-0675,high_knowledge,neighborhood-15,24409,23958.96,9958.96,phaseout,0.78,0.18,-0.16,-0.125
eitc-worker-0676,low_knowledge,neighborhood-16,24409,24227.25,10227.25,phaseout,0.315,0.18,-0.16,-0.05
eitc-worker-0677,low_knowledge,neighborhood-17,24409,24218.6,10218.6,phaseout,0.33,0.18,-0.16,-0.053
eitc-worker-0678,high_knowledge,neighborhood-18,24490,24013.62,10013.62,phaseout,0.825,0.196,-0.16,-0.132
eitc-worker-0679,low_knowledge,neighborhood-19,24490,24282.12,10282.12,phaseout,0.36,0.196,-0.16,-0.058
eitc-worker-0680,low_knowledge,neighborhood-20,24490,24316.77,10316.77,phaseout,0.3,0.196,-0.16,-0.048
eitc-worker-0681,high_knowledge,neighborhood-21,24571,24111.94,10111.94,phaseout,0.795,0.212,-0.16,-0.127
eitc-worker-0682,low_knowledge,neighborhood-22,24571,24380.45,10380.45,phaseout,0.33,0.212,-0.16,-0.053
eitc-worker-0683,low_knowledge,neighborhood-23,24571,24371.79,10371.79,phaseout,0.345,0.212,-0.16,-0.055
eitc-worker-0684,high_knowledge,neighborhood-24,24652,24167.35,10167.35,phaseout,0.84,0.228,-0.16,-0.134
eitc-worker-0685,low_knowledge,neighborhood-25,24652,24478.91,10478.91,phaseout,0.3,0.228,-0.16,-0.048
eitc-worker-0686,low_knowledge,neighborhood-26,24652,24470.26,10470.26,phaseout,0.315,0.228,-0.16,-0.05
eitc-worker-0687,high_knowledge,neighborhood-27,24733,24266.42,10266.42,phaseout,0.81,0.244,-0.16,-0.13
eitc-worker-0688,low_knowledge,neighborhood-28,24733,24534.27,10534.27,phaseout,0.345,0.244,-0.16,-0.055
eitc-worker-0689,low_knowledge,neighborhood-29,24733,24525.63,10525.63,phaseout,0.36,0.244,-0.16,-0.058
eitc-worker-0690,high_knowledge,neighborhood-00,24814,24365.79,10365.79,phaseout,0.78,0.26,-0.16,-0.125
eitc-worker-0691,low_knowledge,neighborhood-01,24814,24632.99,10632.99,phaseout,0.315,0.26,-0.16,-0.05
eitc-worker-0692,low_knowledge,neighborhood-02,24814,24624.37,10624.37,phaseout,0.33,0.26,-0.16,-0.053
eitc-worker-0693,high_knowledge,neighborhood-03,24895,24422.48,10422.48,phaseout,0.825,0.276,-0.16,-0.132
eitc-worker-0694,low_knowledge,neighborhood-04,24895,24688.81,10688.81,phaseout,0.36,0.276,-0.16,-0.058
eitc-worker-0695,low_knowledge,neighborhood-05,24895,24723.17,10723.17,phaseout,0.3,0.276,-0.16,-0.048
eitc-worker-0696,high_knowledge,neighborhood-06,24904,24457.81,10457.81,phaseout,0.795,0.292,-0.16,-0.127
eitc-worker-0697,low_knowledge,neighborhood-07,24904,24718.79,10718.79,phaseout,0.33,0.292,-0.16,-0.053
eitc-worker-0698,low_knowledge,neighborhood-08,24904,24710.37,10710.37,phaseout,0.345,0.292,-0.16,-0.055
eitc-worker-0699,high_knowledge,neighborhood-09,24985,24515.73,10515.73,phaseout,0.84,0.308,-0.16,-0.134
eitc-worker-0700,low_knowledge,neighborhood-10,24985,24817.4,10817.4,phaseout,0.3,0.308,-0.16,-0.048
