worker_id,knowledge_group,desired_earnings,observed_earnings,kink,schedule_knowledge,adjustment_cost,distance_to_kink,phaseout_rate
schedule-worker-602,low_knowledge,17498,17498.0,20000.0,0.28,0.216,-2502.0,0.0
schedule-worker-603,high_knowledge,17595,17595.0,20000.0,0.78,0.234,-2405.0,0.0
schedule-worker-604,low_knowledge,17595,17595.0,20000.0,0.28,0.234,-2405.0,0.0
schedule-worker-605,low_knowledge,17595,17595.0,20000.0,0.28,0.234,-2405.0,0.0
schedule-worker-606,high_knowledge,17692,17692.0,20000.0,0.78,0.252,-2308.0,0.0
schedule-worker-607,low_knowledge,17692,17692.0,20000.0,0.28,0.252,-2308.0,0.0
schedule-worker-608,low_knowledge,17692,17692.0,20000.0,0.28,0.252,-2308.0,0.0
schedule-worker-609,high_knowledge,17705,17705.0,20000.0,0.78,0.27,-2295.0,0.0
schedule-worker-610,low_knowledge,17705,17705.0,20000.0,0.28,0.27,-2295.0,0.0
schedule-worker-611,low_knowledge,17705,17705.0,20000.0,0.28,0.27,-2295.0,0.0
schedule-worker-612,high_knowledge,17802,17802.0,20000.0,0.78,0.288,-2198.0,0.0
schedule-worker-613,low_knowledge,17802,17802.0,20000.0,0.28,0.288,-2198.0,0.0
schedule-worker-614,low_knowledge,17802,17802.0,20000.0,0.28,0.288,-2198.0,0.0
schedule-worker-615,high_knowledge,17899,17899.0,20000.0,0.78,0.306,-2101.0,0.0
schedule-worker-616,low_knowledge,17899,17899.0,20000.0,0.28,0.306,-2101.0,0.0
schedule-worker-617,low_knowledge,17899,17899.0,20000.0,0.28,0.306,-2101.0,0.0
schedule-worker-618,high_knowledge,17996,17996.0,20000.0,0.78,0.324,-2004.0,0.0
schedule-worker-619,low_knowledge,17996,17996.0,20000.0,0.28,0.324,-2004.0,0.0
schedule-worker-620,low_knowledge,17996,17996.0,20000.0,0.28,0.324,-2004.0,0.0
schedule-worker-621,high_knowledge,18093,18093.0,20000.0,0.78,0.18,-1907.0,0.0
schedule-worker-622,low_knowledge,18093,18093.0,20000.0,0.28,0.18,-1907.0,0.0
schedule-worker-623,low_knowledge,18093,18093.0,20000.0,0.28,0.18,-1907.0,0.0
schedule-worker-624,high_knowledge,18190,18190.0,20000.0,0.78,0.198,-1810.0,0.0
schedule-worker-625,low_knowledge,18190,18190.0,20000.0,0.28,0.198,-1810.0,0.0
schedule-worker-626,low_knowledge,18190,18190.0,20000.0,0.28,0.198,-1810.0,0.0
schedule-worker-627,high_knowledge,18287,18287.0,20000.0,0.78,0.216,-1713.0,0.0
schedule-worker-628,low_knowledge,18287,18287.0,20000.0,0.28,0.216,-1713.0,0.0
schedule-worker-629,low_knowledge,18287,18287.0,20000.0,0.28,0.216,-1713.0,0.0
schedule-worker-630,high_knowledge,18300,18300.0,20000.0,0.78,0.234,-1700.0,0.0
schedule-worker-631,low_knowledge,18300,18300.0,20000.0,0.28,0.234,-1700.0,0.0
schedule-worker-632,low_knowledge,18300,18300.0,20000.0,0.28,0.234,-1700.0,0.0
schedule-worker-633,high_knowledge,18397,18397.0,20000.0,0.78,0.252,-1603.0,0.0
schedule-worker-634,low_knowledge,18397,18397.0,20000.0,0.28,0.252,-1603.0,0.0
schedule-worker-635,low_knowledge,18397,18397.0,20000.0,0.28,0.252,-1603.0,0.0
schedule-worker-636,high_knowledge,18494,18494.0,20000.0,0.78,0.27,-1506.0,0.0
schedule-worker-637,low_knowledge,18494,18494.0,20000.0,0.28,0.27,-1506.0,0.0
schedule-worker-638,low_knowledge,18494,18494.0,20000.0,0.28,0.27,-1506.0,0.0
schedule-worker-639,high_knowledge,18591,19373.5,20000.0,0.78,0.288,-626.5,0.0
schedule-worker-640,low_knowledge,18591,18871.9,20000.0,0.28,0.288,-1128.1,0.0
schedule-worker-641,low_knowledge,18591,18871.9,20000.0,0.28,0.288,-1128.1,0.0
schedule-worker-642,high_knowledge,18688,19398.21,20000.0,0.78,0.306,-601.79,0.0
schedule-worker-643,low_knowledge,18688,18942.95,20000.0,0.28,0.306,-1057.05,0.0
schedule-worker-644,low_knowledge,18688,18942.95,20000.0,0.28,0.306,-1057.05,0.0
schedule-worker-645,high_knowledge,18785,19425.65,20000.0,0.78,0.324,-574.35,0.0
schedule-worker-646,low_knowledge,18785,19014.98,20000.0,0.28,0.324,-985.02,0.0
schedule-worker-647,low_knowledge,18785,19014.98,20000.0,0.28,0.324,-985.02,0.0
schedule-worker-648,high_knowledge,18882,19597.07,20000.0,0.78,0.18,-402.93,0.0
schedule-worker-649,low_knowledge,18882,19138.69,20000.0,0.28,0.18,-861.31,0.0
schedule-worker-650,low_knowledge,18882,19138.69,20000.0,0.28,0.18,-861.31,0.0
schedule-worker-651,high_knowledge,18895,19586.24,20000.0,0.78,0.198,-413.76,0.0
schedule-worker-652,low_knowledge,18895,19143.14,20000.0,0.28,0.198,-856.86,0.0
schedule-worker-653,low_knowledge,18895,19143.14,20000.0,0.28,0.198,-856.86,0.0
schedule-worker-654,high_knowledge,18992,19608.41,20000.0,0.78,0.216,-391.59,0.0
schedule-worker-655,low_knowledge,18992,19213.28,20000.0,0.28,0.216,-786.72,0.0
schedule-worker-656,low_knowledge,18992,19213.28,20000.0,0.28,0.216,-786.72,0.0
schedule-worker-657,high_knowledge,19089,19633.3,20000.0,0.78,0.234,-366.7,0.0
schedule-worker-658,low_knowledge,19089,19284.39,20000.0,0.28,0.234,-715.61,0.0
schedule-worker-659,low_knowledge,19089,19284.39,20000.0,0.28,0.234,-715.61,0.0
schedule-worker-660,high_knowledge,19186,19660.92,20000.0,0.78,0.252,-339.08,0.0
schedule-worker-661,low_knowledge,19186,19356.48,20000.0,0.28,0.252,-643.52,0.0
schedule-worker-662,low_knowledge,19186,19356.48,20000.0,0.28,0.252,-643.52,0.0
schedule-worker-663,high_knowledge,19283,19691.26,20000.0,0.78,0.27,-308.74,0.0
schedule-worker-664,low_knowledge,19283,19429.55,20000.0,0.28,0.27,-570.45,0.0
schedule-worker-665,low_knowledge,19283,19429.55,20000.0,0.28,0.27,-570.45,0.0
schedule-worker-666,high_knowledge,19380,19724.32,20000.0,0.78,0.288,-275.68,0.0
schedule-worker-667,low_knowledge,19380,19503.6,20000.0,0.28,0.288,-496.4,0.0
schedule-worker-668,low_knowledge,19380,19503.6,20000.0,0.28,0.288,-496.4,0.0
schedule-worker-669,high_knowledge,19477,19760.11,20000.0,0.78,0.306,-239.89,0.0
schedule-worker-670,low_knowledge,19477,19578.63,20000.0,0.28,0.306,-421.37,0.0
schedule-worker-671,low_knowledge,19477,19578.63,20000.0,0.28,0.306,-421.37,0.0
schedule-worker-672,high_knowledge,19490,19758.91,20000.0,0.78,0.324,-241.09,0.0
schedule-worker-673,low_knowledge,19490,19586.53,20000.0,0.28,0.324,-413.47,0.0
schedule-worker-674,low_knowledge,19490,19586.53,20000.0,0.28,0.324,-413.47,0.0
schedule-worker-675,high_knowledge,19587,19851.15,20000.0,0.78,0.18,-148.85,0.0
schedule-worker-676,low_knowledge,19587,19681.82,20000.0,0.28,0.18,-318.18,0.0
schedule-worker-677,low_knowledge,19587,19681.82,20000.0,0.28,0.18,-318.18,0.0
schedule-worker-678,high_knowledge,19684,19881.68,20000.0,0.78,0.198,-118.32,0.0
schedule-worker-679,low_knowledge,19684,19754.96,20000.0,0.28,0.198,-245.04,0.0
schedule-worker-680,low_knowledge,19684,19754.96,20000.0,0.28,0.198,-245.04,0.0
schedule-worker-681,high_knowledge,19781,19914.92,20000.0,0.78,0.216,-85.08,0.0
schedule-worker-682,low_knowledge,19781,19829.07,20000.0,0.28,0.216,-170.93,0.0
schedule-worker-683,low_knowledge,19781,19829.07,20000.0,0.28,0.216,-170.93,0.0
schedule-worker-684,high_knowledge,19878,19950.89,20000.0,0.78,0.234,-49.11,0.0
schedule-worker-685,low_knowledge,19878,19904.17,20000.0,0.28,0.234,-95.83,0.0
schedule-worker-686,low_knowledge,19878,19904.17,20000.0,0.28,0.234,-95.83,0.0
schedule-worker-687,high_knowledge,19975,19989.59,20000.0,0.78,0.252,-10.41,0.0
schedule-worker-688,low_knowledge,19975,19980.24,20000.0,0.28,0.252,-19.76,0.0
schedule-worker-689,low_knowledge,19975,19980.24,20000.0,0.28,0.252,-19.76,0.0
schedule-worker-690,high_knowledge,20072,20031.0,20000.0,0.78,0.27,31.0,0.21
schedule-worker-691,low_knowledge,20072,20057.28,20000.0,0.28,0.27,57.28,0.21
schedule-worker-692,low_knowledge,20072,20057.28,20000.0,0.28,0.27,57.28,0.21
schedule-worker-693,high_knowledge,20085,20037.79,20000.0,0.78,0.288,37.79,0.21
schedule-worker-694,low_knowledge,20085,20068.05,20000.0,0.28,0.288,68.05,0.21
schedule-worker-695,low_knowledge,20085,20068.05,20000.0,0.28,0.288,68.05,0.21
schedule-worker-696,high_knowledge,20182,20083.48,20000.0,0.78,0.306,83.48,0.21
schedule-worker-697,low_knowledge,20182,20146.63,20000.0,0.28,0.306,146.63,0.21
schedule-worker-698,low_knowledge,20182,20146.63,20000.0,0.28,0.306,146.63,0.21
schedule-worker-699,high_knowledge,20279,20131.89,20000.0,0.78,0.324,131.89,0.21
schedule-worker-700,low_knowledge,20279,20226.19,20000.0,0.28,0.324,226.19,0.21
schedule-worker-701,low_knowledge,20279,20226.19,20000.0,0.28,0.324,226.19,0.21
schedule-worker-702,high_knowledge,20376,20135.51,20000.0,0.78,0.18,135.51,0.21
schedule-worker-703,low_knowledge,20376,20289.67,20000.0,0.28,0.18,289.67,0.21
schedule-worker-704,low_knowledge,20376,20289.67,20000.0,0.28,0.18,289.67,0.21
schedule-worker-705,high_knowledge,20473,20177.11,20000.0,0.78,0.198,177.11,0.21
schedule-worker-706,low_knowledge,20473,20366.78,20000.0,0.28,0.198,366.78,0.21
schedule-worker-707,low_knowledge,20473,20366.78,20000.0,0.28,0.198,366.78,0.21
schedule-worker-708,high_knowledge,20570,20221.43,20000.0,0.78,0.216,221.43,0.21
schedule-worker-709,low_knowledge,20570,20444.87,20000.0,0.28,0.216,444.87,0.21
schedule-worker-710,low_knowledge,20570,20444.87,20000.0,0.28,0.216,444.87,0.21
schedule-worker-711,high_knowledge,20667,20268.48,20000.0,0.78,0.234,268.48,0.21
schedule-worker-712,low_knowledge,20667,20523.94,20000.0,0.28,0.234,523.94,0.21
schedule-worker-713,low_knowledge,20667,20523.94,20000.0,0.28,0.234,523.94,0.21
schedule-worker-714,high_knowledge,20680,20283.26,20000.0,0.78,0.252,283.26,0.21
schedule-worker-715,low_knowledge,20680,20537.58,20000.0,0.28,0.252,537.58,0.21
schedule-worker-716,low_knowledge,20680,20537.58,20000.0,0.28,0.252,537.58,0.21
schedule-worker-717,high_knowledge,20777,20334.58,20000.0,0.78,0.27,334.58,0.21
schedule-worker-718,low_knowledge,20777,20618.18,20000.0,0.28,0.27,618.18,0.21
schedule-worker-719,low_knowledge,20777,20618.18,20000.0,0.28,0.27,618.18,0.21
schedule-worker-720,high_knowledge,20874,20388.62,20000.0,0.78,0.288,388.62,0.21
schedule-worker-721,low_knowledge,20874,20699.76,20000.0,0.28,0.288,699.76,0.21
schedule-worker-722,low_knowledge,20874,20699.76,20000.0,0.28,0.288,699.76,0.21
schedule-worker-723,high_knowledge,20971,20445.38,20000.0,0.78,0.306,445.38,0.21
schedule-worker-724,low_knowledge,20971,20782.32,20000.0,0.28,0.306,782.32,0.21
schedule-worker-725,low_knowledge,20971,20782.32,20000.0,0.28,0.306,782.32,0.21
schedule-worker-726,high_knowledge,21068,20504.86,20000.0,0.78,0.324,504.86,0.21
schedule-worker-727,low_knowledge,21068,20865.85,20000.0,0.28,0.324,865.85,0.21
schedule-worker-728,low_knowledge,21068,20865.85,20000.0,0.28,0.324,865.85,0.21
schedule-worker-729,high_knowledge,21165,20419.87,20000.0,0.78,0.18,419.87,0.21
schedule-worker-730,low_knowledge,21165,20897.52,20000.0,0.28,0.18,897.52,0.21
schedule-worker-731,low_knowledge,21165,20897.52,20000.0,0.28,0.18,897.52,0.21
schedule-worker-732,high_knowledge,21262,20472.54,20000.0,0.78,0.198,472.54,0.21
schedule-worker-733,low_knowledge,21262,20978.61,20000.0,0.28,0.198,978.61,0.21
schedule-worker-734,low_knowledge,21262,20978.61,20000.0,0.28,0.198,978.61,0.21
schedule-worker-735,high_knowledge,21275,20495.31,20000.0,0.78,0.216,495.31,0.21
schedule-worker-736,low_knowledge,21275,20995.11,20000.0,0.28,0.216,995.11,0.21
schedule-worker-737,low_knowledge,21275,20995.11,20000.0,0.28,0.216,995.11,0.21
schedule-worker-738,high_knowledge,21372,20552.26,20000.0,0.78,0.234,552.26,0.21
schedule-worker-739,low_knowledge,21372,21077.73,20000.0,0.28,0.234,1077.73,0.21
schedule-worker-740,low_knowledge,21372,21077.73,20000.0,0.28,0.234,1077.73,0.21
schedule-worker-741,high_knowledge,21469,20611.93,20000.0,0.78,0.252,611.93,0.21
schedule-worker-742,low_knowledge,21469,21161.33,20000.0,0.28,0.252,1161.33,0.21
schedule-worker-743,low_knowledge,21469,21161.33,20000.0,0.28,0.252,1161.33,0.21
schedule-worker-744,high_knowledge,21566,21443.85,20000.0,0.78,0.27,1443.85,0.21
schedule-worker-745,low_knowledge,21566,21522.15,20000.0,0.28,0.27,1522.15,0.21
schedule-worker-746,low_knowledge,21566,21522.15,20000.0,0.28,0.27,1522.15,0.21
schedule-worker-747,high_knowledge,21663,21533.29,20000.0,0.78,0.288,1533.29,0.21
schedule-worker-748,low_knowledge,21663,21616.44,20000.0,0.28,0.288,1616.44,0.21
schedule-worker-749,low_knowledge,21663,21616.44,20000.0,0.28,0.288,1616.44,0.21
schedule-worker-750,high_knowledge,21760,21622.72,20000.0,0.78,0.306,1622.72,0.21
schedule-worker-751,low_knowledge,21760,21710.72,20000.0,0.28,0.306,1710.72,0.21
schedule-worker-752,low_knowledge,21760,21710.72,20000.0,0.28,0.306,1710.72,0.21
schedule-worker-753,high_knowledge,21857,21712.15,20000.0,0.78,0.324,1712.15,0.21
schedule-worker-754,low_knowledge,21857,21805.0,20000.0,0.28,0.324,1805.0,0.21
schedule-worker-755,low_knowledge,21857,21805.0,20000.0,0.28,0.324,1805.0,0.21
schedule-worker-756,high_knowledge,21870,21724.14,20000.0,0.78,0.18,1724.14,0.21
schedule-worker-757,low_knowledge,21870,21817.64,20000.0,0.28,0.18,1817.64,0.21
schedule-worker-758,low_knowledge,21870,21817.64,20000.0,0.28,0.18,1817.64,0.21
schedule-worker-759,high_knowledge,21967,21813.57,20000.0,0.78,0.198,1813.57,0.21
schedule-worker-760,low_knowledge,21967,21911.92,20000.0,0.28,0.198,1911.92,0.21
schedule-worker-761,low_knowledge,21967,21911.92,20000.0,0.28,0.198,1911.92,0.21
schedule-worker-762,high_knowledge,22064,21903.01,20000.0,0.78,0.216,1903.01,0.21
schedule-worker-763,low_knowledge,22064,22006.21,20000.0,0.28,0.216,2006.21,0.21
schedule-worker-764,low_knowledge,22064,22006.21,20000.0,0.28,0.216,2006.21,0.21
schedule-worker-765,high_knowledge,22161,21992.44,20000.0,0.78,0.234,1992.44,0.21
schedule-worker-766,low_knowledge,22161,22100.49,20000.0,0.28,0.234,2100.49,0.21
schedule-worker-767,low_knowledge,22161,22100.49,20000.0,0.28,0.234,2100.49,0.21
schedule-worker-768,high_knowledge,22258,22081.88,20000.0,0.78,0.252,2081.88,0.21
schedule-worker-769,low_knowledge,22258,22194.78,20000.0,0.28,0.252,2194.78,0.21
schedule-worker-770,low_knowledge,22258,22194.78,20000.0,0.28,0.252,2194.78,0.21
schedule-worker-771,high_knowledge,22355,22171.31,20000.0,0.78,0.27,2171.31,0.21
schedule-worker-772,low_knowledge,22355,22289.06,20000.0,0.28,0.27,2289.06,0.21
schedule-worker-773,low_knowledge,22355,22289.06,20000.0,0.28,0.27,2289.06,0.21
schedule-worker-774,high_knowledge,22452,22260.74,20000.0,0.78,0.288,2260.74,0.21
schedule-worker-775,low_knowledge,22452,22383.34,20000.0,0.28,0.288,2383.34,0.21
schedule-worker-776,low_knowledge,22452,22383.34,20000.0,0.28,0.288,2383.34,0.21
schedule-worker-777,high_knowledge,22465,22272.73,20000.0,0.78,0.306,2272.73,0.21
schedule-worker-778,low_knowledge,22465,22395.98,20000.0,0.28,0.306,2395.98,0.21
schedule-worker-779,low_knowledge,22465,22395.98,20000.0,0.28,0.306,2395.98,0.21
schedule-worker-780,high_knowledge,22562,22362.16,20000.0,0.78,0.324,2362.16,0.21
schedule-worker-781,low_knowledge,22562,22490.26,20000.0,0.28,0.324,2490.26,0.21
schedule-worker-782,low_knowledge,22562,22490.26,20000.0,0.28,0.324,2490.26,0.21
schedule-worker-783,high_knowledge,22659,22451.6,20000.0,0.78,0.18,2451.6,0.21
schedule-worker-784,low_knowledge,22659,22584.55,20000.0,0.28,0.18,2584.55,0.21
schedule-worker-785,low_knowledge,22659,22584.55,20000.0,0.28,0.18,2584.55,0.21
schedule-worker-786,high_knowledge,22756,22541.03,20000.0,0.78,0.198,2541.03,0.21
schedule-worker-787,low_knowledge,22756,22678.83,20000.0,0.28,0.198,2678.83,0.21
schedule-worker-788,low_knowledge,22756,22678.83,20000.0,0.28,0.198,2678.83,0.21
schedule-worker-789,high_knowledge,22853,22630.47,20000.0,0.78,0.216,2630.47,0.21
schedule-worker-790,low_knowledge,22853,22773.12,20000.0,0.28,0.216,2773.12,0.21
schedule-worker-791,low_knowledge,22853,22773.12,20000.0,0.28,0.216,2773.12,0.21
schedule-worker-792,high_knowledge,22950,22719.9,20000.0,0.78,0.234,2719.9,0.21
schedule-worker-793,low_knowledge,22950,22867.4,20000.0,0.28,0.234,2867.4,0.21
schedule-worker-794,low_knowledge,22950,22867.4,20000.0,0.28,0.234,2867.4,0.21
schedule-worker-795,high_knowledge,23047,22809.33,20000.0,0.78,0.252,2809.33,0.21
schedule-worker-796,low_knowledge,23047,22961.68,20000.0,0.28,0.252,2961.68,0.21
schedule-worker-797,low_knowledge,23047,22961.68,20000.0,0.28,0.252,2961.68,0.21
schedule-worker-798,high_knowledge,23060,22821.32,20000.0,0.78,0.27,2821.32,0.21
schedule-worker-799,low_knowledge,23060,22974.32,20000.0,0.28,0.27,2974.32,0.21
schedule-worker-800,low_knowledge,23060,22974.32,20000.0,0.28,0.27,2974.32,0.21
schedule-worker-801,high_knowledge,23157,22910.75,20000.0,0.78,0.288,2910.75,0.21
schedule-worker-802,low_knowledge,23157,23068.6,20000.0,0.28,0.288,3068.6,0.21
schedule-worker-803,low_knowledge,23157,23068.6,20000.0,0.28,0.288,3068.6,0.21
schedule-worker-804,high_knowledge,23254,23000.19,20000.0,0.78,0.306,3000.19,0.21
schedule-worker-805,low_knowledge,23254,23162.89,20000.0,0.28,0.306,3162.89,0.21
schedule-worker-806,low_knowledge,23254,23162.89,20000.0,0.28,0.306,3162.89,0.21
schedule-worker-807,high_knowledge,23351,23089.62,20000.0,0.78,0.324,3089.62,0.21
schedule-worker-808,low_knowledge,23351,23257.17,20000.0,0.28,0.324,3257.17,0.21
schedule-worker-809,low_knowledge,23351,23257.17,20000.0,0.28,0.324,3257.17,0.21
schedule-worker-810,high_knowledge,23448,23179.06,20000.0,0.78,0.18,3179.06,0.21
schedule-worker-811,low_knowledge,23448,23351.46,20000.0,0.28,0.18,3351.46,0.21
schedule-worker-812,low_knowledge,23448,23351.46,20000.0,0.28,0.18,3351.46,0.21
schedule-worker-813,high_knowledge,23545,23268.49,20000.0,0.78,0.198,3268.49,0.21
schedule-worker-814,low_knowledge,23545,23445.74,20000.0,0.28,0.198,3445.74,0.21
schedule-worker-815,low_knowledge,23545,23445.74,20000.0,0.28,0.198,3445.74,0.21
schedule-worker-816,high_knowledge,23642,23357.92,20000.0,0.78,0.216,3357.92,0.21
schedule-worker-817,low_knowledge,23642,23540.02,20000.0,0.28,0.216,3540.02,0.21
schedule-worker-818,low_knowledge,23642,23540.02,20000.0,0.28,0.216,3540.02,0.21
schedule-worker-819,high_knowledge,23655,23369.91,20000.0,0.78,0.234,3369.91,0.21
schedule-worker-820,low_knowledge,23655,23552.66,20000.0,0.28,0.234,3552.66,0.21
schedule-worker-821,low_knowledge,23655,23552.66,20000.0,0.28,0.234,3552.66,0.21
schedule-worker-822,high_knowledge,23752,23459.34,20000.0,0.78,0.252,3459.34,0.21
schedule-worker-823,low_knowledge,23752,23646.94,20000.0,0.28,0.252,3646.94,0.21
schedule-worker-824,low_knowledge,23752,23646.94,20000.0,0.28,0.252,3646.94,0.21
schedule-worker-825,high_knowledge,23849,23548.78,20000.0,0.78,0.27,3548.78,0.21
schedule-worker-826,low_knowledge,23849,23741.23,20000.0,0.28,0.27,3741.23,0.21
schedule-worker-827,low_knowledge,23849,23741.23,20000.0,0.28,0.27,3741.23,0.21
schedule-worker-828,high_knowledge,23946,23638.21,20000.0,0.78,0.288,3638.21,0.21
schedule-worker-829,low_knowledge,23946,23835.51,20000.0,0.28,0.288,3835.51,0.21
schedule-worker-830,low_knowledge,23946,23835.51,20000.0,0.28,0.288,3835.51,0.21
schedule-worker-831,high_knowledge,24043,23727.65,20000.0,0.78,0.306,3727.65,0.21
schedule-worker-832,low_knowledge,24043,23929.8,20000.0,0.28,0.306,3929.8,0.21
schedule-worker-833,low_knowledge,24043,23929.8,20000.0,0.28,0.306,3929.8,0.21
schedule-worker-834,high_knowledge,24140,23817.08,20000.0,0.78,0.324,3817.08,0.21
schedule-worker-835,low_knowledge,24140,24024.08,20000.0,0.28,0.324,4024.08,0.21
schedule-worker-836,low_knowledge,24140,24024.08,20000.0,0.28,0.324,4024.08,0.21
schedule-worker-837,high_knowledge,24237,23906.51,20000.0,0.78,0.18,3906.51,0.21
schedule-worker-838,low_knowledge,24237,24118.36,20000.0,0.28,0.18,4118.36,0.21
schedule-worker-839,low_knowledge,24237,24118.36,20000.0,0.28,0.18,4118.36,0.21
schedule-worker-840,high_knowledge,24250,23918.5,20000.0,0.78,0.198,3918.5,0.21
schedule-worker-841,low_knowledge,24250,24131.0,20000.0,0.28,0.198,4131.0,0.21
schedule-worker-842,low_knowledge,24250,24131.0,20000.0,0.28,0.198,4131.0,0.21
schedule-worker-843,high_knowledge,24347,24007.93,20000.0,0.78,0.216,4007.93,0.21
schedule-worker-844,low_knowledge,24347,24225.28,20000.0,0.28,0.216,4225.28,0.21
schedule-worker-845,low_knowledge,24347,24225.28,20000.0,0.28,0.216,4225.28,0.21
schedule-worker-846,high_knowledge,24444,24097.37,20000.0,0.78,0.234,4097.37,0.21
schedule-worker-847,low_knowledge,24444,24319.57,20000.0,0.28,0.234,4319.57,0.21
schedule-worker-848,low_knowledge,24444,24319.57,20000.0,0.28,0.234,4319.57,0.21
schedule-worker-849,high_knowledge,24541,24186.8,20000.0,0.78,0.252,4186.8,0.21
schedule-worker-850,low_knowledge,24541,24413.85,20000.0,0.28,0.252,4413.85,0.21
schedule-worker-851,low_knowledge,24541,24413.85,20000.0,0.28,0.252,4413.85,0.21
schedule-worker-852,high_knowledge,24638,24276.24,20000.0,0.78,0.27,4276.24,0.21
schedule-worker-853,low_knowledge,24638,24508.14,20000.0,0.28,0.27,4508.14,0.21
schedule-worker-854,low_knowledge,24638,24508.14,20000.0,0.28,0.27,4508.14,0.21
schedule-worker-855,high_knowledge,16660,16660.0,20000.0,0.78,0.288,-3340.0,0.0
schedule-worker-856,low_knowledge,16660,16660.0,20000.0,0.28,0.288,-3340.0,0.0
schedule-worker-857,low_knowledge,16660,16660.0,20000.0,0.28,0.288,-3340.0,0.0
schedule-worker-858,high_knowledge,16757,16757.0,20000.0,0.78,0.306,-3243.0,0.0
schedule-worker-859,low_knowledge,16757,16757.0,20000.0,0.28,0.306,-3243.0,0.0
schedule-worker-860,low_knowledge,16757,16757.0,20000.0,0.28,0.306,-3243.0,0.0
schedule-worker-861,high_knowledge,16770,16770.0,20000.0,0.78,0.324,-3230.0,0.0
schedule-worker-862,low_knowledge,16770,16770.0,20000.0,0.28,0.324,-3230.0,0.0
schedule-worker-863,low_knowledge,16770,16770.0,20000.0,0.28,0.324,-3230.0,0.0
schedule-worker-864,high_knowledge,16867,16867.0,20000.0,0.78,0.18,-3133.0,0.0
schedule-worker-865,low_knowledge,16867,16867.0,20000.0,0.28,0.18,-3133.0,0.0
schedule-worker-866,low_knowledge,16867,16867.0,20000.0,0.28,0.18,-3133.0,0.0
schedule-worker-867,high_knowledge,16964,16964.0,20000.0,0.78,0.198,-3036.0,0.0
schedule-worker-868,low_knowledge,16964,16964.0,20000.0,0.28,0.198,-3036.0,0.0
schedule-worker-869,low_knowledge,16964,16964.0,20000.0,0.28,0.198,-3036.0,0.0
schedule-worker-870,high_knowledge,17061,17061.0,20000.0,0.78,0.216,-2939.0,0.0
schedule-worker-871,low_knowledge,17061,17061.0,20000.0,0.28,0.216,-2939.0,0.0
schedule-worker-872,low_knowledge,17061,17061.0,20000.0,0.28,0.216,-2939.0,0.0
schedule-worker-873,high_knowledge,17158,17158.0,20000.0,0.78,0.234,-2842.0,0.0
schedule-worker-874,low_knowledge,17158,17158.0,20000.0,0.28,0.234,-2842.0,0.0
schedule-worker-875,low_knowledge,17158,17158.0,20000.0,0.28,0.234,-2842.0,0.0
schedule-worker-876,high_knowledge,17255,17255.0,20000.0,0.78,0.252,-2745.0,0.0
schedule-worker-877,low_knowledge,17255,17255.0,20000.0,0.28,0.252,-2745.0,0.0
schedule-worker-878,low_knowledge,17255,17255.0,20000.0,0.28,0.252,-2745.0,0.0
schedule-worker-879,high_knowledge,17352,17352.0,20000.0,0.78,0.27,-2648.0,0.0
schedule-worker-880,low_knowledge,17352,17352.0,20000.0,0.28,0.27,-2648.0,0.0
schedule-worker-881,low_knowledge,17352,17352.0,20000.0,0.28,0.27,-2648.0,0.0
schedule-worker-882,high_knowledge,17365,17365.0,20000.0,0.78,0.288,-2635.0,0.0
schedule-worker-883,low_knowledge,17365,17365.0,20000.0,0.28,0.288,-2635.0,0.0
schedule-worker-884,low_knowledge,17365,17365.0,20000.0,0.28,0.288,-2635.0,0.0
schedule-worker-885,high_knowledge,17462,17462.0,20000.0,0.78,0.306,-2538.0,0.0
schedule-worker-886,low_knowledge,17462,17462.0,20000.0,0.28,0.306,-2538.0,0.0
schedule-worker-887,low_knowledge,17462,17462.0,20000.0,0.28,0.306,-2538.0,0.0
schedule-worker-888,high_knowledge,17559,17559.0,20000.0,0.78,0.324,-2441.0,0.0
schedule-worker-889,low_knowledge,17559,17559.0,20000.0,0.28,0.324,-2441.0,0.0
schedule-worker-890,low_knowledge,17559,17559.0,20000.0,0.28,0.324,-2441.0,0.0
schedule-worker-891,high_knowledge,17656,17656.0,20000.0,0.78,0.18,-2344.0,0.0
schedule-worker-892,low_knowledge,17656,17656.0,20000.0,0.28,0.18,-2344.0,0.0
schedule-worker-893,low_knowledge,17656,17656.0,20000.0,0.28,0.18,-2344.0,0.0
schedule-worker-894,high_knowledge,17753,17753.0,20000.0,0.78,0.198,-2247.0,0.0
schedule-worker-895,low_knowledge,17753,17753.0,20000.0,0.28,0.198,-2247.0,0.0
schedule-worker-896,low_knowledge,17753,17753.0,20000.0,0.28,0.198,-2247.0,0.0
schedule-worker-897,high_knowledge,17850,17850.0,20000.0,0.78,0.216,-2150.0,0.0
schedule-worker-898,low_knowledge,17850,17850.0,20000.0,0.28,0.216,-2150.0,0.0
schedule-worker-899,low_knowledge,17850,17850.0,20000.0,0.28,0.216,-2150.0,0.0
