worker_id,arm,baseline_skill,reciprocity_index,social_preference_weight,gift_value,piece_rate,employer_effort,effort_minutes,output_units,quality_score,value_created
gift-worker-521,cash_gift,0.78,0.72,0.32,1.0,0.0,0.0,45.64,59.6,0.854,50.89
gift-worker-522,noncash_gift,0.78,0.72,0.32,0.85,0.0,0.25,46.21,60.04,0.869,52.17
gift-worker-523,piece_rate,0.78,0.72,0.32,0.0,0.22,0.0,42.88,58.77,0.864,50.76
gift-worker-524,employer_return,0.78,0.72,0.32,0.65,0.0,0.55,46.77,60.48,0.875,52.91
gift-worker-525,control,0.815,0.18,0.38,0.0,0.0,0.0,38.76,55.59,0.725,40.28
gift-worker-526,cash_gift,0.815,0.18,0.38,1.0,0.0,0.0,40.11,56.69,0.715,40.51
gift-worker-527,noncash_gift,0.815,0.18,0.38,0.85,0.0,0.25,41.28,57.65,0.73,42.06
gift-worker-528,piece_rate,0.815,0.18,0.38,0.0,0.22,0.0,41.4,59.06,0.725,42.79
gift-worker-529,employer_return,0.815,0.18,0.38,0.65,0.0,0.55,42.66,58.77,0.736,43.23
gift-worker-530,control,0.85,0.27,0.44,0.0,0.0,0.0,39.28,57.39,0.76,43.63
gift-worker-531,cash_gift,0.85,0.27,0.44,1.0,0.0,0.0,41.3,59.11,0.75,44.35
gift-worker-532,noncash_gift,0.85,0.27,0.44,0.85,0.0,0.25,42.38,60.02,0.765,45.93
gift-worker-533,piece_rate,0.85,0.27,0.44,0.0,0.22,0.0,41.92,60.95,0.76,46.34
gift-worker-534,employer_return,0.85,0.27,0.44,0.65,0.0,0.55,43.62,61.08,0.771,47.11
gift-worker-535,control,0.885,0.36,0.5,0.0,0.0,0.0,39.8,59.22,0.796,47.14
gift-worker-536,cash_gift,0.885,0.36,0.5,1.0,0.0,0.0,42.5,61.61,0.786,48.43
gift-worker-537,noncash_gift,0.885,0.36,0.5,0.85,0.0,0.25,43.47,62.47,0.801,50.04
gift-worker-538,piece_rate,0.885,0.36,0.5,0.0,0.22,0.0,42.44,62.88,0.796,50.05
gift-worker-539,employer_return,0.885,0.36,0.5,0.65,0.0,0.55,44.58,63.45,0.807,51.21
gift-worker-540,control,0.92,0.45,0.2,0.0,0.0,0.0,39.6,60.43,0.827,50.0
gift-worker-541,cash_gift,0.92,0.45,0.2,1.0,0.0,0.0,42.98,63.54,0.817,51.94
gift-worker-542,noncash_gift,0.92,0.45,0.2,0.85,0.0,0.25,43.84,64.34,0.832,53.55
gift-worker-543,piece_rate,0.92,0.45,0.2,0.0,0.22,0.0,42.24,64.18,0.827,53.1
gift-worker-544,employer_return,0.92,0.45,0.2,0.65,0.0,0.55,44.82,65.23,0.838,54.69
gift-worker-545,control,0.955,0.54,0.26,0.0,0.0,0.0,40.12,62.31,0.863,53.78
gift-worker-546,cash_gift,0.955,0.54,0.26,1.0,0.0,0.0,44.17,66.18,0.853,56.46
gift-worker-547,noncash_gift,0.955,0.54,0.26,0.85,0.0,0.25,44.94,66.92,0.868,58.09
gift-worker-548,piece_rate,0.955,0.54,0.26,0.0,0.22,0.0,42.76,66.16,0.863,57.1
gift-worker-549,employer_return,0.955,0.54,0.26,0.65,0.0,0.55,45.78,67.72,0.874,59.19
gift-worker-550,control,0.99,0.63,0.32,0.0,0.0,0.0,38.64,62.25,0.724,45.06
gift-worker-551,cash_gift,0.99,0.63,0.32,1.0,0.0,0.0,43.37,66.93,0.714,47.78
gift-worker-552,noncash_gift,0.99,0.63,0.32,0.85,0.0,0.25,44.03,67.59,0.729,49.26
gift-worker-553,piece_rate,0.99,0.63,0.32,0.0,0.22,0.0,41.28,66.19,0.724,47.91
gift-worker-554,employer_return,0.99,0.63,0.32,0.65,0.0,0.55,44.74,68.29,0.735,50.18
gift-worker-555,control,1.025,0.72,0.38,0.0,0.0,0.0,39.16,64.14,0.76,48.72
gift-worker-556,cash_gift,1.025,0.72,0.38,1.0,0.0,0.0,44.56,69.67,0.75,52.22
gift-worker-557,noncash_gift,1.025,0.72,0.38,0.85,0.0,0.25,45.12,70.25,0.765,53.71
gift-worker-558,piece_rate,1.025,0.72,0.38,0.0,0.22,0.0,41.8,68.16,0.76,51.78
gift-worker-559,employer_return,1.025,0.72,0.38,0.65,0.0,0.55,45.69,70.84,0.771,54.58
gift-worker-560,control,0.78,0.18,0.44,0.0,0.0,0.0,39.68,54.95,0.795,43.7
gift-worker-561,cash_gift,0.78,0.18,0.44,1.0,0.0,0.0,41.03,56.0,0.785,43.98
gift-worker-562,noncash_gift,0.78,0.18,0.44,0.85,0.0,0.25,42.2,56.92,0.8,45.55
gift-worker-563,piece_rate,0.78,0.18,0.44,0.0,0.22,0.0,42.32,58.33,0.795,46.39
gift-worker-564,employer_return,0.78,0.18,0.44,0.65,0.0,0.55,43.58,57.99,0.806,46.76
gift-worker-565,control,0.815,0.27,0.5,0.0,0.0,0.0,40.2,56.76,0.831,47.17
gift-worker-566,cash_gift,0.815,0.27,0.5,1.0,0.0,0.0,42.23,58.41,0.821,47.96
gift-worker-567,noncash_gift,0.815,0.27,0.5,0.85,0.0,0.25,43.3,59.29,0.836,49.56
gift-worker-568,piece_rate,0.815,0.27,0.5,0.0,0.22,0.0,42.84,60.23,0.831,50.05
gift-worker-569,employer_return,0.815,0.27,0.5,0.65,0.0,0.55,44.54,60.3,0.842,50.77
gift-worker-570,control,0.85,0.36,0.2,0.0,0.0,0.0,40.0,58.0,0.862,50.02
gift-worker-571,cash_gift,0.85,0.36,0.2,1.0,0.0,0.0,42.7,60.3,0.852,51.4
gift-worker-572,noncash_gift,0.85,0.36,0.2,0.85,0.0,0.25,43.67,61.12,0.867,53.02
gift-worker-573,piece_rate,0.85,0.36,0.2,0.0,0.22,0.0,42.64,61.56,0.862,53.09
gift-worker-574,employer_return,0.85,0.36,0.2,0.65,0.0,0.55,44.78,62.06,0.873,54.21
gift-worker-575,control,0.885,0.45,0.26,0.0,0.0,0.0,38.52,58.09,0.723,42.01
gift-worker-576,cash_gift,0.885,0.45,0.26,1.0,0.0,0.0,41.9,61.08,0.713,43.56
gift-worker-577,noncash_gift,0.885,0.45,0.26,0.85,0.0,0.25,42.76,61.85,0.728,45.03
gift-worker-578,piece_rate,0.885,0.45,0.26,0.0,0.22,0.0,41.16,61.75,0.723,44.65
gift-worker-579,employer_return,0.885,0.45,0.26,0.65,0.0,0.55,43.74,62.71,0.734,46.04
gift-worker-580,control,0.92,0.54,0.32,0.0,0.0,0.0,39.04,59.92,0.759,45.47
gift-worker-581,cash_gift,0.92,0.54,0.32,1.0,0.0,0.0,43.09,63.64,0.749,47.66
gift-worker-582,noncash_gift,0.92,0.54,0.32,0.85,0.0,0.25,43.86,64.35,0.764,49.15
gift-worker-583,piece_rate,0.92,0.54,0.32,0.0,0.22,0.0,41.68,63.67,0.759,48.31
gift-worker-584,employer_return,0.92,0.54,0.32,0.65,0.0,0.55,44.7,65.12,0.77,50.13
gift-worker-585,control,0.955,0.63,0.38,0.0,0.0,0.0,39.56,61.78,0.795,49.09
gift-worker-586,cash_gift,0.955,0.63,0.38,1.0,0.0,0.0,44.28,66.29,0.785,52.01
gift-worker-587,noncash_gift,0.955,0.63,0.38,0.85,0.0,0.25,44.95,66.93,0.8,53.51
gift-worker-588,piece_rate,0.955,0.63,0.38,0.0,0.22,0.0,42.2,65.62,0.795,52.14
gift-worker-589,employer_return,0.955,0.63,0.38,0.65,0.0,0.55,45.66,67.6,0.806,54.46
gift-worker-590,control,0.99,0.72,0.44,0.0,0.0,0.0,40.08,63.68,0.83,52.87
gift-worker-591,cash_gift,0.99,0.72,0.44,1.0,0.0,0.0,45.48,69.03,0.82,56.62
gift-worker-592,noncash_gift,0.99,0.72,0.44,0.85,0.0,0.25,46.05,69.58,0.835,58.12
gift-worker-593,piece_rate,0.99,0.72,0.44,0.0,0.22,0.0,42.72,67.61,0.83,56.14
gift-worker-594,employer_return,0.99,0.72,0.44,0.65,0.0,0.55,46.62,70.15,0.841,59.01
gift-worker-595,control,1.025,0.18,0.5,0.0,0.0,0.0,40.6,65.62,0.866,56.82
gift-worker-596,cash_gift,1.025,0.18,0.5,1.0,0.0,0.0,41.95,67.0,0.856,57.35
gift-worker-597,noncash_gift,1.025,0.18,0.5,0.85,0.0,0.25,43.12,68.2,0.871,59.4
gift-worker-598,piece_rate,1.025,0.18,0.5,0.0,0.22,0.0,43.24,69.64,0.866,60.31
gift-worker-599,employer_return,1.025,0.18,0.5,0.65,0.0,0.55,44.5,69.62,0.877,61.05
