worker_id,arm,information,bargaining_support,current_wage,true_outside_wage,perceived_outside_wage,belief_gap,search_friction_index,market_power_index,applications_next_month,bargaining_attempt,moved_job,wage_growth_next_quarter,segmentation_index
belief-worker-0467,info_bargaining,1,1,21.61,23.51,22.76,0.75,0.74,0.34,3.34,1,0,0.061,0.487
belief-worker-0468,control,0,0,21.28,22.13,18.71,3.42,0.83,0.42,0.28,0,0,0.004,0.681
belief-worker-0469,outside_option_info,1,0,21.53,22.39,20.94,1.45,0.83,0.42,2.18,0,0,0.014,0.588
belief-worker-0470,bargaining_prompt,0,1,21.78,22.65,19.78,2.87,0.83,0.42,1.18,1,0,0.049,0.652
belief-worker-0471,info_bargaining,1,1,22.03,22.91,22.06,0.85,0.83,0.42,3.08,0,0,0.014,0.559
belief-worker-0472,control,0,0,21.7,22.7,20.59,2.1,0.2,0.5,1.02,0,0,0.003,0.362
belief-worker-0473,outside_option_info,1,0,21.95,22.96,22.07,0.89,0.2,0.5,2.94,0,0,0.013,0.306
belief-worker-0474,bargaining_prompt,0,1,22.2,23.22,21.46,1.77,0.2,0.5,1.92,0,0,0.003,0.345
belief-worker-0475,info_bargaining,1,1,22.45,23.48,22.96,0.52,0.2,0.5,3.91,0,0,0.013,0.288
belief-worker-0476,control,0,0,22.12,23.27,20.78,2.49,0.29,0.58,0.97,0,0,0.002,0.446
belief-worker-0477,outside_option_info,1,0,22.37,23.53,22.48,1.06,0.29,0.58,2.89,0,0,0.012,0.381
belief-worker-0478,bargaining_prompt,0,1,22.62,23.8,21.71,2.09,0.29,0.58,1.87,1,0,0.047,0.426
belief-worker-0479,info_bargaining,1,1,22.87,24.06,23.44,0.62,0.29,0.58,3.87,0,0,0.012,0.361
belief-worker-0480,control,0,0,22.54,23.85,20.96,2.89,0.38,0.66,0.52,0,0,0.0,0.53
belief-worker-0481,outside_option_info,1,0,22.79,24.11,22.89,1.23,0.38,0.66,2.44,0,0,0.01,0.456
belief-worker-0482,bargaining_prompt,0,1,23.04,24.38,21.96,2.42,0.38,0.66,1.42,0,0,0.0,0.507
belief-worker-0483,info_bargaining,1,1,23.29,24.64,23.93,0.72,0.38,0.66,3.43,0,0,0.01,0.433
belief-worker-0484,control,0,0,22.96,24.43,22.03,2.39,0.47,0.18,0.69,0,0,0.009,0.379
belief-worker-0485,outside_option_info,1,0,23.21,24.7,23.68,1.02,0.47,0.18,2.68,0,0,0.019,0.318
belief-worker-0486,bargaining_prompt,0,1,23.46,24.96,22.96,2.01,0.47,0.18,1.59,1,0,0.054,0.36
belief-worker-0487,info_bargaining,1,1,23.71,25.23,24.63,0.59,0.47,0.18,3.66,0,1,0.104,0.3
belief-worker-0488,control,0,0,23.38,25.02,22.22,2.8,0.56,0.26,0.64,0,0,0.007,0.463
belief-worker-0489,outside_option_info,1,0,23.63,25.28,24.1,1.19,0.56,0.26,2.62,0,0,0.017,0.393
belief-worker-0490,bargaining_prompt,0,1,23.88,25.55,23.21,2.35,0.56,0.26,1.54,0,0,0.007,0.441
belief-worker-0491,info_bargaining,1,1,24.13,25.82,25.13,0.69,0.56,0.26,3.62,0,0,0.017,0.372
belief-worker-0492,control,0,0,23.8,25.61,22.39,3.22,0.65,0.34,0.59,0,0,0.006,0.547
belief-worker-0493,outside_option_info,1,0,24.05,25.88,24.51,1.37,0.65,0.34,2.57,0,0,0.016,0.468
belief-worker-0494,bargaining_prompt,0,1,24.3,26.15,23.45,2.7,0.65,0.34,1.49,1,0,0.051,0.522
belief-worker-0495,info_bargaining,1,1,24.55,26.42,25.62,0.8,0.65,0.34,3.58,0,1,0.101,0.444
belief-worker-0496,control,0,0,24.22,26.21,22.55,3.65,0.74,0.42,0.54,0,0,0.004,0.631
belief-worker-0497,outside_option_info,1,0,24.47,26.48,24.93,1.55,0.74,0.42,2.52,0,0,0.014,0.543
belief-worker-0498,bargaining_prompt,0,1,24.72,26.75,23.69,3.06,0.74,0.42,1.44,0,0,0.004,0.604
belief-worker-0499,info_bargaining,1,1,24.97,27.02,26.11,0.9,0.74,0.42,3.54,0,0,0.014,0.516
belief-worker-0500,control,0,0,24.64,26.81,22.71,4.1,0.83,0.5,0.09,0,0,0.003,0.715
belief-worker-0501,outside_option_info,1,0,24.89,27.08,25.34,1.74,0.83,0.5,2.07,0,0,0.013,0.618
belief-worker-0502,bargaining_prompt,0,1,25.14,27.35,23.92,3.43,0.83,0.5,0.99,0,0,0.003,0.685
belief-worker-0503,info_bargaining,1,1,25.39,27.62,26.61,1.01,0.83,0.5,3.11,0,1,0.098,0.588
belief-worker-0504,control,0,0,25.06,26.06,23.49,2.57,0.2,0.58,0.83,0,0,0.002,0.396
belief-worker-0505,outside_option_info,1,0,25.31,26.32,25.23,1.09,0.2,0.58,2.73,1,0,0.057,0.336
belief-worker-0506,bargaining_prompt,0,1,25.56,26.58,24.43,2.15,0.2,0.58,1.73,0,0,0.002,0.377
belief-worker-0507,info_bargaining,1,1,25.81,26.84,26.21,0.64,0.2,0.58,3.7,0,0,0.012,0.318
belief-worker-0508,control,0,0,25.48,26.65,23.64,3.01,0.29,0.66,0.78,0,0,0.0,0.48
belief-worker-0509,outside_option_info,1,0,25.73,26.91,25.64,1.28,0.29,0.66,2.68,0,0,0.01,0.411
belief-worker-0510,bargaining_prompt,0,1,25.98,27.18,24.66,2.52,0.29,0.66,1.68,0,0,0.0,0.458
belief-worker-0511,info_bargaining,1,1,26.23,27.44,26.69,0.74,0.29,0.66,3.66,0,0,0.01,0.39
belief-worker-0512,control,0,0,25.9,27.25,24.8,2.44,0.38,0.18,0.95,0,0,0.009,0.328
belief-worker-0513,outside_option_info,1,0,26.15,27.51,26.47,1.04,0.38,0.18,2.91,1,0,0.064,0.274
belief-worker-0514,bargaining_prompt,0,1,26.4,27.77,25.73,2.04,0.38,0.18,1.85,0,0,0.009,0.311
belief-worker-0515,info_bargaining,1,1,26.65,28.04,27.43,0.6,0.38,0.18,3.89,0,0,0.019,0.257
belief-worker-0516,control,0,0,26.32,27.85,24.95,2.89,0.47,0.26,0.9,0,0,0.007,0.412
belief-worker-0517,outside_option_info,1,0,26.57,28.11,26.88,1.23,0.47,0.26,2.86,0,0,0.017,0.349
belief-worker-0518,bargaining_prompt,0,1,26.82,28.38,25.96,2.42,0.47,0.26,1.8,0,0,0.007,0.393
belief-worker-0519,info_bargaining,1,1,27.07,28.64,27.93,0.71,0.47,0.26,3.85,1,0,0.062,0.329
belief-worker-0520,control,0,0,26.74,28.45,25.1,3.35,0.56,0.34,0.45,0,0,0.006,0.496
belief-worker-0521,outside_option_info,1,0,26.99,28.72,27.3,1.42,0.56,0.34,2.4,1,0,0.061,0.424
belief-worker-0522,bargaining_prompt,0,1,27.24,28.98,26.18,2.8,0.56,0.34,1.35,0,0,0.006,0.474
belief-worker-0523,info_bargaining,1,1,27.49,29.25,28.42,0.83,0.56,0.34,3.42,0,0,0.016,0.401
belief-worker-0524,control,0,0,27.16,29.06,25.23,3.83,0.65,0.42,0.4,0,0,0.004,0.58
belief-worker-0525,outside_option_info,1,0,27.41,29.33,27.71,1.62,0.65,0.42,2.35,0,0,0.014,0.499
belief-worker-0526,bargaining_prompt,0,1,27.66,29.6,26.4,3.2,0.65,0.42,1.3,0,0,0.004,0.555
belief-worker-0527,info_bargaining,1,1,27.91,29.86,28.92,0.94,0.65,0.42,3.38,1,0,0.059,0.473
belief-worker-0528,control,0,0,27.58,29.68,25.36,4.31,0.74,0.5,0.35,0,0,0.003,0.664
belief-worker-0529,outside_option_info,1,0,27.83,29.95,28.12,1.83,0.74,0.5,2.3,0,0,0.013,0.574
belief-worker-0530,bargaining_prompt,0,1,28.08,30.21,26.61,3.6,0.74,0.5,1.25,0,0,0.003,0.636
belief-worker-0531,info_bargaining,1,1,28.33,30.48,29.42,1.06,0.74,0.5,3.34,0,0,0.013,0.546
belief-worker-0532,control,0,0,28.0,30.3,25.48,4.81,0.83,0.58,0.29,0,0,0.002,0.748
belief-worker-0533,outside_option_info,1,0,28.25,30.57,28.53,2.04,0.83,0.58,2.24,0,0,0.012,0.649
belief-worker-0534,bargaining_prompt,0,1,28.5,30.84,26.82,4.02,0.83,0.58,1.19,0,0,0.002,0.717
belief-worker-0535,info_bargaining,1,1,28.75,31.11,29.92,1.19,0.83,0.58,3.31,1,0,0.057,0.618
belief-worker-0536,control,0,0,28.42,30.92,27.85,3.08,0.2,0.66,1.04,0,0,0.0,0.429
belief-worker-0537,outside_option_info,1,0,28.67,31.19,29.89,1.3,0.2,0.66,3.16,0,0,0.01,0.366
belief-worker-0538,bargaining_prompt,0,1,28.92,31.46,28.9,2.57,0.2,0.66,1.94,0,0,0.0,0.41
belief-worker-0539,info_bargaining,1,1,29.17,31.74,30.98,0.76,0.2,0.66,4.16,0,0,0.01,0.347
belief-worker-0540,control,0,0,28.84,29.99,27.56,2.44,0.29,0.18,0.81,1,0,0.054,0.278
belief-worker-0541,outside_option_info,1,0,29.09,30.25,29.22,1.03,0.29,0.18,2.73,0,1,0.104,0.229
belief-worker-0542,bargaining_prompt,0,1,29.34,30.51,28.48,2.03,0.29,0.18,1.71,0,0,0.009,0.263
belief-worker-0543,info_bargaining,1,1,29.59,30.77,30.17,0.6,0.29,0.18,3.71,1,0,0.064,0.214
belief-worker-0544,control,0,0,29.26,30.61,27.68,2.93,0.38,0.26,0.76,0,0,0.007,0.362
belief-worker-0545,outside_option_info,1,0,29.51,30.87,29.63,1.24,0.38,0.26,2.68,0,0,0.017,0.304
belief-worker-0546,bargaining_prompt,0,1,29.76,31.13,28.69,2.44,0.38,0.26,1.66,0,0,0.007,0.344
belief-worker-0547,info_bargaining,1,1,30.01,31.39,30.67,0.72,0.38,0.26,3.68,0,0,0.017,0.286
belief-worker-0548,control,0,0,29.68,31.22,27.8,3.43,0.47,0.34,0.71,0,0,0.006,0.446
belief-worker-0549,outside_option_info,1,0,29.93,31.49,30.03,1.45,0.47,0.34,2.63,0,1,0.101,0.379
belief-worker-0550,bargaining_prompt,0,1,30.18,31.75,28.89,2.86,0.47,0.34,1.61,0,0,0.006,0.425
belief-worker-0551,info_bargaining,1,1,30.43,32.01,31.17,0.84,0.47,0.34,3.64,1,0,0.061,0.358
belief-worker-0552,control,0,0,30.1,31.85,27.9,3.94,0.56,0.42,0.66,0,0,0.004,0.53
belief-worker-0553,outside_option_info,1,0,30.35,32.11,30.44,1.67,0.56,0.42,2.57,0,0,0.014,0.454
belief-worker-0554,bargaining_prompt,0,1,30.6,32.37,29.09,3.29,0.56,0.42,1.56,0,0,0.004,0.506
belief-worker-0555,info_bargaining,1,1,30.85,32.64,31.67,0.97,0.56,0.42,3.6,0,0,0.014,0.43
belief-worker-0556,control,0,0,30.52,32.47,28.0,4.47,0.65,0.5,0.6,0,0,0.003,0.614
belief-worker-0557,outside_option_info,1,0,30.77,32.74,30.85,1.89,0.65,0.5,2.52,0,1,0.098,0.529
belief-worker-0558,bargaining_prompt,0,1,31.02,33.01,29.28,3.73,0.65,0.5,1.51,0,0,0.003,0.588
belief-worker-0559,info_bargaining,1,1,31.27,33.27,32.17,1.1,0.65,0.5,3.57,1,0,0.058,0.503
belief-worker-0560,control,0,0,30.94,33.11,28.09,5.01,0.74,0.58,0.15,0,0,0.002,0.698
belief-worker-0561,outside_option_info,1,0,31.19,33.37,31.25,2.12,0.74,0.58,2.07,0,0,0.012,0.604
belief-worker-0562,bargaining_prompt,0,1,31.44,33.64,29.46,4.18,0.74,0.58,1.05,0,0,0.002,0.669
belief-worker-0563,info_bargaining,1,1,31.69,33.91,32.68,1.23,0.74,0.58,3.13,0,0,0.012,0.575
belief-worker-0564,control,0,0,31.36,33.74,28.18,5.57,0.83,0.66,0.1,0,0,0.0,0.782
belief-worker-0565,outside_option_info,1,0,31.61,34.01,31.66,2.36,0.83,0.66,2.01,0,0,0.01,0.679
belief-worker-0566,bargaining_prompt,0,1,31.86,34.28,29.64,4.64,0.83,0.66,1.0,0,0,0.0,0.75
belief-worker-0567,info_bargaining,1,1,32.11,34.55,33.18,1.37,0.83,0.66,3.1,1,0,0.055,0.647
belief-worker-0568,control,0,0,31.78,34.39,32.02,2.37,0.2,0.18,1.11,0,0,0.009,0.228
belief-worker-0569,outside_option_info,1,0,32.03,34.66,33.65,1.0,0.2,0.18,3.26,0,0,0.019,0.184
belief-worker-0570,bargaining_prompt,0,1,32.28,34.93,32.95,1.97,0.2,0.18,2.09,1,0,0.054,0.214
belief-worker-0571,info_bargaining,1,1,32.53,35.2,34.62,0.58,0.2,0.18,4.24,0,1,0.104,0.171
belief-worker-0572,control,0,0,32.2,35.03,32.13,2.9,0.29,0.26,1.02,0,0,0.007,0.312
belief-worker-0573,outside_option_info,1,0,32.45,35.31,34.08,1.23,0.29,0.26,3.21,0,0,0.017,0.259
belief-worker-0574,bargaining_prompt,0,1,32.7,35.58,33.16,2.42,0.29,0.26,2.0,0,0,0.007,0.295
belief-worker-0575,info_bargaining,1,1,32.95,35.85,35.14,0.71,0.29,0.26,4.21,0,0,0.017,0.243
belief-worker-0576,control,0,0,17.5,18.2,16.35,1.85,0.38,0.34,0.97,0,0,0.006,0.396
belief-worker-0577,outside_option_info,1,0,17.75,18.46,17.67,0.79,0.38,0.34,2.87,0,0,0.016,0.334
belief-worker-0578,bargaining_prompt,0,1,18.0,18.72,17.16,1.56,0.38,0.34,1.87,1,0,0.051,0.377
belief-worker-0579,info_bargaining,1,1,18.25,18.98,18.52,0.46,0.38,0.34,3.81,0,0,0.016,0.315
belief-worker-0580,control,0,0,17.92,18.74,16.57,2.17,0.47,0.42,0.51,0,0,0.004,0.48
belief-worker-0581,outside_option_info,1,0,18.17,19.01,18.08,0.92,0.47,0.42,2.41,0,0,0.014,0.409
belief-worker-0582,bargaining_prompt,0,1,18.42,19.27,17.44,1.83,0.47,0.42,1.42,0,0,0.004,0.458
belief-worker-0583,info_bargaining,1,1,18.67,19.53,18.99,0.54,0.47,0.42,3.37,0,0,0.014,0.388
belief-worker-0584,control,0,0,18.34,19.29,16.79,2.51,0.56,0.5,0.46,0,0,0.003,0.564
belief-worker-0585,outside_option_info,1,0,18.59,19.56,18.49,1.07,0.56,0.5,2.36,0,0,0.013,0.484
belief-worker-0586,bargaining_prompt,0,1,18.84,19.82,17.71,2.11,0.56,0.5,1.36,1,0,0.048,0.539
belief-worker-0587,info_bargaining,1,1,19.09,20.08,19.46,0.63,0.56,0.5,3.33,0,0,0.013,0.46
belief-worker-0588,control,0,0,18.76,19.85,16.99,2.85,0.65,0.58,0.41,0,0,0.002,0.648
belief-worker-0589,outside_option_info,1,0,19.01,20.11,18.9,1.21,0.65,0.58,2.31,0,0,0.012,0.559
belief-worker-0590,bargaining_prompt,0,1,19.26,20.38,17.97,2.4,0.65,0.58,1.31,0,0,0.002,0.62
belief-worker-0591,info_bargaining,1,1,19.51,20.64,19.93,0.71,0.65,0.58,3.29,0,0,0.012,0.532
belief-worker-0592,control,0,0,19.18,20.41,17.19,3.21,0.74,0.66,0.36,0,0,0.0,0.732
belief-worker-0593,outside_option_info,1,0,19.43,20.67,19.31,1.37,0.74,0.66,2.26,0,0,0.01,0.634
belief-worker-0594,bargaining_prompt,0,1,19.68,20.94,18.23,2.7,0.74,0.66,1.26,1,0,0.045,0.701
belief-worker-0595,info_bargaining,1,1,19.93,21.21,20.4,0.8,0.74,0.66,3.25,0,0,0.01,0.604
belief-worker-0596,control,0,0,19.6,20.97,18.15,2.82,0.83,0.18,0.53,0,0,0.009,0.58
belief-worker-0597,outside_option_info,1,0,19.85,21.24,20.04,1.2,0.83,0.18,2.47,1,0,0.064,0.497
belief-worker-0598,bargaining_prompt,0,1,20.1,21.51,19.14,2.37,0.83,0.18,1.43,0,0,0.009,0.554
belief-worker-0599,info_bargaining,1,1,20.35,21.77,21.07,0.7,0.83,0.18,3.46,0,0,0.019,0.471
belief-worker-0600,control,0,0,20.02,21.54,19.94,1.61,0.2,0.26,0.88,0,0,0.007,0.261
belief-worker-0601,outside_option_info,1,0,20.27,21.81,21.13,0.68,0.2,0.26,2.93,0,0,0.017,0.215
belief-worker-0602,bargaining_prompt,0,1,20.52,22.08,20.73,1.35,0.2,0.26,1.81,0,0,0.007,0.247
belief-worker-0603,info_bargaining,1,1,20.77,22.35,21.95,0.4,0.2,0.26,3.89,0,1,0.102,0.2
belief-worker-0604,control,0,0,20.44,22.12,20.16,1.96,0.29,0.34,0.82,0,0,0.006,0.345
belief-worker-0605,outside_option_info,1,0,20.69,22.39,21.55,0.83,0.29,0.34,2.88,1,0,0.061,0.29
belief-worker-0606,bargaining_prompt,0,1,20.94,22.66,21.01,1.64,0.29,0.34,1.74,0,0,0.006,0.328
belief-worker-0607,info_bargaining,1,1,21.19,22.93,22.44,0.49,0.29,0.34,3.85,0,0,0.016,0.272
belief-worker-0608,control,0,0,20.86,22.7,20.38,2.32,0.38,0.42,0.77,0,0,0.004,0.429
belief-worker-0609,outside_option_info,1,0,21.11,22.97,21.98,0.99,0.38,0.42,2.83,0,0,0.014,0.365
belief-worker-0610,bargaining_prompt,0,1,21.36,23.24,21.29,1.95,0.38,0.42,1.67,0,0,0.004,0.409
belief-worker-0611,info_bargaining,1,1,21.61,23.51,22.93,0.58,0.38,0.42,3.81,0,0,0.014,0.345
belief-worker-0612,control,0,0,21.28,22.13,19.44,2.7,0.47,0.5,0.72,0,0,0.003,0.513
belief-worker-0613,outside_option_info,1,0,21.53,22.39,21.25,1.15,0.47,0.5,2.62,1,0,0.058,0.44
belief-worker-0614,bargaining_prompt,0,1,21.78,22.65,20.39,2.26,0.47,0.5,1.62,0,0,0.003,0.49
belief-worker-0615,info_bargaining,1,1,22.03,22.91,22.24,0.67,0.47,0.5,3.56,0,0,0.013,0.417
belief-worker-0616,control,0,0,21.7,22.7,19.61,3.09,0.56,0.58,0.67,0,0,0.002,0.597
belief-worker-0617,outside_option_info,1,0,21.95,22.96,21.65,1.31,0.56,0.58,2.57,0,0,0.012,0.515
belief-worker-0618,bargaining_prompt,0,1,22.2,23.22,20.63,2.59,0.56,0.58,1.57,0,0,0.002,0.572
belief-worker-0619,info_bargaining,1,1,22.45,23.48,22.72,0.77,0.56,0.58,3.52,0,0,0.012,0.489
belief-worker-0620,control,0,0,22.12,23.27,19.78,3.49,0.65,0.66,0.22,0,0,0.0,0.681
belief-worker-0621,outside_option_info,1,0,22.37,23.53,22.05,1.48,0.65,0.66,2.12,1,0,0.055,0.59
belief-worker-0622,bargaining_prompt,0,1,22.62,23.8,20.87,2.93,0.65,0.66,1.12,0,0,0.0,0.653
belief-worker-0623,info_bargaining,1,1,22.87,24.06,23.19,0.87,0.65,0.66,3.08,0,0,0.01,0.561
belief-worker-0624,control,0,0,22.54,23.85,20.83,3.02,0.74,0.18,0.39,0,0,0.009,0.53
belief-worker-0625,outside_option_info,1,0,22.79,24.11,22.83,1.28,0.74,0.18,2.3,0,0,0.019,0.452
belief-worker-0626,bargaining_prompt,0,1,23.04,24.38,21.84,2.53,0.74,0.18,1.29,0,0,0.009,0.506
belief-worker-0627,info_bargaining,1,1,23.29,24.64,23.89,0.75,0.74,0.18,3.3,1,0,0.064,0.428
belief-worker-0628,control,0,0,22.96,24.43,21.0,3.43,0.83,0.26,0.34,0,0,0.007,0.614
belief-worker-0629,outside_option_info,1,0,23.21,24.7,23.24,1.46,0.83,0.26,2.25,0,0,0.017,0.527
belief-worker-0630,bargaining_prompt,0,1,23.46,24.96,22.09,2.88,0.83,0.26,1.24,0,0,0.007,0.587
belief-worker-0631,info_bargaining,1,1,23.71,25.23,24.38,0.85,0.83,0.26,3.26,0,0,0.017,0.5
belief-worker-0632,control,0,0,23.38,25.02,23.01,2.01,0.2,0.34,1.08,0,0,0.006,0.295
belief-worker-0633,outside_option_info,1,0,23.63,25.28,24.43,0.85,0.2,0.34,3.13,0,1,0.101,0.245
belief-worker-0634,bargaining_prompt,0,1,23.88,25.55,23.87,1.68,0.2,0.34,1.98,0,0,0.006,0.279
belief-worker-0635,info_bargaining,1,1,24.13,25.82,25.32,0.5,0.2,0.34,4.1,1,0,0.061,0.23
belief-worker-0636,control,0,0,23.8,25.61,23.2,2.41,0.29,0.42,1.03,0,0,0.004,0.379
belief-worker-0637,outside_option_info,1,0,24.05,25.88,24.85,1.02,0.29,0.42,3.08,0,0,0.014,0.32
belief-worker-0638,bargaining_prompt,0,1,24.3,26.15,24.13,2.02,0.29,0.42,1.93,0,0,0.004,0.361
belief-worker-0639,info_bargaining,1,1,24.55,26.42,25.82,0.6,0.29,0.42,4.06,0,0,0.014,0.302
belief-worker-0640,control,0,0,24.22,26.21,23.38,2.83,0.38,0.5,0.58,1,0,0.048,0.463
belief-worker-0641,outside_option_info,1,0,24.47,26.48,25.28,1.2,0.38,0.5,2.63,0,0,0.013,0.395
belief-worker-0642,bargaining_prompt,0,1,24.72,26.75,24.38,2.37,0.38,0.5,1.48,0,0,0.003,0.442
belief-worker-0643,info_bargaining,1,1,24.97,27.02,26.32,0.7,0.38,0.5,3.62,1,0,0.058,0.374
belief-worker-0644,control,0,0,24.64,26.81,23.55,3.26,0.47,0.58,0.53,0,0,0.002,0.547
belief-worker-0645,outside_option_info,1,0,24.89,27.08,25.7,1.38,0.47,0.58,2.58,0,0,0.012,0.47
belief-worker-0646,bargaining_prompt,0,1,25.14,27.35,24.62,2.73,0.47,0.58,1.43,0,0,0.002,0.523
belief-worker-0647,info_bargaining,1,1,25.39,27.62,26.82,0.81,0.47,0.58,3.59,0,0,0.012,0.446
belief-worker-0648,control,0,0,25.06,26.06,22.36,3.7,0.56,0.66,0.48,0,0,0.0,0.631
belief-worker-0649,outside_option_info,1,0,25.31,26.32,24.75,1.57,0.56,0.66,2.38,0,0,0.01,0.545
belief-worker-0650,bargaining_prompt,0,1,25.56,26.58,23.48,3.1,0.56,0.66,1.38,0,0,0.0,0.604
belief-worker-0651,info_bargaining,1,1,25.81,26.84,25.93,0.92,0.56,0.66,3.3,1,0,0.055,0.518
belief-worker-0652,control,0,0,25.48,26.65,23.49,3.16,0.65,0.18,0.65,0,0,0.009,0.48
belief-worker-0653,outside_option_info,1,0,25.73,26.91,25.57,1.34,0.65,0.18,2.55,0,0,0.019,0.408
belief-worker-0654,bargaining_prompt,0,1,25.98,27.18,24.53,2.64,0.65,0.18,1.55,0,0,0.009,0.457
belief-worker-0655,info_bargaining,1,1,26.23,27.44,26.66,0.78,0.65,0.18,3.53,0,0,0.019,0.385
belief-worker-0656,control,0,0,25.9,27.25,23.63,3.62,0.74,0.26,0.6,0,0,0.007,0.564
belief-worker-0657,outside_option_info,1,0,26.15,27.51,25.98,1.53,0.74,0.26,2.5,0,1,0.102,0.483
belief-worker-0658,bargaining_prompt,0,1,26.4,27.77,24.75,3.02,0.74,0.26,1.5,0,0,0.007,0.538
belief-worker-0659,info_bargaining,1,1,26.65,28.04,27.14,0.89,0.74,0.26,3.49,1,0,0.062,0.458
belief-worker-0660,control,0,0,26.32,27.85,23.76,4.08,0.83,0.34,0.15,0,0,0.006,0.648
belief-worker-0661,outside_option_info,1,0,26.57,28.11,26.38,1.73,0.83,0.34,2.05,0,0,0.016,0.558
belief-worker-0662,bargaining_prompt,0,1,26.82,28.38,24.96,3.41,0.83,0.34,1.05,1,0,0.051,0.62
belief-worker-0663,info_bargaining,1,1,27.07,28.64,27.63,1.01,0.83,0.34,3.05,0,0,0.016,0.53
belief-worker-0664,control,0,0,26.74,28.45,26.01,2.44,0.2,0.42,0.89,0,0,0.004,0.328
belief-worker-0665,outside_option_info,1,0,26.99,28.72,27.68,1.04,0.2,0.42,2.92,0,0,0.014,0.275
belief-worker-0666,bargaining_prompt,0,1,27.24,28.98,26.94,2.04,0.2,0.42,1.79,0,0,0.004,0.312
belief-worker-0667,info_bargaining,1,1,27.49,29.25,28.65,0.6,0.2,0.42,3.9,1,0,0.059,0.259
belief-worker-0668,control,0,0,27.16,29.06,26.16,2.9,0.29,0.5,0.84,0,0,0.003,0.412
belief-worker-0669,outside_option_info,1,0,27.41,29.33,28.1,1.23,0.29,0.5,2.86,0,0,0.013,0.35
belief-worker-0670,bargaining_prompt,0,1,27.66,29.6,27.17,2.42,0.29,0.5,1.74,1,0,0.048,0.393
belief-worker-0671,info_bargaining,1,1,27.91,29.86,29.15,0.72,0.29,0.5,3.86,0,0,0.013,0.331
belief-worker-0672,control,0,0,27.58,29.68,26.3,3.38,0.38,0.58,0.79,0,0,0.002,0.496
belief-worker-0673,outside_option_info,1,0,27.83,29.95,28.51,1.43,0.38,0.58,2.81,0,0,0.012,0.425
belief-worker-0674,bargaining_prompt,0,1,28.08,30.21,27.4,2.82,0.38,0.58,1.69,0,0,0.002,0.474
belief-worker-0675,info_bargaining,1,1,28.33,30.48,29.65,0.83,0.38,0.58,3.83,0,0,0.012,0.403
belief-worker-0676,control,0,0,28.0,30.3,26.43,3.86,0.47,0.66,0.74,0,0,0.0,0.58
belief-worker-0677,outside_option_info,1,0,28.25,30.57,28.93,1.64,0.47,0.66,2.76,0,0,0.01,0.5
belief-worker-0678,bargaining_prompt,0,1,28.5,30.84,27.61,3.22,0.47,0.66,1.64,1,0,0.045,0.556
belief-worker-0679,info_bargaining,1,1,28.75,31.11,30.16,0.95,0.47,0.66,3.79,0,0,0.01,0.476
belief-worker-0680,control,0,0,28.42,30.92,27.68,3.25,0.56,0.18,0.51,0,0,0.009,0.429
belief-worker-0681,outside_option_info,1,0,28.67,31.19,29.82,1.38,0.56,0.18,2.62,0,0,0.019,0.363
belief-worker-0682,bargaining_prompt,0,1,28.92,31.46,28.76,2.71,0.56,0.18,1.41,0,0,0.009,0.409
belief-worker-0683,info_bargaining,1,1,29.17,31.74,30.94,0.8,0.56,0.18,3.63,0,0,0.019,0.342
belief-worker-0684,control,0,0,28.84,29.99,26.25,3.74,0.65,0.26,0.46,0,0,0.007,0.513
belief-worker-0685,outside_option_info,1,0,29.09,30.25,28.67,1.58,0.65,0.26,2.36,0,0,0.017,0.438
belief-worker-0686,bargaining_prompt,0,1,29.34,30.51,27.39,3.12,0.65,0.26,1.36,1,0,0.052,0.49
belief-worker-0687,info_bargaining,1,1,29.59,30.77,29.85,0.92,0.65,0.26,3.31,0,0,0.017,0.415
belief-worker-0688,control,0,0,29.26,30.61,26.36,4.25,0.74,0.34,0.41,0,0,0.006,0.597
belief-worker-0689,outside_option_info,1,0,29.51,30.87,29.07,1.8,0.74,0.34,2.31,0,0,0.016,0.513
belief-worker-0690,bargaining_prompt,0,1,29.76,31.13,27.59,3.54,0.74,0.34,1.31,0,0,0.006,0.571
belief-worker-0691,info_bargaining,1,1,30.01,31.39,30.34,1.05,0.74,0.34,3.27,0,0,0.016,0.487
belief-worker-0692,control,0,0,29.68,31.22,26.45,4.77,0.83,0.42,0.36,0,0,0.004,0.681
belief-worker-0693,outside_option_info,1,0,29.93,31.49,29.47,2.02,0.83,0.42,2.26,0,0,0.014,0.588
belief-worker-0694,bargaining_prompt,0,1,30.18,31.75,27.77,3.98,0.83,0.42,1.26,1,0,0.049,0.652
belief-worker-0695,info_bargaining,1,1,30.43,32.01,30.84,1.17,0.83,0.42,3.23,0,0,0.014,0.559
belief-worker-0696,control,0,0,30.1,31.85,28.93,2.92,0.2,0.5,1.1,0,0,0.003,0.362
belief-worker-0697,outside_option_info,1,0,30.35,32.11,30.87,1.24,0.2,0.5,3.09,0,0,0.013,0.306
belief-worker-0698,bargaining_prompt,0,1,30.6,32.37,29.94,2.43,0.2,0.5,2.0,0,0,0.003,0.345
belief-worker-0699,info_bargaining,1,1,30.85,32.64,31.92,0.72,0.2,0.5,4.09,0,0,0.013,0.288
belief-worker-0700,control,0,0,30.52,32.47,29.04,3.43,0.29,0.58,0.65,0,0,0.002,0.446
