account_id,arm,disclosure,switching_help,high_switching_cost,sales_contact,fee_salience_index,demand_elasticity_index,switched_plan,chose_low_fee_plan,realized_fee_bps
plan-account-0743,disclosure_switching_help,1,1,0,1,0.73,0.573,0,1,126
plan-account-0744,opaque,0,0,1,0,0.25,0.145,0,0,118
plan-account-0745,fee_disclosure,1,0,0,0,0.67,0.635,0,0,108
plan-account-0746,disclosure_switching_help,1,1,1,0,0.85,0.517,0,1,80
plan-account-0747,opaque,0,0,0,0,0.25,0.375,0,0,122
plan-account-0748,fee_disclosure,1,0,1,0,0.67,0.405,0,1,84
plan-account-0749,disclosure_switching_help,1,1,1,0,0.85,0.517,1,1,76
plan-account-0750,opaque,0,0,1,1,0.13,0.05,0,0,144
plan-account-0751,fee_disclosure,1,0,1,1,0.55,0.231,0,1,106
plan-account-0752,disclosure_switching_help,1,1,0,1,0.73,0.573,1,1,98
plan-account-0753,opaque,0,0,1,1,0.13,0.05,0,0,148
plan-account-0754,fee_disclosure,1,0,0,1,0.55,0.461,0,1,110
plan-account-0755,disclosure_switching_help,1,1,1,1,0.73,0.343,0,0,138
plan-account-0756,opaque,0,0,0,0,0.25,0.375,0,0,134
plan-account-0757,fee_disclosure,1,0,1,0,0.67,0.405,0,1,96
plan-account-0758,disclosure_switching_help,1,1,1,0,0.85,0.517,0,0,124
plan-account-0759,opaque,0,0,1,0,0.25,0.145,0,1,110
plan-account-0760,fee_disclosure,1,0,1,0,0.67,0.405,0,1,100
plan-account-0761,disclosure_switching_help,1,1,0,0,0.85,0.747,0,0,128
plan-account-0762,opaque,0,0,1,1,0.13,0.05,0,0,160
plan-account-0763,fee_disclosure,1,0,0,1,0.55,0.461,0,0,150
plan-account-0764,disclosure_switching_help,1,1,1,1,0.73,0.343,0,0,150
plan-account-0765,opaque,0,0,0,1,0.13,0.201,0,0,164
plan-account-0766,fee_disclosure,1,0,1,1,0.55,0.231,0,0,154
plan-account-0767,disclosure_switching_help,1,1,1,1,0.73,0.343,0,1,126
plan-account-0768,opaque,0,0,1,0,0.25,0.145,0,0,118
plan-account-0769,fee_disclosure,1,0,1,0,0.67,0.405,0,0,108
plan-account-0770,disclosure_switching_help,1,1,0,0,0.85,0.747,0,1,80
plan-account-0771,opaque,0,0,1,0,0.25,0.145,0,0,122
plan-account-0772,fee_disclosure,1,0,0,0,0.67,0.635,0,0,112
plan-account-0773,disclosure_switching_help,1,1,1,0,0.85,0.517,0,1,84
plan-account-0774,opaque,0,0,0,1,0.13,0.201,0,0,144
plan-account-0775,fee_disclosure,1,0,1,1,0.55,0.231,0,1,106
plan-account-0776,disclosure_switching_help,1,1,1,1,0.73,0.343,1,1,98
plan-account-0777,opaque,0,0,1,1,0.13,0.05,0,0,148
plan-account-0778,fee_disclosure,1,0,1,1,0.55,0.231,0,1,110
plan-account-0779,disclosure_switching_help,1,1,0,1,0.73,0.573,1,1,102
plan-account-0780,opaque,0,0,1,0,0.25,0.145,0,0,134
plan-account-0781,fee_disclosure,1,0,0,0,0.67,0.635,0,1,96
plan-account-0782,disclosure_switching_help,1,1,1,0,0.85,0.517,0,1,96
plan-account-0783,opaque,0,0,0,0,0.25,0.375,0,0,138
plan-account-0784,fee_disclosure,1,0,1,0,0.67,0.405,1,1,92
plan-account-0785,disclosure_switching_help,1,1,1,0,0.85,0.517,0,0,128
plan-account-0786,opaque,0,0,1,1,0.13,0.05,0,1,132
plan-account-0787,fee_disclosure,1,0,1,1,0.55,0.231,0,0,150
plan-account-0788,disclosure_switching_help,1,1,0,1,0.73,0.573,0,0,150
plan-account-0789,opaque,0,0,1,1,0.13,0.05,0,0,164
plan-account-0790,fee_disclosure,1,0,0,1,0.55,0.461,0,0,154
plan-account-0791,disclosure_switching_help,1,1,1,1,0.73,0.343,0,0,154
plan-account-0792,opaque,0,0,0,0,0.25,0.375,0,1,90
plan-account-0793,fee_disclosure,1,0,1,0,0.67,0.405,0,0,108
plan-account-0794,disclosure_switching_help,1,1,1,0,0.85,0.517,0,1,80
plan-account-0795,opaque,0,0,1,0,0.25,0.145,0,0,122
plan-account-0796,fee_disclosure,1,0,1,0,0.67,0.405,0,0,112
plan-account-0797,disclosure_switching_help,1,1,0,0,0.85,0.747,0,1,84
plan-account-0798,opaque,0,0,1,1,0.13,0.05,0,0,144
plan-account-0799,fee_disclosure,1,0,0,1,0.55,0.461,0,0,134
plan-account-0800,disclosure_switching_help,1,1,1,1,0.73,0.343,0,1,106
plan-account-0801,opaque,0,0,0,1,0.13,0.201,0,0,148
plan-account-0802,fee_disclosure,1,0,1,1,0.55,0.231,0,1,110
plan-account-0803,disclosure_switching_help,1,1,1,1,0.73,0.343,1,1,102
plan-account-0804,opaque,0,0,1,0,0.25,0.145,0,0,134
plan-account-0805,fee_disclosure,1,0,1,0,0.67,0.405,0,1,96
plan-account-0806,disclosure_switching_help,1,1,0,0,0.85,0.747,1,1,88
plan-account-0807,opaque,0,0,1,0,0.25,0.145,0,0,138
plan-account-0808,fee_disclosure,1,0,0,0,0.67,0.635,0,1,100
plan-account-0809,disclosure_switching_help,1,1,1,0,0.85,0.517,0,1,100
plan-account-0810,opaque,0,0,0,1,0.13,0.201,0,0,160
plan-account-0811,fee_disclosure,1,0,1,1,0.55,0.231,1,1,114
plan-account-0812,disclosure_switching_help,1,1,1,1,0.73,0.343,0,0,150
plan-account-0813,opaque,0,0,1,1,0.13,0.05,0,1,136
plan-account-0814,fee_disclosure,1,0,1,1,0.55,0.231,0,0,154
plan-account-0815,disclosure_switching_help,1,1,0,1,0.73,0.573,0,0,154
plan-account-0816,opaque,0,0,1,0,0.25,0.145,0,1,90
plan-account-0817,fee_disclosure,1,0,0,0,0.67,0.635,1,1,72
plan-account-0818,disclosure_switching_help,1,1,1,0,0.85,0.517,0,0,108
plan-account-0819,opaque,0,0,0,0,0.25,0.375,0,1,94
plan-account-0820,fee_disclosure,1,0,1,0,0.67,0.405,0,0,112
plan-account-0821,disclosure_switching_help,1,1,1,0,0.85,0.517,0,1,84
plan-account-0822,opaque,0,0,1,1,0.13,0.05,0,0,144
plan-account-0823,fee_disclosure,1,0,1,1,0.55,0.231,0,0,134
plan-account-0824,disclosure_switching_help,1,1,0,1,0.73,0.573,0,1,106
plan-account-0825,opaque,0,0,1,1,0.13,0.05,0,0,148
plan-account-0826,fee_disclosure,1,0,0,1,0.55,0.461,0,0,138
plan-account-0827,disclosure_switching_help,1,1,1,1,0.73,0.343,0,1,110
plan-account-0828,opaque,0,0,0,0,0.25,0.375,0,0,134
plan-account-0829,fee_disclosure,1,0,1,0,0.67,0.405,0,1,96
plan-account-0830,disclosure_switching_help,1,1,1,0,0.85,0.517,1,1,88
plan-account-0831,opaque,0,0,1,0,0.25,0.145,0,0,138
plan-account-0832,fee_disclosure,1,0,1,0,0.67,0.405,0,1,100
plan-account-0833,disclosure_switching_help,1,1,0,0,0.85,0.747,1,1,92
plan-account-0834,opaque,0,0,1,1,0.13,0.05,0,0,160
plan-account-0835,fee_disclosure,1,0,0,1,0.55,0.461,0,1,122
plan-account-0836,disclosure_switching_help,1,1,1,1,0.73,0.343,0,0,150
plan-account-0837,opaque,0,0,0,1,0.13,0.201,0,0,164
plan-account-0838,fee_disclosure,1,0,1,1,0.55,0.231,0,1,126
plan-account-0839,disclosure_switching_help,1,1,1,1,0.73,0.343,0,0,154
plan-account-0840,opaque,0,0,1,0,0.25,0.145,0,1,90
plan-account-0841,fee_disclosure,1,0,1,0,0.67,0.405,0,1,80
plan-account-0842,disclosure_switching_help,1,1,0,0,0.85,0.747,0,0,108
plan-account-0843,opaque,0,0,1,0,0.25,0.145,0,1,94
plan-account-0844,fee_disclosure,1,0,0,0,0.67,0.635,1,1,76
plan-account-0845,disclosure_switching_help,1,1,1,0,0.85,0.517,0,0,112
plan-account-0846,opaque,0,0,0,1,0.13,0.201,0,0,144
plan-account-0847,fee_disclosure,1,0,1,1,0.55,0.231,0,0,134
plan-account-0848,disclosure_switching_help,1,1,1,1,0.73,0.343,0,1,106
plan-account-0849,opaque,0,0,1,1,0.13,0.05,0,0,148
plan-account-0850,fee_disclosure,1,0,1,1,0.55,0.231,0,0,138
plan-account-0851,disclosure_switching_help,1,1,0,1,0.73,0.573,0,1,110
plan-account-0852,opaque,0,0,1,0,0.25,0.145,0,0,134
plan-account-0853,fee_disclosure,1,0,0,0,0.67,0.635,0,0,124
plan-account-0854,disclosure_switching_help,1,1,1,0,0.85,0.517,0,1,96
plan-account-0855,opaque,0,0,0,0,0.25,0.375,0,0,138
plan-account-0856,fee_disclosure,1,0,1,0,0.67,0.405,0,0,128
plan-account-0857,disclosure_switching_help,1,1,1,0,0.85,0.517,1,1,92
plan-account-0858,opaque,0,0,1,1,0.13,0.05,0,0,160
plan-account-0859,fee_disclosure,1,0,1,1,0.55,0.231,0,1,122
plan-account-0860,disclosure_switching_help,1,1,0,1,0.73,0.573,1,1,114
plan-account-0861,opaque,0,0,1,1,0.13,0.05,0,0,164
plan-account-0862,fee_disclosure,1,0,0,1,0.55,0.461,0,1,126
plan-account-0863,disclosure_switching_help,1,1,1,1,0.73,0.343,0,0,154
plan-account-0864,opaque,0,0,0,0,0.25,0.375,0,0,118
plan-account-0865,fee_disclosure,1,0,1,0,0.67,0.405,0,1,80
plan-account-0866,disclosure_switching_help,1,1,1,0,0.85,0.517,0,0,108
plan-account-0867,opaque,0,0,1,0,0.25,0.145,0,1,94
plan-account-0868,fee_disclosure,1,0,1,0,0.67,0.405,0,1,84
plan-account-0869,disclosure_switching_help,1,1,0,0,0.85,0.747,1,0,104
plan-account-0870,opaque,0,0,1,1,0.13,0.05,0,0,144
plan-account-0871,fee_disclosure,1,0,0,1,0.55,0.461,1,0,126
plan-account-0872,disclosure_switching_help,1,1,1,1,0.73,0.343,0,0,134
plan-account-0873,opaque,0,0,0,1,0.13,0.201,0,0,148
plan-account-0874,fee_disclosure,1,0,1,1,0.55,0.231,0,0,138
plan-account-0875,disclosure_switching_help,1,1,1,1,0.73,0.343,0,1,110
plan-account-0876,opaque,0,0,1,0,0.25,0.145,0,1,106
plan-account-0877,fee_disclosure,1,0,1,0,0.67,0.405,0,0,124
plan-account-0878,disclosure_switching_help,1,1,0,0,0.85,0.747,0,1,96
plan-account-0879,opaque,0,0,1,0,0.25,0.145,0,0,138
plan-account-0880,fee_disclosure,1,0,0,0,0.67,0.635,0,0,128
plan-account-0881,disclosure_switching_help,1,1,1,0,0.85,0.517,0,1,100
plan-account-0882,opaque,0,0,0,1,0.13,0.201,0,0,160
plan-account-0883,fee_disclosure,1,0,1,1,0.55,0.231,0,0,150
plan-account-0884,disclosure_switching_help,1,1,1,1,0.73,0.343,1,1,114
plan-account-0885,opaque,0,0,1,1,0.13,0.05,0,0,164
plan-account-0886,fee_disclosure,1,0,1,1,0.55,0.231,0,1,126
plan-account-0887,disclosure_switching_help,1,1,0,1,0.73,0.573,1,1,118
plan-account-0888,opaque,0,0,1,0,0.25,0.145,0,0,118
plan-account-0889,fee_disclosure,1,0,0,0,0.67,0.635,0,1,80
plan-account-0890,disclosure_switching_help,1,1,1,0,0.85,0.517,0,1,80
plan-account-0891,opaque,0,0,0,0,0.25,0.375,0,0,122
plan-account-0892,fee_disclosure,1,0,1,0,0.67,0.405,0,1,84
plan-account-0893,disclosure_switching_help,1,1,1,0,0.85,0.517,0,0,112
plan-account-0894,opaque,0,0,1,1,0.13,0.05,0,1,116
plan-account-0895,fee_disclosure,1,0,1,1,0.55,0.231,0,0,134
plan-account-0896,disclosure_switching_help,1,1,0,1,0.73,0.573,0,0,134
plan-account-0897,opaque,0,0,1,1,0.13,0.05,0,0,148
plan-account-0898,fee_disclosure,1,0,0,1,0.55,0.461,1,0,130
plan-account-0899,disclosure_switching_help,1,1,1,1,0.73,0.343,0,0,138
