applicant_id,program_id,program_name,program_region,capacity,rural_priority,applicant_region_preference,service_commitment,risk_aversion,couple_member,preference_score,priority_score,applicant_rank,program_rank
A074,P04,Capital Surgery,urban,10,0,rural,0,0.74,1,51.359,42.486,2,93
A074,P05,Valley Psychiatry,midwest,12,0,rural,0,0.74,1,38.996,38.283,8,102
A074,P06,Mountain Internal Medicine,rural,12,1,rural,0,0.74,1,53.573,42.709,1,92
A074,P07,Harbor Emergency Medicine,coastal,10,0,rural,0,0.74,1,45.861,39.728,6,96
A074,P08,River Public Service Track,rural,12,1,rural,0,0.74,1,48.536,40.832,5,96
A075,P01,Metro General Medicine,urban,14,0,midwest,1,0.22,1,50.305,52.492,3,42
A075,P02,Lakeside Pediatrics,coastal,12,0,midwest,1,0.22,1,45.508,50.748,6,42
A075,P03,Prairie Family Medicine,rural,12,1,midwest,1,0.22,1,43.872,58.964,7,24
A075,P04,Capital Surgery,urban,10,0,midwest,1,0.22,1,52.537,52.614,2,43
A075,P05,Valley Psychiatry,midwest,12,0,midwest,1,0.22,1,54.98,52.739,1,24
A075,P06,Mountain Internal Medicine,rural,12,1,midwest,1,0.22,1,46.708,60.269,4,24
A075,P07,Harbor Emergency Medicine,coastal,10,0,midwest,1,0.22,1,46.172,49.585,5,45
A075,P08,River Public Service Track,rural,12,1,midwest,1,0.22,1,41.745,58.311,8,26
A076,P01,Metro General Medicine,urban,14,0,urban,1,0.35,0,66.186,45.934,2,77
A076,P02,Lakeside Pediatrics,coastal,12,0,urban,1,0.35,0,46.381,40.037,5,99
A076,P03,Prairie Family Medicine,rural,12,1,urban,1,0.35,0,44.612,48.729,6,64
A076,P04,Capital Surgery,urban,10,0,urban,1,0.35,0,67.798,47.311,1,73
A076,P05,Valley Psychiatry,midwest,12,0,urban,1,0.35,0,40.047,37.905,8,104
A076,P06,Mountain Internal Medicine,rural,12,1,urban,1,0.35,0,46.843,49.47,3,64
A076,P07,Harbor Emergency Medicine,coastal,10,0,urban,1,0.35,0,46.482,39.082,4,99
A076,P08,River Public Service Track,rural,12,1,urban,1,0.35,0,41.954,47.43,7,68
A077,P01,Metro General Medicine,urban,14,0,coastal,0,0.48,0,47.133,42.907,4,86
A077,P02,Lakeside Pediatrics,coastal,12,0,coastal,0,0.48,0,57.906,46.284,2,67
A077,P03,Prairie Family Medicine,rural,12,1,coastal,0,0.48,0,34.377,40.928,7,97
A077,P04,Capital Surgery,urban,10,0,coastal,0,0.48,0,48.747,42.968,3,89
A077,P05,Valley Psychiatry,midwest,12,0,coastal,0,0.48,0,37.566,41.244,5,85
A077,P06,Mountain Internal Medicine,rural,12,1,coastal,0,0.48,0,36.528,41.081,6,99
A077,P07,Harbor Emergency Medicine,coastal,10,0,coastal,0,0.48,0,58.755,45.56,1,67
A077,P08,River Public Service Track,rural,12,1,coastal,0,0.48,0,32.302,40.387,8,98
A078,P01,Metro General Medicine,urban,14,0,rural,0,0.61,0,48.015,52.709,5,40
A078,P02,Lakeside Pediatrics,coastal,12,0,rural,0,0.61,0,43.779,51.933,7,35
A078,P03,Prairie Family Medicine,rural,12,1,rural,0,0.61,0,50.117,54.125,2,35
A078,P04,Capital Surgery,urban,10,0,rural,0,0.61,0,49.924,53.096,3,39
A078,P05,Valley Psychiatry,midwest,12,0,rural,0,0.61,0,38.55,50.771,8,35
A078,P06,Mountain Internal Medicine,rural,12,1,rural,0,0.61,0,52.58,54.641,1,35
A078,P07,Harbor Emergency Medicine,coastal,10,0,rural,0,0.61,0,44.983,51.417,6,35
A078,P08,River Public Service Track,rural,12,1,rural,0,0.61,0,48.427,53.866,4,35
A079,P01,Metro General Medicine,urban,14,0,midwest,0,0.74,0,48.896,41.079,3,100
A079,P02,Lakeside Pediatrics,coastal,12,0,midwest,0,0.74,0,44.651,40.151,5,98
A079,P03,Prairie Family Medicine,rural,12,1,midwest,0,0.74,0,35.857,37.89,7,105
A079,P04,Capital Surgery,urban,10,0,midwest,0,0.74,0,50.185,41.793,2,98
A079,P05,Valley Psychiatry,midwest,12,0,midwest,0,0.74,0,53.617,42.866,1,78
A079,P06,Mountain Internal Medicine,rural,12,1,midwest,0,0.74,0,37.715,38.771,6,105
A079,P07,Harbor Emergency Medicine,coastal,10,0,midwest,0,0.74,0,45.293,39.842,4,95
A079,P08,River Public Service Track,rural,12,1,midwest,0,0.74,0,33.637,37.914,8,104
A080,P01,Metro General Medicine,urban,14,0,urban,1,0.22,0,64.777,55.81,2,22
A080,P02,Lakeside Pediatrics,coastal,12,0,urban,1,0.22,0,44.607,50.729,5,43
A080,P03,Prairie Family Medicine,rural,12,1,urban,1,0.22,0,43.681,59.087,6,23
A080,P04,Capital Surgery,urban,10,0,urban,1,0.22,0,66.363,55.922,1,24
A080,P05,Valley Psychiatry,midwest,12,0,urban,1,0.22,0,39.601,48.393,8,46
A080,P06,Mountain Internal Medicine,rural,12,1,urban,1,0.22,0,45.85,60.331,3,23
A080,P07,Harbor Emergency Medicine,coastal,10,0,urban,1,0.22,0,45.604,49.698,4,44
A080,P08,River Public Service Track,rural,12,1,urban,1,0.22,0,41.846,59.393,7,21
A081,P01,Metro General Medicine,urban,14,0,coastal,1,0.35,0,49.742,39.252,4,111
A081,P02,Lakeside Pediatrics,coastal,12,0,coastal,1,0.35,0,60.479,42.018,2,89
A081,P03,Prairie Family Medicine,rural,12,1,coastal,1,0.35,0,44.421,46.852,6,73
A081,P04,Capital Surgery,urban,10,0,coastal,1,0.35,0,51.624,40.619,3,107
A081,P05,Valley Psychiatry,midwest,12,0,coastal,1,0.35,0,39.668,35.559,8,112
A081,P06,Mountain Internal Medicine,rural,12,1,coastal,1,0.35,0,46.902,47.532,5,74
A081,P07,Harbor Emergency Medicine,coastal,10,0,coastal,1,0.35,0,60.915,41.195,1,89
A081,P08,River Public Service Track,rural,12,1,coastal,1,0.35,0,42.055,46.512,7,72
A082,P01,Metro General Medicine,urban,14,0,rural,0,0.48,0,50.623,49.982,4,53
A082,P02,Lakeside Pediatrics,coastal,12,0,rural,0,0.48,0,46.351,48.595,6,57
A082,P03,Prairie Family Medicine,rural,12,1,rural,0,0.48,0,51.244,48.049,3,67
A082,P04,Capital Surgery,urban,10,0,rural,0,0.48,0,52.801,50.747,2,50
A082,P05,Valley Psychiatry,midwest,12,0,rural,0,0.48,0,39.735,46.015,8,58
A082,P06,Mountain Internal Medicine,rural,12,1,rural,0,0.48,0,54.037,49.093,1,66
A082,P07,Harbor Emergency Medicine,coastal,10,0,rural,0,0.48,0,46.225,47.051,7,60
A082,P08,River Public Service Track,rural,12,1,rural,0,0.48,0,49.265,47.991,5,65
A083,P01,Metro General Medicine,urban,14,0,midwest,0,0.61,0,47.487,50.955,3,47
A083,P02,Lakeside Pediatrics,coastal,12,0,midwest,0,0.61,0,42.877,49.914,5,49
A083,P03,Prairie Family Medicine,rural,12,1,midwest,0,0.61,0,34.926,49.176,7,61
A083,P04,Capital Surgery,urban,10,0,midwest,0,0.61,0,48.75,50.404,2,52
A083,P05,Valley Psychiatry,midwest,12,0,midwest,0,0.61,0,53.171,53.353,1,19
A083,P06,Mountain Internal Medicine,rural,12,1,midwest,0,0.61,0,36.722,49.632,6,62
A083,P07,Harbor Emergency Medicine,coastal,10,0,midwest,0,0.61,0,44.415,49.53,4,48
A083,P08,River Public Service Track,rural,12,1,midwest,0,0.61,0,32.612,48.949,8,61
A084,P01,Metro General Medicine,urban,14,0,urban,0,0.74,0,63.368,42.397,2,90
A084,P02,Lakeside Pediatrics,coastal,12,0,urban,0,0.74,0,43.749,38.132,4,110
A084,P03,Prairie Family Medicine,rural,12,1,urban,0,0.74,0,34.75,36.013,7,111
A084,P04,Capital Surgery,urban,10,0,urban,0,0.74,0,64.928,43.101,1,87
A084,P05,Valley Psychiatry,midwest,12,0,urban,0,0.74,0,38.238,36.52,5,110
A084,P06,Mountain Internal Medicine,rural,12,1,urban,0,0.74,0,36.857,36.833,6,111
A084,P07,Harbor Emergency Medicine,coastal,10,0,urban,0,0.74,0,44.726,37.026,3,112
A084,P08,River Public Service Track,rural,12,1,urban,0,0.74,0,32.821,36.068,8,110
A085,P01,Metro General Medicine,urban,14,0,coastal,1,0.22,0,48.333,49.127,4,59
A085,P02,Lakeside Pediatrics,coastal,12,0,coastal,1,0.22,0,59.622,51.781,2,36
A085,P03,Prairie Family Medicine,rural,12,1,coastal,1,0.22,0,43.49,58.139,6,28
A085,P04,Capital Surgery,urban,10,0,coastal,1,0.22,0,50.189,49.229,3,61
A085,P05,Valley Psychiatry,midwest,12,0,coastal,1,0.22,0,38.305,46.975,8,55
A085,P06,Mountain Internal Medicine,rural,12,1,coastal,1,0.22,0,45.908,58.394,5,28
A085,P07,Harbor Emergency Medicine,coastal,10,0,coastal,1,0.22,0,60.036,51.812,1,33
A085,P08,River Public Service Track,rural,12,1,coastal,1,0.22,0,41.03,57.547,7,27
A086,P01,Metro General Medicine,urban,14,0,rural,1,0.35,0,49.214,36.569,5,115
A086,P02,Lakeside Pediatrics,coastal,12,0,rural,1,0.35,0,44.577,35.998,7,118
A086,P03,Prairie Family Medicine,rural,12,1,rural,1,0.35,0,58.313,48.976,2,63
A086,P04,Capital Surgery,urban,10,0,rural,1,0.35,0,51.366,37.926,4,115
A086,P05,Valley Psychiatry,midwest,12,0,rural,1,0.35,0,39.288,34.142,8,117
A086,P06,Mountain Internal Medicine,rural,12,1,rural,1,0.35,0,61.043,49.594,1,63
A086,P07,Harbor Emergency Medicine,coastal,10,0,rural,1,0.35,0,45.347,35.308,6,118
A086,P08,River Public Service Track,rural,12,1,rural,1,0.35,0,56.24,48.666,3,63
A087,P01,Metro General Medicine,urban,14,0,midwest,0,0.48,0,50.096,47.3,3,70
A087,P02,Lakeside Pediatrics,coastal,12,0,midwest,0,0.48,0,45.45,45.647,5,69
A087,P03,Prairie Family Medicine,rural,12,1,midwest,0,0.48,0,36.053,43.101,7,88
A087,P04,Capital Surgery,urban,10,0,midwest,0,0.48,0,51.627,48.055,2,67
A087,P05,Valley Psychiatry,midwest,12,0,midwest,0,0.48,0,54.355,47.669,1,50
A087,P06,Mountain Internal Medicine,rural,12,1,midwest,0,0.48,0,38.178,44.084,6,87
A087,P07,Harbor Emergency Medicine,coastal,10,0,midwest,0,0.48,0,45.658,45.165,4,68
A087,P08,River Public Service Track,rural,12,1,midwest,0,0.48,0,33.449,42.145,8,89
A088,P01,Metro General Medicine,urban,14,0,urban,0,0.61,0,65.061,62.03,2,3
A088,P02,Lakeside Pediatrics,coastal,12,0,urban,0,0.61,0,45.405,56.225,4,15
A088,P03,Prairie Family Medicine,rural,12,1,urban,0,0.61,0,35.877,52.298,7,45
A088,P04,Capital Surgery,urban,10,0,urban,0,0.61,0,66.888,62.183,1,3
A088,P05,Valley Psychiatry,midwest,12,0,urban,0,0.61,0,39.423,54.124,5,16
A088,P06,Mountain Internal Medicine,rural,12,1,urban,0,0.61,0,38.313,53.644,6,42
A088,P07,Harbor Emergency Medicine,coastal,10,0,urban,0,0.61,0,45.969,55.021,3,15
A088,P08,River Public Service Track,rural,12,1,urban,0,0.61,0,33.658,51.625,8,47
A089,P01,Metro General Medicine,urban,14,0,coastal,0,0.74,0,50.942,45.472,4,81
A089,P02,Lakeside Pediatrics,coastal,12,0,coastal,0,0.74,0,61.278,47.514,2,63
A089,P03,Prairie Family Medicine,rural,12,1,coastal,0,0.74,0,36.617,40.063,7,101
A089,P04,Capital Surgery,urban,10,0,coastal,0,0.74,0,53.066,46.88,3,76
A089,P05,Valley Psychiatry,midwest,12,0,coastal,0,0.74,0,40.406,41.29,5,84
A089,P06,Mountain Internal Medicine,rural,12,1,coastal,0,0.74,0,39.365,40.845,6,100
A089,P07,Harbor Emergency Medicine,coastal,10,0,coastal,0,0.74,0,62.196,46.518,1,62
A089,P08,River Public Service Track,rural,12,1,coastal,0,0.74,0,34.784,38.744,8,103
A090,P01,Metro General Medicine,urban,14,0,rural,1,0.22,0,47.805,46.445,5,74
A090,P02,Lakeside Pediatrics,coastal,12,0,rural,1,0.22,0,43.72,45.761,7,68
A090,P03,Prairie Family Medicine,rural,12,1,rural,1,0.22,0,58.299,60.262,2,20
A090,P04,Capital Surgery,urban,10,0,rural,1,0.22,0,49.015,46.537,4,79
A090,P05,Valley Psychiatry,midwest,12,0,rural,1,0.22,0,37.925,44.629,8,68
A090,P06,Mountain Internal Medicine,rural,12,1,rural,1,0.22,0,60.05,60.456,1,22
A090,P07,Harbor Emergency Medicine,coastal,10,0,rural,1,0.22,0,44.469,44.996,6,70
A090,P08,River Public Service Track,rural,12,1,rural,1,0.22,0,56.131,59.701,3,20
A091,P01,Metro General Medicine,urban,14,0,midwest,1,0.35,0,48.687,56.247,3,20
A091,P02,Lakeside Pediatrics,coastal,12,0,midwest,1,0.35,0,43.676,55.41,6,20
A091,P03,Prairie Family Medicine,rural,12,1,midwest,1,0.35,0,43.122,65.459,7,8
A091,P04,Capital Surgery,urban,10,0,midwest,1,0.35,0,50.192,56.665,2,21
A091,P05,Valley Psychiatry,midwest,12,0,midwest,1,0.35,0,53.909,58.156,1,2
A091,P06,Mountain Internal Medicine,rural,12,1,midwest,1,0.35,0,45.185,66.016,4,8
A091,P07,Harbor Emergency Medicine,coastal,10,0,midwest,1,0.35,0,44.779,54.853,5,17
A091,P08,River Public Service Track,rural,12,1,midwest,1,0.35,0,41.341,65.18,8,9
A092,P01,Metro General Medicine,urban,14,0,urban,0,0.48,0,63.651,48.617,2,60
A092,P02,Lakeside Pediatrics,coastal,12,0,urban,0,0.48,0,44.548,43.628,4,84
A092,P03,Prairie Family Medicine,rural,12,1,urban,0,0.48,0,35.862,41.224,7,96
A092,P04,Capital Surgery,urban,10,0,urban,0,0.48,0,65.453,49.362,1,60
A092,P05,Valley Psychiatry,midwest,12,0,urban,0,0.48,0,38.976,42.251,5,80
A092,P06,Mountain Internal Medicine,rural,12,1,urban,0,0.48,0,38.237,42.146,6,96
A092,P07,Harbor Emergency Medicine,coastal,10,0,urban,0,0.48,0,45.09,43.278,3,82
A092,P08,River Public Service Track,rural,12,1,urban,0,0.48,0,33.55,41.228,8,93
A093,P01,Metro General Medicine,urban,14,0,coastal,0,0.61,0,49.533,55.348,4,25
A093,P02,Lakeside Pediatrics,coastal,12,0,coastal,0,0.61,0,60.42,58.206,1,7
A093,P03,Prairie Family Medicine,rural,12,1,coastal,0,0.61,0,35.686,50.421,7,55
A093,P04,Capital Surgery,urban,10,0,coastal,0,0.61,0,51.631,55.491,3,28
A093,P05,Valley Psychiatry,midwest,12,0,coastal,0,0.61,0,39.043,51.778,5,30
A093,P06,Mountain Internal Medicine,rural,12,1,coastal,0,0.61,0,38.372,51.706,6,53
A093,P07,Harbor Emergency Medicine,coastal,10,0,coastal,0,0.61,0,60.401,57.134,2,8
A093,P08,River Public Service Track,rural,12,1,coastal,0,0.61,0,33.759,50.707,8,50
A094,P01,Metro General Medicine,urban,14,0,rural,0,0.74,0,50.414,42.79,4,88
A094,P02,Lakeside Pediatrics,coastal,12,0,rural,0,0.74,0,45.376,41.495,7,92
A094,P03,Prairie Family Medicine,rural,12,1,rural,0,0.74,0,51.426,42.186,3,92
A094,P04,Capital Surgery,urban,10,0,rural,0,0.74,0,51.892,44.188,2,84
A094,P05,Valley Psychiatry,midwest,12,0,rural,0,0.74,0,40.027,38.944,8,94
A094,P06,Mountain Internal Medicine,rural,12,1,rural,0,0.74,0,53.507,42.907,1,91
A094,P07,Harbor Emergency Medicine,coastal,10,0,rural,0,0.74,0,46.628,40.631,6,92
A094,P08,River Public Service Track,rural,12,1,rural,0,0.74,0,48.968,41.826,5,90
A095,P01,Metro General Medicine,urban,14,0,midwest,1,0.22,0,51.296,53.52,3,37
A095,P02,Lakeside Pediatrics,coastal,12,0,midwest,1,0.22,0,46.248,52.072,6,34
A095,P03,Prairie Family Medicine,rural,12,1,midwest,1,0.22,0,44.249,59.383,7,21
A095,P04,Capital Surgery,urban,10,0,midwest,1,0.22,0,53.069,54.316,2,35
A095,P05,Valley Psychiatry,midwest,12,0,midwest,1,0.22,0,55.094,53.4,1,18
A095,P06,Mountain Internal Medicine,rural,12,1,midwest,1,0.22,0,46.642,60.468,5,21
A095,P07,Harbor Emergency Medicine,coastal,10,0,midwest,1,0.22,0,46.939,50.488,4,40
A095,P08,River Public Service Track,rural,12,1,midwest,1,0.22,0,42.178,59.305,8,22
A096,P01,Metro General Medicine,urban,14,0,urban,1,0.35,0,62.242,58.493,2,12
A096,P02,Lakeside Pediatrics,coastal,12,0,urban,1,0.35,0,43.691,53.391,5,27
A096,P03,Prairie Family Medicine,rural,12,1,urban,1,0.35,0,42.931,64.511,6,10
A096,P04,Capital Surgery,urban,10,0,urban,1,0.35,0,64.018,57.972,1,14
A096,P05,Valley Psychiatry,midwest,12,0,urban,1,0.35,0,37.613,52.738,8,25
A096,P06,Mountain Internal Medicine,rural,12,1,urban,1,0.35,0,45.243,65.007,3,10
A096,P07,Harbor Emergency Medicine,coastal,10,0,urban,1,0.35,0,44.212,52.966,4,26
A096,P08,River Public Service Track,rural,12,1,urban,1,0.35,0,40.525,64.262,7,10
A097,P01,Metro General Medicine,urban,14,0,coastal,0,0.48,0,48.124,41.935,4,93
A097,P02,Lakeside Pediatrics,coastal,12,0,coastal,0,0.48,0,58.646,45.609,2,70
A097,P03,Prairie Family Medicine,rural,12,1,coastal,0,0.48,0,34.754,39.348,7,103
A097,P04,Capital Surgery,urban,10,0,coastal,0,0.48,0,50.196,42.669,3,92
A097,P05,Valley Psychiatry,midwest,12,0,coastal,0,0.48,0,38.597,39.905,5,90
A097,P06,Mountain Internal Medicine,rural,12,1,coastal,0,0.48,0,37.378,40.208,6,102
A097,P07,Harbor Emergency Medicine,coastal,10,0,coastal,0,0.48,0,59.522,44.463,1,73
A097,P08,River Public Service Track,rural,12,1,coastal,0,0.48,0,32.734,39.382,8,101
A098,P01,Metro General Medicine,urban,14,0,rural,0,0.61,0,49.005,52.665,4,41
A098,P02,Lakeside Pediatrics,coastal,12,0,rural,0,0.61,0,44.519,51.258,7,39
A098,P03,Prairie Family Medicine,rural,12,1,rural,0,0.61,0,50.495,53.473,2,39
A098,P04,Capital Surgery,urban,10,0,rural,0,0.61,0,50.457,52.798,3,42
A098,P05,Valley Psychiatry,midwest,12,0,rural,0,0.61,0,38.664,50.36,8,38
A098,P06,Mountain Internal Medicine,rural,12,1,rural,0,0.61,0,52.513,53.769,1,40
A098,P07,Harbor Emergency Medicine,coastal,10,0,rural,0,0.61,0,44.833,51.248,6,36
A098,P08,River Public Service Track,rural,12,1,rural,0,0.61,0,47.943,52.861,5,39
A099,P01,Metro General Medicine,urban,14,0,midwest,0,0.74,0,48.97,40.107,3,106
A099,P02,Lakeside Pediatrics,coastal,12,0,midwest,0,0.74,0,44.474,39.475,5,101
A099,P03,Prairie Family Medicine,rural,12,1,midwest,0,0.74,0,35.318,36.31,7,110
A099,P04,Capital Surgery,urban,10,0,midwest,0,0.74,0,50.718,41.495,2,101
A099,P05,Valley Psychiatry,midwest,12,0,midwest,0,0.74,0,53.731,41.527,1,83
A099,P06,Mountain Internal Medicine,rural,12,1,midwest,0,0.74,0,37.648,36.969,6,110
A099,P07,Harbor Emergency Medicine,coastal,10,0,midwest,0,0.74,0,45.144,38.744,4,101
A099,P08,River Public Service Track,rural,12,1,midwest,0,0.74,0,33.153,35.98,8,111
A100,P01,Metro General Medicine,urban,14,0,urban,1,0.22,0,64.851,54.838,2,27
A100,P02,Lakeside Pediatrics,coastal,12,0,urban,1,0.22,0,45.347,49.124,5,54
A100,P03,Prairie Family Medicine,rural,12,1,urban,1,0.22,0,44.058,58.435,6,27
A100,P04,Capital Surgery,urban,10,0,urban,1,0.22,0,66.895,55.623,1,27
A100,P05,Valley Psychiatry,midwest,12,0,urban,1,0.22,0,39.715,47.054,8,54
A100,P06,Mountain Internal Medicine,rural,12,1,urban,1,0.22,0,46.7,59.459,3,26
A100,P07,Harbor Emergency Medicine,coastal,10,0,urban,1,0.22,0,46.371,48.601,4,52
A100,P08,River Public Service Track,rural,12,1,urban,1,0.22,0,42.279,57.459,7,28
A101,P01,Metro General Medicine,urban,14,0,coastal,1,0.35,0,50.733,61.569,4,5
A101,P02,Lakeside Pediatrics,coastal,12,0,coastal,1,0.35,0,61.219,63.702,2,2
A101,P03,Prairie Family Medicine,rural,12,1,coastal,1,0.35,0,44.798,67.632,6,6
A101,P04,Capital Surgery,urban,10,0,coastal,1,0.35,0,52.156,61.752,3,8
A101,P05,Valley Psychiatry,midwest,12,0,coastal,1,0.35,0,39.782,57.509,8,5
A101,P06,Mountain Internal Medicine,rural,12,1,coastal,1,0.35,0,46.835,69.019,5,6
A101,P07,Harbor Emergency Medicine,coastal,10,0,coastal,1,0.35,0,61.682,62.457,1,2
A101,P08,River Public Service Track,rural,12,1,coastal,1,0.35,0,42.488,66.938,7,6
A102,P01,Metro General Medicine,urban,14,0,rural,0,0.48,0,47.596,39.253,5,110
A102,P02,Lakeside Pediatrics,coastal,12,0,rural,0,0.48,0,42.745,38.661,7,105
A102,P03,Prairie Family Medicine,rural,12,1,rural,0,0.48,0,49.563,42.399,2,90
A102,P04,Capital Surgery,urban,10,0,rural,0,0.48,0,49.022,39.977,3,111
A102,P05,Valley Psychiatry,midwest,12,0,rural,0,0.48,0,38.217,38.488,8,100
A102,P06,Mountain Internal Medicine,rural,12,1,rural,0,0.48,0,51.52,42.27,1,95
A102,P07,Harbor Emergency Medicine,coastal,10,0,rural,0,0.48,0,43.955,38.576,6,102
A102,P08,River Public Service Track,rural,12,1,rural,0,0.48,0,47.835,41.535,4,92
A103,P01,Metro General Medicine,urban,14,0,midwest,0,0.61,0,47.561,49.983,3,52
A103,P02,Lakeside Pediatrics,coastal,12,0,midwest,0,0.61,0,43.617,49.238,5,53
A103,P03,Prairie Family Medicine,rural,12,1,midwest,0,0.61,0,35.304,47.596,7,68
A103,P04,Capital Surgery,urban,10,0,midwest,0,0.61,0,49.283,50.105,2,54
A103,P05,Valley Psychiatry,midwest,12,0,midwest,0,0.61,0,53.285,52.014,1,29
A103,P06,Mountain Internal Medicine,rural,12,1,midwest,0,0.61,0,37.572,47.831,6,71
A103,P07,Harbor Emergency Medicine,coastal,10,0,midwest,0,0.61,0,44.266,48.432,4,54
A103,P08,River Public Service Track,rural,12,1,midwest,0,0.61,0,33.044,47.015,8,70
A104,P01,Metro General Medicine,urban,14,0,urban,0,0.74,0,63.442,41.425,2,97
A104,P02,Lakeside Pediatrics,coastal,12,0,urban,0,0.74,0,44.489,36.527,4,117
A104,P03,Prairie Family Medicine,rural,12,1,urban,0,0.74,0,35.127,34.433,7,115
A104,P04,Capital Surgery,urban,10,0,urban,0,0.74,0,65.46,41.874,1,97
A104,P05,Valley Psychiatry,midwest,12,0,urban,0,0.74,0,38.352,35.181,5,115
A104,P06,Mountain Internal Medicine,rural,12,1,urban,0,0.74,0,37.707,35.031,6,115
A104,P07,Harbor Emergency Medicine,coastal,10,0,urban,0,0.74,0,44.576,35.929,3,117
A104,P08,River Public Service Track,rural,12,1,urban,0,0.74,0,33.254,34.134,8,116
A105,P01,Metro General Medicine,urban,14,0,coastal,1,0.22,0,49.324,48.156,4,64
A105,P02,Lakeside Pediatrics,coastal,12,0,coastal,1,0.22,0,59.445,51.105,2,41
A105,P03,Prairie Family Medicine,rural,12,1,coastal,1,0.22,0,43.867,56.558,6,30
A105,P04,Capital Surgery,urban,10,0,coastal,1,0.22,0,50.721,48.931,3,64
A105,P05,Valley Psychiatry,midwest,12,0,coastal,1,0.22,0,39.335,45.636,8,64
A105,P06,Mountain Internal Medicine,rural,12,1,coastal,1,0.22,0,45.842,57.521,5,30
A105,P07,Harbor Emergency Medicine,coastal,10,0,coastal,1,0.22,0,60.804,50.714,1,39
A105,P08,River Public Service Track,rural,12,1,coastal,1,0.22,0,41.463,56.542,7,29
A106,P01,Metro General Medicine,urban,14,0,rural,1,0.35,0,50.205,58.886,5,11
A106,P02,Lakeside Pediatrics,coastal,12,0,rural,1,0.35,0,45.317,57.683,7,9
A106,P03,Prairie Family Medicine,rural,12,1,rural,1,0.35,0,58.69,69.755,2,2
A106,P04,Capital Surgery,urban,10,0,rural,1,0.35,0,51.899,59.059,4,11
A106,P05,Valley Psychiatry,midwest,12,0,rural,1,0.35,0,39.402,55.163,8,11
A106,P06,Mountain Internal Medicine,rural,12,1,rural,1,0.35,0,60.977,71.081,1,2
A106,P07,Harbor Emergency Medicine,coastal,10,0,rural,1,0.35,0,46.114,56.571,6,10
A106,P08,River Public Service Track,rural,12,1,rural,1,0.35,0,56.672,70.021,3,2
A107,P01,Metro General Medicine,urban,14,0,midwest,0,0.48,0,50.17,46.328,3,76
A107,P02,Lakeside Pediatrics,coastal,12,0,midwest,0,0.48,0,46.19,44.972,5,76
A107,P03,Prairie Family Medicine,rural,12,1,midwest,0,0.48,0,36.43,41.521,7,94
A107,P04,Capital Surgery,urban,10,0,midwest,0,0.48,0,52.16,47.756,2,70
A107,P05,Valley Psychiatry,midwest,12,0,midwest,0,0.48,0,54.469,46.33,1,57
A107,P06,Mountain Internal Medicine,rural,12,1,midwest,0,0.48,0,39.028,42.282,6,94
A107,P07,Harbor Emergency Medicine,coastal,10,0,midwest,0,0.48,0,46.425,44.067,4,76
A107,P08,River Public Service Track,rural,12,1,midwest,0,0.48,0,33.882,41.14,8,94
A108,P01,Metro General Medicine,urban,14,0,urban,0,0.61,0,66.051,61.059,2,7
A108,P02,Lakeside Pediatrics,coastal,12,0,urban,0,0.61,0,46.145,55.549,4,18
A108,P03,Prairie Family Medicine,rural,12,1,urban,0,0.61,0,36.254,50.717,7,52
A108,P04,Capital Surgery,urban,10,0,urban,0,0.61,0,68.337,61.885,1,6
A108,P05,Valley Psychiatry,midwest,12,0,urban,0,0.61,0,40.453,52.785,5,23
A108,P06,Mountain Internal Medicine,rural,12,1,urban,0,0.61,0,39.163,51.843,6,51
A108,P07,Harbor Emergency Medicine,coastal,10,0,urban,0,0.61,0,46.736,53.924,3,21
A108,P08,River Public Service Track,rural,12,1,urban,0,0.61,0,34.091,50.619,8,52
A109,P01,Metro General Medicine,urban,14,0,coastal,0,0.74,0,47.915,35.671,4,117
A109,P02,Lakeside Pediatrics,coastal,12,0,coastal,0,0.74,0,58.588,38.508,2,107
A109,P03,Prairie Family Medicine,rural,12,1,coastal,0,0.74,0,34.936,33.485,7,118
A109,P04,Capital Surgery,urban,10,0,coastal,0,0.74,0,49.286,35.181,3,119
A109,P05,Valley Psychiatry,midwest,12,0,coastal,0,0.74,0,37.972,33.764,5,119
A109,P06,Mountain Internal Medicine,rural,12,1,coastal,0,0.74,0,36.848,34.022,6,118
A109,P07,Harbor Emergency Medicine,coastal,10,0,coastal,0,0.74,0,59.009,38.042,1,106
A109,P08,River Public Service Track,rural,12,1,coastal,0,0.74,0,32.438,33.216,8,119
A110,P01,Metro General Medicine,urban,14,0,rural,1,0.22,0,47.879,45.473,5,80
A110,P02,Lakeside Pediatrics,coastal,12,0,rural,1,0.22,0,43.543,45.086,7,72
A110,P03,Prairie Family Medicine,rural,12,1,rural,1,0.22,0,57.759,58.682,2,26
A110,P04,Capital Surgery,urban,10,0,rural,1,0.22,0,49.547,46.238,4,81
A110,P05,Valley Psychiatry,midwest,12,0,rural,1,0.22,0,38.039,43.29,8,76
A110,P06,Mountain Internal Medicine,rural,12,1,rural,1,0.22,0,59.983,59.583,1,25
A110,P07,Harbor Emergency Medicine,coastal,10,0,rural,1,0.22,0,44.319,43.899,6,78
A110,P08,River Public Service Track,rural,12,1,rural,1,0.22,0,55.647,58.695,3,24
A111,P01,Metro General Medicine,urban,14,0,midwest,1,0.35,1,48.761,54.204,3,31
