worker_id,shift_id,exposure_arm,baseline_skill,intrinsic_effort,peer_effort_norm,peer_visibility,learning_signal,social_pressure,effort_units,deviation_from_norm,social_penalty_index,productivity_value,attendance_index
peer-worker-437,shift-17,average_peer_visible,0.955,43.5,45.0,1,0.12,0.18,44.48,0.52,0.094,66.44,0.867
peer-worker-438,shift-18,high_peer_hidden,0.955,43.5,53.0,0,0.22,0.04,46.27,6.73,0.0,68.19,0.868
peer-worker-439,shift-19,high_peer_visible,0.955,43.5,53.0,1,0.24,0.26,48.96,4.04,1.05,70.28,0.862
peer-worker-440,shift-20,low_peer_visible,0.99,45.0,38.0,1,0.12,0.2,43.82,5.82,1.164,66.86,0.813
peer-worker-441,shift-21,average_peer_visible,0.99,45.0,45.0,1,0.12,0.18,46.06,1.06,0.191,69.51,0.819
peer-worker-442,shift-22,high_peer_hidden,0.99,45.0,53.0,0,0.22,0.04,48.12,4.88,0.0,71.64,0.82
peer-worker-443,shift-23,high_peer_visible,0.99,45.0,53.0,1,0.24,0.26,50.42,2.58,0.671,73.61,0.816
peer-worker-444,shift-24,low_peer_visible,1.025,46.5,38.0,1,0.12,0.2,45.37,7.37,1.474,69.84,0.823
peer-worker-445,shift-25,average_peer_visible,1.025,46.5,45.0,1,0.12,0.18,47.64,2.64,0.475,72.62,0.829
peer-worker-446,shift-26,high_peer_hidden,1.025,46.5,53.0,0,0.22,0.04,49.97,3.03,0.0,75.22,0.832
peer-worker-447,shift-27,high_peer_visible,1.025,46.5,53.0,1,0.24,0.26,51.88,1.12,0.291,77.05,0.83
peer-worker-448,shift-28,low_peer_visible,0.78,48.0,38.0,1,0.12,0.2,45.52,7.52,1.504,58.83,0.835
peer-worker-449,shift-29,average_peer_visible,0.78,48.0,45.0,1,0.12,0.18,47.82,2.82,0.508,61.07,0.841
peer-worker-450,shift-30,high_peer_hidden,0.78,48.0,53.0,0,0.22,0.04,50.42,2.58,0.0,63.33,0.844
peer-worker-451,shift-31,high_peer_visible,0.78,48.0,53.0,1,0.24,0.26,51.94,1.06,0.276,64.39,0.842
peer-worker-452,shift-32,low_peer_visible,0.815,49.5,38.0,1,0.12,0.2,47.07,9.07,1.814,61.55,0.845
peer-worker-453,shift-33,average_peer_visible,0.815,49.5,45.0,1,0.12,0.18,49.4,4.4,0.792,63.9,0.851
peer-worker-454,shift-34,high_peer_hidden,0.815,49.5,53.0,0,0.22,0.04,52.27,0.73,0.0,66.6,0.856
peer-worker-455,shift-35,high_peer_visible,0.815,49.5,53.0,1,0.24,0.26,53.4,0.4,0.104,67.47,0.855
peer-worker-456,shift-36,low_peer_visible,0.85,42.0,38.0,1,0.12,0.2,41.42,3.42,0.684,58.9,0.864
peer-worker-457,shift-37,average_peer_visible,0.85,42.0,45.0,1,0.12,0.18,43.6,1.4,0.252,60.95,0.866
peer-worker-458,shift-38,high_peer_hidden,0.85,42.0,53.0,0,0.22,0.04,45.12,7.88,0.0,62.35,0.868
peer-worker-459,shift-39,high_peer_visible,0.85,42.0,53.0,1,0.24,0.26,48.2,4.8,1.248,64.41,0.861
peer-worker-460,shift-40,low_peer_visible,0.885,43.5,38.0,1,0.12,0.2,42.97,4.97,0.994,61.58,0.814
peer-worker-461,shift-41,average_peer_visible,0.885,43.5,45.0,1,0.12,0.18,45.18,0.18,0.032,63.97,0.82
peer-worker-462,shift-42,high_peer_hidden,0.885,43.5,53.0,0,0.22,0.04,46.97,6.03,0.0,65.57,0.82
peer-worker-463,shift-43,high_peer_visible,0.885,43.5,53.0,1,0.24,0.26,49.66,3.34,0.868,67.56,0.815
peer-worker-464,shift-44,low_peer_visible,0.92,45.0,38.0,1,0.12,0.2,43.12,5.12,1.024,63.21,0.826
peer-worker-465,shift-45,average_peer_visible,0.92,45.0,45.0,1,0.12,0.18,45.36,0.36,0.065,65.7,0.832
peer-worker-466,shift-46,high_peer_hidden,0.92,45.0,53.0,0,0.22,0.04,47.42,5.58,0.0,67.63,0.832
peer-worker-467,shift-47,high_peer_visible,0.92,45.0,53.0,1,0.24,0.26,49.72,3.28,0.853,69.36,0.827
peer-worker-468,shift-48,low_peer_visible,0.955,46.5,38.0,1,0.12,0.2,44.67,6.67,1.334,66.06,0.836
peer-worker-469,shift-49,average_peer_visible,0.955,46.5,45.0,1,0.12,0.18,46.94,1.94,0.349,68.67,0.842
peer-worker-470,shift-50,high_peer_hidden,0.955,46.5,53.0,0,0.22,0.04,49.27,3.73,0.0,71.05,0.844
peer-worker-471,shift-51,high_peer_visible,0.955,46.5,53.0,1,0.24,0.26,51.18,1.82,0.473,72.66,0.841
peer-worker-472,shift-52,low_peer_visible,0.99,48.0,38.0,1,0.12,0.2,46.22,8.22,1.644,69.02,0.846
peer-worker-473,shift-53,average_peer_visible,0.99,48.0,45.0,1,0.12,0.18,48.52,3.52,0.634,71.75,0.852
peer-worker-474,shift-54,high_peer_hidden,0.99,48.0,53.0,0,0.22,0.04,51.12,1.88,0.0,74.61,0.856
peer-worker-475,shift-55,high_peer_visible,0.99,48.0,53.0,1,0.24,0.26,52.64,0.36,0.094,76.07,0.855
peer-worker-476,shift-56,low_peer_visible,1.025,49.5,38.0,1,0.12,0.2,47.77,9.77,1.954,72.08,0.856
peer-worker-477,shift-57,average_peer_visible,1.025,49.5,45.0,1,0.12,0.18,50.1,5.1,0.918,74.94,0.862
peer-worker-478,shift-58,high_peer_hidden,1.025,49.5,53.0,0,0.22,0.04,52.97,0.03,0.0,78.29,0.868
peer-worker-479,shift-59,high_peer_visible,1.025,49.5,53.0,1,0.24,0.26,54.1,1.1,0.286,79.32,0.866
peer-worker-480,shift-00,low_peer_visible,0.78,42.0,38.0,1,0.12,0.2,40.72,2.72,0.544,55.52,0.817
peer-worker-481,shift-01,average_peer_visible,0.78,42.0,45.0,1,0.12,0.18,42.9,2.1,0.378,57.29,0.818
peer-worker-482,shift-02,high_peer_hidden,0.78,42.0,53.0,0,0.22,0.04,44.42,8.58,0.0,58.65,0.82
peer-worker-483,shift-03,high_peer_visible,0.78,42.0,53.0,1,0.24,0.26,47.5,5.5,1.43,60.41,0.811
peer-worker-484,shift-04,low_peer_visible,0.815,43.5,38.0,1,0.12,0.2,42.27,4.27,0.854,58.07,0.827
peer-worker-485,shift-05,average_peer_visible,0.815,43.5,45.0,1,0.12,0.18,44.48,0.52,0.094,60.21,0.831
peer-worker-486,shift-06,high_peer_hidden,0.815,43.5,53.0,0,0.22,0.04,46.27,6.73,0.0,61.71,0.832
peer-worker-487,shift-07,high_peer_visible,0.815,43.5,53.0,1,0.24,0.26,48.96,4.04,1.05,63.43,0.826
peer-worker-488,shift-08,low_peer_visible,0.85,45.0,38.0,1,0.12,0.2,43.82,5.82,1.164,60.72,0.837
peer-worker-489,shift-09,average_peer_visible,0.85,45.0,45.0,1,0.12,0.18,46.06,1.06,0.191,63.07,0.843
peer-worker-490,shift-10,high_peer_hidden,0.85,45.0,53.0,0,0.22,0.04,48.12,4.88,0.0,64.9,0.844
peer-worker-491,shift-11,high_peer_visible,0.85,45.0,53.0,1,0.24,0.26,50.42,2.58,0.671,66.56,0.84
peer-worker-492,shift-12,low_peer_visible,0.885,46.5,38.0,1,0.12,0.2,45.37,7.37,1.474,63.49,0.847
peer-worker-493,shift-13,average_peer_visible,0.885,46.5,45.0,1,0.12,0.18,47.64,2.64,0.475,65.95,0.853
peer-worker-494,shift-14,high_peer_hidden,0.885,46.5,53.0,0,0.22,0.04,49.97,3.03,0.0,68.22,0.856
peer-worker-495,shift-15,high_peer_visible,0.885,46.5,53.0,1,0.24,0.26,51.88,1.12,0.291,69.78,0.854
peer-worker-496,shift-16,low_peer_visible,0.92,48.0,38.0,1,0.12,0.2,45.52,7.52,1.504,65.2,0.859
peer-worker-497,shift-17,average_peer_visible,0.92,48.0,45.0,1,0.12,0.18,47.82,2.82,0.508,67.77,0.865
peer-worker-498,shift-18,high_peer_hidden,0.92,48.0,53.0,0,0.22,0.04,50.42,2.58,0.0,70.39,0.868
peer-worker-499,shift-19,high_peer_visible,0.92,48.0,53.0,1,0.24,0.26,51.94,1.06,0.276,71.66,0.866
peer-worker-500,shift-20,low_peer_visible,0.955,49.5,38.0,1,0.12,0.2,47.07,9.07,1.814,68.14,0.809
peer-worker-501,shift-21,average_peer_visible,0.955,49.5,45.0,1,0.12,0.18,49.4,4.4,0.792,70.82,0.815
peer-worker-502,shift-22,high_peer_hidden,0.955,49.5,53.0,0,0.22,0.04,52.27,0.73,0.0,73.92,0.82
peer-worker-503,shift-23,high_peer_visible,0.955,49.5,53.0,1,0.24,0.26,53.4,0.4,0.104,74.95,0.819
peer-worker-504,shift-24,low_peer_visible,0.99,42.0,38.0,1,0.12,0.2,41.42,3.42,0.684,64.7,0.828
peer-worker-505,shift-25,average_peer_visible,0.99,42.0,45.0,1,0.12,0.18,43.6,1.4,0.252,67.05,0.83
peer-worker-506,shift-26,high_peer_hidden,0.99,42.0,53.0,0,0.22,0.04,45.12,7.88,0.0,68.67,0.832
peer-worker-507,shift-27,high_peer_visible,0.99,42.0,53.0,1,0.24,0.26,48.2,4.8,1.248,71.16,0.825
peer-worker-508,shift-28,low_peer_visible,1.025,43.5,38.0,1,0.12,0.2,42.97,4.97,0.994,67.6,0.838
peer-worker-509,shift-29,average_peer_visible,1.025,43.5,45.0,1,0.12,0.18,45.18,0.18,0.032,70.29,0.844
peer-worker-510,shift-30,high_peer_hidden,1.025,43.5,53.0,0,0.22,0.04,46.97,6.03,0.0,72.14,0.844
peer-worker-511,shift-31,high_peer_visible,1.025,43.5,53.0,1,0.24,0.26,49.66,3.34,0.868,74.51,0.839
peer-worker-512,shift-32,low_peer_visible,0.78,45.0,38.0,1,0.12,0.2,43.12,5.12,1.024,57.17,0.85
peer-worker-513,shift-33,average_peer_visible,0.78,45.0,45.0,1,0.12,0.18,45.36,0.36,0.065,59.35,0.856
peer-worker-514,shift-34,high_peer_hidden,0.78,45.0,53.0,0,0.22,0.04,47.42,5.58,0.0,60.99,0.856
peer-worker-515,shift-35,high_peer_visible,0.78,45.0,53.0,1,0.24,0.26,49.72,3.28,0.853,62.4,0.851
peer-worker-516,shift-36,low_peer_visible,0.815,46.5,38.0,1,0.12,0.2,44.67,6.67,1.334,59.81,0.86
peer-worker-517,shift-37,average_peer_visible,0.815,46.5,45.0,1,0.12,0.18,46.94,1.94,0.349,62.1,0.866
peer-worker-518,shift-38,high_peer_hidden,0.815,46.5,53.0,0,0.22,0.04,49.27,3.73,0.0,64.16,0.868
peer-worker-519,shift-39,high_peer_visible,0.815,46.5,53.0,1,0.24,0.26,51.18,1.82,0.473,65.5,0.865
peer-worker-520,shift-40,low_peer_visible,0.85,48.0,38.0,1,0.12,0.2,46.22,8.22,1.644,62.55,0.81
peer-worker-521,shift-41,average_peer_visible,0.85,48.0,45.0,1,0.12,0.18,48.52,3.52,0.634,64.96,0.816
peer-worker-522,shift-42,high_peer_hidden,0.85,48.0,53.0,0,0.22,0.04,51.12,1.88,0.0,67.45,0.82
peer-worker-523,shift-43,high_peer_visible,0.85,48.0,53.0,1,0.24,0.26,52.64,0.36,0.094,68.7,0.819
peer-worker-524,shift-44,low_peer_visible,0.885,49.5,38.0,1,0.12,0.2,47.77,9.77,1.954,65.4,0.82
peer-worker-525,shift-45,average_peer_visible,0.885,49.5,45.0,1,0.12,0.18,50.1,5.1,0.918,67.93,0.826
peer-worker-526,shift-46,high_peer_hidden,0.885,49.5,53.0,0,0.22,0.04,52.97,0.03,0.0,70.88,0.832
peer-worker-527,shift-47,high_peer_visible,0.885,49.5,53.0,1,0.24,0.26,54.1,1.1,0.286,71.75,0.83
peer-worker-528,shift-48,low_peer_visible,0.92,42.0,38.0,1,0.12,0.2,40.72,2.72,0.544,61.22,0.841
peer-worker-529,shift-49,average_peer_visible,0.92,42.0,45.0,1,0.12,0.18,42.9,2.1,0.378,63.3,0.842
peer-worker-530,shift-50,high_peer_hidden,0.92,42.0,53.0,0,0.22,0.04,44.42,8.58,0.0,64.87,0.844
peer-worker-531,shift-51,high_peer_visible,0.92,42.0,53.0,1,0.24,0.26,47.5,5.5,1.43,67.06,0.835
peer-worker-532,shift-52,low_peer_visible,0.955,43.5,38.0,1,0.12,0.2,42.27,4.27,0.854,63.98,0.851
peer-worker-533,shift-53,average_peer_visible,0.955,43.5,45.0,1,0.12,0.18,44.48,0.52,0.094,66.44,0.855
peer-worker-534,shift-54,high_peer_hidden,0.955,43.5,53.0,0,0.22,0.04,46.27,6.73,0.0,68.19,0.856
peer-worker-535,shift-55,high_peer_visible,0.955,43.5,53.0,1,0.24,0.26,48.96,4.04,1.05,70.28,0.85
peer-worker-536,shift-56,low_peer_visible,0.99,45.0,38.0,1,0.12,0.2,43.82,5.82,1.164,66.86,0.861
peer-worker-537,shift-57,average_peer_visible,0.99,45.0,45.0,1,0.12,0.18,46.06,1.06,0.191,69.51,0.867
peer-worker-538,shift-58,high_peer_hidden,0.99,45.0,53.0,0,0.22,0.04,48.12,4.88,0.0,71.64,0.868
peer-worker-539,shift-59,high_peer_visible,0.99,45.0,53.0,1,0.24,0.26,50.42,2.58,0.671,73.61,0.864
peer-worker-540,shift-00,low_peer_visible,1.025,46.5,38.0,1,0.12,0.2,45.37,7.37,1.474,69.84,0.811
peer-worker-541,shift-01,average_peer_visible,1.025,46.5,45.0,1,0.12,0.18,47.64,2.64,0.475,72.62,0.817
peer-worker-542,shift-02,high_peer_hidden,1.025,46.5,53.0,0,0.22,0.04,49.97,3.03,0.0,75.22,0.82
peer-worker-543,shift-03,high_peer_visible,1.025,46.5,53.0,1,0.24,0.26,51.88,1.12,0.291,77.05,0.818
peer-worker-544,shift-04,low_peer_visible,0.78,48.0,38.0,1,0.12,0.2,45.52,7.52,1.504,58.83,0.823
peer-worker-545,shift-05,average_peer_visible,0.78,48.0,45.0,1,0.12,0.18,47.82,2.82,0.508,61.07,0.829
peer-worker-546,shift-06,high_peer_hidden,0.78,48.0,53.0,0,0.22,0.04,50.42,2.58,0.0,63.33,0.832
peer-worker-547,shift-07,high_peer_visible,0.78,48.0,53.0,1,0.24,0.26,51.94,1.06,0.276,64.39,0.83
peer-worker-548,shift-08,low_peer_visible,0.815,49.5,38.0,1,0.12,0.2,47.07,9.07,1.814,61.55,0.833
peer-worker-549,shift-09,average_peer_visible,0.815,49.5,45.0,1,0.12,0.18,49.4,4.4,0.792,63.9,0.839
peer-worker-550,shift-10,high_peer_hidden,0.815,49.5,53.0,0,0.22,0.04,52.27,0.73,0.0,66.6,0.844
peer-worker-551,shift-11,high_peer_visible,0.815,49.5,53.0,1,0.24,0.26,53.4,0.4,0.104,67.47,0.843
peer-worker-552,shift-12,low_peer_visible,0.85,42.0,38.0,1,0.12,0.2,41.42,3.42,0.684,58.9,0.852
peer-worker-553,shift-13,average_peer_visible,0.85,42.0,45.0,1,0.12,0.18,43.6,1.4,0.252,60.95,0.854
peer-worker-554,shift-14,high_peer_hidden,0.85,42.0,53.0,0,0.22,0.04,45.12,7.88,0.0,62.35,0.856
peer-worker-555,shift-15,high_peer_visible,0.85,42.0,53.0,1,0.24,0.26,48.2,4.8,1.248,64.41,0.849
peer-worker-556,shift-16,low_peer_visible,0.885,43.5,38.0,1,0.12,0.2,42.97,4.97,0.994,61.58,0.862
peer-worker-557,shift-17,average_peer_visible,0.885,43.5,45.0,1,0.12,0.18,45.18,0.18,0.032,63.97,0.868
peer-worker-558,shift-18,high_peer_hidden,0.885,43.5,53.0,0,0.22,0.04,46.97,6.03,0.0,65.57,0.868
peer-worker-559,shift-19,high_peer_visible,0.885,43.5,53.0,1,0.24,0.26,49.66,3.34,0.868,67.56,0.863
peer-worker-560,shift-20,low_peer_visible,0.92,45.0,38.0,1,0.12,0.2,43.12,5.12,1.024,63.21,0.814
peer-worker-561,shift-21,average_peer_visible,0.92,45.0,45.0,1,0.12,0.18,45.36,0.36,0.065,65.7,0.82
peer-worker-562,shift-22,high_peer_hidden,0.92,45.0,53.0,0,0.22,0.04,47.42,5.58,0.0,67.63,0.82
peer-worker-563,shift-23,high_peer_visible,0.92,45.0,53.0,1,0.24,0.26,49.72,3.28,0.853,69.36,0.815
peer-worker-564,shift-24,low_peer_visible,0.955,46.5,38.0,1,0.12,0.2,44.67,6.67,1.334,66.06,0.824
peer-worker-565,shift-25,average_peer_visible,0.955,46.5,45.0,1,0.12,0.18,46.94,1.94,0.349,68.67,0.83
peer-worker-566,shift-26,high_peer_hidden,0.955,46.5,53.0,0,0.22,0.04,49.27,3.73,0.0,71.05,0.832
peer-worker-567,shift-27,high_peer_visible,0.955,46.5,53.0,1,0.24,0.26,51.18,1.82,0.473,72.66,0.829
peer-worker-568,shift-28,low_peer_visible,0.99,48.0,38.0,1,0.12,0.2,46.22,8.22,1.644,69.02,0.834
peer-worker-569,shift-29,average_peer_visible,0.99,48.0,45.0,1,0.12,0.18,48.52,3.52,0.634,71.75,0.84
peer-worker-570,shift-30,high_peer_hidden,0.99,48.0,53.0,0,0.22,0.04,51.12,1.88,0.0,74.61,0.844
peer-worker-571,shift-31,high_peer_visible,0.99,48.0,53.0,1,0.24,0.26,52.64,0.36,0.094,76.07,0.843
peer-worker-572,shift-32,low_peer_visible,1.025,49.5,38.0,1,0.12,0.2,47.77,9.77,1.954,72.08,0.844
peer-worker-573,shift-33,average_peer_visible,1.025,49.5,45.0,1,0.12,0.18,50.1,5.1,0.918,74.94,0.85
peer-worker-574,shift-34,high_peer_hidden,1.025,49.5,53.0,0,0.22,0.04,52.97,0.03,0.0,78.29,0.856
peer-worker-575,shift-35,high_peer_visible,1.025,49.5,53.0,1,0.24,0.26,54.1,1.1,0.286,79.32,0.854
peer-worker-576,shift-36,low_peer_visible,0.78,42.0,38.0,1,0.12,0.2,40.72,2.72,0.544,55.52,0.865
peer-worker-577,shift-37,average_peer_visible,0.78,42.0,45.0,1,0.12,0.18,42.9,2.1,0.378,57.29,0.866
peer-worker-578,shift-38,high_peer_hidden,0.78,42.0,53.0,0,0.22,0.04,44.42,8.58,0.0,58.65,0.868
peer-worker-579,shift-39,high_peer_visible,0.78,42.0,53.0,1,0.24,0.26,47.5,5.5,1.43,60.41,0.859
peer-worker-580,shift-40,low_peer_visible,0.815,43.5,38.0,1,0.12,0.2,42.27,4.27,0.854,58.07,0.815
peer-worker-581,shift-41,average_peer_visible,0.815,43.5,45.0,1,0.12,0.18,44.48,0.52,0.094,60.21,0.819
peer-worker-582,shift-42,high_peer_hidden,0.815,43.5,53.0,0,0.22,0.04,46.27,6.73,0.0,61.71,0.82
peer-worker-583,shift-43,high_peer_visible,0.815,43.5,53.0,1,0.24,0.26,48.96,4.04,1.05,63.43,0.814
peer-worker-584,shift-44,low_peer_visible,0.85,45.0,38.0,1,0.12,0.2,43.82,5.82,1.164,60.72,0.825
peer-worker-585,shift-45,average_peer_visible,0.85,45.0,45.0,1,0.12,0.18,46.06,1.06,0.191,63.07,0.831
peer-worker-586,shift-46,high_peer_hidden,0.85,45.0,53.0,0,0.22,0.04,48.12,4.88,0.0,64.9,0.832
peer-worker-587,shift-47,high_peer_visible,0.85,45.0,53.0,1,0.24,0.26,50.42,2.58,0.671,66.56,0.828
peer-worker-588,shift-48,low_peer_visible,0.885,46.5,38.0,1,0.12,0.2,45.37,7.37,1.474,63.49,0.835
peer-worker-589,shift-49,average_peer_visible,0.885,46.5,45.0,1,0.12,0.18,47.64,2.64,0.475,65.95,0.841
peer-worker-590,shift-50,high_peer_hidden,0.885,46.5,53.0,0,0.22,0.04,49.97,3.03,0.0,68.22,0.844
peer-worker-591,shift-51,high_peer_visible,0.885,46.5,53.0,1,0.24,0.26,51.88,1.12,0.291,69.78,0.842
peer-worker-592,shift-52,low_peer_visible,0.92,48.0,38.0,1,0.12,0.2,45.52,7.52,1.504,65.2,0.847
peer-worker-593,shift-53,average_peer_visible,0.92,48.0,45.0,1,0.12,0.18,47.82,2.82,0.508,67.77,0.853
peer-worker-594,shift-54,high_peer_hidden,0.92,48.0,53.0,0,0.22,0.04,50.42,2.58,0.0,70.39,0.856
peer-worker-595,shift-55,high_peer_visible,0.92,48.0,53.0,1,0.24,0.26,51.94,1.06,0.276,71.66,0.854
peer-worker-596,shift-56,low_peer_visible,0.955,49.5,38.0,1,0.12,0.2,47.07,9.07,1.814,68.14,0.857
peer-worker-597,shift-57,average_peer_visible,0.955,49.5,45.0,1,0.12,0.18,49.4,4.4,0.792,70.82,0.863
peer-worker-598,shift-58,high_peer_hidden,0.955,49.5,53.0,0,0.22,0.04,52.27,0.73,0.0,73.92,0.868
peer-worker-599,shift-59,high_peer_visible,0.955,49.5,53.0,1,0.24,0.26,53.4,0.4,0.104,74.95,0.867
peer-worker-600,shift-00,low_peer_visible,0.99,42.0,38.0,1,0.12,0.2,41.42,3.42,0.684,64.7,0.816
peer-worker-601,shift-01,average_peer_visible,0.99,42.0,45.0,1,0.12,0.18,43.6,1.4,0.252,67.05,0.818
peer-worker-602,shift-02,high_peer_hidden,0.99,42.0,53.0,0,0.22,0.04,45.12,7.88,0.0,68.67,0.82
peer-worker-603,shift-03,high_peer_visible,0.99,42.0,53.0,1,0.24,0.26,48.2,4.8,1.248,71.16,0.813
peer-worker-604,shift-04,low_peer_visible,1.025,43.5,38.0,1,0.12,0.2,42.97,4.97,0.994,67.6,0.826
peer-worker-605,shift-05,average_peer_visible,1.025,43.5,45.0,1,0.12,0.18,45.18,0.18,0.032,70.29,0.832
peer-worker-606,shift-06,high_peer_hidden,1.025,43.5,53.0,0,0.22,0.04,46.97,6.03,0.0,72.14,0.832
peer-worker-607,shift-07,high_peer_visible,1.025,43.5,53.0,1,0.24,0.26,49.66,3.34,0.868,74.51,0.827
peer-worker-608,shift-08,low_peer_visible,0.78,45.0,38.0,1,0.12,0.2,43.12,5.12,1.024,57.17,0.838
peer-worker-609,shift-09,average_peer_visible,0.78,45.0,45.0,1,0.12,0.18,45.36,0.36,0.065,59.35,0.844
peer-worker-610,shift-10,high_peer_hidden,0.78,45.0,53.0,0,0.22,0.04,47.42,5.58,0.0,60.99,0.844
peer-worker-611,shift-11,high_peer_visible,0.78,45.0,53.0,1,0.24,0.26,49.72,3.28,0.853,62.4,0.839
peer-worker-612,shift-12,low_peer_visible,0.815,46.5,38.0,1,0.12,0.2,44.67,6.67,1.334,59.81,0.848
peer-worker-613,shift-13,average_peer_visible,0.815,46.5,45.0,1,0.12,0.18,46.94,1.94,0.349,62.1,0.854
peer-worker-614,shift-14,high_peer_hidden,0.815,46.5,53.0,0,0.22,0.04,49.27,3.73,0.0,64.16,0.856
peer-worker-615,shift-15,high_peer_visible,0.815,46.5,53.0,1,0.24,0.26,51.18,1.82,0.473,65.5,0.853
peer-worker-616,shift-16,low_peer_visible,0.85,48.0,38.0,1,0.12,0.2,46.22,8.22,1.644,62.55,0.858
peer-worker-617,shift-17,average_peer_visible,0.85,48.0,45.0,1,0.12,0.18,48.52,3.52,0.634,64.96,0.864
peer-worker-618,shift-18,high_peer_hidden,0.85,48.0,53.0,0,0.22,0.04,51.12,1.88,0.0,67.45,0.868
peer-worker-619,shift-19,high_peer_visible,0.85,48.0,53.0,1,0.24,0.26,52.64,0.36,0.094,68.7,0.867
peer-worker-620,shift-20,low_peer_visible,0.885,49.5,38.0,1,0.12,0.2,47.77,9.77,1.954,65.4,0.808
peer-worker-621,shift-21,average_peer_visible,0.885,49.5,45.0,1,0.12,0.18,50.1,5.1,0.918,67.93,0.814
peer-worker-622,shift-22,high_peer_hidden,0.885,49.5,53.0,0,0.22,0.04,52.97,0.03,0.0,70.88,0.82
peer-worker-623,shift-23,high_peer_visible,0.885,49.5,53.0,1,0.24,0.26,54.1,1.1,0.286,71.75,0.818
peer-worker-624,shift-24,low_peer_visible,0.92,42.0,38.0,1,0.12,0.2,40.72,2.72,0.544,61.22,0.829
peer-worker-625,shift-25,average_peer_visible,0.92,42.0,45.0,1,0.12,0.18,42.9,2.1,0.378,63.3,0.83
peer-worker-626,shift-26,high_peer_hidden,0.92,42.0,53.0,0,0.22,0.04,44.42,8.58,0.0,64.87,0.832
peer-worker-627,shift-27,high_peer_visible,0.92,42.0,53.0,1,0.24,0.26,47.5,5.5,1.43,67.06,0.823
peer-worker-628,shift-28,low_peer_visible,0.955,43.5,38.0,1,0.12,0.2,42.27,4.27,0.854,63.98,0.839
peer-worker-629,shift-29,average_peer_visible,0.955,43.5,45.0,1,0.12,0.18,44.48,0.52,0.094,66.44,0.843
peer-worker-630,shift-30,high_peer_hidden,0.955,43.5,53.0,0,0.22,0.04,46.27,6.73,0.0,68.19,0.844
peer-worker-631,shift-31,high_peer_visible,0.955,43.5,53.0,1,0.24,0.26,48.96,4.04,1.05,70.28,0.838
peer-worker-632,shift-32,low_peer_visible,0.99,45.0,38.0,1,0.12,0.2,43.82,5.82,1.164,66.86,0.849
peer-worker-633,shift-33,average_peer_visible,0.99,45.0,45.0,1,0.12,0.18,46.06,1.06,0.191,69.51,0.855
peer-worker-634,shift-34,high_peer_hidden,0.99,45.0,53.0,0,0.22,0.04,48.12,4.88,0.0,71.64,0.856
peer-worker-635,shift-35,high_peer_visible,0.99,45.0,53.0,1,0.24,0.26,50.42,2.58,0.671,73.61,0.852
peer-worker-636,shift-36,low_peer_visible,1.025,46.5,38.0,1,0.12,0.2,45.37,7.37,1.474,69.84,0.859
peer-worker-637,shift-37,average_peer_visible,1.025,46.5,45.0,1,0.12,0.18,47.64,2.64,0.475,72.62,0.865
peer-worker-638,shift-38,high_peer_hidden,1.025,46.5,53.0,0,0.22,0.04,49.97,3.03,0.0,75.22,0.868
peer-worker-639,shift-39,high_peer_visible,1.025,46.5,53.0,1,0.24,0.26,51.88,1.12,0.291,77.05,0.866
peer-worker-640,shift-40,low_peer_visible,0.78,48.0,38.0,1,0.12,0.2,45.52,7.52,1.504,58.83,0.811
peer-worker-641,shift-41,average_peer_visible,0.78,48.0,45.0,1,0.12,0.18,47.82,2.82,0.508,61.07,0.817
peer-worker-642,shift-42,high_peer_hidden,0.78,48.0,53.0,0,0.22,0.04,50.42,2.58,0.0,63.33,0.82
peer-worker-643,shift-43,high_peer_visible,0.78,48.0,53.0,1,0.24,0.26,51.94,1.06,0.276,64.39,0.818
peer-worker-644,shift-44,low_peer_visible,0.815,49.5,38.0,1,0.12,0.2,47.07,9.07,1.814,61.55,0.821
peer-worker-645,shift-45,average_peer_visible,0.815,49.5,45.0,1,0.12,0.18,49.4,4.4,0.792,63.9,0.827
peer-worker-646,shift-46,high_peer_hidden,0.815,49.5,53.0,0,0.22,0.04,52.27,0.73,0.0,66.6,0.832
peer-worker-647,shift-47,high_peer_visible,0.815,49.5,53.0,1,0.24,0.26,53.4,0.4,0.104,67.47,0.831
peer-worker-648,shift-48,low_peer_visible,0.85,42.0,38.0,1,0.12,0.2,41.42,3.42,0.684,58.9,0.84
peer-worker-649,shift-49,average_peer_visible,0.85,42.0,45.0,1,0.12,0.18,43.6,1.4,0.252,60.95,0.842
peer-worker-650,shift-50,high_peer_hidden,0.85,42.0,53.0,0,0.22,0.04,45.12,7.88,0.0,62.35,0.844
peer-worker-651,shift-51,high_peer_visible,0.85,42.0,53.0,1,0.24,0.26,48.2,4.8,1.248,64.41,0.837
peer-worker-652,shift-52,low_peer_visible,0.885,43.5,38.0,1,0.12,0.2,42.97,4.97,0.994,61.58,0.85
peer-worker-653,shift-53,average_peer_visible,0.885,43.5,45.0,1,0.12,0.18,45.18,0.18,0.032,63.97,0.856
peer-worker-654,shift-54,high_peer_hidden,0.885,43.5,53.0,0,0.22,0.04,46.97,6.03,0.0,65.57,0.856
peer-worker-655,shift-55,high_peer_visible,0.885,43.5,53.0,1,0.24,0.26,49.66,3.34,0.868,67.56,0.851
