date,group,employment_status,hours,weekly_earnings,weight,age_band,sex
2024Q4,college,employed,40.77,1283.2,1.209,35-44,male
2024Q4,college,employed,38.7,1301.99,1.177,35-44,male
2024Q4,college,employed,40.22,1255.01,1.074,25-34,male
2024Q4,college,unemployed,0.0,0.0,0.85,35-44,male
2024Q4,college,unemployed,0.0,0.0,1.173,35-44,male
2024Q4,college,nilf,0.0,0.0,1.259,35-44,female
2024Q4,college,nilf,0.0,0.0,1.24,25-34,male
2024Q4,college,employed,33.69,1392.07,0.984,45-54,male
2024Q4,college,employed,42.06,1284.56,0.878,35-44,female
2024Q4,college,nilf,0.0,0.0,0.964,35-44,male
2024Q4,noncollege,employed,37.76,882.87,1.237,35-44,female
2024Q4,noncollege,nilf,0.0,0.0,1.163,35-44,female
2024Q4,noncollege,employed,25.99,1126.17,0.931,45-54,male
2024Q4,noncollege,employed,41.1,754.19,0.959,25-34,male
2024Q4,noncollege,employed,30.11,954.46,0.804,35-44,male
2024Q4,noncollege,employed,33.17,1027.31,0.941,35-44,male
2024Q4,noncollege,unemployed,0.0,0.0,0.869,25-34,female
2024Q4,noncollege,employed,38.86,1060.34,0.802,45-54,male
2024Q4,noncollege,employed,26.2,793.07,1.339,35-44,male
2024Q4,noncollege,unemployed,0.0,0.0,0.878,45-54,male
2024Q4,noncollege,unemployed,0.0,0.0,0.842,35-44,male
2024Q4,noncollege,unemployed,0.0,0.0,1.277,35-44,male
2024Q4,noncollege,employed,42.72,1121.89,0.896,45-54,female
2024Q4,noncollege,employed,43.65,1316.95,0.927,35-44,male
2024Q4,noncollege,nilf,0.0,0.0,1.25,25-34,male
2024Q4,noncollege,employed,33.44,1014.47,0.86,25-34,female
2024Q4,noncollege,employed,37.69,1064.76,1.002,25-34,male
2024Q4,noncollege,employed,34.87,769.51,1.102,45-54,male
2024Q4,noncollege,employed,33.37,1170.48,0.888,45-54,male
2024Q4,noncollege,nilf,0.0,0.0,0.982,25-34,male
2024Q4,noncollege,employed,38.7,1160.92,0.835,35-44,male
2024Q4,noncollege,employed,40.64,1047.14,0.814,35-44,male
2024Q4,noncollege,nilf,0.0,0.0,1.156,25-34,male
2024Q4,noncollege,employed,40.36,743.94,1.297,25-34,female
2024Q4,noncollege,unemployed,0.0,0.0,0.977,25-34,female
2024Q4,noncollege,employed,40.86,1068.62,1.277,45-54,male
2024Q4,noncollege,nilf,0.0,0.0,1.133,35-44,male
2024Q4,noncollege,employed,42.59,751.12,1.132,25-34,female
2024Q4,noncollege,unemployed,0.0,0.0,0.876,45-54,male
2024Q4,noncollege,employed,44.98,926.46,0.892,25-34,male
2024Q4,noncollege,nilf,0.0,0.0,1.344,35-44,male
2024Q4,noncollege,unemployed,0.0,0.0,0.837,35-44,female
2024Q4,noncollege,employed,40.41,918.2,0.889,45-54,female
2024Q4,noncollege,nilf,0.0,0.0,1.362,45-54,female
2024Q4,noncollege,employed,38.58,875.64,1.203,35-44,female
2024Q4,noncollege,nilf,0.0,0.0,1.02,35-44,female
2024Q4,noncollege,employed,39.85,938.05,0.961,45-54,male
2024Q4,noncollege,unemployed,0.0,0.0,1.121,25-34,male
2024Q4,noncollege,nilf,0.0,0.0,1.063,25-34,male
2024Q4,noncollege,employed,34.03,853.45,1.121,35-44,male
2024Q4,noncollege,employed,42.53,790.15,1.097,25-34,male
2024Q4,noncollege,employed,40.63,782.11,0.933,45-54,female
2024Q4,noncollege,nilf,0.0,0.0,1.188,45-54,male
2024Q4,noncollege,employed,39.68,889.33,1.17,35-44,male
2024Q4,noncollege,nilf,0.0,0.0,1.199,25-34,female
2024Q4,noncollege,employed,42.56,711.33,1.064,35-44,female
2024Q4,noncollege,employed,36.77,1137.59,1.057,25-34,male
2024Q4,noncollege,employed,40.16,864.2,1.022,45-54,male
2024Q4,noncollege,employed,25.01,1042.06,1.127,25-34,female
2024Q4,noncollege,employed,26.01,985.94,0.874,25-34,male
2024Q4,noncollege,employed,38.09,1019.42,1.047,45-54,male
2024Q4,noncollege,nilf,0.0,0.0,0.896,25-34,female
2024Q4,noncollege,employed,40.02,995.53,1.187,35-44,female
2024Q4,noncollege,employed,33.78,779.11,1.296,45-54,female
2024Q4,noncollege,employed,35.31,807.03,1.188,45-54,female
2024Q4,noncollege,nilf,0.0,0.0,0.853,45-54,female
2024Q4,noncollege,employed,38.28,1019.4,0.978,35-44,female
2024Q4,noncollege,employed,43.97,901.11,1.038,35-44,female
2024Q4,noncollege,employed,46.88,1170.13,0.925,35-44,female
2024Q4,noncollege,nilf,0.0,0.0,1.3,25-34,female
