worker_id,day,contract,chose_commitment,high_self_control_type,payday_distance,close_to_payday,target_units,output_units,met_target
worker-105,5,commitment,1,1,9,0,52,56.9,1
worker-105,6,commitment,1,1,0,1,52,64.0,1
worker-105,7,commitment,1,1,1,1,52,63.6,1
worker-105,8,commitment,1,1,2,1,52,63.2,1
worker-105,9,commitment,1,1,3,0,52,62.8,1
worker-105,10,commitment,1,1,4,0,52,62.4,1
worker-106,1,commitment,1,0,6,0,52,55.15,1
worker-106,2,commitment,1,0,7,0,52,54.75,1
worker-106,3,commitment,1,0,8,0,52,54.35,1
worker-106,4,commitment,1,0,9,0,52,53.95,1
worker-106,5,commitment,1,0,0,1,52,61.05,1
worker-106,6,commitment,1,0,1,1,52,60.65,1
worker-106,7,commitment,1,0,2,1,52,60.25,1
worker-106,8,commitment,1,0,3,0,52,59.85,1
worker-106,9,commitment,1,0,4,0,52,59.45,1
worker-106,10,commitment,1,0,5,0,52,59.05,1
worker-107,1,standard,0,0,7,0,52,50.8,0
worker-107,2,standard,0,0,8,0,52,50.4,0
worker-107,3,standard,0,0,9,0,52,50.0,0
worker-107,4,standard,0,0,0,1,52,57.1,1
worker-107,5,standard,0,0,1,1,52,56.7,1
worker-107,6,standard,0,0,2,1,52,56.3,1
worker-107,7,standard,0,0,3,0,52,55.9,1
worker-107,8,standard,0,0,4,0,52,55.5,1
worker-107,9,standard,0,0,5,0,52,55.1,1
worker-107,10,standard,0,0,6,0,52,54.7,1
worker-108,1,standard,0,1,8,0,52,53.85,1
worker-108,2,standard,0,1,9,0,52,53.45,1
worker-108,3,standard,0,1,0,1,52,60.55,1
worker-108,4,standard,0,1,1,1,52,60.15,1
worker-108,5,standard,0,1,2,1,52,59.75,1
worker-108,6,standard,0,1,3,0,52,59.35,1
worker-108,7,standard,0,1,4,0,52,58.95,1
worker-108,8,standard,0,1,5,0,52,58.55,1
worker-108,9,standard,0,1,6,0,52,58.15,1
worker-108,10,standard,0,1,7,0,52,57.75,1
worker-109,1,standard,0,1,9,0,52,53.7,1
worker-109,2,standard,0,1,0,1,52,60.8,1
worker-109,3,standard,0,1,1,1,52,60.4,1
worker-109,4,standard,0,1,2,1,52,60.0,1
worker-109,5,standard,0,1,3,0,52,59.6,1
worker-109,6,standard,0,1,4,0,52,59.2,1
worker-109,7,standard,0,1,5,0,52,58.8,1
worker-109,8,standard,0,1,6,0,52,58.4,1
worker-109,9,standard,0,1,7,0,52,58.0,1
worker-109,10,standard,0,1,8,0,52,57.6,1
worker-110,1,commitment,1,0,0,1,52,56.05,1
worker-110,2,commitment,1,0,1,1,52,55.65,1
worker-110,3,commitment,1,0,2,1,52,55.25,1
worker-110,4,commitment,1,0,3,0,52,54.85,1
worker-110,5,commitment,1,0,4,0,52,54.45,1
worker-110,6,commitment,1,0,5,0,52,54.05,1
worker-110,7,commitment,1,0,6,0,52,53.65,1
worker-110,8,commitment,1,0,7,0,52,53.25,1
worker-110,9,commitment,1,0,8,0,52,52.85,1
worker-110,10,commitment,1,0,9,0,52,52.45,1
worker-111,1,commitment,1,0,1,1,52,55.9,1
worker-111,2,commitment,1,0,2,1,52,55.5,1
worker-111,3,commitment,1,0,3,0,52,55.1,1
worker-111,4,commitment,1,0,4,0,52,54.7,1
worker-111,5,commitment,1,0,5,0,52,54.3,1
worker-111,6,commitment,1,0,6,0,52,53.9,1
worker-111,7,commitment,1,0,7,0,52,53.5,1
worker-111,8,commitment,1,0,8,0,52,53.1,1
worker-111,9,commitment,1,0,9,0,52,52.7,1
worker-111,10,commitment,1,0,0,1,52,59.8,1
worker-112,1,standard,0,1,2,1,52,54.75,1
worker-112,2,standard,0,1,3,0,52,54.35,1
worker-112,3,standard,0,1,4,0,52,53.95,1
worker-112,4,standard,0,1,5,0,52,53.55,1
worker-112,5,standard,0,1,6,0,52,53.15,1
worker-112,6,standard,0,1,7,0,52,52.75,1
worker-112,7,standard,0,1,8,0,52,52.35,1
worker-112,8,standard,0,1,9,0,52,51.95,0
worker-112,9,standard,0,1,0,1,52,59.05,1
worker-112,10,standard,0,1,1,1,52,58.65,1
worker-113,1,standard,0,1,3,0,52,54.6,1
worker-113,2,standard,0,1,4,0,52,54.2,1
worker-113,3,standard,0,1,5,0,52,53.8,1
worker-113,4,standard,0,1,6,0,52,53.4,1
worker-113,5,standard,0,1,7,0,52,53.0,1
worker-113,6,standard,0,1,8,0,52,52.6,1
worker-113,7,standard,0,1,9,0,52,52.2,1
worker-113,8,standard,0,1,0,1,52,59.3,1
worker-113,9,standard,0,1,1,1,52,58.9,1
worker-113,10,standard,0,1,2,1,52,58.5,1
worker-114,1,standard,0,0,4,0,52,51.25,0
worker-114,2,standard,0,0,5,0,52,50.85,0
worker-114,3,standard,0,0,6,0,52,50.45,0
worker-114,4,standard,0,0,7,0,52,50.05,0
worker-114,5,standard,0,0,8,0,52,49.65,0
worker-114,6,standard,0,0,9,0,52,49.25,0
worker-114,7,standard,0,0,0,1,52,56.35,1
worker-114,8,standard,0,0,1,1,52,55.95,1
worker-114,9,standard,0,0,2,1,52,55.55,1
worker-114,10,standard,0,0,3,0,52,55.15,1
worker-115,1,commitment,1,0,5,0,52,55.3,1
worker-115,2,commitment,1,0,6,0,52,54.9,1
worker-115,3,commitment,1,0,7,0,52,54.5,1
worker-115,4,commitment,1,0,8,0,52,54.1,1
worker-115,5,commitment,1,0,9,0,52,53.7,1
worker-115,6,commitment,1,0,0,1,52,60.8,1
worker-115,7,commitment,1,0,1,1,52,60.4,1
worker-115,8,commitment,1,0,2,1,52,60.0,1
worker-115,9,commitment,1,0,3,0,52,59.6,1
worker-115,10,commitment,1,0,4,0,52,59.2,1
worker-116,1,commitment,1,1,6,0,52,58.35,1
worker-116,2,commitment,1,1,7,0,52,57.95,1
worker-116,3,commitment,1,1,8,0,52,57.55,1
worker-116,4,commitment,1,1,9,0,52,57.15,1
worker-116,5,commitment,1,1,0,1,52,64.25,1
worker-116,6,commitment,1,1,1,1,52,63.85,1
worker-116,7,commitment,1,1,2,1,52,63.45,1
worker-116,8,commitment,1,1,3,0,52,63.05,1
worker-116,9,commitment,1,1,4,0,52,62.65,1
worker-116,10,commitment,1,1,5,0,52,62.25,1
worker-117,1,standard,0,1,7,0,52,54.0,1
worker-117,2,standard,0,1,8,0,52,53.6,1
worker-117,3,standard,0,1,9,0,52,53.2,1
worker-117,4,standard,0,1,0,1,52,60.3,1
worker-117,5,standard,0,1,1,1,52,59.9,1
worker-117,6,standard,0,1,2,1,52,59.5,1
worker-117,7,standard,0,1,3,0,52,59.1,1
worker-117,8,standard,0,1,4,0,52,58.7,1
worker-117,9,standard,0,1,5,0,52,58.3,1
worker-117,10,standard,0,1,6,0,52,57.9,1
worker-118,1,standard,0,0,8,0,52,50.65,0
worker-118,2,standard,0,0,9,0,52,50.25,0
worker-118,3,standard,0,0,0,1,52,57.35,1
worker-118,4,standard,0,0,1,1,52,56.95,1
worker-118,5,standard,0,0,2,1,52,56.55,1
worker-118,6,standard,0,0,3,0,52,56.15,1
worker-118,7,standard,0,0,4,0,52,55.75,1
worker-118,8,standard,0,0,5,0,52,55.35,1
worker-118,9,standard,0,0,6,0,52,54.95,1
worker-118,10,standard,0,0,7,0,52,54.55,1
worker-119,1,standard,0,0,9,0,52,50.5,0
worker-119,2,standard,0,0,0,1,52,57.6,1
worker-119,3,standard,0,0,1,1,52,57.2,1
worker-119,4,standard,0,0,2,1,52,56.8,1
worker-119,5,standard,0,0,3,0,52,56.4,1
worker-119,6,standard,0,0,4,0,52,56.0,1
worker-119,7,standard,0,0,5,0,52,55.6,1
worker-119,8,standard,0,0,6,0,52,55.2,1
worker-119,9,standard,0,0,7,0,52,54.8,1
worker-119,10,standard,0,0,8,0,52,54.4,1
worker-120,1,commitment,1,1,0,1,52,59.25,1
worker-120,2,commitment,1,1,1,1,52,58.85,1
worker-120,3,commitment,1,1,2,1,52,58.45,1
worker-120,4,commitment,1,1,3,0,52,58.05,1
worker-120,5,commitment,1,1,4,0,52,57.65,1
worker-120,6,commitment,1,1,5,0,52,57.25,1
worker-120,7,commitment,1,1,6,0,52,56.85,1
worker-120,8,commitment,1,1,7,0,52,56.45,1
worker-120,9,commitment,1,1,8,0,52,56.05,1
worker-120,10,commitment,1,1,9,0,52,55.65,1
worker-121,1,commitment,1,1,1,1,52,59.1,1
worker-121,2,commitment,1,1,2,1,52,58.7,1
worker-121,3,commitment,1,1,3,0,52,58.3,1
worker-121,4,commitment,1,1,4,0,52,57.9,1
worker-121,5,commitment,1,1,5,0,52,57.5,1
worker-121,6,commitment,1,1,6,0,52,57.1,1
worker-121,7,commitment,1,1,7,0,52,56.7,1
worker-121,8,commitment,1,1,8,0,52,56.3,1
worker-121,9,commitment,1,1,9,0,52,55.9,1
worker-121,10,commitment,1,1,0,1,52,63.0,1
worker-122,1,standard,0,0,2,1,52,51.55,0
worker-122,2,standard,0,0,3,0,52,51.15,0
worker-122,3,standard,0,0,4,0,52,50.75,0
worker-122,4,standard,0,0,5,0,52,50.35,0
worker-122,5,standard,0,0,6,0,52,49.95,0
worker-122,6,standard,0,0,7,0,52,49.55,0
worker-122,7,standard,0,0,8,0,52,49.15,0
worker-122,8,standard,0,0,9,0,52,48.75,0
worker-122,9,standard,0,0,0,1,52,55.85,1
worker-122,10,standard,0,0,1,1,52,55.45,1
worker-123,1,standard,0,0,3,0,52,51.4,0
worker-123,2,standard,0,0,4,0,52,51.0,0
worker-123,3,standard,0,0,5,0,52,50.6,0
worker-123,4,standard,0,0,6,0,52,50.2,0
worker-123,5,standard,0,0,7,0,52,49.8,0
worker-123,6,standard,0,0,8,0,52,49.4,0
worker-123,7,standard,0,0,9,0,52,49.0,0
worker-123,8,standard,0,0,0,1,52,56.1,1
worker-123,9,standard,0,0,1,1,52,55.7,1
worker-123,10,standard,0,0,2,1,52,55.3,1
worker-124,1,standard,0,1,4,0,52,54.45,1
worker-124,2,standard,0,1,5,0,52,54.05,1
worker-124,3,standard,0,1,6,0,52,53.65,1
worker-124,4,standard,0,1,7,0,52,53.25,1
worker-124,5,standard,0,1,8,0,52,52.85,1
worker-124,6,standard,0,1,9,0,52,52.45,1
worker-124,7,standard,0,1,0,1,52,59.55,1
worker-124,8,standard,0,1,1,1,52,59.15,1
worker-124,9,standard,0,1,2,1,52,58.75,1
worker-124,10,standard,0,1,3,0,52,58.35,1
worker-125,1,commitment,1,1,5,0,52,58.5,1
worker-125,2,commitment,1,1,6,0,52,58.1,1
worker-125,3,commitment,1,1,7,0,52,57.7,1
worker-125,4,commitment,1,1,8,0,52,57.3,1
worker-125,5,commitment,1,1,9,0,52,56.9,1
worker-125,6,commitment,1,1,0,1,52,64.0,1
worker-125,7,commitment,1,1,1,1,52,63.6,1
worker-125,8,commitment,1,1,2,1,52,63.2,1
worker-125,9,commitment,1,1,3,0,52,62.8,1
worker-125,10,commitment,1,1,4,0,52,62.4,1
worker-126,1,commitment,1,0,6,0,52,55.15,1
worker-126,2,commitment,1,0,7,0,52,54.75,1
worker-126,3,commitment,1,0,8,0,52,54.35,1
worker-126,4,commitment,1,0,9,0,52,53.95,1
worker-126,5,commitment,1,0,0,1,52,61.05,1
worker-126,6,commitment,1,0,1,1,52,60.65,1
worker-126,7,commitment,1,0,2,1,52,60.25,1
worker-126,8,commitment,1,0,3,0,52,59.85,1
worker-126,9,commitment,1,0,4,0,52,59.45,1
worker-126,10,commitment,1,0,5,0,52,59.05,1
worker-127,1,standard,0,0,7,0,52,50.8,0
worker-127,2,standard,0,0,8,0,52,50.4,0
worker-127,3,standard,0,0,9,0,52,50.0,0
worker-127,4,standard,0,0,0,1,52,57.1,1
worker-127,5,standard,0,0,1,1,52,56.7,1
worker-127,6,standard,0,0,2,1,52,56.3,1
worker-127,7,standard,0,0,3,0,52,55.9,1
worker-127,8,standard,0,0,4,0,52,55.5,1
worker-127,9,standard,0,0,5,0,52,55.1,1
worker-127,10,standard,0,0,6,0,52,54.7,1
worker-128,1,standard,0,1,8,0,52,53.85,1
worker-128,2,standard,0,1,9,0,52,53.45,1
worker-128,3,standard,0,1,0,1,52,60.55,1
worker-128,4,standard,0,1,1,1,52,60.15,1
worker-128,5,standard,0,1,2,1,52,59.75,1
worker-128,6,standard,0,1,3,0,52,59.35,1
worker-128,7,standard,0,1,4,0,52,58.95,1
worker-128,8,standard,0,1,5,0,52,58.55,1
worker-128,9,standard,0,1,6,0,52,58.15,1
worker-128,10,standard,0,1,7,0,52,57.75,1
worker-129,1,standard,0,1,9,0,52,53.7,1
worker-129,2,standard,0,1,0,1,52,60.8,1
worker-129,3,standard,0,1,1,1,52,60.4,1
worker-129,4,standard,0,1,2,1,52,60.0,1
worker-129,5,standard,0,1,3,0,52,59.6,1
worker-129,6,standard,0,1,4,0,52,59.2,1
worker-129,7,standard,0,1,5,0,52,58.8,1
worker-129,8,standard,0,1,6,0,52,58.4,1
worker-129,9,standard,0,1,7,0,52,58.0,1
worker-129,10,standard,0,1,8,0,52,57.6,1
worker-130,1,commitment,1,0,0,1,52,56.05,1
worker-130,2,commitment,1,0,1,1,52,55.65,1
worker-130,3,commitment,1,0,2,1,52,55.25,1
worker-130,4,commitment,1,0,3,0,52,54.85,1
worker-130,5,commitment,1,0,4,0,52,54.45,1
worker-130,6,commitment,1,0,5,0,52,54.05,1
worker-130,7,commitment,1,0,6,0,52,53.65,1
worker-130,8,commitment,1,0,7,0,52,53.25,1
worker-130,9,commitment,1,0,8,0,52,52.85,1
worker-130,10,commitment,1,0,9,0,52,52.45,1
worker-131,1,commitment,1,0,1,1,52,55.9,1
worker-131,2,commitment,1,0,2,1,52,55.5,1
worker-131,3,commitment,1,0,3,0,52,55.1,1
worker-131,4,commitment,1,0,4,0,52,54.7,1
worker-131,5,commitment,1,0,5,0,52,54.3,1
worker-131,6,commitment,1,0,6,0,52,53.9,1
worker-131,7,commitment,1,0,7,0,52,53.5,1
worker-131,8,commitment,1,0,8,0,52,53.1,1
worker-131,9,commitment,1,0,9,0,52,52.7,1
worker-131,10,commitment,1,0,0,1,52,59.8,1
worker-132,1,standard,0,1,2,1,52,54.75,1
worker-132,2,standard,0,1,3,0,52,54.35,1
worker-132,3,standard,0,1,4,0,52,53.95,1
worker-132,4,standard,0,1,5,0,52,53.55,1
worker-132,5,standard,0,1,6,0,52,53.15,1
worker-132,6,standard,0,1,7,0,52,52.75,1
worker-132,7,standard,0,1,8,0,52,52.35,1
worker-132,8,standard,0,1,9,0,52,51.95,0
worker-132,9,standard,0,1,0,1,52,59.05,1
worker-132,10,standard,0,1,1,1,52,58.65,1
worker-133,1,standard,0,1,3,0,52,54.6,1
worker-133,2,standard,0,1,4,0,52,54.2,1
worker-133,3,standard,0,1,5,0,52,53.8,1
worker-133,4,standard,0,1,6,0,52,53.4,1
worker-133,5,standard,0,1,7,0,52,53.0,1
worker-133,6,standard,0,1,8,0,52,52.6,1
worker-133,7,standard,0,1,9,0,52,52.2,1
worker-133,8,standard,0,1,0,1,52,59.3,1
worker-133,9,standard,0,1,1,1,52,58.9,1
worker-133,10,standard,0,1,2,1,52,58.5,1
worker-134,1,standard,0,0,4,0,52,51.25,0
worker-134,2,standard,0,0,5,0,52,50.85,0
worker-134,3,standard,0,0,6,0,52,50.45,0
worker-134,4,standard,0,0,7,0,52,50.05,0
worker-134,5,standard,0,0,8,0,52,49.65,0
worker-134,6,standard,0,0,9,0,52,49.25,0
worker-134,7,standard,0,0,0,1,52,56.35,1
worker-134,8,standard,0,0,1,1,52,55.95,1
worker-134,9,standard,0,0,2,1,52,55.55,1
worker-134,10,standard,0,0,3,0,52,55.15,1
worker-135,1,commitment,1,0,5,0,52,55.3,1
worker-135,2,commitment,1,0,6,0,52,54.9,1
worker-135,3,commitment,1,0,7,0,52,54.5,1
worker-135,4,commitment,1,0,8,0,52,54.1,1
worker-135,5,commitment,1,0,9,0,52,53.7,1
worker-135,6,commitment,1,0,0,1,52,60.8,1
worker-135,7,commitment,1,0,1,1,52,60.4,1
worker-135,8,commitment,1,0,2,1,52,60.0,1
worker-135,9,commitment,1,0,3,0,52,59.6,1
worker-135,10,commitment,1,0,4,0,52,59.2,1
worker-136,1,commitment,1,1,6,0,52,58.35,1
worker-136,2,commitment,1,1,7,0,52,57.95,1
worker-136,3,commitment,1,1,8,0,52,57.55,1
worker-136,4,commitment,1,1,9,0,52,57.15,1
worker-136,5,commitment,1,1,0,1,52,64.25,1
worker-136,6,commitment,1,1,1,1,52,63.85,1
worker-136,7,commitment,1,1,2,1,52,63.45,1
worker-136,8,commitment,1,1,3,0,52,63.05,1
worker-136,9,commitment,1,1,4,0,52,62.65,1
worker-136,10,commitment,1,1,5,0,52,62.25,1
worker-137,1,standard,0,1,7,0,52,54.0,1
worker-137,2,standard,0,1,8,0,52,53.6,1
worker-137,3,standard,0,1,9,0,52,53.2,1
worker-137,4,standard,0,1,0,1,52,60.3,1
worker-137,5,standard,0,1,1,1,52,59.9,1
worker-137,6,standard,0,1,2,1,52,59.5,1
worker-137,7,standard,0,1,3,0,52,59.1,1
worker-137,8,standard,0,1,4,0,52,58.7,1
worker-137,9,standard,0,1,5,0,52,58.3,1
worker-137,10,standard,0,1,6,0,52,57.9,1
worker-138,1,standard,0,0,8,0,52,50.65,0
worker-138,2,standard,0,0,9,0,52,50.25,0
worker-138,3,standard,0,0,0,1,52,57.35,1
worker-138,4,standard,0,0,1,1,52,56.95,1
worker-138,5,standard,0,0,2,1,52,56.55,1
worker-138,6,standard,0,0,3,0,52,56.15,1
worker-138,7,standard,0,0,4,0,52,55.75,1
worker-138,8,standard,0,0,5,0,52,55.35,1
worker-138,9,standard,0,0,6,0,52,54.95,1
worker-138,10,standard,0,0,7,0,52,54.55,1
worker-139,1,standard,0,0,9,0,52,50.5,0
worker-139,2,standard,0,0,0,1,52,57.6,1
worker-139,3,standard,0,0,1,1,52,57.2,1
worker-139,4,standard,0,0,2,1,52,56.8,1
worker-139,5,standard,0,0,3,0,52,56.4,1
worker-139,6,standard,0,0,4,0,52,56.0,1
worker-139,7,standard,0,0,5,0,52,55.6,1
worker-139,8,standard,0,0,6,0,52,55.2,1
worker-139,9,standard,0,0,7,0,52,54.8,1
worker-139,10,standard,0,0,8,0,52,54.4,1
worker-140,1,commitment,1,1,0,1,52,59.25,1
worker-140,2,commitment,1,1,1,1,52,58.85,1
worker-140,3,commitment,1,1,2,1,52,58.45,1
worker-140,4,commitment,1,1,3,0,52,58.05,1
worker-140,5,commitment,1,1,4,0,52,57.65,1
worker-140,6,commitment,1,1,5,0,52,57.25,1
worker-140,7,commitment,1,1,6,0,52,56.85,1
worker-140,8,commitment,1,1,7,0,52,56.45,1
worker-140,9,commitment,1,1,8,0,52,56.05,1
worker-140,10,commitment,1,1,9,0,52,55.65,1
worker-141,1,commitment,1,1,1,1,52,59.1,1
worker-141,2,commitment,1,1,2,1,52,58.7,1
worker-141,3,commitment,1,1,3,0,52,58.3,1
worker-141,4,commitment,1,1,4,0,52,57.9,1
worker-141,5,commitment,1,1,5,0,52,57.5,1
worker-141,6,commitment,1,1,6,0,52,57.1,1
worker-141,7,commitment,1,1,7,0,52,56.7,1
worker-141,8,commitment,1,1,8,0,52,56.3,1
worker-141,9,commitment,1,1,9,0,52,55.9,1
worker-141,10,commitment,1,1,0,1,52,63.0,1
worker-142,1,standard,0,0,2,1,52,51.55,0
worker-142,2,standard,0,0,3,0,52,51.15,0
worker-142,3,standard,0,0,4,0,52,50.75,0
worker-142,4,standard,0,0,5,0,52,50.35,0
worker-142,5,standard,0,0,6,0,52,49.95,0
worker-142,6,standard,0,0,7,0,52,49.55,0
worker-142,7,standard,0,0,8,0,52,49.15,0
worker-142,8,standard,0,0,9,0,52,48.75,0
worker-142,9,standard,0,0,0,1,52,55.85,1
worker-142,10,standard,0,0,1,1,52,55.45,1
worker-143,1,standard,0,0,3,0,52,51.4,0
worker-143,2,standard,0,0,4,0,52,51.0,0
worker-143,3,standard,0,0,5,0,52,50.6,0
worker-143,4,standard,0,0,6,0,52,50.2,0
worker-143,5,standard,0,0,7,0,52,49.8,0
worker-143,6,standard,0,0,8,0,52,49.4,0
worker-143,7,standard,0,0,9,0,52,49.0,0
worker-143,8,standard,0,0,0,1,52,56.1,1
worker-143,9,standard,0,0,1,1,52,55.7,1
worker-143,10,standard,0,0,2,1,52,55.3,1
worker-144,1,standard,0,1,4,0,52,54.45,1
worker-144,2,standard,0,1,5,0,52,54.05,1
worker-144,3,standard,0,1,6,0,52,53.65,1
worker-144,4,standard,0,1,7,0,52,53.25,1
worker-144,5,standard,0,1,8,0,52,52.85,1
worker-144,6,standard,0,1,9,0,52,52.45,1
worker-144,7,standard,0,1,0,1,52,59.55,1
worker-144,8,standard,0,1,1,1,52,59.15,1
worker-144,9,standard,0,1,2,1,52,58.75,1
worker-144,10,standard,0,1,3,0,52,58.35,1
worker-145,1,commitment,1,1,5,0,52,58.5,1
worker-145,2,commitment,1,1,6,0,52,58.1,1
worker-145,3,commitment,1,1,7,0,52,57.7,1
worker-145,4,commitment,1,1,8,0,52,57.3,1
worker-145,5,commitment,1,1,9,0,52,56.9,1
worker-145,6,commitment,1,1,0,1,52,64.0,1
worker-145,7,commitment,1,1,1,1,52,63.6,1
worker-145,8,commitment,1,1,2,1,52,63.2,1
worker-145,9,commitment,1,1,3,0,52,62.8,1
worker-145,10,commitment,1,1,4,0,52,62.4,1
worker-146,1,commitment,1,0,6,0,52,55.15,1
worker-146,2,commitment,1,0,7,0,52,54.75,1
worker-146,3,commitment,1,0,8,0,52,54.35,1
worker-146,4,commitment,1,0,9,0,52,53.95,1
worker-146,5,commitment,1,0,0,1,52,61.05,1
worker-146,6,commitment,1,0,1,1,52,60.65,1
worker-146,7,commitment,1,0,2,1,52,60.25,1
worker-146,8,commitment,1,0,3,0,52,59.85,1
worker-146,9,commitment,1,0,4,0,52,59.45,1
worker-146,10,commitment,1,0,5,0,52,59.05,1
worker-147,1,standard,0,0,7,0,52,50.8,0
worker-147,2,standard,0,0,8,0,52,50.4,0
worker-147,3,standard,0,0,9,0,52,50.0,0
worker-147,4,standard,0,0,0,1,52,57.1,1
worker-147,5,standard,0,0,1,1,52,56.7,1
worker-147,6,standard,0,0,2,1,52,56.3,1
worker-147,7,standard,0,0,3,0,52,55.9,1
worker-147,8,standard,0,0,4,0,52,55.5,1
worker-147,9,standard,0,0,5,0,52,55.1,1
worker-147,10,standard,0,0,6,0,52,54.7,1
worker-148,1,standard,0,1,8,0,52,53.85,1
worker-148,2,standard,0,1,9,0,52,53.45,1
worker-148,3,standard,0,1,0,1,52,60.55,1
worker-148,4,standard,0,1,1,1,52,60.15,1
worker-148,5,standard,0,1,2,1,52,59.75,1
worker-148,6,standard,0,1,3,0,52,59.35,1
worker-148,7,standard,0,1,4,0,52,58.95,1
worker-148,8,standard,0,1,5,0,52,58.55,1
worker-148,9,standard,0,1,6,0,52,58.15,1
worker-148,10,standard,0,1,7,0,52,57.75,1
worker-149,1,standard,0,1,9,0,52,53.7,1
worker-149,2,standard,0,1,0,1,52,60.8,1
worker-149,3,standard,0,1,1,1,52,60.4,1
worker-149,4,standard,0,1,2,1,52,60.0,1
worker-149,5,standard,0,1,3,0,52,59.6,1
worker-149,6,standard,0,1,4,0,52,59.2,1
worker-149,7,standard,0,1,5,0,52,58.8,1
worker-149,8,standard,0,1,6,0,52,58.4,1
worker-149,9,standard,0,1,7,0,52,58.0,1
worker-149,10,standard,0,1,8,0,52,57.6,1
worker-150,1,commitment,1,0,0,1,52,56.05,1
worker-150,2,commitment,1,0,1,1,52,55.65,1
worker-150,3,commitment,1,0,2,1,52,55.25,1
worker-150,4,commitment,1,0,3,0,52,54.85,1
worker-150,5,commitment,1,0,4,0,52,54.45,1
worker-150,6,commitment,1,0,5,0,52,54.05,1
worker-150,7,commitment,1,0,6,0,52,53.65,1
worker-150,8,commitment,1,0,7,0,52,53.25,1
worker-150,9,commitment,1,0,8,0,52,52.85,1
worker-150,10,commitment,1,0,9,0,52,52.45,1
worker-151,1,commitment,1,0,1,1,52,55.9,1
worker-151,2,commitment,1,0,2,1,52,55.5,1
worker-151,3,commitment,1,0,3,0,52,55.1,1
worker-151,4,commitment,1,0,4,0,52,54.7,1
worker-151,5,commitment,1,0,5,0,52,54.3,1
worker-151,6,commitment,1,0,6,0,52,53.9,1
worker-151,7,commitment,1,0,7,0,52,53.5,1
worker-151,8,commitment,1,0,8,0,52,53.1,1
worker-151,9,commitment,1,0,9,0,52,52.7,1
worker-151,10,commitment,1,0,0,1,52,59.8,1
worker-152,1,standard,0,1,2,1,52,54.75,1
worker-152,2,standard,0,1,3,0,52,54.35,1
worker-152,3,standard,0,1,4,0,52,53.95,1
worker-152,4,standard,0,1,5,0,52,53.55,1
worker-152,5,standard,0,1,6,0,52,53.15,1
worker-152,6,standard,0,1,7,0,52,52.75,1
worker-152,7,standard,0,1,8,0,52,52.35,1
worker-152,8,standard,0,1,9,0,52,51.95,0
worker-152,9,standard,0,1,0,1,52,59.05,1
worker-152,10,standard,0,1,1,1,52,58.65,1
worker-153,1,standard,0,1,3,0,52,54.6,1
worker-153,2,standard,0,1,4,0,52,54.2,1
worker-153,3,standard,0,1,5,0,52,53.8,1
worker-153,4,standard,0,1,6,0,52,53.4,1
worker-153,5,standard,0,1,7,0,52,53.0,1
worker-153,6,standard,0,1,8,0,52,52.6,1
worker-153,7,standard,0,1,9,0,52,52.2,1
worker-153,8,standard,0,1,0,1,52,59.3,1
worker-153,9,standard,0,1,1,1,52,58.9,1
worker-153,10,standard,0,1,2,1,52,58.5,1
worker-154,1,standard,0,0,4,0,52,51.25,0
worker-154,2,standard,0,0,5,0,52,50.85,0
worker-154,3,standard,0,0,6,0,52,50.45,0
worker-154,4,standard,0,0,7,0,52,50.05,0
worker-154,5,standard,0,0,8,0,52,49.65,0
worker-154,6,standard,0,0,9,0,52,49.25,0
worker-154,7,standard,0,0,0,1,52,56.35,1
worker-154,8,standard,0,0,1,1,52,55.95,1
worker-154,9,standard,0,0,2,1,52,55.55,1
worker-154,10,standard,0,0,3,0,52,55.15,1
worker-155,1,commitment,1,0,5,0,52,55.3,1
worker-155,2,commitment,1,0,6,0,52,54.9,1
worker-155,3,commitment,1,0,7,0,52,54.5,1
worker-155,4,commitment,1,0,8,0,52,54.1,1
worker-155,5,commitment,1,0,9,0,52,53.7,1
worker-155,6,commitment,1,0,0,1,52,60.8,1
worker-155,7,commitment,1,0,1,1,52,60.4,1
worker-155,8,commitment,1,0,2,1,52,60.0,1
worker-155,9,commitment,1,0,3,0,52,59.6,1
worker-155,10,commitment,1,0,4,0,52,59.2,1
worker-156,1,commitment,1,1,6,0,52,58.35,1
worker-156,2,commitment,1,1,7,0,52,57.95,1
worker-156,3,commitment,1,1,8,0,52,57.55,1
worker-156,4,commitment,1,1,9,0,52,57.15,1
worker-156,5,commitment,1,1,0,1,52,64.25,1
worker-156,6,commitment,1,1,1,1,52,63.85,1
worker-156,7,commitment,1,1,2,1,52,63.45,1
worker-156,8,commitment,1,1,3,0,52,63.05,1
worker-156,9,commitment,1,1,4,0,52,62.65,1
worker-156,10,commitment,1,1,5,0,52,62.25,1
worker-157,1,standard,0,1,7,0,52,54.0,1
worker-157,2,standard,0,1,8,0,52,53.6,1
worker-157,3,standard,0,1,9,0,52,53.2,1
worker-157,4,standard,0,1,0,1,52,60.3,1
worker-157,5,standard,0,1,1,1,52,59.9,1
worker-157,6,standard,0,1,2,1,52,59.5,1
worker-157,7,standard,0,1,3,0,52,59.1,1
worker-157,8,standard,0,1,4,0,52,58.7,1
worker-157,9,standard,0,1,5,0,52,58.3,1
worker-157,10,standard,0,1,6,0,52,57.9,1
worker-158,1,standard,0,0,8,0,52,50.65,0
worker-158,2,standard,0,0,9,0,52,50.25,0
