choice_id,worker_id,caregiver,long_commute,wage_a,wage_b,predictable_a,predictable_b,remote_a,remote_b,flexibility_a,flexibility_b,chosen_offer_a
1066,178,0,0,31,23,1,1,1,1,1,1,0
1067,178,0,0,33,25,1,0,0,0,1,0,1
1068,178,0,0,34,32,0,0,0,0,1,1,1
1069,179,0,0,20,28,1,1,0,0,0,1,0
1070,179,0,0,22,28,0,1,0,1,0,1,0
1071,179,0,0,24,20,0,0,0,0,0,0,1
1072,179,0,0,28,24,0,0,0,0,0,1,1
1073,179,0,0,25,23,0,1,0,0,1,0,1
1074,179,0,0,21,34,0,0,0,0,1,1,0
1075,180,0,1,24,28,1,1,1,1,0,1,0
1076,180,0,1,24,30,1,0,1,0,0,0,1
1077,180,0,1,30,33,1,1,0,0,0,1,0
1078,180,0,1,31,23,1,0,1,0,1,0,1
1079,180,0,1,31,30,1,0,0,0,1,0,0
1080,180,0,1,33,34,0,1,0,0,1,1,0
1081,181,1,0,33,29,0,1,1,1,1,0,0
1082,181,1,0,25,32,1,0,0,0,1,1,0
1083,181,1,0,27,34,1,1,1,0,0,0,1
1084,181,1,0,21,32,0,1,1,0,1,1,0
1085,181,1,0,26,34,0,1,0,0,1,0,0
1086,181,1,0,26,22,0,1,0,0,1,0,0
1087,182,1,0,24,32,1,1,1,0,1,1,0
1088,182,1,0,27,29,0,1,0,0,0,0,0
1089,182,1,0,31,23,0,0,0,0,0,1,1
1090,182,1,0,27,29,1,0,0,0,1,1,0
1091,182,1,0,26,25,0,0,1,1,1,1,0
1092,182,1,0,22,31,0,1,0,0,1,1,0
1093,183,0,0,21,21,0,1,0,0,0,1,0
1094,183,0,0,33,27,1,0,1,0,0,0,1
1095,183,0,0,26,30,1,1,0,1,0,0,1
1096,183,0,0,30,23,0,0,1,0,0,0,1
1097,183,0,0,29,24,1,0,0,0,0,0,1
1098,183,0,0,29,26,1,0,1,0,0,1,1
1099,184,0,1,27,27,1,0,0,0,0,0,1
1100,184,0,1,20,24,1,1,1,1,0,1,0
1101,184,0,1,25,23,1,1,0,0,0,0,1
1102,184,0,1,21,34,0,0,1,0,1,0,0
1103,184,0,1,33,27,1,0,0,1,0,0,1
1104,184,0,1,22,31,0,1,1,1,0,1,0
1105,185,0,0,22,27,1,1,0,0,1,0,0
1106,185,0,0,34,32,0,1,1,0,0,0,1
1107,185,0,0,30,20,0,1,0,1,1,1,1
1108,185,0,0,34,26,0,0,0,1,0,0,1
1109,185,0,0,29,22,0,1,1,1,0,0,0
1110,185,0,0,31,23,1,0,1,0,0,0,1
1111,186,1,0,29,31,0,0,0,1,0,0,1
1112,186,1,0,21,26,1,0,0,1,1,0,0
1113,186,1,0,34,28,0,0,1,0,0,1,1
1114,186,1,0,34,22,1,0,1,0,0,0,1
1115,186,1,0,21,26,1,0,0,1,0,0,0
1116,186,1,0,33,30,1,1,0,0,0,1,0
1117,187,1,0,33,20,0,1,0,1,1,0,1
1118,187,1,0,31,34,1,0,1,1,0,1,0
1119,187,1,0,34,22,1,0,0,1,1,1,1
1120,187,1,0,27,32,0,1,0,0,0,0,0
1121,187,1,0,24,34,0,1,0,1,1,0,0
1122,187,1,0,34,30,0,1,0,0,1,0,1
1123,188,0,1,28,32,0,0,1,0,1,0,0
1124,188,0,1,24,21,0,0,0,0,0,1,1
1125,188,0,1,32,24,0,0,0,0,0,0,1
1126,188,0,1,27,27,0,0,1,0,0,0,0
1127,188,0,1,29,32,0,0,0,1,0,0,0
1128,188,0,1,29,34,0,1,0,0,0,0,0
1129,189,0,0,31,29,0,0,0,0,1,1,0
1130,189,0,0,32,28,1,0,0,0,0,0,1
1131,189,0,0,30,31,0,0,1,0,0,0,1
1132,189,0,0,27,33,0,0,1,0,1,1,1
1133,189,0,0,28,28,1,0,0,0,0,0,0
1134,189,0,0,28,21,0,1,0,0,0,1,0
1135,190,0,0,32,30,1,1,0,0,1,1,0
1136,190,0,0,22,34,0,0,1,1,0,0,0
1137,190,0,0,30,25,1,0,1,0,0,0,1
1138,190,0,0,23,33,0,1,0,0,1,0,0
1139,190,0,0,24,29,1,1,0,1,0,0,0
1140,190,0,0,29,23,0,1,0,1,1,1,1
1141,191,1,0,20,29,0,1,1,1,1,0,0
1142,191,1,0,28,24,0,1,1,0,0,0,0
1143,191,1,0,32,29,0,0,0,0,1,1,0
1144,191,1,0,21,29,1,1,0,0,0,1,0
1145,191,1,0,29,33,0,0,0,1,0,1,0
1146,191,1,0,20,28,1,1,1,0,1,1,0
1147,192,1,1,29,22,0,0,0,0,1,1,1
1148,192,1,1,28,33,0,1,1,1,0,0,1
1149,192,1,1,32,34,0,1,0,0,1,0,1
1150,192,1,1,30,31,0,0,0,0,0,0,1
1151,192,1,1,22,27,1,1,0,0,1,1,0
1152,192,1,1,22,22,0,0,0,0,1,0,0
1153,193,0,0,34,27,0,0,0,1,0,0,0
1154,193,0,0,24,26,0,1,1,0,0,1,0
1155,193,0,0,29,25,1,1,0,0,0,1,1
1156,193,0,0,32,31,0,1,0,0,1,0,1
1157,193,0,0,23,31,0,1,0,1,0,0,0
1158,193,0,0,33,29,0,1,1,0,0,1,0
1159,194,0,0,24,34,0,1,1,1,1,1,0
1160,194,0,0,27,31,1,0,0,0,1,0,1
1161,194,0,0,33,29,0,1,0,1,0,0,1
1162,194,0,0,26,31,0,0,1,0,1,1,0
1163,194,0,0,31,20,1,0,1,0,0,1,1
1164,194,0,0,27,29,0,1,0,1,0,1,0
1165,195,0,0,25,31,1,0,0,0,0,0,1
1166,195,0,0,32,26,1,0,0,1,1,1,1
1167,195,0,0,25,22,1,0,0,1,0,0,1
1168,195,0,0,28,27,1,1,1,0,1,0,1
1169,195,0,0,34,24,0,1,0,0,0,1,0
1170,195,0,0,21,34,1,1,0,0,0,0,0
1171,196,1,1,27,24,1,1,1,0,1,0,1
1172,196,1,1,32,22,1,0,0,1,0,0,1
1173,196,1,1,30,26,0,0,1,0,1,0,1
1174,196,1,1,24,20,0,1,0,0,1,0,1
1175,196,1,1,22,24,0,0,0,0,0,1,0
1176,196,1,1,29,32,0,0,1,0,1,1,1
1177,197,1,0,27,26,1,1,1,1,1,1,1
1178,197,1,0,20,33,0,1,1,0,0,0,0
1179,197,1,0,32,26,1,1,0,0,0,1,1
1180,197,1,0,25,32,0,0,0,1,0,1,0
1181,197,1,0,24,34,1,1,0,0,1,0,0
1182,197,1,0,29,21,0,0,0,1,0,0,1
1183,198,0,0,32,26,0,0,0,0,0,0,0
1184,198,0,0,31,24,1,0,1,1,0,0,1
1185,198,0,0,26,30,0,0,0,0,0,1,0
1186,198,0,0,34,22,0,0,0,0,1,0,1
1187,198,0,0,22,34,0,1,0,0,1,0,0
1188,198,0,0,20,30,1,0,0,0,1,0,0
1189,199,0,0,26,20,0,0,0,1,1,0,1
1190,199,0,0,33,27,1,1,1,0,1,0,1
1191,199,0,0,34,34,0,0,1,0,1,1,0
1192,199,0,0,27,23,1,1,0,0,0,1,1
1193,199,0,0,20,21,0,1,0,0,0,0,1
1194,199,0,0,25,22,1,1,1,0,1,1,1
1195,200,0,1,31,34,1,0,0,0,0,0,1
1196,200,0,1,26,26,1,1,0,0,1,0,1
1197,200,0,1,32,31,0,0,0,0,1,1,1
1198,200,0,1,29,29,1,1,0,1,0,0,0
1199,200,0,1,24,21,1,1,0,0,0,0,0
1200,200,0,1,31,26,1,0,1,1,1,0,1
1201,201,1,0,22,26,0,1,1,0,1,0,0
1202,201,1,0,31,33,1,1,0,0,0,0,1
1203,201,1,0,27,22,1,1,0,0,0,0,0
1204,201,1,0,21,26,0,0,1,1,0,1,0
1205,201,1,0,32,28,0,0,0,1,0,0,1
1206,201,1,0,23,22,0,0,0,1,0,0,0
1207,202,1,0,24,31,1,1,0,0,1,0,0
1208,202,1,0,27,21,0,0,1,0,0,0,0
1209,202,1,0,28,25,0,1,0,1,1,1,1
1210,202,1,0,34,32,1,1,0,1,0,0,1
1211,202,1,0,22,22,0,0,1,0,0,0,0
1212,202,1,0,25,22,1,1,1,0,0,0,1
1213,203,0,0,21,21,1,1,0,0,1,0,0
1214,203,0,0,32,27,0,0,0,1,1,0,0
1215,203,0,0,30,30,0,1,0,0,0,0,0
1216,203,0,0,22,22,1,0,0,0,1,1,1
1217,203,0,0,29,23,1,0,0,0,0,1,1
1218,203,0,0,23,25,0,0,0,0,0,0,1
1219,204,0,1,23,23,1,0,1,0,0,0,1
1220,204,0,1,22,29,0,1,0,0,0,0,0
1221,204,0,1,31,23,1,1,0,1,0,1,0
1222,204,0,1,26,22,1,1,1,0,1,0,1
1223,204,0,1,30,29,1,0,0,1,0,1,1
1224,204,0,1,28,25,1,1,1,0,0,0,1
1225,205,0,0,25,26,0,0,1,0,0,1,0
1226,205,0,0,30,28,1,0,0,0,0,0,0
1227,205,0,0,31,20,1,0,1,0,0,0,1
1228,205,0,0,32,21,1,1,0,0,0,0,1
1229,205,0,0,25,26,1,0,0,0,0,0,0
1230,205,0,0,29,28,0,1,0,1,0,0,0
1231,206,1,0,21,34,0,0,0,0,0,1,0
1232,206,1,0,34,33,1,0,1,1,1,0,1
1233,206,1,0,23,20,0,1,1,1,1,0,1
1234,206,1,0,25,27,0,0,0,0,1,0,0
1235,206,1,0,30,27,1,1,1,0,1,1,1
1236,206,1,0,24,21,1,1,0,0,0,1,0
1237,207,1,0,29,34,1,1,1,0,1,1,1
1238,207,1,0,21,27,0,1,0,0,1,0,0
1239,207,1,0,29,30,0,0,0,0,0,1,1
1240,207,1,0,28,27,0,0,1,0,0,1,1
1241,207,1,0,33,29,0,1,0,1,1,1,1
1242,207,1,0,28,32,1,0,1,1,1,1,1
1243,208,0,1,27,26,0,1,0,0,0,1,0
1244,208,0,1,23,29,0,1,0,1,0,0,1
1245,208,0,1,26,27,0,0,0,0,0,0,0
1246,208,0,1,30,20,1,0,0,0,0,0,1
1247,208,0,1,32,28,0,0,0,1,0,1,1
1248,208,0,1,22,26,1,0,0,1,1,0,0
1249,209,0,0,21,31,1,0,1,0,1,0,1
1250,209,0,0,21,34,0,0,1,1,0,0,0
1251,209,0,0,25,31,1,0,0,0,1,1,0
1252,209,0,0,33,32,0,1,0,1,1,1,0
1253,209,0,0,24,23,1,1,0,1,0,1,0
1254,209,0,0,21,21,1,1,0,0,1,1,0
1255,210,0,0,33,31,0,1,0,1,0,1,0
1256,210,0,0,26,22,0,0,0,0,0,0,0
1257,210,0,0,27,34,1,1,0,1,1,1,0
1258,210,0,0,29,24,0,0,0,1,1,0,1
1259,210,0,0,23,25,0,1,0,0,1,1,1
1260,210,0,0,24,21,0,1,0,0,1,1,1
1261,211,1,0,22,32,0,1,0,0,0,0,0
1262,211,1,0,25,30,1,1,0,0,1,0,0
1263,211,1,0,20,21,0,1,1,1,1,1,0
1264,211,1,0,21,25,0,1,0,0,1,1,1
1265,211,1,0,21,31,1,0,1,0,0,0,0
1266,211,1,0,26,24,0,0,0,0,0,1,1
1267,212,1,1,22,30,1,1,0,1,0,0,0
1268,212,1,1,34,22,0,0,1,0,0,0,1
1269,212,1,1,31,34,1,1,0,1,0,1,0
1270,212,1,1,34,29,0,1,1,0,1,0,1
1271,212,1,1,23,25,0,1,0,1,1,0,0
1272,212,1,1,20,22,0,1,0,0,0,0,0
1273,213,0,0,27,23,0,0,1,0,1,0,1
1274,213,0,0,28,27,1,1,0,0,1,0,1
1275,213,0,0,25,23,1,1,0,0,0,0,0
1276,213,0,0,23,24,0,1,1,0,1,0,1
1277,213,0,0,23,24,0,1,0,0,0,1,1
1278,213,0,0,24,24,1,0,0,0,0,1,0
1279,214,0,0,27,30,0,1,0,1,0,1,0
1280,214,0,0,34,31,1,0,1,1,1,0,1
1281,214,0,0,28,25,0,1,0,1,1,0,0
1282,214,0,0,34,29,0,0,0,0,0,1,0
1283,214,0,0,25,27,1,0,0,0,0,1,0
1284,214,0,0,33,20,0,1,1,0,0,0,1
1285,215,0,0,26,28,0,1,1,1,1,1,0
1286,215,0,0,25,23,0,1,0,0,1,0,1
1287,215,0,0,28,23,1,1,1,1,1,1,0
1288,215,0,0,32,25,0,1,0,0,0,0,1
1289,215,0,0,22,29,1,1,1,1,1,0,0
1290,215,0,0,24,23,0,0,0,0,0,1,0
1291,216,1,1,31,30,0,1,1,0,0,0,1
1292,216,1,1,34,34,0,1,0,0,1,1,1
1293,216,1,1,30,31,1,0,0,0,0,0,1
1294,216,1,1,34,22,0,1,0,0,0,1,0
1295,216,1,1,34,21,0,0,0,0,0,1,1
1296,216,1,1,30,28,1,0,1,0,0,1,1
1297,217,1,0,25,33,1,1,0,0,1,0,0
1298,217,1,0,26,24,0,1,0,0,1,0,1
1299,217,1,0,20,22,0,0,0,0,0,1,1
1300,217,1,0,31,28,1,0,0,0,1,0,1
1301,217,1,0,31,24,0,1,0,0,0,0,1
1302,217,1,0,21,23,1,0,1,1,1,0,1
1303,218,0,0,30,27,1,0,0,0,1,0,1
1304,218,0,0,20,30,1,0,0,0,1,1,0
1305,218,0,0,25,32,1,1,0,1,0,1,0
1306,218,0,0,28,29,0,0,0,0,1,1,0
1307,218,0,0,27,32,1,1,0,0,1,1,0
1308,218,0,0,22,30,1,1,1,1,1,1,0
1309,219,0,0,32,32,0,1,0,0,0,0,1
1310,219,0,0,21,33,1,0,0,0,0,1,0
1311,219,0,0,27,31,1,1,1,0,0,1,0
1312,219,0,0,27,32,1,1,1,1,0,1,0
1313,219,0,0,20,27,0,1,1,0,0,1,0
1314,219,0,0,21,31,1,0,1,0,1,0,0
1315,220,0,1,28,33,0,1,1,0,0,0,1
1316,220,0,1,32,32,1,1,0,1,1,1,1
1317,220,0,1,32,34,1,1,1,0,1,0,1
1318,220,0,1,34,26,0,1,0,0,0,1,0
1319,220,0,1,26,33,1,0,1,1,1,0,0
1320,220,0,1,27,23,0,1,0,1,1,0,1
1321,221,1,0,25,32,1,0,1,0,0,0,1
1322,221,1,0,34,25,1,0,0,1,1,0,1
1323,221,1,0,32,33,0,1,1,0,0,1,0
1324,221,1,0,31,25,1,1,0,1,0,0,1
1325,221,1,0,23,20,0,0,0,0,1,1,1
1326,221,1,0,26,27,0,1,0,1,1,1,0
1327,222,1,0,21,20,0,1,0,0,1,0,1
1328,222,1,0,31,30,0,0,1,0,0,0,1
1329,222,1,0,31,29,0,0,1,0,1,0,0
1330,222,1,0,31,32,0,0,1,0,0,0,1
1331,222,1,0,32,32,1,1,0,0,1,0,1
1332,222,1,0,33,24,1,0,1,0,0,0,1
1333,223,0,0,30,24,0,0,0,0,0,0,1
1334,223,0,0,24,26,0,1,1,0,1,1,0
1335,223,0,0,32,26,0,0,1,1,0,0,1
1336,223,0,0,20,28,0,1,0,1,0,1,0
1337,223,0,0,23,26,1,0,1,0,1,0,1
1338,223,0,0,21,20,1,1,0,0,1,0,1
1339,224,0,1,34,22,1,0,1,0,0,0,1
1340,224,0,1,25,31,1,0,1,0,1,0,1
1341,224,0,1,24,24,1,1,1,1,0,1,0
1342,224,0,1,34,21,1,0,1,1,1,0,1
1343,224,0,1,25,25,0,0,1,0,1,1,1
1344,224,0,1,32,33,1,0,0,0,0,0,0
1345,225,0,0,20,33,1,1,0,0,1,1,0
1346,225,0,0,24,24,0,0,0,0,1,0,1
1347,225,0,0,33,25,1,0,1,1,0,0,1
1348,225,0,0,21,34,0,1,0,0,0,1,0
1349,225,0,0,27,34,1,0,0,0,1,0,1
1350,225,0,0,26,34,1,1,1,0,0,0,1
1351,226,1,0,22,24,1,0,1,0,0,0,0
1352,226,1,0,33,25,0,1,0,0,1,0,1
1353,226,1,0,23,26,1,1,0,0,1,0,0
1354,226,1,0,22,21,1,1,1,1,1,0,1
1355,226,1,0,29,29,0,0,0,1,0,0,0
1356,226,1,0,22,33,0,0,0,0,1,1,0
1357,227,1,0,34,31,1,0,0,0,0,0,1
1358,227,1,0,33,29,0,0,0,1,0,1,0
1359,227,1,0,27,27,1,1,0,1,0,1,1
1360,227,1,0,31,33,1,0,0,1,1,0,1
1361,227,1,0,22,31,1,0,0,0,0,0,0
1362,227,1,0,22,28,1,0,0,1,0,0,0
1363,228,0,1,26,29,0,1,0,0,1,1,0
1364,228,0,1,20,30,1,1,0,0,0,0,0
1365,228,0,1,29,26,1,0,0,0,1,0,1
1366,228,0,1,32,21,1,1,1,0,1,0,1
1367,228,0,1,21,31,1,1,0,0,0,1,0
1368,228,0,1,26,26,1,0,0,1,1,1,0
1369,229,0,0,31,20,1,1,0,0,0,0,1
1370,229,0,0,22,23,0,1,1,0,1,0,0
1371,229,0,0,26,25,1,0,0,0,0,1,1
1372,229,0,0,22,33,0,0,0,0,0,0,0
1373,229,0,0,28,22,1,0,0,0,1,1,1
1374,229,0,0,21,27,1,1,0,0,0,0,0
1375,230,0,0,33,31,1,1,0,0,1,0,1
1376,230,0,0,33,24,1,0,0,0,1,1,1
1377,230,0,0,24,27,0,1,1,0,0,0,0
1378,230,0,0,25,25,0,0,0,0,0,0,1
1379,230,0,0,32,26,0,1,0,0,0,1,1
1380,230,0,0,23,24,0,0,0,1,0,1,0
1381,231,1,0,23,21,1,0,1,0,1,0,1
1382,231,1,0,24,29,1,1,0,1,0,1,0
1383,231,1,0,27,33,1,1,1,0,0,0,0
1384,231,1,0,21,29,0,0,0,0,0,1,0
1385,231,1,0,25,22,1,0,0,0,1,1,0
1386,231,1,0,27,21,0,0,0,0,1,1,1
1387,232,1,1,24,31,1,1,0,0,0,0,0
1388,232,1,1,21,34,1,0,1,0,1,1,0
1389,232,1,1,24,34,1,0,0,0,0,1,1
1390,232,1,1,22,30,1,0,0,0,0,1,0
1391,232,1,1,33,34,0,1,0,0,1,1,0
1392,232,1,1,28,34,1,1,1,0,0,1,0
1393,233,0,0,23,30,1,1,0,0,0,1,0
1394,233,0,0,27,23,0,0,1,0,0,1,0
1395,233,0,0,26,31,1,1,0,1,1,1,1
1396,233,0,0,29,22,0,1,1,0,1,0,1
1397,233,0,0,30,29,1,0,1,1,0,1,0
1398,233,0,0,24,22,0,0,1,0,0,0,1
1399,234,0,0,24,20,1,1,0,0,0,0,1
1400,234,0,0,21,24,0,1,1,0,0,0,0
1401,234,0,0,25,24,0,1,1,0,0,0,0
1402,234,0,0,33,21,0,1,1,1,1,1,1
1403,234,0,0,27,32,1,1,0,0,1,1,0
1404,234,0,0,23,31,1,0,0,1,0,0,0
1405,235,0,0,22,26,1,0,0,0,1,1,0
1406,235,0,0,31,34,1,0,0,1,0,1,0
1407,235,0,0,22,31,0,1,0,0,1,0,1
1408,235,0,0,28,33,1,1,1,0,1,1,0
1409,235,0,0,29,28,0,1,1,0,1,1,0
1410,235,0,0,27,30,0,1,1,0,0,0,0
1411,236,1,1,22,25,0,1,0,0,0,0,0
1412,236,1,1,33,27,0,1,0,0,0,1,0
1413,236,1,1,30,21,1,0,0,1,0,1,1
1414,236,1,1,22,25,1,0,0,0,0,0,1
1415,236,1,1,24,22,1,1,0,0,0,1,0
1416,236,1,1,29,27,0,1,1,0,0,0,1
1417,237,1,0,24,30,1,0,0,0,0,0,0
1418,237,1,0,30,26,1,0,0,1,1,0,1
1419,237,1,0,22,32,1,0,1,0,1,0,0
1420,237,1,0,25,34,0,0,0,0,0,1,0
1421,237,1,0,31,24,1,1,0,0,1,1,1
1422,237,1,0,31,24,0,0,1,0,1,1,0
1423,238,0,0,22,33,0,0,0,0,1,0,0
1424,238,0,0,33,26,1,0,1,1,1,0,1
1425,238,0,0,34,24,0,1,0,0,0,1,1
1426,238,0,0,23,25,1,1,1,0,1,1,0
1427,238,0,0,23,27,0,0,1,1,1,0,0
1428,238,0,0,33,23,1,1,1,0,0,1,1
1429,239,0,0,28,22,1,1,0,1,0,1,0
1430,239,0,0,26,24,1,1,0,1,0,1,0
1431,239,0,0,28,20,1,0,1,1,1,1,1
1432,239,0,0,21,23,0,1,0,1,1,0,0
1433,239,0,0,32,22,1,0,1,0,1,1,1
1434,239,0,0,21,32,1,0,0,0,1,1,0
1435,240,0,1,28,20,0,0,0,0,0,0,0
1436,240,0,1,26,21,0,1,0,0,0,0,1
1437,240,0,1,32,33,0,0,0,1,1,1,0
1438,240,0,1,23,31,1,0,1,0,1,1,1
1439,240,0,1,31,32,0,0,0,0,1,0,0
1440,240,0,1,30,29,1,0,1,1,0,0,0
1441,241,1,0,33,34,0,0,0,0,1,1,0
1442,241,1,0,33,21,1,1,0,1,0,1,1
1443,241,1,0,30,28,1,1,0,1,1,0,1
1444,241,1,0,25,27,0,0,1,0,1,0,1
1445,241,1,0,27,29,1,1,0,0,0,0,0
1446,241,1,0,28,30,1,1,0,1,0,1,1
1447,242,1,0,25,25,0,0,1,1,0,1,1
1448,242,1,0,34,25,1,0,0,1,1,1,1
1449,242,1,0,20,33,1,0,0,0,0,0,0
1450,242,1,0,32,22,0,0,0,1,1,0,1
1451,242,1,0,22,23,1,1,0,0,0,1,0
1452,242,1,0,27,20,1,0,1,0,0,1,1
1453,243,0,0,21,24,1,0,0,0,1,1,1
1454,243,0,0,22,23,0,1,1,1,0,0,0
1455,243,0,0,25,28,1,1,0,0,0,0,1
1456,243,0,0,29,26,0,1,1,0,0,0,1
1457,243,0,0,29,20,1,1,0,1,0,1,0
1458,243,0,0,26,22,1,0,0,0,1,1,0
1459,244,0,1,25,31,1,0,1,1,1,1,0
1460,244,0,1,26,27,1,1,1,0,0,1,1
1461,244,0,1,20,34,1,0,1,1,0,0,0
1462,244,0,1,29,26,0,0,0,0,1,0,1
1463,244,0,1,32,21,1,0,1,1,0,0,1
1464,244,0,1,28,27,0,1,0,0,0,0,0
1465,245,0,0,31,27,0,0,0,0,1,0,1
1466,245,0,0,34,23,1,1,0,0,1,0,1
1467,245,0,0,32,27,0,0,1,0,1,0,1
1468,245,0,0,27,29,1,1,1,0,0,0,1
1469,245,0,0,31,23,1,1,1,0,1,0,1
1470,245,0,0,29,27,1,1,0,0,1,0,1
1471,246,1,0,32,23,0,0,0,0,1,0,1
1472,246,1,0,32,20,1,1,0,0,0,0,1
1473,246,1,0,27,28,0,1,0,1,1,0,0
1474,246,1,0,21,33,0,1,0,0,1,1,0
1475,246,1,0,20,24,0,0,0,0,1,1,0
1476,246,1,0,22,27,0,1,1,1,0,1,0
1477,247,1,0,28,28,1,1,0,0,1,0,1
1478,247,1,0,33,25,0,0,0,0,0,1,0
1479,247,1,0,30,22,1,1,1,0,1,1,0
1480,247,1,0,23,26,1,0,1,0,1,1,1
1481,247,1,0,30,26,0,1,0,0,1,0,1
1482,247,1,0,32,23,0,0,0,0,0,1,1
1483,248,0,1,30,30,1,1,0,0,0,1,0
1484,248,0,1,22,26,0,0,0,0,1,0,1
1485,248,0,1,23,26,1,1,0,0,1,0,1
1486,248,0,1,27,31,1,1,0,0,0,1,0
1487,248,0,1,33,20,1,1,0,1,1,0,1
1488,248,0,1,34,27,0,0,0,0,1,1,1
1489,249,0,0,32,25,0,0,1,1,0,0,0
1490,249,0,0,22,27,0,0,0,1,0,0,1
1491,249,0,0,20,23,1,0,0,0,0,1,1
1492,249,0,0,33,28,0,0,0,1,0,1,0
1493,249,0,0,24,28,0,0,0,0,0,0,1
1494,249,0,0,21,30,0,0,1,0,1,0,1
1495,250,0,0,26,32,1,0,0,0,1,1,0
1496,250,0,0,26,32,1,1,0,0,1,0,0
1497,250,0,0,22,32,0,1,0,0,1,0,0
1498,250,0,0,23,33,1,0,0,0,1,1,0
1499,250,0,0,26,25,1,1,1,1,1,0,1
1500,250,0,0,26,29,1,0,1,0,1,1,0
1501,251,1,0,26,31,1,1,1,0,0,0,0
1502,251,1,0,32,34,0,1,1,0,1,0,0
1503,251,1,0,25,26,0,1,0,0,1,0,0
1504,251,1,0,32,24,1,0,0,1,0,0,1
1505,251,1,0,21,23,1,1,0,0,1,1,1
1506,251,1,0,27,33,0,0,0,0,0,0,0
1507,252,1,1,25,27,1,0,0,0,0,1,1
1508,252,1,1,24,27,1,0,1,1,1,1,0
1509,252,1,1,26,21,1,0,0,1,1,0,1
1510,252,1,1,22,24,1,0,1,1,1,0,0
1511,252,1,1,26,27,0,0,0,0,0,0,0
1512,252,1,1,26,28,0,1,0,1,0,0,0
1513,253,0,0,33,27,0,0,0,1,1,0,1
1514,253,0,0,22,20,1,1,0,1,1,1,0
1515,253,0,0,24,30,1,0,1,0,1,0,1
1516,253,0,0,23,25,0,0,1,0,0,0,0
1517,253,0,0,22,23,0,1,0,0,1,0,0
1518,253,0,0,32,30,1,1,0,0,0,1,1
1519,254,0,0,29,33,0,1,1,0,0,1,0
1520,254,0,0,33,29,1,1,1,0,0,1,1
1521,254,0,0,23,33,0,1,0,0,0,0,0
1522,254,0,0,24,20,1,1,0,0,1,0,1
1523,254,0,0,29,25,0,0,0,0,1,0,0
1524,254,0,0,26,31,1,0,0,1,0,0,1
1525,255,0,0,33,23,1,0,0,1,0,0,1
1526,255,0,0,31,28,0,1,0,0,0,0,0
1527,255,0,0,26,30,1,1,1,1,0,0,0
1528,255,0,0,32,31,1,0,1,0,0,0,1
1529,255,0,0,25,33,1,0,1,0,1,1,0
1530,255,0,0,22,29,0,1,1,1,1,0,0
1531,256,1,1,27,29,0,0,0,1,0,1,0
1532,256,1,1,32,26,1,0,0,0,1,0,1
1533,256,1,1,30,24,0,1,0,0,0,0,0
1534,256,1,1,32,32,0,1,0,0,0,1,0
1535,256,1,1,28,29,0,1,0,1,0,1,0
1536,256,1,1,34,28,1,0,1,0,0,1,1
1537,257,1,0,30,20,0,1,0,0,1,1,1
1538,257,1,0,31,23,1,1,0,0,1,0,1
1539,257,1,0,27,22,1,0,0,0,0,0,1
1540,257,1,0,32,23,0,0,0,1,0,1,1
1541,257,1,0,33,32,1,0,1,0,1,0,1
1542,257,1,0,20,33,0,1,1,0,0,0,0
1543,258,0,0,26,32,0,0,1,1,1,0,0
1544,258,0,0,29,20,1,1,1,1,1,1,1
1545,258,0,0,23,27,1,0,0,1,0,0,0
1546,258,0,0,21,20,0,1,0,0,1,0,1
1547,258,0,0,34,20,1,1,0,0,0,0,1
1548,258,0,0,25,28,0,1,0,0,1,0,1
1549,259,0,0,23,22,0,1,0,1,0,1,0
1550,259,0,0,33,23,0,0,0,1,1,0,1
1551,259,0,0,23,33,1,1,0,1,0,0,1
1552,259,0,0,23,21,1,0,0,1,0,1,1
1553,259,0,0,21,24,0,0,1,0,0,0,0
1554,259,0,0,26,27,1,0,0,1,0,0,0
1555,260,0,1,30,30,0,0,0,0,0,1,0
1556,260,0,1,27,29,1,1,0,1,1,0,0
1557,260,0,1,33,28,1,0,1,1,0,0,1
1558,260,0,1,31,20,0,1,0,1,0,1,1
1559,260,0,1,27,24,0,1,1,0,1,1,1
1560,260,0,1,25,26,0,0,0,0,1,0,1
1561,261,1,0,30,28,1,1,0,0,0,0,1
1562,261,1,0,25,28,0,0,0,0,1,1,0
1563,261,1,0,33,30,1,0,0,1,0,0,1
1564,261,1,0,21,23,0,0,0,0,1,0,0
1565,261,1,0,30,30,1,1,1,0,1,0,1
1566,261,1,0,24,30,0,1,0,1,1,1,1
1567,262,1,0,31,28,0,0,0,0,0,1,1
1568,262,1,0,23,34,0,0,0,0,0,0,0
1569,262,1,0,30,33,0,0,1,0,0,1,0
1570,262,1,0,29,34,0,0,0,0,1,0,1
1571,262,1,0,21,31,1,0,1,0,1,0,1
1572,262,1,0,29,34,0,0,0,0,0,1,0
1573,263,0,0,23,30,1,1,1,1,0,0,0
1574,263,0,0,26,29,0,0,1,0,1,0,1
1575,263,0,0,25,34,0,0,0,0,1,1,0
1576,263,0,0,24,23,1,0,0,0,0,0,1
1577,263,0,0,28,27,1,1,0,0,0,0,0
1578,263,0,0,29,20,1,1,0,0,1,0,1
1579,264,0,1,32,24,1,1,0,0,0,0,1
1580,264,0,1,32,21,1,0,0,0,1,0,1
