opportunity_id,referrer_id,applicant_id,referrer_group,applicant_group,same_group,cross_group,link_exists,tie_strength,signal_quality,referrer_access,applicant_skill,observed_referral_probability,observed_referral,callback_probability,callback
O520,W054,W072,A,B,0,1,0,0.7578,0.6888,0.7587,0.562,0.4579,1,0.4162,1.0
O521,W068,W011,A,A,1,0,0,0.5644,0.536,0.6369,-0.5965,0.4717,0,0.3691,
O522,W054,W018,A,B,0,1,0,0.6012,0.5935,0.7587,-0.6488,0.4262,0,0.2797,
O523,W068,W057,A,A,1,0,1,0.98,0.98,0.6369,0.2907,0.8554,1,0.6258,1.0
O524,W058,W001,A,A,1,0,0,0.6365,0.5509,0.683,0.0036,0.4927,0,0.4313,
O525,W058,W009,A,A,1,0,0,0.4698,0.7354,0.683,0.2279,0.4586,1,0.4836,0.0
O526,W022,W035,A,B,0,1,0,0.7831,0.98,0.7786,0.7936,0.4657,0,0.5257,
O527,W023,W055,A,A,1,0,0,0.4322,0.4887,0.6412,-0.0112,0.4454,1,0.3864,1.0
O528,W022,W012,A,A,1,0,1,0.98,0.9026,0.7786,0.3241,0.8646,1,0.6066,0.0
O529,W054,W051,A,A,1,0,0,0.3778,0.5029,0.7587,0.1013,0.45,0,0.3928,
O530,W022,W030,A,A,1,0,1,0.745,0.8688,0.7786,1.0245,0.8404,1,0.6244,1.0
O531,W045,W024,B,A,0,1,0,0.4459,0.4554,0.6479,-0.1903,0.3812,0,0.3023,
O532,W069,W052,A,A,1,0,1,0.98,0.6181,0.6442,-0.38,0.8559,1,0.4631,1.0
O533,W046,W008,B,B,1,0,0,0.7465,0.627,0.6458,0.4683,0.5102,0,0.4576,
O534,W054,W067,A,A,1,0,0,0.6892,0.6264,0.7587,-0.9274,0.5137,1,0.3834,0.0
O535,W065,W036,A,B,0,1,0,0.6772,0.6974,0.7227,-0.1461,0.4367,0,0.3519,
O536,W015,W070,A,A,1,0,1,0.5761,0.8333,0.6335,0.0385,0.8091,0,0.5106,
O537,W046,W002,B,A,0,1,0,0.158,0.6175,0.6458,0.9833,0.327,1,0.4031,0.0
O538,W054,W043,A,A,1,0,0,0.863,0.4375,0.7587,-0.7976,0.5492,0,0.3618,
O539,W046,W029,B,B,1,0,1,0.9777,0.7187,0.6458,0.3466,0.8558,1,0.5047,0.0
O540,W069,W030,A,A,1,0,1,0.5699,0.8666,0.6442,1.0245,0.8093,1,0.6022,1.0
O541,W058,W064,A,A,1,0,0,0.4283,0.7135,0.683,0.4519,0.4502,0,0.4906,
O542,W046,W066,B,B,1,0,0,0.5741,0.7718,0.6458,0.1711,0.4749,0,0.4533,
O543,W045,W021,B,A,0,1,0,0.4559,0.8464,0.6479,1.6777,0.3831,0,0.5679,
O544,W023,W022,A,A,1,0,0,0.5318,0.4362,0.6412,0.3044,0.4656,1,0.4094,0.0
O545,W065,W030,A,A,1,0,1,0.8228,0.98,0.7227,1.0245,0.8449,1,0.6642,0.0
O546,W054,W023,A,A,1,0,1,0.98,0.98,0.7587,0.8289,0.8633,1,0.6676,1.0
O547,W054,W013,A,B,0,1,1,0.6392,0.6834,0.7587,-0.0652,0.7831,1,0.3498,1.0
O548,W054,W024,A,A,1,0,0,0.7345,0.7829,0.7587,-0.1903,0.523,1,0.4967,0.0
O549,W068,W053,A,B,0,1,0,0.7896,0.7243,0.6369,-0.1309,0.448,1,0.3741,0.0
O550,W058,W062,A,B,0,1,0,0.5392,0.4646,0.683,-1.2411,0.4039,0,0.2085,
O551,W046,W045,B,B,1,0,0,0.6206,0.779,0.6458,0.5582,0.4844,1,0.4943,0.0
O552,W054,W031,A,A,1,0,0,0.6789,0.7723,0.7587,0.288,0.5116,1,0.5269,1.0
O553,W014,W021,A,A,1,0,0,0.4885,0.6413,0.6318,1.6777,0.4555,0,0.5803,
O554,W021,W027,A,A,1,0,0,0.9222,0.9345,0.7277,0.5943,0.557,1,0.6302,1.0
O555,W012,W005,A,A,1,0,0,0.9136,0.5113,0.6642,-1.0331,0.5468,1,0.3699,1.0
O556,W021,W019,A,A,1,0,0,0.98,0.7367,0.7277,0.295,0.5687,0,0.5557,
O557,W022,W002,A,A,1,0,0,0.5968,0.98,0.7786,0.9833,0.4975,1,0.6343,1.0
O558,W015,W039,A,A,1,0,1,0.98,0.9428,0.6335,-0.3026,0.8552,1,0.5666,1.0
O559,W054,W025,A,A,1,0,0,0.5973,0.4378,0.7587,-0.1485,0.4949,1,0.3812,0.0
O560,W065,W007,A,B,0,1,1,0.5352,0.7482,0.7227,0.3292,0.7648,1,0.3865,0.0
O561,W030,W005,A,A,1,0,0,0.9211,0.4585,0.6353,-1.0331,0.5445,1,0.3562,0.0
O562,W058,W005,A,A,1,0,0,0.98,0.7266,0.683,-1.0331,0.5628,0,0.4404,
O563,W015,W051,A,A,1,0,1,0.8928,0.6662,0.6335,0.1013,0.8461,1,0.507,0.0
O564,W065,W044,A,A,1,0,0,0.5281,0.455,0.7227,-0.3621,0.4758,0,0.3607,
O565,W023,W042,A,B,0,1,0,0.8752,0.9487,0.6412,0.4482,0.466,1,0.499,0.0
O566,W054,W048,A,A,1,0,0,0.3342,0.5428,0.7587,0.8592,0.4412,1,0.4619,1.0
O567,W015,W053,A,B,0,1,0,0.541,0.4113,0.6335,-0.1309,0.3979,0,0.2651,
O568,W058,W049,A,A,1,0,0,0.6694,0.5733,0.683,-0.5757,0.4994,0,0.3942,
O569,W058,W035,A,B,0,1,0,0.3006,0.4046,0.683,0.7936,0.3579,1,0.3019,1.0
O570,W069,W068,A,A,1,0,0,0.7241,0.9176,0.6442,0.2865,0.5054,1,0.5757,0.0
O571,W046,W006,B,A,0,1,0,0.3778,0.7515,0.6458,0.269,0.3678,1,0.4109,0.0
O572,W015,W069,A,A,1,0,0,0.8,0.98,0.6335,1.3395,0.5195,0,0.6851,
O573,W065,W060,A,A,1,0,0,0.7894,0.8817,0.7227,0.2333,0.5294,0,0.569,
O574,W057,W056,A,B,0,1,0,0.8173,0.9407,0.6353,0.6445,0.4534,0,0.5057,
O575,W045,W037,B,B,1,0,1,0.98,0.4216,0.6479,-0.825,0.8561,1,0.3241,0.0
O576,W022,W007,A,B,0,1,0,0.7506,0.8921,0.7786,0.3292,0.4591,0,0.4558,
O577,W015,W044,A,A,1,0,0,0.98,0.6307,0.6335,-0.3621,0.5562,1,0.4684,1.0
O578,W023,W002,A,A,1,0,0,0.4678,0.7059,0.6412,0.9833,0.4526,1,0.5386,1.0
O579,W065,W014,A,A,1,0,0,0.98,0.8754,0.7227,0.1776,0.568,1,0.5867,1.0
O580,W024,W067,A,A,1,0,0,0.5871,0.5437,0.6299,-0.9274,0.4754,0,0.3481,
O581,W068,W019,A,A,1,0,0,0.4649,0.5531,0.6369,0.295,0.4514,0,0.4343,
O582,W030,W066,A,B,0,1,0,0.3524,0.7137,0.6353,0.1711,0.3617,1,0.3425,0.0
O583,W046,W005,B,A,0,1,1,0.9305,0.5931,0.6458,-1.0331,0.8118,1,0.3306,0.0
O584,W023,W034,A,A,1,0,1,0.5671,0.5939,0.6412,0.1558,0.8087,1,0.4478,0.0
O585,W030,W048,A,A,1,0,0,0.6585,0.7241,0.6353,0.8592,0.4908,1,0.5581,0.0
O586,W030,W058,A,A,1,0,0,0.3865,0.3123,0.6353,-0.8597,0.4354,0,0.2716,
O587,W012,W054,A,A,1,0,0,0.98,0.98,0.6642,0.7534,0.5603,1,0.6619,1.0
O588,W014,W020,A,B,0,1,0,0.3593,0.4408,0.6318,-0.7096,0.3626,0,0.2183,
O589,W065,W046,A,B,0,1,0,0.2915,0.4674,0.7227,0.0585,0.3611,1,0.2655,0.0
O590,W021,W060,A,A,1,0,0,0.6476,0.6415,0.7277,0.2333,0.501,0,0.479,
O591,W015,W039,A,A,1,0,1,0.98,0.7127,0.6335,-0.3026,0.8552,1,0.498,0.0
O592,W068,W051,A,A,1,0,1,0.7357,0.6708,0.6369,0.1013,0.8288,0,0.488,
O593,W030,W043,A,A,1,0,0,0.7651,0.6245,0.6353,-0.7976,0.5126,0,0.4028,
O594,W069,W029,A,B,0,1,1,0.9482,0.7365,0.6442,0.3466,0.8139,0,0.4365,
O595,W015,W067,A,A,1,0,1,0.98,0.9412,0.6335,-0.9274,0.8552,1,0.5134,1.0
O596,W030,W009,A,A,1,0,0,0.9419,0.967,0.6353,0.2279,0.5487,0,0.6125,
O597,W015,W002,A,A,1,0,0,0.78,0.9134,0.6335,0.9833,0.5154,1,0.6379,1.0
O598,W065,W069,A,A,1,0,0,0.98,0.98,0.7227,1.3395,0.568,0,0.705,
O599,W015,W047,A,B,0,1,0,0.1494,0.7212,0.6335,-0.2352,0.324,0,0.2918,
O600,W024,W022,A,A,1,0,0,0.8934,0.98,0.6299,0.3044,0.5381,0,0.6163,
O601,W021,W053,A,B,0,1,0,0.3421,0.2592,0.7277,-0.1309,0.3713,1,0.2132,0.0
O602,W030,W035,A,B,0,1,0,0.2266,0.5964,0.6353,0.7936,0.3382,1,0.3437,0.0
O603,W015,W010,A,B,0,1,0,0.7125,0.5799,0.6335,-1.6016,0.432,0,0.2265,
O604,W024,W053,A,B,0,1,0,0.6441,0.4033,0.6299,-0.1309,0.4178,1,0.2738,0.0
O605,W021,W035,A,B,0,1,0,0.4327,0.8817,0.7277,0.7936,0.3888,0,0.4509,
O606,W068,W044,A,A,1,0,0,0.849,0.6355,0.6369,-0.3621,0.53,0,0.4529,
O607,W023,W013,A,B,0,1,0,0.5333,0.6713,0.6412,-0.0652,0.3974,0,0.3342,
O608,W054,W036,A,B,0,1,1,0.6927,0.7078,0.7587,-0.1461,0.7905,0,0.3566,
O609,W065,W026,A,B,0,1,1,0.8599,0.8076,0.7227,0.1309,0.8093,0,0.4282,
O610,W022,W071,A,A,1,0,0,0.648,0.98,0.7786,2.0341,0.508,0,0.718,
O611,W065,W042,A,B,0,1,0,0.5301,0.6593,0.7227,0.4482,0.4073,0,0.3703,
O612,W068,W040,A,A,1,0,1,0.9527,0.6899,0.6369,0.2694,0.8526,1,0.5362,1.0
O613,W015,W030,A,A,1,0,0,0.6281,0.6444,0.6335,1.0245,0.4843,1,0.5445,0.0
O614,W024,W002,A,A,1,0,0,0.7214,0.9074,0.6299,0.9833,0.5029,0,0.6291,
O615,W022,W034,A,A,1,0,0,0.712,0.8068,0.7786,0.1558,0.5211,1,0.5303,1.0
O616,W015,W013,A,B,0,1,0,0.238,0.5225,0.6335,-0.0652,0.3401,0,0.2647,
O617,W054,W031,A,A,1,0,0,0.6237,0.9125,0.7587,0.288,0.5003,0,0.5615,
O618,W012,W063,A,B,0,1,0,0.5481,0.6443,0.6642,0.2183,0.4033,0,0.3503,
O619,W046,W017,B,A,0,1,0,0.3463,0.5369,0.6458,-0.2193,0.3619,0,0.31,
O620,W014,W042,A,B,0,1,1,0.8151,0.6119,0.6318,0.4482,0.7957,1,0.3919,0.0
O621,W022,W063,A,B,0,1,0,0.7022,0.9531,0.7786,0.2183,0.4492,0,0.4584,
O622,W058,W021,A,A,1,0,1,0.98,0.9536,0.683,1.6777,0.8584,1,0.722,1.0
O623,W045,W032,B,B,1,0,0,0.7167,0.7295,0.6479,0.0421,0.5044,1,0.4483,1.0
O624,W014,W019,A,A,1,0,0,0.4694,0.6994,0.6318,0.295,0.4517,1,0.4784,1.0
O625,W058,W021,A,A,1,0,1,0.98,0.98,0.683,1.6777,0.8584,1,0.7283,1.0
O626,W065,W066,A,B,0,1,0,0.5677,0.8006,0.7227,0.1711,0.4148,1,0.3927,0.0
O627,W030,W034,A,A,1,0,0,0.6089,0.6372,0.6353,0.1558,0.4806,0,0.4661,
O628,W058,W008,A,B,0,1,1,0.98,0.9436,0.683,0.4683,0.8209,1,0.5128,0.0
O629,W021,W002,A,A,1,0,0,0.7002,0.9747,0.7277,0.9833,0.5118,1,0.6452,0.0
O630,W023,W068,A,A,1,0,0,0.98,0.8042,0.6412,0.2865,0.5572,1,0.5749,1.0
O631,W015,W060,A,A,1,0,0,0.9056,0.8253,0.6335,0.2333,0.5411,1,0.5673,0.0
O632,W023,W056,A,B,0,1,0,0.5806,0.6558,0.6412,0.6445,0.4067,1,0.3913,0.0
O633,W024,W023,A,A,1,0,0,0.882,0.7584,0.6299,0.8289,0.5358,1,0.594,1.0
O634,W069,W068,A,A,1,0,0,0.7858,0.6965,0.6442,0.2865,0.5181,1,0.518,0.0
O635,W068,W027,A,A,1,0,0,0.74,0.7716,0.6369,0.5943,0.5077,1,0.5604,1.0
O636,W030,W068,A,A,1,0,1,0.9398,0.98,0.6353,0.2865,0.8512,1,0.6206,1.0
O637,W024,W040,A,A,1,0,0,0.9212,0.98,0.6299,0.2694,0.5438,0,0.6169,
O638,W012,W004,A,A,1,0,1,0.8652,0.98,0.6642,1.0548,0.8453,1,0.6714,1.0
O639,W046,W027,B,A,0,1,0,0.4345,0.5471,0.6458,0.5943,0.3787,0,0.3857,
O640,W030,W002,A,A,1,0,0,0.3503,0.4359,0.6353,0.9833,0.4281,0,0.4426,
