worker_id,arm,skill,reciprocity_index,gift_value,employer_effort,piece_rate,framing_salience,extra_work_minutes,output_units,quality_score,productivity_value,productivity_per_minute
worker-511,cash_gift,0.96,0.25,1.0,0.0,0.0,0.45,48.83,60.37,0.804,48.54,0.994
worker-512,noncash_gift,0.96,0.25,0.85,0.35,0.0,0.55,50.01,61.59,0.822,50.65,1.013
worker-513,piece_rate,0.96,0.25,0.0,0.0,0.22,0.35,49.06,62.03,0.824,51.09,1.041
worker-514,employer_return,0.96,0.25,0.65,0.55,0.0,0.5,50.38,62.14,0.826,51.32,1.019
worker-515,control,0.995,0.35,0.0,0.0,0.0,0.15,49.6,61.66,0.844,52.04,1.049
worker-516,cash_gift,0.995,0.35,1.0,0.0,0.0,0.45,53.27,63.56,0.832,52.89,0.993
worker-517,noncash_gift,0.995,0.35,0.85,0.35,0.0,0.55,54.3,64.72,0.85,55.03,1.014
worker-518,piece_rate,0.995,0.35,0.0,0.0,0.22,0.35,52.46,64.68,0.852,55.09,1.05
worker-519,employer_return,0.995,0.35,0.65,0.55,0.0,0.5,54.46,65.17,0.854,55.65,1.022
worker-520,control,1.03,0.45,0.0,0.0,0.0,0.15,53.0,64.39,0.872,56.15,1.059
worker-521,cash_gift,1.03,0.45,1.0,0.0,0.0,0.45,57.73,66.92,0.86,57.55,0.997
worker-522,noncash_gift,1.03,0.45,0.85,0.35,0.0,0.55,58.59,68.01,0.878,59.73,1.02
worker-523,piece_rate,1.03,0.45,0.0,0.0,0.22,0.35,55.86,67.46,0.88,59.34,1.062
worker-524,employer_return,1.03,0.45,0.65,0.55,0.0,0.5,58.55,68.35,0.882,60.28,1.03
worker-525,control,0.82,0.55,0.0,0.0,0.0,0.15,42.0,53.91,0.76,40.97,0.975
worker-526,cash_gift,0.82,0.55,1.0,0.0,0.0,0.45,47.77,56.37,0.748,42.17,0.883
worker-527,noncash_gift,0.82,0.55,0.85,0.35,0.0,0.55,48.48,57.3,0.766,43.91,0.906
worker-528,piece_rate,0.82,0.55,0.0,0.0,0.22,0.35,44.86,56.67,0.768,43.5,0.97
worker-529,employer_return,0.82,0.55,0.65,0.55,0.0,0.5,48.23,57.55,0.77,44.31,0.919
worker-530,control,0.855,0.65,0.0,0.0,0.0,0.15,45.4,56.18,0.788,44.27,0.975
worker-531,cash_gift,0.855,0.65,1.0,0.0,0.0,0.45,52.23,59.22,0.776,45.95,0.88
worker-532,noncash_gift,0.855,0.65,0.85,0.35,0.0,0.55,52.78,60.09,0.794,47.73,0.904
worker-533,piece_rate,0.855,0.65,0.0,0.0,0.22,0.35,48.26,59.0,0.796,46.94,0.973
worker-534,employer_return,0.855,0.65,0.65,0.55,0.0,0.5,52.31,60.25,0.798,48.07,0.919
worker-535,control,0.89,0.75,0.0,0.0,0.0,0.15,48.8,58.58,0.816,47.81,0.98
worker-536,cash_gift,0.89,0.75,1.0,0.0,0.0,0.45,56.68,62.23,0.804,50.03,0.883
worker-537,noncash_gift,0.89,0.75,0.85,0.35,0.0,0.55,57.07,63.04,0.822,51.84,0.908
worker-538,piece_rate,0.89,0.75,0.0,0.0,0.22,0.35,51.66,61.45,0.824,50.61,0.98
worker-539,employer_return,0.89,0.75,0.65,0.55,0.0,0.5,56.39,63.09,0.826,52.11,0.924
worker-540,control,0.925,0.25,0.0,0.0,0.0,0.15,48.3,59.23,0.844,49.99,1.035
worker-541,cash_gift,0.925,0.25,1.0,0.0,0.0,0.45,50.92,60.49,0.832,50.33,0.988
worker-542,noncash_gift,0.925,0.25,0.85,0.35,0.0,0.55,52.11,61.69,0.85,52.46,1.007
worker-543,piece_rate,0.925,0.25,0.0,0.0,0.22,0.35,51.16,62.15,0.852,52.93,1.035
worker-544,employer_return,0.925,0.25,0.65,0.55,0.0,0.5,52.48,62.23,0.854,53.14,1.013
worker-545,control,0.96,0.35,0.0,0.0,0.0,0.15,51.7,61.81,0.872,53.9,1.042
worker-546,cash_gift,0.96,0.35,1.0,0.0,0.0,0.45,55.37,63.64,0.86,54.73,0.988
worker-547,noncash_gift,0.96,0.35,0.85,0.35,0.0,0.55,56.4,64.78,0.878,56.9,1.009
worker-548,piece_rate,0.96,0.35,0.0,0.0,0.22,0.35,54.56,64.78,0.88,56.98,1.044
worker-549,employer_return,0.96,0.35,0.65,0.55,0.0,0.5,56.56,65.23,0.882,57.52,1.017
worker-550,control,0.995,0.45,0.0,0.0,0.0,0.15,44.6,59.08,0.76,44.9,1.007
worker-551,cash_gift,0.995,0.45,1.0,0.0,0.0,0.45,49.33,61.52,0.748,46.02,0.933
worker-552,noncash_gift,0.995,0.45,0.85,0.35,0.0,0.55,50.19,62.6,0.766,47.97,0.956
worker-553,piece_rate,0.995,0.45,0.0,0.0,0.22,0.35,47.46,62.1,0.768,47.67,1.004
worker-554,employer_return,0.995,0.45,0.65,0.55,0.0,0.5,50.15,62.94,0.77,48.45,0.966
worker-555,control,1.03,0.55,0.0,0.0,0.0,0.15,44.1,59.62,0.788,46.98,1.065
worker-556,cash_gift,1.03,0.55,1.0,0.0,0.0,0.45,49.88,62.71,0.776,48.67,0.976
worker-557,noncash_gift,1.03,0.55,0.85,0.35,0.0,0.55,50.58,63.72,0.794,50.61,1.001
worker-558,piece_rate,1.03,0.55,0.0,0.0,0.22,0.35,46.96,62.69,0.796,49.88,1.062
worker-559,employer_return,1.03,0.55,0.65,0.55,0.0,0.5,50.33,63.95,0.798,51.02,1.014
worker-560,control,0.82,0.65,0.0,0.0,0.0,0.15,47.5,56.25,0.816,45.9,0.966
worker-561,cash_gift,0.82,0.65,1.0,0.0,0.0,0.45,54.33,59.16,0.804,47.57,0.876
worker-562,noncash_gift,0.82,0.65,0.85,0.35,0.0,0.55,54.88,60.03,0.822,49.36,0.9
worker-563,piece_rate,0.82,0.65,0.0,0.0,0.22,0.35,50.36,59.01,0.824,48.61,0.965
worker-564,employer_return,0.82,0.65,0.65,0.55,0.0,0.5,54.41,60.19,0.826,49.71,0.914
worker-565,control,0.855,0.75,0.0,0.0,0.0,0.15,50.9,58.63,0.844,49.48,0.972
worker-566,cash_gift,0.855,0.75,1.0,0.0,0.0,0.45,58.77,62.13,0.832,51.69,0.88
worker-567,noncash_gift,0.855,0.75,0.85,0.35,0.0,0.55,59.17,62.94,0.85,53.51,0.904
worker-568,piece_rate,0.855,0.75,0.0,0.0,0.22,0.35,53.76,61.44,0.852,52.33,0.973
worker-569,employer_return,0.855,0.75,0.65,0.55,0.0,0.5,58.49,63.0,0.854,53.79,0.92
worker-570,control,0.89,0.25,0.0,0.0,0.0,0.15,50.4,59.33,0.872,51.73,1.026
worker-571,cash_gift,0.89,0.25,1.0,0.0,0.0,0.45,53.02,60.54,0.86,52.06,0.982
worker-572,noncash_gift,0.89,0.25,0.85,0.35,0.0,0.55,54.21,61.72,0.878,54.21,1.0
worker-573,piece_rate,0.89,0.25,0.0,0.0,0.22,0.35,53.26,62.19,0.88,54.71,1.027
worker-574,employer_return,0.89,0.25,0.65,0.55,0.0,0.5,54.58,62.25,0.882,54.9,1.006
worker-575,control,0.925,0.35,0.0,0.0,0.0,0.15,43.3,56.83,0.76,43.19,0.997
worker-576,cash_gift,0.925,0.35,1.0,0.0,0.0,0.45,46.97,58.59,0.748,43.83,0.933
worker-577,noncash_gift,0.925,0.35,0.85,0.35,0.0,0.55,48.0,59.72,0.766,45.76,0.953
worker-578,piece_rate,0.925,0.35,0.0,0.0,0.22,0.35,46.16,59.74,0.768,45.86,0.994
worker-579,employer_return,0.925,0.35,0.65,0.55,0.0,0.5,48.16,60.16,0.77,46.31,0.962
worker-580,control,0.96,0.45,0.0,0.0,0.0,0.15,46.7,59.31,0.788,46.74,1.001
worker-581,cash_gift,0.96,0.45,1.0,0.0,0.0,0.45,51.43,61.67,0.776,47.86,0.931
worker-582,noncash_gift,0.96,0.45,0.85,0.35,0.0,0.55,52.29,62.73,0.794,49.83,0.953
worker-583,piece_rate,0.96,0.45,0.0,0.0,0.22,0.35,49.56,62.28,0.796,49.56,1.0
worker-584,employer_return,0.96,0.45,0.65,0.55,0.0,0.5,52.25,63.07,0.798,50.32,0.963
worker-585,control,0.995,0.55,0.0,0.0,0.0,0.15,46.2,59.9,0.816,48.88,1.058
worker-586,cash_gift,0.995,0.55,1.0,0.0,0.0,0.45,51.98,62.89,0.804,50.57,0.973
worker-587,noncash_gift,0.995,0.55,0.85,0.35,0.0,0.55,52.68,63.89,0.822,52.54,0.997
worker-588,piece_rate,0.995,0.55,0.0,0.0,0.22,0.35,49.06,62.92,0.824,51.83,1.056
worker-589,employer_return,0.995,0.55,0.65,0.55,0.0,0.5,52.43,64.12,0.826,52.95,1.01
worker-590,control,1.03,0.65,0.0,0.0,0.0,0.15,49.6,62.57,0.844,52.81,1.065
worker-591,cash_gift,1.03,0.65,1.0,0.0,0.0,0.45,56.42,66.22,0.832,55.1,0.976
worker-592,noncash_gift,1.03,0.65,0.85,0.35,0.0,0.55,56.98,67.15,0.85,57.09,1.002
worker-593,piece_rate,1.03,0.65,0.0,0.0,0.22,0.35,52.46,65.64,0.852,55.9,1.066
worker-594,employer_return,1.03,0.65,0.65,0.55,0.0,0.5,56.51,67.26,0.854,57.43,1.016
worker-595,control,0.82,0.75,0.0,0.0,0.0,0.15,53.0,58.6,0.872,51.1,0.964
worker-596,cash_gift,0.82,0.75,1.0,0.0,0.0,0.45,60.88,61.96,0.86,53.28,0.875
worker-597,noncash_gift,0.82,0.75,0.85,0.35,0.0,0.55,61.27,62.75,0.878,55.12,0.9
worker-598,piece_rate,0.82,0.75,0.0,0.0,0.22,0.35,55.86,61.36,0.88,53.98,0.966
worker-599,employer_return,0.82,0.75,0.65,0.55,0.0,0.5,60.59,62.83,0.882,55.41,0.914
