household_id,treated_family_shock,event_time,focal_age,spouse_age,has_young_child,pension_eligible,baseline_assets,retirement_savings_index,job_flexibility,shock_severity,mortality_risk,care_intensity,informal_care_hours,focal_hours,spouse_hours,household_earnings_index,savings_drawdown,flexible_job_switch,retirement_claiming,bridge_job_transition,post_retirement_work
household_045,1,-1,66,66,1,1,84600,0.846,0.25,0.635,0.084,0.0,0.0,37.15,32.8,2909.22,0.0,0,0,0,0
household_045,1,0,67,67,1,1,84600,0.846,0.25,0.635,0.266,0.611,12.91,29.55,26.45,2327.67,2034.62,0,0,0,0
household_045,1,1,68,68,1,1,84600,0.822,0.25,0.635,0.31,0.711,13.91,8.0,24.65,1299.71,2259.62,1,1,0,0
household_045,1,2,69,69,1,1,84600,0.798,0.25,0.635,0.354,0.81,14.91,8.0,22.85,1230.8,2484.62,1,1,0,0
household_045,1,3,70,70,1,1,84600,0.774,0.25,0.635,0.398,0.91,15.91,8.0,21.05,1161.9,2709.62,1,1,0,0
household_045,1,4,71,71,1,1,84600,0.75,0.25,0.635,0.442,1.0,16.8,8.0,19.25,1092.99,2911.0,1,1,0,0
household_045,1,5,72,72,1,1,84600,0.726,0.25,0.635,0.486,1.0,16.8,8.0,17.45,1024.09,2911.0,1,1,0,0
household_046,1,-3,33,34,1,0,52500,0.525,0.4,0.672,0.02,0.0,0.0,34.38,32.8,2623.19,0.0,0,0,0,0
household_046,1,-2,34,35,1,0,52500,0.525,0.4,0.672,0.02,0.0,0.0,34.38,32.8,2623.19,0.0,0,0,0,0
household_046,1,-1,35,36,1,0,52500,0.525,0.4,0.672,0.02,0.0,0.0,34.38,32.8,2623.19,0.0,0,0,0,0
household_046,1,0,36,37,1,0,52500,0.525,0.4,0.672,0.208,0.622,13.02,31.83,26.08,2273.91,3557.8,0,0,0,0
household_046,1,1,37,38,1,0,52500,0.501,0.4,0.672,0.248,0.722,14.02,30.85,24.28,2168.21,3782.8,1,0,0,0
household_046,1,2,38,39,1,0,52500,0.477,0.4,0.672,0.288,0.822,15.02,29.88,22.48,2062.51,4007.8,1,0,0,0
household_046,1,3,39,40,1,0,52500,0.453,0.4,0.672,0.328,0.922,16.02,28.9,20.68,1956.8,4232.8,1,0,0,0
household_046,1,4,40,41,1,0,52500,0.429,0.4,0.672,0.368,1.0,16.8,28.14,18.88,1859.92,4409.2,1,0,0,0
household_046,1,5,41,42,1,0,52500,0.405,0.4,0.672,0.408,1.0,16.8,28.14,17.08,1795.04,4409.2,1,0,0,0
household_047,1,-3,36,38,0,0,60000,0.6,0.55,0.709,0.02,0.0,0.0,36.61,34.0,2821.54,0.0,0,0,0,0
household_047,1,-2,37,39,0,0,60000,0.6,0.55,0.709,0.02,0.0,0.0,36.61,34.0,2821.54,0.0,0,0,0,0
household_047,1,-1,38,40,0,0,60000,0.6,0.55,0.709,0.14,0.1,2.0,34.81,34.0,2744.41,0.0,0,0,0,0
household_047,1,0,39,41,0,0,60000,0.6,0.55,0.709,0.219,0.633,11.33,34.37,26.91,2464.09,3480.97,0,0,0,0
household_047,1,1,40,42,0,0,60000,0.576,0.55,0.709,0.259,0.733,12.33,33.46,25.11,2358.85,3705.98,0,0,0,0
household_047,1,2,41,43,0,0,60000,0.552,0.55,0.709,0.299,0.833,13.33,32.55,23.31,2253.62,3930.98,0,0,0,0
household_047,1,3,42,44,0,0,60000,0.528,0.55,0.709,0.339,0.933,14.33,31.64,21.51,2148.39,4155.98,0,0,0,0
household_047,1,4,43,45,0,0,60000,0.504,0.55,0.709,0.379,1.0,15.0,31.03,19.71,2055.87,4307.4,0,0,0,0
household_047,1,5,44,46,0,0,60000,0.48,0.55,0.709,0.419,1.0,15.0,31.03,17.91,1989.54,4307.4,0,0,0,0
household_048,1,-3,39,42,0,0,67500,0.675,0.72,0.744,0.02,0.0,0.0,37.28,34.0,2912.69,0.0,0,0,0,0
household_048,1,-2,40,43,0,0,67500,0.675,0.72,0.744,0.02,0.0,0.0,37.28,34.0,2912.69,0.0,0,0,0,0
household_048,1,-1,41,44,0,0,67500,0.675,0.72,0.744,0.14,0.1,2.0,35.48,34.0,2833.88,0.0,0,0,0,0
household_048,1,0,42,45,0,0,67500,0.675,0.72,0.744,0.228,0.643,11.43,35.43,26.56,2551.33,3380.89,0,0,0,0
household_048,1,1,43,46,0,0,67500,0.651,0.72,0.744,0.268,0.743,12.43,34.59,24.76,2447.07,3605.89,0,0,0,0
household_048,1,2,44,47,0,0,67500,0.627,0.72,0.744,0.308,0.843,13.43,33.76,22.96,2342.82,3830.89,0,0,0,0
household_048,1,3,45,48,0,0,67500,0.603,0.72,0.744,0.348,0.943,14.43,32.93,21.16,2238.56,4055.89,0,0,0,0
household_048,1,4,46,49,0,0,67500,0.579,0.72,0.744,0.388,1.0,15.0,32.45,19.36,2150.02,4183.96,0,0,0,0
household_048,1,5,47,50,0,0,67500,0.555,0.72,0.744,0.428,1.0,15.0,32.45,17.56,2082.24,4183.96,0,0,0,0
household_049,0,-3,42,39,0,0,75000,0.75,0.88,0.394,0.02,0.0,0.0,37.94,34.0,3004.11,0.0,0,0,0,0
household_049,0,-2,43,40,0,0,75000,0.75,0.88,0.394,0.02,0.0,0.0,37.94,34.0,3004.11,0.0,0,0,0,0
household_049,0,-1,44,41,0,0,75000,0.75,0.88,0.394,0.02,0.0,0.0,37.94,34.0,3004.11,0.0,0,0,0,0
household_049,0,0,45,42,0,0,75000,0.75,0.88,0.394,0.02,0.0,0.0,37.94,34.0,3004.11,0.0,0,0,0,0
household_049,0,1,46,43,0,0,75000,0.75,0.88,0.394,0.02,0.0,0.0,37.94,34.0,3004.11,0.0,0,0,0,0
household_049,0,2,47,44,0,0,75000,0.75,0.88,0.394,0.02,0.0,0.0,37.94,34.0,3004.11,0.0,0,0,0,0
household_049,0,3,48,45,0,0,75000,0.75,0.88,0.394,0.02,0.0,0.0,37.94,34.0,3004.11,0.0,0,0,0,0
household_049,0,4,49,46,0,0,75000,0.75,0.88,0.394,0.02,0.0,0.0,37.94,34.0,3004.11,0.0,0,0,0,0
household_049,0,5,50,47,0,0,75000,0.75,0.88,0.394,0.02,0.0,0.0,37.94,34.0,3004.11,0.0,0,0,0,0
household_050,0,-3,45,43,1,0,87900,0.879,0.25,0.525,0.02,0.0,0.0,35.25,32.8,2897.24,0.0,0,0,0,0
household_050,0,-2,46,44,1,0,87900,0.879,0.25,0.525,0.02,0.0,0.0,35.25,32.8,2897.24,0.0,0,0,0,0
household_050,0,-1,47,45,1,0,87900,0.879,0.25,0.525,0.02,0.0,0.0,35.25,32.8,2897.24,0.0,0,0,0,0
household_050,0,0,48,46,1,0,87900,0.879,0.25,0.525,0.02,0.0,0.0,35.25,32.8,2897.24,0.0,0,0,0,0
household_050,0,1,49,47,1,0,87900,0.879,0.25,0.525,0.02,0.0,0.0,35.25,32.8,2897.24,0.0,0,0,0,0
household_050,0,2,50,48,1,0,87900,0.879,0.25,0.525,0.02,0.0,0.0,35.25,32.8,2897.24,0.0,0,0,0,0
household_050,0,3,51,49,1,0,87900,0.879,0.25,0.525,0.024,0.0,0.0,35.25,32.8,2897.24,0.0,0,0,0,0
household_050,0,4,52,50,1,0,87900,0.879,0.25,0.525,0.028,0.0,0.0,35.25,32.8,2897.24,0.0,0,0,0,0
household_050,0,5,53,51,1,0,87900,0.879,0.25,0.525,0.032,0.0,0.0,35.25,32.8,2897.24,0.0,0,0,0,0
household_051,0,-3,48,47,1,0,100800,1.008,0.4,0.562,0.02,0.0,0.0,35.88,32.8,2985.99,0.0,0,0,0,0
household_051,0,-2,49,48,1,0,100800,1.008,0.4,0.562,0.02,0.0,0.0,35.88,32.8,2985.99,0.0,0,0,0,0
household_051,0,-1,50,49,1,0,100800,1.008,0.4,0.562,0.02,0.0,0.0,35.88,32.8,2985.99,0.0,0,0,0,0
household_051,0,0,51,50,1,0,100800,1.008,0.4,0.562,0.024,0.0,0.0,35.88,32.8,2985.99,0.0,0,0,0,0
household_051,0,1,52,51,1,0,100800,1.008,0.4,0.562,0.028,0.0,0.0,35.88,32.8,2985.99,0.0,0,0,0,0
household_051,0,2,53,52,1,0,100800,1.008,0.4,0.562,0.032,0.0,0.0,35.88,32.8,2985.99,0.0,0,0,0,0
household_051,0,3,54,53,1,0,100800,1.008,0.4,0.562,0.036,0.0,0.0,35.88,32.8,2985.99,0.0,0,0,0,0
household_051,0,4,55,54,1,0,100800,1.008,0.4,0.562,0.04,0.0,0.0,35.88,32.8,2985.99,0.0,0,0,0,0
household_051,0,5,56,55,1,0,100800,1.008,0.4,0.562,0.044,0.0,0.0,35.88,32.8,2985.99,0.0,0,0,0,0
household_052,0,-3,51,51,0,0,113700,1.137,0.55,0.599,0.024,0.0,0.0,38.11,34.0,2654.67,0.0,0,0,0,0
household_052,0,-2,52,52,0,0,113700,1.137,0.55,0.599,0.028,0.0,0.0,38.11,34.0,2654.67,0.0,0,0,0,0
household_052,0,-1,53,53,0,0,113700,1.137,0.55,0.599,0.032,0.0,0.0,38.11,34.0,2654.67,0.0,0,0,0,0
household_052,0,0,54,54,0,0,113700,1.137,0.55,0.599,0.036,0.0,0.0,38.11,34.0,2654.67,0.0,0,0,0,0
household_052,0,1,55,55,0,0,113700,1.137,0.55,0.599,0.04,0.0,0.0,38.11,34.0,2654.67,0.0,0,0,0,0
household_052,0,2,56,56,0,0,113700,1.137,0.55,0.599,0.044,0.0,0.0,38.11,34.0,2654.67,0.0,0,0,0,0
household_052,0,3,57,57,0,0,113700,1.137,0.55,0.599,0.048,0.0,0.0,38.11,34.0,2654.67,0.0,0,0,0,0
household_052,0,4,58,58,0,0,113700,1.137,0.55,0.599,0.052,0.0,0.0,38.11,34.0,2654.67,0.0,0,0,0,0
household_052,0,5,59,59,0,0,113700,1.137,0.55,0.599,0.056,0.0,0.0,38.11,34.0,2654.67,0.0,0,0,0,0
household_053,0,-3,54,55,0,0,126600,1.266,0.72,0.634,0.036,0.0,0.0,38.78,34.0,2744.9,0.0,0,0,0,0
household_053,0,-2,55,56,0,0,126600,1.266,0.72,0.634,0.04,0.0,0.0,38.78,34.0,2744.9,0.0,0,0,0,0
household_053,0,-1,56,57,0,0,126600,1.266,0.72,0.634,0.044,0.0,0.0,38.78,34.0,2744.9,0.0,0,0,0,0
household_053,0,0,57,58,0,0,126600,1.266,0.72,0.634,0.048,0.0,0.0,38.78,34.0,2744.9,0.0,0,0,0,0
household_053,0,1,58,59,0,0,126600,1.266,0.72,0.634,0.052,0.0,0.0,38.78,34.0,2744.9,0.0,0,0,0,0
household_053,0,2,59,60,0,0,126600,1.266,0.72,0.634,0.056,0.0,0.0,38.78,34.0,2744.9,0.0,0,0,0,0
household_053,0,3,60,61,0,0,126600,1.266,0.72,0.634,0.06,0.0,0.0,38.78,34.0,2744.9,0.0,0,0,0,0
household_053,0,4,61,62,0,0,126600,1.266,0.72,0.634,0.064,0.0,0.0,38.78,34.0,2744.9,0.0,0,0,0,0
household_053,0,5,62,63,0,1,126600,1.266,0.72,0.634,0.068,0.0,0.0,38.78,34.0,2744.9,0.0,0,0,0,0
household_054,0,-3,57,59,0,0,72000,0.72,0.88,0.669,0.048,0.0,0.0,39.44,34.0,2835.49,0.0,0,0,0,0
household_054,0,-2,58,60,0,0,72000,0.72,0.88,0.669,0.052,0.0,0.0,39.44,34.0,2835.49,0.0,0,0,0,0
household_054,0,-1,59,61,0,0,72000,0.72,0.88,0.669,0.056,0.0,0.0,39.44,34.0,2835.49,0.0,0,0,0,0
household_054,0,0,60,62,0,0,72000,0.72,0.88,0.669,0.06,0.0,0.0,39.44,34.0,2835.49,0.0,0,0,0,0
household_054,0,1,61,63,0,0,72000,0.72,0.88,0.669,0.064,0.0,0.0,39.44,34.0,2835.49,0.0,0,0,0,0
household_054,0,2,62,64,0,1,72000,0.72,0.88,0.669,0.068,0.0,0.0,39.44,34.0,2835.49,0.0,0,0,0,0
household_054,0,3,63,65,0,1,72000,0.72,0.88,0.669,0.072,0.0,0.0,39.44,34.0,2835.49,0.0,0,0,0,0
household_054,0,4,64,66,0,1,72000,0.72,0.88,0.669,0.076,0.0,0.0,39.44,34.0,2835.49,0.0,0,0,0,0
household_054,0,5,65,67,0,1,72000,0.72,0.88,0.669,0.08,0.0,0.0,39.44,34.0,2835.49,0.0,0,0,0,0
household_055,0,-3,60,63,1,0,84900,0.849,0.25,0.8,0.06,0.0,0.0,36.75,32.8,2742.79,0.0,0,0,0,0
household_055,0,-2,61,64,1,0,84900,0.849,0.25,0.8,0.064,0.0,0.0,36.75,32.8,2742.79,0.0,0,0,0,0
household_055,0,-1,62,65,1,1,84900,0.849,0.25,0.8,0.068,0.0,0.0,36.75,32.8,2742.79,0.0,0,0,0,0
household_055,0,0,63,66,1,1,84900,0.849,0.25,0.8,0.072,0.0,0.0,36.75,32.8,2742.79,0.0,0,0,0,0
household_055,0,1,64,67,1,1,84900,0.849,0.25,0.8,0.076,0.0,0.0,36.75,32.8,2742.79,0.0,0,0,0,0
household_055,0,2,65,68,1,1,84900,0.849,0.25,0.8,0.08,0.0,0.0,36.75,32.8,2742.79,0.0,0,0,0,0
household_055,0,3,66,69,1,1,84900,0.849,0.25,0.8,0.084,0.0,0.0,36.75,32.8,2742.79,0.0,0,0,0,0
household_055,0,4,67,70,1,1,84900,0.849,0.25,0.8,0.088,0.0,0.0,36.75,32.8,2742.79,0.0,0,0,0,0
household_055,0,5,68,71,1,1,84900,0.849,0.25,0.8,0.092,0.0,0.0,36.75,32.8,2742.79,0.0,0,0,0,0
household_056,0,-3,63,60,1,1,97800,0.978,0.4,0.452,0.072,0.0,0.0,37.38,32.8,2830.78,0.0,0,0,0,0
household_056,0,-2,64,61,1,1,97800,0.978,0.4,0.452,0.076,0.0,0.0,37.38,32.8,2830.78,0.0,0,0,0,0
household_056,0,-1,65,62,1,1,97800,0.978,0.4,0.452,0.08,0.0,0.0,37.38,32.8,2830.78,0.0,0,0,0,0
household_056,0,0,66,63,1,1,97800,0.978,0.4,0.452,0.084,0.0,0.0,37.38,32.8,2830.78,0.0,0,0,0,0
household_056,0,1,67,64,1,1,97800,0.978,0.4,0.452,0.088,0.0,0.0,37.38,32.8,2830.78,0.0,0,0,0,0
household_056,0,2,68,65,1,1,97800,0.978,0.4,0.452,0.092,0.0,0.0,37.38,32.8,2830.78,0.0,0,0,0,0
household_056,0,3,69,66,1,1,97800,0.978,0.4,0.452,0.096,0.0,0.0,37.38,32.8,2830.78,0.0,0,0,0,0
household_056,0,4,70,67,1,1,97800,0.978,0.4,0.452,0.1,0.0,0.0,37.38,32.8,2830.78,0.0,0,0,0,0
household_056,0,5,71,68,1,1,97800,0.978,0.4,0.452,0.104,0.0,0.0,37.38,32.8,2830.78,0.0,0,0,0,0
household_057,0,-3,32,30,0,0,67500,0.675,0.55,0.489,0.02,0.0,0.0,36.21,34.0,2654.65,0.0,0,0,0,0
household_057,0,-2,33,31,0,0,67500,0.675,0.55,0.489,0.02,0.0,0.0,36.21,34.0,2654.65,0.0,0,0,0,0
household_057,0,-1,34,32,0,0,67500,0.675,0.55,0.489,0.02,0.0,0.0,36.21,34.0,2654.65,0.0,0,0,0,0
household_057,0,0,35,33,0,0,67500,0.675,0.55,0.489,0.02,0.0,0.0,36.21,34.0,2654.65,0.0,0,0,0,0
household_057,0,1,36,34,0,0,67500,0.675,0.55,0.489,0.02,0.0,0.0,36.21,34.0,2654.65,0.0,0,0,0,0
household_057,0,2,37,35,0,0,67500,0.675,0.55,0.489,0.02,0.0,0.0,36.21,34.0,2654.65,0.0,0,0,0,0
household_057,0,3,38,36,0,0,67500,0.675,0.55,0.489,0.02,0.0,0.0,36.21,34.0,2654.65,0.0,0,0,0,0
household_057,0,4,39,37,0,0,67500,0.675,0.55,0.489,0.02,0.0,0.0,36.21,34.0,2654.65,0.0,0,0,0,0
household_057,0,5,40,38,0,0,67500,0.675,0.55,0.489,0.02,0.0,0.0,36.21,34.0,2654.65,0.0,0,0,0,0
household_058,0,-3,35,34,0,0,75000,0.75,0.72,0.524,0.02,0.0,0.0,36.88,34.0,2743.88,0.0,0,0,0,0
household_058,0,-2,36,35,0,0,75000,0.75,0.72,0.524,0.02,0.0,0.0,36.88,34.0,2743.88,0.0,0,0,0,0
household_058,0,-1,37,36,0,0,75000,0.75,0.72,0.524,0.02,0.0,0.0,36.88,34.0,2743.88,0.0,0,0,0,0
household_058,0,0,38,37,0,0,75000,0.75,0.72,0.524,0.02,0.0,0.0,36.88,34.0,2743.88,0.0,0,0,0,0
household_058,0,1,39,38,0,0,75000,0.75,0.72,0.524,0.02,0.0,0.0,36.88,34.0,2743.88,0.0,0,0,0,0
household_058,0,2,40,39,0,0,75000,0.75,0.72,0.524,0.02,0.0,0.0,36.88,34.0,2743.88,0.0,0,0,0,0
household_058,0,3,41,40,0,0,75000,0.75,0.72,0.524,0.02,0.0,0.0,36.88,34.0,2743.88,0.0,0,0,0,0
household_058,0,4,42,41,0,0,75000,0.75,0.72,0.524,0.02,0.0,0.0,36.88,34.0,2743.88,0.0,0,0,0,0
household_058,0,5,43,42,0,0,75000,0.75,0.72,0.524,0.02,0.0,0.0,36.88,34.0,2743.88,0.0,0,0,0,0
household_059,0,-3,38,38,0,0,82500,0.825,0.88,0.559,0.02,0.0,0.0,37.54,34.0,2833.44,0.0,0,0,0,0
household_059,0,-2,39,39,0,0,82500,0.825,0.88,0.559,0.02,0.0,0.0,37.54,34.0,2833.44,0.0,0,0,0,0
household_059,0,-1,40,40,0,0,82500,0.825,0.88,0.559,0.02,0.0,0.0,37.54,34.0,2833.44,0.0,0,0,0,0
household_059,0,0,41,41,0,0,82500,0.825,0.88,0.559,0.02,0.0,0.0,37.54,34.0,2833.44,0.0,0,0,0,0
household_059,0,1,42,42,0,0,82500,0.825,0.88,0.559,0.02,0.0,0.0,37.54,34.0,2833.44,0.0,0,0,0,0
household_059,0,2,43,43,0,0,82500,0.825,0.88,0.559,0.02,0.0,0.0,37.54,34.0,2833.44,0.0,0,0,0,0
household_059,0,3,44,44,0,0,82500,0.825,0.88,0.559,0.02,0.0,0.0,37.54,34.0,2833.44,0.0,0,0,0,0
household_059,0,4,45,45,0,0,82500,0.825,0.88,0.559,0.02,0.0,0.0,37.54,34.0,2833.44,0.0,0,0,0,0
household_059,0,5,46,46,0,0,82500,0.825,0.88,0.559,0.02,0.0,0.0,37.54,34.0,2833.44,0.0,0,0,0,0
household_060,0,-3,41,42,1,0,90000,0.9,0.25,0.69,0.02,0.0,0.0,34.85,32.8,2734.7,0.0,0,0,0,0
household_060,0,-2,42,43,1,0,90000,0.9,0.25,0.69,0.02,0.0,0.0,34.85,32.8,2734.7,0.0,0,0,0,0
household_060,0,-1,43,44,1,0,90000,0.9,0.25,0.69,0.02,0.0,0.0,34.85,32.8,2734.7,0.0,0,0,0,0
household_060,0,0,44,45,1,0,90000,0.9,0.25,0.69,0.02,0.0,0.0,34.85,32.8,2734.7,0.0,0,0,0,0
household_060,0,1,45,46,1,0,90000,0.9,0.25,0.69,0.02,0.0,0.0,34.85,32.8,2734.7,0.0,0,0,0,0
household_060,0,2,46,47,1,0,90000,0.9,0.25,0.69,0.02,0.0,0.0,34.85,32.8,2734.7,0.0,0,0,0,0
household_060,0,3,47,48,1,0,90000,0.9,0.25,0.69,0.02,0.0,0.0,34.85,32.8,2734.7,0.0,0,0,0,0
household_060,0,4,48,49,1,0,90000,0.9,0.25,0.69,0.02,0.0,0.0,34.85,32.8,2734.7,0.0,0,0,0,0
household_060,0,5,49,50,1,0,90000,0.9,0.25,0.69,0.02,0.0,0.0,34.85,32.8,2734.7,0.0,0,0,0,0
household_061,0,-3,44,46,1,0,101100,1.011,0.4,0.727,0.02,0.0,0.0,35.48,32.8,2821.63,0.0,0,0,0,0
household_061,0,-2,45,47,1,0,101100,1.011,0.4,0.727,0.02,0.0,0.0,35.48,32.8,2821.63,0.0,0,0,0,0
household_061,0,-1,46,48,1,0,101100,1.011,0.4,0.727,0.02,0.0,0.0,35.48,32.8,2821.63,0.0,0,0,0,0
household_061,0,0,47,49,1,0,101100,1.011,0.4,0.727,0.02,0.0,0.0,35.48,32.8,2821.63,0.0,0,0,0,0
household_061,0,1,48,50,1,0,101100,1.011,0.4,0.727,0.02,0.0,0.0,35.48,32.8,2821.63,0.0,0,0,0,0
household_061,0,2,49,51,1,0,101100,1.011,0.4,0.727,0.02,0.0,0.0,35.48,32.8,2821.63,0.0,0,0,0,0
household_061,0,3,50,52,1,0,101100,1.011,0.4,0.727,0.02,0.0,0.0,35.48,32.8,2821.63,0.0,0,0,0,0
household_061,0,4,51,53,1,0,101100,1.011,0.4,0.727,0.024,0.0,0.0,35.48,32.8,2821.63,0.0,0,0,0,0
household_061,0,5,52,54,1,0,101100,1.011,0.4,0.727,0.028,0.0,0.0,35.48,32.8,2821.63,0.0,0,0,0,0
household_062,0,-3,47,50,0,0,114000,1.14,0.55,0.764,0.02,0.0,0.0,37.71,34.0,3028.82,0.0,0,0,0,0
household_062,0,-2,48,51,0,0,114000,1.14,0.55,0.764,0.02,0.0,0.0,37.71,34.0,3028.82,0.0,0,0,0,0
household_062,0,-1,49,52,0,0,114000,1.14,0.55,0.764,0.02,0.0,0.0,37.71,34.0,3028.82,0.0,0,0,0,0
household_062,0,0,50,53,0,0,114000,1.14,0.55,0.764,0.02,0.0,0.0,37.71,34.0,3028.82,0.0,0,0,0,0
household_062,0,1,51,54,0,0,114000,1.14,0.55,0.764,0.024,0.0,0.0,37.71,34.0,3028.82,0.0,0,0,0,0
household_062,0,2,52,55,0,0,114000,1.14,0.55,0.764,0.028,0.0,0.0,37.71,34.0,3028.82,0.0,0,0,0,0
household_062,0,3,53,56,0,0,114000,1.14,0.55,0.764,0.032,0.0,0.0,37.71,34.0,3028.82,0.0,0,0,0,0
household_062,0,4,54,57,0,0,114000,1.14,0.55,0.764,0.036,0.0,0.0,37.71,34.0,3028.82,0.0,0,0,0,0
household_062,0,5,55,58,0,0,114000,1.14,0.55,0.764,0.04,0.0,0.0,37.71,34.0,3028.82,0.0,0,0,0,0
household_063,0,-3,50,47,0,0,59400,0.594,0.72,0.414,0.02,0.0,0.0,38.38,34.0,3122.61,0.0,0,0,0,0
household_063,0,-2,51,48,0,0,59400,0.594,0.72,0.414,0.024,0.0,0.0,38.38,34.0,3122.61,0.0,0,0,0,0
household_063,0,-1,52,49,0,0,59400,0.594,0.72,0.414,0.028,0.0,0.0,38.38,34.0,3122.61,0.0,0,0,0,0
household_063,0,0,53,50,0,0,59400,0.594,0.72,0.414,0.032,0.0,0.0,38.38,34.0,3122.61,0.0,0,0,0,0
household_063,0,1,54,51,0,0,59400,0.594,0.72,0.414,0.036,0.0,0.0,38.38,34.0,3122.61,0.0,0,0,0,0
household_063,0,2,55,52,0,0,59400,0.594,0.72,0.414,0.04,0.0,0.0,38.38,34.0,3122.61,0.0,0,0,0,0
household_063,0,3,56,53,0,0,59400,0.594,0.72,0.414,0.044,0.0,0.0,38.38,34.0,3122.61,0.0,0,0,0,0
household_063,0,4,57,54,0,0,59400,0.594,0.72,0.414,0.048,0.0,0.0,38.38,34.0,3122.61,0.0,0,0,0,0
household_063,0,5,58,55,0,0,59400,0.594,0.72,0.414,0.052,0.0,0.0,38.38,34.0,3122.61,0.0,0,0,0,0
household_064,0,-3,53,51,0,0,72300,0.723,0.88,0.449,0.032,0.0,0.0,39.04,34.0,3216.62,0.0,0,0,0,0
household_064,0,-2,54,52,0,0,72300,0.723,0.88,0.449,0.036,0.0,0.0,39.04,34.0,3216.62,0.0,0,0,0,0
household_064,0,-1,55,53,0,0,72300,0.723,0.88,0.449,0.04,0.0,0.0,39.04,34.0,3216.62,0.0,0,0,0,0
household_064,0,0,56,54,0,0,72300,0.723,0.88,0.449,0.044,0.0,0.0,39.04,34.0,3216.62,0.0,0,0,0,0
household_064,0,1,57,55,0,0,72300,0.723,0.88,0.449,0.048,0.0,0.0,39.04,34.0,3216.62,0.0,0,0,0,0
household_064,0,2,58,56,0,0,72300,0.723,0.88,0.449,0.052,0.0,0.0,39.04,34.0,3216.62,0.0,0,0,0,0
household_064,0,3,59,57,0,0,72300,0.723,0.88,0.449,0.056,0.0,0.0,39.04,34.0,3216.62,0.0,0,0,0,0
household_064,0,4,60,58,0,0,72300,0.723,0.88,0.449,0.06,0.0,0.0,39.04,34.0,3216.62,0.0,0,0,0,0
household_064,0,5,61,59,0,0,72300,0.723,0.88,0.449,0.064,0.0,0.0,39.04,34.0,3216.62,0.0,0,0,0,0
household_065,0,-3,56,55,1,0,85200,0.852,0.25,0.58,0.044,0.0,0.0,36.35,32.8,2578.19,0.0,0,0,0,0
household_065,0,-2,57,56,1,0,85200,0.852,0.25,0.58,0.048,0.0,0.0,36.35,32.8,2578.19,0.0,0,0,0,0
household_065,0,-1,58,57,1,0,85200,0.852,0.25,0.58,0.052,0.0,0.0,36.35,32.8,2578.19,0.0,0,0,0,0
household_065,0,0,59,58,1,0,85200,0.852,0.25,0.58,0.056,0.0,0.0,36.35,32.8,2578.19,0.0,0,0,0,0
household_065,0,1,60,59,1,0,85200,0.852,0.25,0.58,0.06,0.0,0.0,36.35,32.8,2578.19,0.0,0,0,0,0
household_065,0,2,61,60,1,0,85200,0.852,0.25,0.58,0.064,0.0,0.0,36.35,32.8,2578.19,0.0,0,0,0,0
household_065,0,3,62,61,1,1,85200,0.852,0.25,0.58,0.068,0.0,0.0,36.35,32.8,2578.19,0.0,0,0,0,0
household_065,0,4,63,62,1,1,85200,0.852,0.25,0.58,0.072,0.0,0.0,36.35,32.8,2578.19,0.0,0,0,0,0
household_065,0,5,64,63,1,1,85200,0.852,0.25,0.58,0.076,0.0,0.0,36.35,32.8,2578.19,0.0,0,0,0,0
household_066,0,-3,59,59,1,0,98100,0.981,0.4,0.617,0.056,0.0,0.0,36.98,32.8,2664.36,0.0,0,0,0,0
household_066,0,-2,60,60,1,0,98100,0.981,0.4,0.617,0.06,0.0,0.0,36.98,32.8,2664.36,0.0,0,0,0,0
household_066,0,-1,61,61,1,0,98100,0.981,0.4,0.617,0.064,0.0,0.0,36.98,32.8,2664.36,0.0,0,0,0,0
household_066,0,0,62,62,1,1,98100,0.981,0.4,0.617,0.068,0.0,0.0,36.98,32.8,2664.36,0.0,0,0,0,0
household_066,0,1,63,63,1,1,98100,0.981,0.4,0.617,0.072,0.0,0.0,36.98,32.8,2664.36,0.0,0,0,0,0
household_066,0,2,64,64,1,1,98100,0.981,0.4,0.617,0.076,0.0,0.0,36.98,32.8,2664.36,0.0,0,0,0,0
household_066,0,3,65,65,1,1,98100,0.981,0.4,0.617,0.08,0.0,0.0,36.98,32.8,2664.36,0.0,0,0,0,0
household_066,0,4,66,66,1,1,98100,0.981,0.4,0.617,0.084,0.0,0.0,36.98,32.8,2664.36,0.0,0,0,0,0
household_066,0,5,67,67,1,1,98100,0.981,0.4,0.617,0.088,0.0,0.0,36.98,32.8,2664.36,0.0,0,0,0,0
household_067,0,-3,62,63,0,1,111000,1.11,0.55,0.654,0.068,0.0,0.0,39.21,34.0,2861.76,0.0,0,0,0,0
household_067,0,-2,63,64,0,1,111000,1.11,0.55,0.654,0.072,0.0,0.0,39.21,34.0,2861.76,0.0,0,0,0,0
household_067,0,-1,64,65,0,1,111000,1.11,0.55,0.654,0.076,0.0,0.0,39.21,34.0,2861.76,0.0,0,0,0,0
household_067,0,0,65,66,0,1,111000,1.11,0.55,0.654,0.08,0.0,0.0,39.21,34.0,2861.76,0.0,0,0,0,0
household_067,0,1,66,67,0,1,111000,1.11,0.55,0.654,0.084,0.0,0.0,39.21,34.0,2861.76,0.0,0,0,0,0
household_067,0,2,67,68,0,1,111000,1.11,0.55,0.654,0.088,0.0,0.0,39.21,34.0,2861.76,0.0,0,0,0,0
