household_id,cohort,children,marriage_years,wife_potential_share,wife_earning_share,wife_earns_more,wife_weekly_hours,husband_weekly_hours,wife_home_hours
795,5,3,4,0.4594,0.4464,0,36.2410,41.9032,18.7090
796,6,0,5,0.5829,0.5197,1,32.6292,37.6147,15.7542
797,7,1,6,0.4231,0.4588,0,29.3499,35.5347,16.3187
798,1,2,7,0.5183,0.4640,0,34.6969,39.9418,17.7247
799,2,3,8,0.5046,0.4687,0,37.2629,42.1670,17.9000
800,3,0,9,0.5346,0.4873,0,34.8170,34.6848,11.5008
801,4,1,10,0.5195,0.4860,0,32.5588,39.2075,16.5225
802,5,2,11,0.3461,0.3472,0,28.4689,38.8295,20.0018
803,6,3,12,0.5164,0.5135,1,25.3368,44.2917,20.0568
804,7,0,13,0.5827,0.5236,1,40.3141,36.8561,19.9723
805,1,1,14,0.5409,0.4977,0,33.6131,44.2123,13.5118
806,2,2,15,0.4364,0.4189,0,31.2692,40.5672,17.9947
807,3,3,16,0.3310,0.3611,0,30.2353,37.8313,23.3645
808,4,0,17,0.3906,0.4077,0,35.5030,39.6059,16.1381
809,5,1,18,0.4476,0.4736,0,36.3531,41.4028,17.6630
810,6,2,1,0.5032,0.4730,0,33.1568,41.2593,14.7927
811,7,3,2,0.4632,0.4834,0,27.5846,40.6028,19.6552
812,1,0,3,0.4794,0.4764,0,32.3093,40.5029,10.8449
813,2,1,4,0.5571,0.4767,0,33.1189,35.9739,17.4722
814,3,2,5,0.4353,0.4568,0,33.4754,41.1961,21.7674
815,4,3,6,0.4486,0.4344,0,34.0600,44.7131,23.4011
816,5,0,7,0.6607,0.6041,1,34.9348,44.1186,18.3135
817,6,1,8,0.4831,0.4814,0,31.2854,39.2080,12.0081
818,7,2,9,0.5025,0.4441,0,31.7827,35.0032,19.2439
819,1,3,10,0.3177,0.3004,0,29.7473,39.3030,24.1249
820,2,0,11,0.5074,0.4837,0,28.3513,40.0441,14.4414
821,3,1,12,0.4316,0.4393,0,26.6046,42.6166,16.5012
822,4,2,13,0.3893,0.3834,0,28.6716,36.0349,20.9041
823,5,3,14,0.4521,0.4291,0,26.7394,36.0819,21.8974
824,6,0,15,0.5516,0.5127,1,31.0156,39.9846,18.2023
825,7,1,16,0.4857,0.4982,0,33.5192,35.9199,11.7844
826,1,2,17,0.5172,0.5210,1,28.7272,41.0329,18.2324
827,2,3,18,0.4048,0.4037,0,29.7831,43.1839,19.7274
828,3,0,1,0.3596,0.3758,0,32.0100,37.4864,13.1726
829,4,1,2,0.3040,0.3357,0,33.3698,44.0514,11.2797
830,5,2,3,0.5784,0.5288,1,22.4824,39.3050,23.8235
831,6,3,4,0.4079,0.3787,0,34.7342,39.5633,16.5672
832,7,0,5,0.4456,0.4611,0,35.9845,38.3806,13.6699
833,1,1,6,0.4608,0.4752,0,33.4609,36.7280,17.4770
834,2,2,7,0.4085,0.4350,0,26.1754,37.9550,19.6356
835,3,3,8,0.4741,0.4607,0,35.2101,39.3264,17.7477
836,4,0,9,0.3036,0.2928,0,26.9148,42.6086,14.6452
837,5,1,10,0.4531,0.4532,0,34.8582,36.0168,16.1610
838,6,2,11,0.4537,0.4489,0,31.1446,40.5430,20.4778
839,7,3,12,0.5260,0.4885,0,33.8691,41.2076,21.3058
840,1,0,13,0.5676,0.5244,1,33.3785,39.2097,19.7477
