worker_id,gender,year,firm_type,firm_premium,flexibility_score,climate_score,skill_index,care_constraint,log_wage,promoted
WF188,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.3341,0.5165,3.3845,1
WF188,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.3341,0.5165,3.5995,0
WF189,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.3693,0.2769,3.4805,0
WF189,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.3693,0.2769,3.5683,0
WF189,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.3693,0.2769,3.6784,0
WF190,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.4215,0.1004,3.5998,0
WF190,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.4215,0.1004,3.5250,0
WF190,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.4215,0.1004,3.7266,0
WF191,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.8469,0.4386,3.7988,0
WF191,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.8469,0.4386,3.8762,0
WF191,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.8469,0.4386,3.7884,0
WF192,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.4007,0.3541,3.5625,0
WF192,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.4007,0.3541,3.4070,1
WF192,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.4007,0.3541,3.6567,0
WF193,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5307,0.5726,3.5664,1
WF193,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.5307,0.5726,3.4972,1
WF193,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.5307,0.5726,3.7408,1
WF194,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.2818,0.0367,3.4809,0
WF194,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.2818,0.0367,3.4640,0
WF194,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.2818,0.0367,3.6888,0
WF195,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5373,0.6261,3.5555,0
WF195,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.5373,0.6261,3.5564,1
WF195,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.5373,0.6261,3.5782,1
WF196,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.4686,0.4982,3.5472,0
WF196,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.4686,0.4982,3.4093,0
WF196,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.4686,0.4982,3.7569,1
WF197,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.8703,0.3492,3.8572,0
WF197,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.8703,0.3492,3.9484,0
WF197,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.8703,0.3492,3.8860,0
WF198,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.2478,0.3721,3.3018,1
WF198,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.2478,0.3721,3.5346,1
WF198,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.2478,0.3721,3.4827,1
WF199,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.4531,0.2284,3.5646,0
WF199,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.4531,0.2284,3.6394,1
WF199,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.4531,0.2284,3.5214,1
WF200,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.8619,0.5982,3.8633,1
WF200,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.8619,0.5982,3.7037,1
WF200,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.8619,0.5982,3.9942,0
WF201,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.7475,0.2897,3.6172,1
WF201,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.7475,0.2897,3.8791,1
WF201,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.7475,0.2897,3.6980,1
WF202,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5544,0.3579,3.6550,0
WF202,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.5544,0.3579,3.6588,0
WF202,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.5544,0.3579,3.8355,0
WF203,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.5239,0.5025,3.4759,0
WF203,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.5239,0.5025,3.5505,1
WF203,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.5239,0.5025,3.5142,1
WF204,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.6118,0.5236,3.6874,1
WF204,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.6118,0.5236,3.5819,1
WF204,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.6118,0.5236,3.6831,1
WF205,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.5976,0.2885,3.5691,1
WF205,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5976,0.2885,3.7548,1
WF205,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.5976,0.2885,3.8749,1
WF206,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.3802,0.4050,3.4078,0
WF206,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.3802,0.4050,3.3883,0
WF206,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.3802,0.4050,3.7175,0
WF207,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.7661,0.2318,3.7847,1
WF207,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.7661,0.2318,3.6856,1
WF207,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.7661,0.2318,3.9352,0
WF208,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.5252,0.3933,3.6513,1
WF208,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5252,0.3933,3.7212,0
WF208,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.5252,0.3933,3.8120,0
WF209,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.7694,0.2331,3.7601,0
WF209,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.7694,0.2331,3.8735,0
WF209,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.7694,0.2331,3.7333,1
WF210,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.3222,0.5294,3.2757,1
WF210,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.3222,0.5294,3.3422,1
WF210,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.3222,0.5294,3.5341,1
WF211,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.6002,0.5436,3.6462,0
WF211,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.6002,0.5436,3.5781,1
WF211,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.6002,0.5436,3.8673,1
WF212,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.8824,0.3436,3.8527,0
WF212,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.8824,0.3436,3.8810,0
WF212,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.8824,0.3436,3.8530,0
WF213,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.6012,0.5526,3.4533,1
WF213,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.6012,0.5526,3.5923,0
WF213,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.6012,0.5526,3.8230,0
WF214,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.3512,0.5966,3.4912,1
WF214,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.3512,0.5966,3.3946,1
WF214,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.3512,0.5966,3.4404,1
WF215,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.4878,0.4432,3.4786,1
WF215,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.4878,0.4432,3.5688,1
WF215,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.4878,0.4432,3.5903,1
WF216,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.4991,0.3276,3.6171,1
WF216,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.4991,0.3276,3.7289,0
WF216,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.4991,0.3276,3.6319,1
WF217,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.7845,0.4540,3.7727,0
WF217,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.7845,0.4540,3.6575,1
WF217,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.7845,0.4540,3.9777,0
WF218,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.7137,0.4497,3.6911,1
WF218,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.7137,0.4497,3.5529,0
WF218,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.7137,0.4497,3.9250,0
WF219,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.4016,0.5298,3.2968,1
WF219,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.4016,0.5298,3.4198,1
WF219,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.4016,0.5298,3.4831,1
WF220,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.5166,0.5586,3.3889,1
WF220,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5166,0.5586,3.7346,1
WF220,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.5166,0.5586,3.5700,0
WF221,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5571,0.4549,3.6414,1
WF221,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.5571,0.4549,3.5909,0
WF221,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.5571,0.4549,3.5721,1
WF222,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.7983,0.3782,3.5762,1
WF222,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.7983,0.3782,3.6551,1
WF222,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.7983,0.3782,3.9000,0
WF223,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.3029,0.2096,3.3497,0
WF223,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.3029,0.2096,3.4010,1
WF223,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.3029,0.2096,3.6639,0
WF224,man,2021,high_premium_management,0.7200,0.4000,0.3400,1.0000,0.3139,3.9252,0
WF224,man,2022,high_premium_management,0.7200,0.4000,0.3400,1.0000,0.3139,4.0494,1
WF224,man,2023,low_premium_services,0.1000,0.7400,0.4800,1.0000,0.3139,3.8631,0
WF225,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.4295,0.5421,3.4354,1
WF225,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.4295,0.5421,3.6702,1
WF225,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.4295,0.5421,3.6896,0
WF226,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.4848,0.6569,3.6341,0
WF226,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.4848,0.6569,3.6032,0
WF226,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.4848,0.6569,3.6076,1
WF227,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.6267,0.6080,3.6793,1
WF227,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.6267,0.6080,3.5053,0
WF227,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.6267,0.6080,3.7707,0
WF228,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.3725,0.2245,3.3974,1
WF228,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.3725,0.2245,3.4528,1
WF228,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.3725,0.2245,3.6298,0
WF229,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.7254,0.4968,3.5431,1
WF229,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.7254,0.4968,3.6499,1
WF229,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.7254,0.4968,3.8551,0
WF230,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.6268,0.5181,3.4357,0
WF230,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.6268,0.5181,3.4989,1
WF230,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.6268,0.5181,3.8790,0
WF231,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.2963,0.4054,3.3423,1
WF231,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.2963,0.4054,3.4173,0
WF231,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.2963,0.4054,3.6267,1
WF232,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.4002,0.3603,3.2915,1
WF232,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.4002,0.3603,3.6650,1
WF232,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.4002,0.3603,3.5838,1
WF233,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.3551,0.2731,3.4897,1
WF233,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.3551,0.2731,3.6185,0
WF233,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.3551,0.2731,3.4922,1
WF234,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.3615,0.2839,3.5128,1
WF234,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.3615,0.2839,3.6264,0
WF234,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.3615,0.2839,3.4781,0
WF235,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.8142,0.1966,3.8455,1
WF235,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.8142,0.1966,3.8940,0
WF235,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.8142,0.1966,3.9113,0
WF236,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5808,0.2828,3.6113,0
WF236,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.5808,0.2828,3.6148,0
WF236,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5808,0.2828,3.6583,1
WF237,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.3615,0.3984,3.2883,0
WF237,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.3615,0.3984,3.4916,1
WF237,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.3615,0.3984,3.6679,0
WF238,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.7549,0.2223,3.7424,1
WF238,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.7549,0.2223,3.8589,1
WF238,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.7549,0.2223,3.7791,0
WF239,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.3763,0.3093,3.5220,0
WF239,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.3763,0.3093,3.5102,0
WF239,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.3763,0.3093,3.6929,0
WF240,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.5826,0.3079,3.4367,1
WF240,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.5826,0.3079,3.5481,1
WF240,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.5826,0.3079,3.6162,0
WF241,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.5924,0.1761,3.5079,1
WF241,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.5924,0.1761,3.6263,1
WF241,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5924,0.1761,3.6528,1
WF242,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.6226,0.5941,3.6486,0
WF242,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.6226,0.5941,3.7677,1
WF242,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.6226,0.5941,3.8283,0
WF243,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.4565,0.3286,3.6138,0
WF243,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.4565,0.3286,3.5006,1
WF243,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.4565,0.3286,3.5369,0
WF244,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.6082,0.2407,3.5162,1
WF244,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.6082,0.2407,3.7713,1
WF244,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.6082,0.2407,3.5991,1
WF245,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.5752,0.2044,3.6556,1
WF245,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5752,0.2044,3.7225,1
WF245,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.5752,0.2044,3.8316,1
WF246,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.6112,0.1299,3.4861,1
WF246,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.6112,0.1299,3.8109,1
WF246,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.6112,0.1299,3.7815,0
WF247,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.8373,0.3280,3.6148,0
WF247,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.8373,0.3280,3.6850,1
WF247,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.8373,0.3280,3.9894,0
WF248,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.4219,0.2145,3.4042,1
WF248,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.4219,0.2145,3.6581,0
WF248,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.4219,0.2145,3.6123,1
WF249,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.2134,0.4775,3.3849,0
WF249,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.2134,0.4775,3.2900,1
WF249,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.2134,0.4775,3.6224,1
WF250,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.5547,0.3727,3.3830,1
WF250,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5547,0.3727,3.7567,0
WF250,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5547,0.3727,3.6869,1
WF251,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.5502,0.4365,3.4254,0
WF251,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5502,0.4365,3.7411,0
WF251,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.5502,0.4365,3.5892,1
WF252,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.3980,0.2078,3.3363,1
WF252,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.3980,0.2078,3.6214,0
WF252,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.3980,0.2078,3.4676,1
WF253,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.6297,0.6467,3.7156,0
WF253,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.6297,0.6467,3.6020,1
WF253,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.6297,0.6467,3.8412,1
WF254,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.4631,0.4587,3.6090,0
WF254,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.4631,0.4587,3.6672,1
WF254,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.4631,0.4587,3.5945,1
WF255,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.5984,0.0907,3.4696,1
WF255,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.5984,0.0907,3.5011,1
WF255,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.5984,0.0907,3.8600,1
WF256,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.5712,0.4012,3.6991,0
WF256,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5712,0.4012,3.7227,0
WF256,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5712,0.4012,3.6633,1
WF257,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.6542,0.3803,3.5864,1
WF257,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.6542,0.3803,3.7831,0
WF257,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.6542,0.3803,3.6536,0
WF258,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.7633,0.2521,3.6251,1
WF258,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.7633,0.2521,3.8539,0
WF258,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.7633,0.2521,3.7907,1
WF259,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.7788,0.2811,3.6312,1
WF259,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.7788,0.2811,3.6124,1
WF259,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.7788,0.2811,3.7560,1
WF260,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.7154,0.3990,3.6871,0
WF260,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.7154,0.3990,3.7636,0
WF260,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.7154,0.3990,3.9502,1
WF261,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.5761,0.3914,3.6838,1
WF261,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5761,0.3914,3.7429,0
WF261,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.5761,0.3914,3.7657,1
WF262,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.5077,0.6619,3.3576,0
WF262,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5077,0.6619,3.7004,0
WF262,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.5077,0.6619,3.7803,0
WF263,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.7694,0.0432,3.5995,0
WF263,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.7694,0.0432,3.8065,0
WF263,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.7694,0.0432,3.9223,0
WF264,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.4231,0.2991,3.5716,0
WF264,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.4231,0.2991,3.6518,0
WF264,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.4231,0.2991,3.6952,0
WF265,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.4275,0.2279,3.5512,0
WF265,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.4275,0.2279,3.5262,0
WF265,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.4275,0.2279,3.7562,0
WF266,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.7246,0.2875,3.6219,0
WF266,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.7246,0.2875,3.6010,1
WF266,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.7246,0.2875,3.8534,0
WF267,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.7832,0.5561,3.6326,0
WF267,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.7832,0.5561,3.8836,0
WF267,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.7832,0.5561,3.7571,1
WF268,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.7003,0.2471,3.7403,0
WF268,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.7003,0.2471,3.8079,1
WF268,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.7003,0.2471,3.7074,1
WF269,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5150,0.4632,3.6178,0
WF269,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.5150,0.4632,3.6895,1
WF269,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.5150,0.4632,3.6058,0
WF270,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5329,0.3991,3.5897,0
WF270,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5329,0.3991,3.7570,0
WF270,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.5329,0.3991,3.5338,1
WF271,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.4892,0.3910,3.4087,1
WF271,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.4892,0.3910,3.4921,0
WF271,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.4892,0.3910,3.7886,0
WF272,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5393,0.4655,3.5780,0
WF272,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.5393,0.4655,3.5669,1
WF272,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.5393,0.4655,3.7602,1
WF273,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.4732,0.3610,3.5426,1
WF273,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.4732,0.3610,3.6732,1
WF273,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.4732,0.3610,3.6461,1
WF274,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.4978,0.3552,3.5644,1
WF274,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.4978,0.3552,3.6682,1
WF274,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.4978,0.3552,3.5753,0
WF275,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.7647,0.6219,3.5201,1
WF275,man,2022,mid_premium_public,0.3200,0.6600,0.5500,0.7647,0.6219,3.6980,1
WF275,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.7647,0.6219,3.7150,1
WF276,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.5689,0.5718,3.6081,0
WF276,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.5689,0.5718,3.6773,0
WF276,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.5689,0.5718,3.5974,1
WF277,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.5265,0.3504,3.4551,1
WF277,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.5265,0.3504,3.7330,0
WF277,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.5265,0.3504,3.8209,0
WF278,man,2021,mid_premium_public,0.3200,0.6600,0.5500,0.1996,0.4328,3.2733,1
WF278,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.1996,0.4328,3.2721,0
WF278,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.1996,0.4328,3.4690,1
WF279,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.3230,0.3344,3.4956,1
WF279,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.3230,0.3344,3.6266,1
WF279,man,2023,low_premium_services,0.1000,0.7400,0.4800,0.3230,0.3344,3.4277,1
WF280,man,2021,high_premium_technical,0.6200,0.4600,0.3000,0.4089,0.2909,3.5316,1
WF280,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.4089,0.2909,3.3742,0
WF280,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.4089,0.2909,3.5664,1
WF281,man,2021,low_premium_services,0.1000,0.7400,0.4800,0.8965,0.2791,3.6022,1
WF281,man,2022,high_premium_management,0.7200,0.4000,0.3400,0.8965,0.2791,3.9215,0
WF281,man,2023,mid_premium_public,0.3200,0.6600,0.5500,0.8965,0.2791,3.8531,0
WF282,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.6524,0.2465,3.7212,1
WF282,man,2022,high_premium_technical,0.6200,0.4600,0.3000,0.6524,0.2465,3.7943,1
WF282,man,2023,high_premium_management,0.7200,0.4000,0.3400,0.6524,0.2465,3.8466,0
WF283,man,2021,high_premium_management,0.7200,0.4000,0.3400,0.4548,0.0773,3.6259,0
WF283,man,2022,low_premium_services,0.1000,0.7400,0.4800,0.4548,0.0773,3.4480,0
WF283,man,2023,high_premium_technical,0.6200,0.4600,0.3000,0.4548,0.0773,3.7256,1
