race_id,district_group,election_year,vote_margin,won_seat,next_vote_share,pre_turnout,party_strength,district_income,synthetic_candidate_quality,synthetic_true_effect
2740,South,1992,0.0657,1,0.54092,0.50149,0.47668,62169.42,-1.0888,0.061
2741,Coastal,1994,-0.17734,0,0.48896,0.50688,0.62509,76145.93,0.24061,0.055
2742,Central,1996,0.06776,1,0.61187,0.48774,0.50075,58249.83,1.52619,0.055
2743,Coastal,1998,-0.22337,0,0.44393,0.56799,0.43084,62631.24,0.53693,0.055
2744,South,2010,0.40395,1,0.61842,0.51668,0.60274,59064.72,-0.08513,0.061
2745,Central,1998,-0.02157,0,0.51634,0.5681,0.55765,59648.41,0.46484,0.065
2746,Central,1996,-0.09529,0,0.47657,0.52529,0.42965,54834.1,0.51613,0.055
2747,South,2004,-0.10531,0,0.46712,0.502,0.48894,37066.82,1.97258,0.061
2748,South,1998,0.00113,1,0.55282,0.50441,0.57951,52550.7,0.43983,0.071
2749,South,2006,-0.02977,0,0.49549,0.51298,0.63872,43962.33,-0.30228,0.071
2750,South,1996,0.08091,1,0.61188,0.46221,0.65914,57884.24,0.18721,0.061
2751,Mountain,1994,0.14917,1,0.55193,0.5607,0.38859,43092.2,-0.50659,0.055
2752,North,1998,-0.02308,0,0.49528,0.52901,0.39649,56463.35,-0.37605,0.065
2753,Mountain,2010,0.09383,1,0.55577,0.61523,0.43313,63311.13,-0.87992,0.055
2754,Coastal,2002,-0.03022,0,0.55115,0.47043,0.62581,59377.38,0.41665,0.065
2755,Coastal,2004,-0.03488,0,0.48759,0.59321,0.49927,67694.96,-0.16124,0.065
2756,Central,2010,0.09069,1,0.52503,0.51875,0.43802,50178.89,-0.75837,0.055
2757,South,2006,-0.01351,0,0.47823,0.42806,0.36476,59343.96,0.05822,0.071
2758,South,2006,-0.07248,0,0.45074,0.49366,0.46758,48394.68,0.83666,0.061
2759,North,1998,-0.26015,0,0.43118,0.55476,0.47279,73482.25,-2.32646,0.055
2760,Coastal,1996,0.06683,1,0.58744,0.64452,0.56416,76909.83,-0.00798,0.055
2761,South,2006,0.00028,1,0.60166,0.4734,0.51618,48693.55,0.49517,0.071
2762,North,1998,0.09717,1,0.50712,0.49404,0.50304,54605.48,-0.58771,0.055
2763,Mountain,2004,0.06179,1,0.57564,0.55842,0.48337,65436.35,0.5221,0.055
2764,Central,1992,-0.38184,0,0.4161,0.55645,0.32221,58499.35,0.507,0.055
2765,South,2012,0.09155,1,0.58792,0.59578,0.54498,53783.92,-1.39429,0.061
2766,North,1992,0.1002,1,0.61907,0.6026,0.49394,57651.18,0.36051,0.055
2767,South,2004,0.11514,1,0.50153,0.51854,0.4551,59591.81,-0.02194,0.061
2768,South,1992,-0.08802,0,0.50152,0.44453,0.58864,50749.02,-1.1617,0.061
2769,South,1998,0.07312,1,0.538,0.57269,0.56274,54428.84,-0.79075,0.061
2770,Central,2006,0.15172,1,0.59587,0.59393,0.53062,52520.66,-0.23202,0.055
2771,Central,1992,-0.07754,0,0.4995,0.5347,0.50987,60197.54,-1.53111,0.055
2772,Mountain,2006,-0.03519,0,0.46587,0.44028,0.48581,74219.89,-1.88192,0.065
2773,North,1992,-0.19533,0,0.49908,0.58174,0.51758,55630.07,1.03187,0.055
2774,North,1992,0.25209,1,0.74437,0.61765,0.49337,71899.4,-1.06912,0.055
2775,Mountain,2002,-0.08701,0,0.43998,0.48345,0.44777,58973.19,-2.22457,0.055
2776,Central,1996,0.0726,1,0.55778,0.54127,0.6114,47316.86,-0.13833,0.055
2777,South,2000,-0.31096,0,0.39531,0.52598,0.52549,45069.82,0.72164,0.061
2778,Mountain,2012,-0.02923,0,0.41719,0.60153,0.4626,54841.4,-1.4085,0.065
2779,South,1994,0.0151,1,0.53128,0.50971,0.4664,42252.35,0.67122,0.071
2780,Central,2004,-0.01773,0,0.3998,0.51261,0.44755,54534.63,0.65118,0.065
2781,South,2010,-0.32419,0,0.33083,0.41915,0.33559,49361.87,-0.39278,0.061
2782,Mountain,2000,-0.24951,0,0.42405,0.53733,0.25751,72649.16,0.20217,0.055
2783,North,1998,0.10699,1,0.62799,0.55984,0.50465,62947.07,0.42235,0.055
2784,Mountain,2004,0.09947,1,0.62466,0.61889,0.48591,65435.8,0.15147,0.055
2785,North,1992,0.14559,1,0.58836,0.49449,0.52623,58915.09,-0.97099,0.055
2786,North,2000,0.02734,1,0.62471,0.56534,0.55134,53768.68,0.58609,0.065
2787,Coastal,2008,-0.17469,0,0.42003,0.54248,0.56539,64457.36,0.59144,0.055
2788,Central,1994,-0.11423,0,0.43876,0.51515,0.41509,51864.35,-0.60143,0.055
2789,North,2000,-0.08365,0,0.27235,0.5193,0.50037,60860.84,1.11286,0.055
2790,North,2012,0.07643,1,0.59387,0.62217,0.53531,61394.72,1.07571,0.055
2791,South,2006,-0.12522,0,0.45542,0.46961,0.45924,49145.94,0.73466,0.061
2792,Coastal,1996,0.02735,1,0.60238,0.57631,0.55293,74787.29,0.10466,0.065
2793,North,2002,0.03196,1,0.55476,0.5832,0.41025,60420.6,-0.87966,0.065
2794,Central,2010,0.00854,1,0.58252,0.53895,0.36161,70398.13,-0.01566,0.065
2795,Central,1998,0.43539,1,0.56982,0.60365,0.63573,54705.65,1.14054,0.055
2796,Central,2000,-0.39704,0,0.43829,0.48512,0.35051,54060.73,-0.41217,0.055
2797,South,1994,0.01658,1,0.5999,0.46676,0.54795,54654.84,0.46643,0.071
2798,Mountain,1992,-0.14485,0,0.49851,0.40677,0.49264,63142.28,-0.19994,0.055
2799,North,2010,0.0712,1,0.58883,0.60588,0.55602,62155.34,-0.08366,0.055
2800,North,1994,-0.0553,0,0.51348,0.60801,0.51172,54256.19,0.00365,0.055
2801,North,2002,0.0723,1,0.53736,0.54555,0.55279,50424.79,1.47628,0.055
2802,North,1994,-0.2519,0,0.36293,0.58953,0.58825,55812.69,-1.56957,0.055
2803,North,2006,-0.09571,0,0.44962,0.58923,0.38425,60905.68,0.77124,0.055
2804,Mountain,2012,0.39865,1,0.52186,0.53967,0.59484,57046.15,1.25186,0.055
2805,Coastal,1996,-0.1189,0,0.48607,0.54988,0.59227,77939.52,2.42684,0.055
2806,North,2008,0.19914,1,0.60977,0.68283,0.63835,49911.5,-0.30885,0.055
2807,South,1998,0.30355,1,0.70079,0.55866,0.56545,58757.86,-0.10893,0.061
2808,South,2012,-0.33005,0,0.47241,0.56514,0.39138,47687.36,-0.11805,0.061
2809,Mountain,2010,-0.11676,0,0.49999,0.50675,0.40079,60909.73,-0.45843,0.055
2810,North,2006,-0.05467,0,0.48804,0.55819,0.42549,57241.8,-0.32571,0.055
2811,Central,2012,0.09008,1,0.4978,0.57927,0.5985,53710.3,1.07177,0.055
2812,Central,2004,-0.38139,0,0.36881,0.48109,0.36645,68296.21,0.33926,0.055
2813,North,1996,0.1137,1,0.61151,0.54816,0.58466,66330.1,-0.24247,0.055
2814,Mountain,1998,-0.34055,0,0.39228,0.57601,0.41163,66613.16,-1.32018,0.055
2815,South,1998,-0.12688,0,0.44866,0.52476,0.40226,57774.37,0.72567,0.061
2816,Central,2000,0.00683,1,0.51212,0.5875,0.58178,51049.63,-0.74498,0.065
2817,Mountain,2008,0.01042,1,0.47209,0.50662,0.44359,55778.79,-0.60705,0.065
2818,South,1996,-0.14267,0,0.50262,0.52824,0.41625,47857.4,-1.25257,0.061
2819,South,2012,-0.0726,0,0.39027,0.48797,0.45281,41936.64,0.09295,0.061
2820,North,2012,0.10551,1,0.61139,0.50248,0.54665,46022.02,0.21809,0.055
2821,Coastal,1996,-0.0526,0,0.4311,0.51127,0.4206,66910.78,0.05123,0.055
2822,Central,2006,-0.03115,0,0.42018,0.51479,0.46293,56100.57,-1.02401,0.065
2823,North,2008,0.53771,1,0.66706,0.5296,0.60928,66749.84,1.55699,0.055
2824,Coastal,2010,-0.50242,0,0.30579,0.58388,0.3299,74128.06,-2.08433,0.055
2825,Mountain,2010,-0.36384,0,0.44642,0.58135,0.25496,65307.26,-0.87632,0.055
2826,Central,1998,-0.54866,0,0.32217,0.5245,0.27436,45294.79,-0.59248,0.055
2827,North,2012,0.30186,1,0.61378,0.55767,0.55739,51437.57,0.91266,0.055
2828,South,2006,-0.01094,0,0.52371,0.40465,0.56519,46191.06,-0.06638,0.071
2829,South,2006,0.07567,1,0.56982,0.57172,0.70063,41986.98,-1.53595,0.061
2830,Central,2002,0.02247,1,0.54659,0.54741,0.43117,48698.44,-1.04733,0.065
2831,Coastal,2006,0.01105,1,0.53428,0.59871,0.5819,77729.23,0.11098,0.065
2832,South,2012,0.25885,1,0.60742,0.49248,0.55641,56262.23,-0.02168,0.061
2833,South,1994,0.08087,1,0.67884,0.47796,0.49249,47500.98,0.00286,0.061
2834,Mountain,2012,-0.00478,0,0.37095,0.55711,0.45569,56125.26,-0.1422,0.065
2835,Central,2008,-0.07523,0,0.36276,0.5294,0.54956,48478.77,-1.27681,0.055
2836,Central,2000,0.0539,1,0.62854,0.53136,0.4779,56386.33,-0.28903,0.055
2837,North,2002,0.03251,1,0.58957,0.54378,0.63312,56548.78,1.27903,0.065
2838,Central,1996,-0.01854,0,0.58313,0.5025,0.54452,48103.25,-1.33502,0.065
2839,North,2006,0.00894,1,0.58817,0.56743,0.40395,73471.39,1.24508,0.065
2840,Coastal,2008,0.24513,1,0.67648,0.51584,0.72491,68393.47,-0.52147,0.055
2841,Central,1998,-0.08452,0,0.39048,0.51602,0.5671,55465.07,0.299,0.055
2842,Mountain,2000,-0.03666,0,0.42567,0.55322,0.42322,49785.08,-0.72874,0.065
2843,Mountain,2000,-0.33844,0,0.3146,0.48794,0.2765,58348.03,-0.98132,0.055
2844,Coastal,1998,0.01938,1,0.53264,0.58086,0.65856,68907.6,-1.40942,0.065
2845,Coastal,2006,-0.17252,0,0.44454,0.49371,0.48159,59858.48,1.21431,0.055
2846,North,1992,-0.03916,0,0.32908,0.59262,0.45248,59581.43,-0.59946,0.065
2847,Central,2002,0.0624,1,0.56591,0.5751,0.63446,67310.69,0.79944,0.055
2848,Coastal,2004,0.06646,1,0.4971,0.53334,0.41013,70881.83,-1.76775,0.055
2849,North,1996,0.02388,1,0.62036,0.59202,0.46901,57945.44,-1.43211,0.065
2850,Mountain,2012,-0.11642,0,0.37672,0.57235,0.44449,50971.04,-1.34674,0.055
2851,North,2002,0.25737,1,0.64556,0.60836,0.52501,52761.58,-1.43334,0.055
2852,Central,1998,-0.04962,0,0.4881,0.5039,0.47441,50052.64,0.57882,0.065
2853,Mountain,2004,-0.02827,0,0.56287,0.53703,0.51048,58018.98,0.42783,0.065
2854,South,2008,0.08422,1,0.5629,0.58868,0.48746,54720.97,0.06104,0.061
2855,Coastal,2000,0.06053,1,0.59509,0.61401,0.60512,66578.4,0.60163,0.055
2856,Mountain,2002,-0.11868,0,0.48169,0.52491,0.43359,60316.81,0.06326,0.055
2857,Coastal,1994,0.20959,1,0.72037,0.50404,0.64516,79576.96,0.43233,0.055
2858,North,2008,-0.0767,0,0.50427,0.57293,0.48631,57917.49,-1.69244,0.055
2859,Coastal,1994,0.57058,1,0.71795,0.51603,0.62268,72040.4,-0.37993,0.055
2860,North,1996,-0.15002,0,0.42657,0.54769,0.47822,57723.12,-0.21967,0.055
2861,South,2008,0.04279,1,0.59748,0.53922,0.55706,57309.65,0.45456,0.071
2862,Coastal,2006,-0.22957,0,0.44817,0.53136,0.37914,64654.47,-0.88658,0.055
2863,North,2010,-0.02673,0,0.58428,0.66314,0.426,63295.14,0.97383,0.065
2864,South,2008,0.23055,1,0.66015,0.59344,0.59118,46143.01,0.75089,0.061
2865,Mountain,2008,0.20662,1,0.57798,0.58933,0.48555,60642.13,-0.50486,0.055
2866,Mountain,2006,0.09741,1,0.54977,0.57696,0.3815,68799.36,-0.84182,0.055
2867,South,2012,0.24339,1,0.71578,0.5281,0.60104,50240.6,1.19638,0.061
2868,North,2010,-0.05191,0,0.48988,0.56201,0.55698,70308.78,0.07888,0.055
2869,Mountain,2004,-0.22252,0,0.40757,0.50044,0.45876,53857.52,-0.01502,0.055
2870,South,1992,0.30512,1,0.5787,0.56188,0.62603,54831.69,1.01845,0.061
2871,Coastal,2010,0.04359,1,0.52916,0.52988,0.53265,58714.92,0.05881,0.065
2872,Mountain,1994,0.00014,1,0.56114,0.54805,0.436,57232.01,0.45005,0.065
2873,South,2012,0.38544,1,0.6517,0.50493,0.63803,49971.69,1.40151,0.061
2874,South,1998,0.07235,1,0.58661,0.60503,0.56484,55779.08,-0.212,0.061
2875,North,2002,0.04255,1,0.44915,0.58662,0.43211,49236.98,0.6423,0.065
2876,North,2012,0.27665,1,0.58473,0.56847,0.41337,61381.01,-0.66817,0.055
2877,Coastal,1994,0.08711,1,0.61596,0.63273,0.62129,62839.5,-0.03761,0.055
2878,North,2004,0.0765,1,0.50467,0.52513,0.51721,48121.31,0.29979,0.055
2879,South,2006,0.04386,1,0.55468,0.60746,0.52687,51614.87,0.68144,0.071
2880,North,2008,0.0748,1,0.54963,0.5504,0.51018,48552.86,-1.58732,0.055
2881,South,2008,-0.06737,0,0.41646,0.49747,0.51058,65798.7,0.19456,0.061
2882,South,2000,-0.07244,0,0.40432,0.5163,0.55164,48899.88,-1.87427,0.061
2883,Mountain,2002,-0.09341,0,0.48392,0.50296,0.40468,58849.08,1.86204,0.055
2884,North,1996,0.08051,1,0.50421,0.51524,0.50442,45794.97,1.44722,0.055
2885,Coastal,1992,-0.31213,0,0.38098,0.58654,0.54246,70674.95,0.10787,0.055
2886,North,2012,0.17026,1,0.6783,0.54841,0.57996,63685.54,2.07804,0.055
2887,North,2008,-0.00466,0,0.54117,0.5818,0.49488,64187.6,1.38937,0.065
2888,Mountain,2006,-0.17779,0,0.38463,0.51443,0.45487,48113.47,0.7234,0.055
2889,North,2006,-0.01419,0,0.4633,0.57751,0.38154,50018.16,-0.46141,0.065
2890,South,1996,-0.39536,0,0.39118,0.60543,0.46964,53665.1,0.10752,0.061
2891,North,2008,-0.02135,0,0.44289,0.54824,0.47095,58891.47,0.40292,0.065
2892,Coastal,2010,-0.19509,0,0.49035,0.40891,0.5911,56793.17,-0.42402,0.055
2893,North,2008,0.26662,1,0.50372,0.62073,0.56237,63648.54,0.1828,0.055
2894,Mountain,2004,0.05095,1,0.54701,0.54171,0.50117,64213.65,-1.27294,0.055
2895,Central,1996,0.00759,1,0.64029,0.5774,0.44768,53560.92,0.78647,0.065
2896,North,1992,0.04824,1,0.53081,0.58861,0.52029,55324.56,0.40082,0.065
2897,Coastal,2000,0.06805,1,0.60221,0.56396,0.65783,74227.63,0.88291,0.055
2898,North,2004,0.03949,1,0.51589,0.48997,0.58424,45798.06,-1.50411,0.065
2899,Coastal,1998,0.02149,1,0.49071,0.52161,0.58473,66766.78,-0.2048,0.065
2900,North,1992,0.16905,1,0.60664,0.61929,0.57506,60088.85,2.09018,0.055
2901,South,2000,0.04567,1,0.61768,0.47584,0.52216,46157.66,0.47679,0.071
2902,Coastal,2008,0.08317,1,0.59498,0.52403,0.68453,66900.56,1.37115,0.055
2903,South,2012,-0.12213,0,0.41327,0.47531,0.54917,47758.94,-0.01401,0.061
2904,Central,1996,-0.10315,0,0.51701,0.51867,0.50106,53634.38,0.30004,0.055
2905,Coastal,1996,0.02924,1,0.53619,0.56162,0.54401,74888.39,1.87681,0.065
2906,Coastal,1998,-0.4423,0,0.24111,0.49394,0.47126,64255.21,-1.68276,0.055
2907,Central,1996,-0.18552,0,0.34307,0.48525,0.46006,53276.04,-1.59099,0.055
2908,North,2004,-0.0524,0,0.4506,0.61847,0.49554,56440.19,0.77707,0.055
2909,Coastal,2008,-0.05328,0,0.42747,0.53647,0.43427,85009.65,-1.2992,0.055
2910,Central,2004,0.04766,1,0.53331,0.51673,0.72294,60980.86,-0.09856,0.065
2911,Mountain,2002,-0.04304,0,0.56469,0.47235,0.44094,59911.6,0.03138,0.065
2912,Central,2006,-0.03297,0,0.47123,0.64065,0.42536,44282.79,0.40852,0.065
2913,Coastal,1994,-0.01038,0,0.53009,0.55515,0.55359,73900.44,0.56255,0.065
2914,North,1994,-0.17788,0,0.4037,0.55519,0.57151,57021.78,1.35167,0.055
2915,South,2004,-0.01111,0,0.45756,0.50565,0.52713,49321.43,-1.00113,0.071
2916,Coastal,2002,0.01156,1,0.5793,0.52057,0.50109,65688.04,-0.95629,0.065
2917,North,2006,0.09837,1,0.51221,0.49692,0.55023,68736.39,1.04862,0.055
2918,North,2000,0.229,1,0.51479,0.59853,0.60364,66374.5,-1.53979,0.055
2919,Central,2012,-0.15333,0,0.35173,0.46325,0.4344,60165.88,-0.36142,0.055
2920,Coastal,2000,0.05921,1,0.61535,0.52656,0.58848,56662.14,0.31398,0.055
2921,Coastal,1998,0.01915,1,0.55751,0.53322,0.58808,61784.74,0.97879,0.065
2922,Central,2008,-0.29921,0,0.4083,0.46108,0.43717,58358.23,-1.26686,0.055
2923,Central,1992,-0.00315,0,0.46403,0.52145,0.59486,55173.46,-0.46144,0.065
2924,Central,2002,-0.36099,0,0.40648,0.60253,0.44914,53966.73,0.31303,0.055
2925,North,1992,0.05644,1,0.54897,0.5678,0.53973,43707.79,-0.58863,0.055
2926,North,2004,-0.03446,0,0.50263,0.51569,0.52954,49245.18,-0.1118,0.065
2927,Mountain,2010,0.03311,1,0.45272,0.5233,0.48042,45312.2,-0.48777,0.065
2928,South,2000,-0.33978,0,0.50006,0.53973,0.36783,48551.51,2.74708,0.061
2929,North,2006,0.25326,1,0.68611,0.61188,0.54569,59073.12,1.07663,0.055
2930,Coastal,2008,-0.00103,0,0.57848,0.6022,0.4872,76679.19,2.15391,0.065
2931,Coastal,2012,-0.19597,0,0.47864,0.47228,0.57649,56313.61,0.65277,0.055
2932,Mountain,2002,0.13876,1,0.56153,0.5734,0.53513,69219.35,-1.229,0.055
2933,Central,2004,0.06666,1,0.56879,0.53176,0.39305,71454.03,-1.76756,0.055
2934,North,2004,0.00299,1,0.56685,0.58162,0.48971,55953.72,0.9337,0.065
2935,Coastal,1996,-0.12697,0,0.467,0.54852,0.54699,79312.48,-1.04601,0.055
2936,Coastal,1998,-0.05796,0,0.44014,0.61782,0.48701,69267.44,-0.36759,0.055
2937,Mountain,1996,-0.01469,0,0.48292,0.56424,0.55425,60238.39,-0.89412,0.065
2938,Central,2008,0.08598,1,0.57583,0.53581,0.62201,58506.35,-0.38212,0.055
2939,Central,1998,0.06318,1,0.59169,0.52476,0.47736,52629.34,-0.4199,0.055
2940,North,2010,0.06581,1,0.64784,0.60274,0.56872,47537.66,0.77967,0.055
2941,North,1998,0.0458,1,0.57819,0.63738,0.51856,59572.44,-0.53666,0.065
2942,Mountain,1998,-0.09675,0,0.4573,0.47827,0.47965,54161.37,0.26942,0.055
2943,Coastal,2006,0.02041,1,0.68225,0.53815,0.66318,54028.14,0.20425,0.065
2944,Coastal,1998,-0.37982,0,0.29242,0.53712,0.34844,58954.04,-0.01548,0.055
2945,South,2000,-0.29586,0,0.41605,0.47873,0.47058,58877.24,-2.00544,0.061
2946,North,2002,-0.25672,0,0.41858,0.57581,0.48582,47659.48,-1.62045,0.055
2947,North,2010,-0.03095,0,0.56897,0.51298,0.63253,68025.02,1.07851,0.065
2948,South,2002,-0.07826,0,0.41536,0.48591,0.47985,63019.38,-0.65341,0.061
2949,North,2010,-0.65,0,0.39504,0.57095,0.33639,53594.75,1.10158,0.055
2950,North,1992,-0.04564,0,0.49134,0.61488,0.54497,55492.0,0.04403,0.065
2951,Central,2002,-0.14687,0,0.48258,0.51902,0.42861,58173.36,0.15564,0.055
2952,North,2010,-8e-05,0,0.43399,0.58892,0.43224,54309.58,-0.5414,0.065
2953,Coastal,1992,-0.04609,0,0.46566,0.59457,0.57748,67983.98,-0.3172,0.065
2954,Mountain,2010,0.08685,1,0.62562,0.63451,0.44121,60869.81,2.05327,0.055
2955,Mountain,2000,-0.02487,0,0.47698,0.55995,0.40206,56058.6,-0.68559,0.065
2956,South,2006,-0.2033,0,0.48697,0.61776,0.5777,49833.9,1.54536,0.061
2957,North,1992,0.35167,1,0.59357,0.59915,0.57933,49816.74,-0.46096,0.055
2958,North,1994,0.07962,1,0.50802,0.59939,0.64806,59090.75,-0.10242,0.055
2959,North,1998,-0.05876,0,0.47038,0.56854,0.3902,67519.95,1.57355,0.055
2960,South,2002,0.11662,1,0.72387,0.47892,0.41873,68122.18,-0.82466,0.061
2961,Central,1996,0.05105,1,0.60712,0.46879,0.52767,57778.46,0.33396,0.055
2962,South,1998,-0.10938,0,0.42508,0.55611,0.50569,50499.05,1.10077,0.061
2963,North,2008,-0.11032,0,0.42829,0.57232,0.54427,57480.32,0.15994,0.055
2964,North,2006,0.01525,1,0.57441,0.49571,0.59915,60099.69,2.23142,0.065
2965,North,2012,0.1352,1,0.51981,0.54915,0.45929,44220.91,-0.71248,0.055
2966,Coastal,2004,0.19647,1,0.66505,0.52321,0.54354,68435.67,0.31385,0.055
2967,South,1996,-0.0197,0,0.59882,0.65248,0.44621,49114.76,2.63161,0.071
2968,South,2012,-0.30187,0,0.30951,0.49892,0.32073,51869.34,0.61812,0.061
2969,Central,2004,0.12192,1,0.58728,0.60367,0.6085,53931.83,-0.03575,0.055
2970,South,1992,-0.02389,0,0.45692,0.4704,0.43412,44494.93,0.62069,0.071
2971,North,2012,-0.28105,0,0.34158,0.61838,0.30495,59436.9,0.43764,0.055
2972,Coastal,2012,-0.05607,0,0.42503,0.51707,0.59909,72378.93,-0.08168,0.055
2973,Mountain,1992,-0.60336,0,0.31314,0.58785,0.29739,54269.56,-1.13778,0.055
2974,Coastal,1998,-0.38603,0,0.33401,0.4845,0.34904,52985.81,2.15165,0.055
2975,North,1994,0.06925,1,0.57929,0.58751,0.54922,50429.16,-1.37775,0.055
2976,South,2012,0.28151,1,0.61247,0.49129,0.62501,51598.94,1.57719,0.061
2977,North,2004,0.06058,1,0.53579,0.55458,0.4421,38284.84,1.7637,0.055
2978,Coastal,2006,-0.07345,0,0.49061,0.56436,0.55875,62428.09,-0.29915,0.055
2979,Mountain,2004,0.04958,1,0.565,0.49918,0.39022,56966.42,0.779,0.065
2980,North,2010,0.04772,1,0.60643,0.63341,0.48124,41154.85,1.82197,0.065
2981,Coastal,2012,-0.0055,0,0.51109,0.54329,0.55253,55950.04,0.57798,0.065
2982,North,2012,0.15911,1,0.66492,0.64988,0.51213,52666.94,1.25751,0.055
2983,Central,2006,0.04402,1,0.52694,0.50819,0.46622,62992.89,-0.33642,0.065
2984,Mountain,1996,0.18999,1,0.67981,0.47483,0.42721,68534.97,1.12315,0.055
2985,North,1996,0.06102,1,0.56468,0.62385,0.5194,56845.72,0.50045,0.055
2986,South,1996,-0.08537,0,0.42559,0.50549,0.47536,68770.58,0.34488,0.061
2987,South,2012,0.00386,1,0.55677,0.55188,0.56633,61219.82,0.59426,0.071
2988,South,1996,-0.42093,0,0.40513,0.49428,0.36866,37264.39,-0.03983,0.061
2989,South,2004,0.31531,1,0.62644,0.53938,0.58758,72747.5,-0.34777,0.061
2990,Coastal,2000,0.43275,1,0.65918,0.41301,0.67974,77102.51,0.79658,0.055
2991,Coastal,2012,-0.01088,0,0.49554,0.52243,0.43434,71312.31,1.00654,0.065
2992,Central,2012,-0.05252,0,0.46844,0.56417,0.41463,50106.88,1.34723,0.055
2993,South,2006,-0.02839,0,0.38981,0.59235,0.53422,65686.73,-0.06104,0.071
2994,North,2010,0.04736,1,0.49818,0.62375,0.4795,67008.56,-0.78066,0.065
2995,Coastal,2002,-0.17356,0,0.49765,0.52498,0.43984,54667.03,3.17726,0.055
2996,Coastal,2006,0.05508,1,0.53844,0.54397,0.4784,61571.14,0.44253,0.055
2997,Coastal,2004,0.00696,1,0.48766,0.53313,0.46446,78359.45,-0.12528,0.065
2998,Mountain,2008,0.06657,1,0.63723,0.49777,0.56705,64961.24,-0.30971,0.055
2999,Coastal,2010,0.09866,1,0.59759,0.43262,0.6396,59713.97,-2.4888,0.055
3000,Coastal,2008,0.20886,1,0.58838,0.52169,0.55945,54534.79,1.70356,0.055
3001,Central,2006,-0.02222,0,0.54998,0.52222,0.61484,47348.1,1.76096,0.065
3002,North,2002,-0.0491,0,0.33776,0.60652,0.35245,60388.89,-0.52377,0.065
3003,Mountain,2000,-0.38657,0,0.33516,0.47921,0.38514,53470.22,1.41896,0.055
3004,North,2012,0.05239,1,0.5,0.60641,0.49376,30970.94,-0.87158,0.055
3005,North,2012,0.1864,1,0.66118,0.58349,0.53575,62174.02,0.65486,0.055
3006,Central,1996,0.07602,1,0.51431,0.51747,0.53809,63262.77,1.27222,0.055
3007,South,2000,0.10677,1,0.58352,0.50879,0.62413,38097.07,-0.94864,0.061
3008,North,2004,0.00446,1,0.54149,0.51637,0.53814,60048.49,-1.21481,0.065
3009,North,2006,0.00063,1,0.49942,0.63752,0.42821,45202.58,0.4709,0.065
3010,South,2006,-0.00721,0,0.58447,0.51073,0.49502,59725.82,-0.14214,0.071
3011,Coastal,1998,-0.14608,0,0.42358,0.61599,0.49647,63879.99,-2.75219,0.055
3012,Central,1992,0.18231,1,0.58459,0.55801,0.59378,60872.23,0.19285,0.055
3013,North,1996,0.15226,1,0.46779,0.50891,0.47451,65757.77,0.4777,0.055
3014,North,2010,0.04109,1,0.57632,0.55514,0.54556,56925.64,2.25341,0.065
3015,Mountain,1992,-0.07414,0,0.43995,0.5314,0.42459,48939.29,0.32138,0.055
3016,Central,1994,0.21048,1,0.68626,0.58659,0.58287,62472.86,2.06948,0.055
3017,South,2012,0.30465,1,0.55953,0.54386,0.55298,56834.42,-0.73334,0.061
3018,North,2002,0.07676,1,0.57923,0.58388,0.56052,59328.37,-1.67495,0.055
3019,South,2010,0.06558,1,0.5384,0.46513,0.40664,62742.19,-0.21993,0.061
3020,Mountain,2002,-0.01082,0,0.4049,0.50446,0.53715,62858.87,-0.86306,0.065
3021,Coastal,2004,0.17608,1,0.54964,0.55696,0.62856,56008.08,-0.36565,0.055
3022,South,2012,-0.00014,0,0.48226,0.51304,0.53129,52064.04,0.49556,0.071
3023,North,2006,0.15847,1,0.58925,0.63216,0.64976,66735.82,0.30752,0.055
3024,Coastal,1994,0.25616,1,0.55378,0.5823,0.61398,63353.61,0.24656,0.055
3025,North,2012,0.20755,1,0.627,0.59421,0.54455,50556.53,-0.56275,0.055
3026,North,2000,-0.03889,0,0.52443,0.64669,0.52605,58346.84,-0.11977,0.065
3027,North,2000,0.11358,1,0.60078,0.60062,0.43218,60693.19,0.93645,0.055
3028,South,1996,-0.0792,0,0.51547,0.52289,0.46696,54744.8,0.31295,0.061
3029,South,2010,-0.03375,0,0.44016,0.55104,0.53472,47282.71,-1.47871,0.071
3030,South,2004,0.01149,1,0.618,0.50837,0.47205,53465.75,-0.60041,0.071
3031,Central,2004,-0.00256,0,0.46516,0.51357,0.48671,46817.76,0.70105,0.065
3032,Central,1992,0.01375,1,0.61735,0.57831,0.56106,60861.12,0.00041,0.065
3033,Mountain,2012,0.03689,1,0.52267,0.56764,0.36236,49074.86,0.3545,0.065
3034,South,1996,-0.06731,0,0.42691,0.52971,0.58598,43847.95,-0.74249,0.061
3035,South,2002,-0.23818,0,0.47669,0.50489,0.39807,47492.53,0.05357,0.061
3036,Central,1992,-0.10206,0,0.48005,0.53884,0.43302,65569.65,1.17785,0.055
3037,North,2010,0.22939,1,0.68604,0.63135,0.59803,54472.31,1.52069,0.055
3038,North,2002,-0.09296,0,0.36627,0.60111,0.52762,53694.3,0.09835,0.055
3039,South,2002,-0.02575,0,0.40259,0.5263,0.57495,56851.63,0.76586,0.071
3040,South,1998,0.30857,1,0.66016,0.50884,0.56053,54059.26,-0.11965,0.061
3041,South,2004,0.06027,1,0.57208,0.54095,0.46495,53032.63,-1.2318,0.061
