worker_id,manager_norm,baseline_performance,prior_team_culture,support_index,promotion_standard,conformity_pressure,culture_alignment,promotion_score,retention_index,local_norm_shift
manager-worker-515,high_pressure_merit,72.0,0.56,0.48,0.76,0.42,0.4,72.0,0.693,-0.16
manager-worker-516,supportive_growth,73.6,0.6,0.72,0.48,0.16,0.553,82.61,0.799,-0.047
manager-worker-517,traditional_gatekeeping,73.6,0.6,0.3,0.68,0.36,0.37,71.33,0.663,-0.23
manager-worker-518,high_pressure_merit,73.6,0.6,0.48,0.76,0.42,0.422,73.71,0.695,-0.178
manager-worker-519,supportive_growth,75.2,0.64,0.72,0.48,0.16,0.575,84.32,0.802,-0.065
manager-worker-520,traditional_gatekeeping,75.2,0.64,0.3,0.68,0.36,0.392,73.04,0.666,-0.248
manager-worker-521,high_pressure_merit,75.2,0.64,0.48,0.76,0.42,0.444,75.42,0.698,-0.196
manager-worker-522,supportive_growth,76.8,0.44,0.72,0.48,0.16,0.465,85.37,0.79,0.025
manager-worker-523,traditional_gatekeeping,76.8,0.44,0.3,0.68,0.36,0.282,74.09,0.653,-0.158
manager-worker-524,high_pressure_merit,76.8,0.44,0.48,0.76,0.42,0.334,76.47,0.686,-0.106
manager-worker-525,supportive_growth,78.4,0.48,0.72,0.48,0.16,0.487,87.08,0.792,0.007
manager-worker-526,traditional_gatekeeping,78.4,0.48,0.3,0.68,0.36,0.304,75.8,0.656,-0.176
manager-worker-527,high_pressure_merit,78.4,0.48,0.48,0.76,0.42,0.356,78.18,0.688,-0.124
manager-worker-528,supportive_growth,80.0,0.52,0.72,0.48,0.16,0.509,88.79,0.794,-0.011
manager-worker-529,traditional_gatekeeping,80.0,0.52,0.3,0.68,0.36,0.326,77.51,0.658,-0.194
manager-worker-530,high_pressure_merit,80.0,0.52,0.48,0.76,0.42,0.378,79.89,0.69,-0.142
manager-worker-531,supportive_growth,81.6,0.56,0.72,0.48,0.16,0.531,90.5,0.797,-0.029
manager-worker-532,traditional_gatekeeping,81.6,0.56,0.3,0.68,0.36,0.348,79.22,0.661,-0.212
manager-worker-533,high_pressure_merit,81.6,0.56,0.48,0.76,0.42,0.4,81.6,0.693,-0.16
manager-worker-534,supportive_growth,83.2,0.6,0.72,0.48,0.16,0.553,92.21,0.799,-0.047
manager-worker-535,traditional_gatekeeping,83.2,0.6,0.3,0.68,0.36,0.37,80.93,0.663,-0.23
manager-worker-536,high_pressure_merit,83.2,0.6,0.48,0.76,0.42,0.422,83.31,0.695,-0.178
manager-worker-537,supportive_growth,84.8,0.64,0.72,0.48,0.16,0.575,93.92,0.802,-0.065
manager-worker-538,traditional_gatekeeping,84.8,0.64,0.3,0.68,0.36,0.392,82.64,0.666,-0.248
manager-worker-539,high_pressure_merit,84.8,0.64,0.48,0.76,0.42,0.444,85.02,0.698,-0.196
