applicant_id,culture_message,worker_type,baseline_interest,culture_fit,apply_score,accept_score,expected_retention
culture-app-719,inclusive_growth,mission_fit,0.52,0.39,0.91,0.794,0.709
culture-app-720,neutral,team_oriented,0.54,0.22,0.76,0.621,0.653
culture-app-721,collaborative,team_oriented,0.42,0.42,0.84,0.751,0.719
culture-app-722,competitive,team_oriented,0.44,0.18,0.62,0.639,0.639
culture-app-723,flexible,team_oriented,0.46,0.18,0.64,0.659,0.639
culture-app-724,inclusive_growth,team_oriented,0.48,0.39,0.87,0.794,0.709
culture-app-725,neutral,career_accelerator,0.5,0.22,0.72,0.621,0.653
culture-app-726,collaborative,career_accelerator,0.52,0.18,0.7,0.619,0.639
culture-app-727,competitive,career_accelerator,0.54,0.4,0.94,0.76,0.712
culture-app-728,flexible,career_accelerator,0.42,0.18,0.6,0.659,0.639
culture-app-729,inclusive_growth,career_accelerator,0.44,0.18,0.62,0.679,0.639
culture-app-730,neutral,flexibility_pref,0.46,0.22,0.68,0.621,0.653
culture-app-731,collaborative,flexibility_pref,0.48,0.18,0.66,0.619,0.639
culture-app-732,competitive,flexibility_pref,0.5,0.18,0.68,0.639,0.639
culture-app-733,flexible,flexibility_pref,0.52,0.44,0.96,0.802,0.725
culture-app-734,inclusive_growth,flexibility_pref,0.54,0.18,0.72,0.679,0.639
culture-app-735,neutral,mission_fit,0.42,0.22,0.64,0.621,0.653
culture-app-736,collaborative,mission_fit,0.44,0.18,0.62,0.619,0.639
culture-app-737,competitive,mission_fit,0.46,0.18,0.64,0.639,0.639
culture-app-738,flexible,mission_fit,0.48,0.18,0.66,0.659,0.639
culture-app-739,inclusive_growth,mission_fit,0.5,0.39,0.89,0.794,0.709
culture-app-740,neutral,team_oriented,0.52,0.22,0.74,0.621,0.653
culture-app-741,collaborative,team_oriented,0.54,0.42,0.96,0.751,0.719
culture-app-742,competitive,team_oriented,0.42,0.18,0.6,0.639,0.639
culture-app-743,flexible,team_oriented,0.44,0.18,0.62,0.659,0.639
culture-app-744,inclusive_growth,team_oriented,0.46,0.39,0.85,0.794,0.709
culture-app-745,neutral,career_accelerator,0.48,0.22,0.7,0.621,0.653
culture-app-746,collaborative,career_accelerator,0.5,0.18,0.68,0.619,0.639
culture-app-747,competitive,career_accelerator,0.52,0.4,0.92,0.76,0.712
culture-app-748,flexible,career_accelerator,0.54,0.18,0.72,0.659,0.639
culture-app-749,inclusive_growth,career_accelerator,0.42,0.18,0.6,0.679,0.639
culture-app-750,neutral,flexibility_pref,0.44,0.22,0.66,0.621,0.653
culture-app-751,collaborative,flexibility_pref,0.46,0.18,0.64,0.619,0.639
culture-app-752,competitive,flexibility_pref,0.48,0.18,0.66,0.639,0.639
culture-app-753,flexible,flexibility_pref,0.5,0.44,0.94,0.802,0.725
culture-app-754,inclusive_growth,flexibility_pref,0.52,0.18,0.7,0.679,0.639
culture-app-755,neutral,mission_fit,0.54,0.22,0.76,0.621,0.653
culture-app-756,collaborative,mission_fit,0.42,0.18,0.6,0.619,0.639
culture-app-757,competitive,mission_fit,0.44,0.18,0.62,0.639,0.639
culture-app-758,flexible,mission_fit,0.46,0.18,0.64,0.659,0.639
culture-app-759,inclusive_growth,mission_fit,0.48,0.39,0.87,0.794,0.709
culture-app-760,neutral,team_oriented,0.5,0.22,0.72,0.621,0.653
culture-app-761,collaborative,team_oriented,0.52,0.42,0.94,0.751,0.719
culture-app-762,competitive,team_oriented,0.54,0.18,0.72,0.639,0.639
culture-app-763,flexible,team_oriented,0.42,0.18,0.6,0.659,0.639
culture-app-764,inclusive_growth,team_oriented,0.44,0.39,0.83,0.794,0.709
culture-app-765,neutral,career_accelerator,0.46,0.22,0.68,0.621,0.653
culture-app-766,collaborative,career_accelerator,0.48,0.18,0.66,0.619,0.639
culture-app-767,competitive,career_accelerator,0.5,0.4,0.9,0.76,0.712
culture-app-768,flexible,career_accelerator,0.52,0.18,0.7,0.659,0.639
culture-app-769,inclusive_growth,career_accelerator,0.54,0.18,0.72,0.679,0.639
culture-app-770,neutral,flexibility_pref,0.42,0.22,0.64,0.621,0.653
culture-app-771,collaborative,flexibility_pref,0.44,0.18,0.62,0.619,0.639
culture-app-772,competitive,flexibility_pref,0.46,0.18,0.64,0.639,0.639
culture-app-773,flexible,flexibility_pref,0.48,0.44,0.92,0.802,0.725
culture-app-774,inclusive_growth,flexibility_pref,0.5,0.18,0.68,0.679,0.639
culture-app-775,neutral,mission_fit,0.52,0.22,0.74,0.621,0.653
culture-app-776,collaborative,mission_fit,0.54,0.18,0.72,0.619,0.639
culture-app-777,competitive,mission_fit,0.42,0.18,0.6,0.639,0.639
culture-app-778,flexible,mission_fit,0.44,0.18,0.62,0.659,0.639
culture-app-779,inclusive_growth,mission_fit,0.46,0.39,0.85,0.794,0.709
culture-app-780,neutral,team_oriented,0.48,0.22,0.7,0.621,0.653
culture-app-781,collaborative,team_oriented,0.5,0.42,0.92,0.751,0.719
culture-app-782,competitive,team_oriented,0.52,0.18,0.7,0.639,0.639
culture-app-783,flexible,team_oriented,0.54,0.18,0.72,0.659,0.639
culture-app-784,inclusive_growth,team_oriented,0.42,0.39,0.81,0.794,0.709
culture-app-785,neutral,career_accelerator,0.44,0.22,0.66,0.621,0.653
culture-app-786,collaborative,career_accelerator,0.46,0.18,0.64,0.619,0.639
culture-app-787,competitive,career_accelerator,0.48,0.4,0.88,0.76,0.712
culture-app-788,flexible,career_accelerator,0.5,0.18,0.68,0.659,0.639
culture-app-789,inclusive_growth,career_accelerator,0.52,0.18,0.7,0.679,0.639
culture-app-790,neutral,flexibility_pref,0.54,0.22,0.76,0.621,0.653
culture-app-791,collaborative,flexibility_pref,0.42,0.18,0.6,0.619,0.639
culture-app-792,competitive,flexibility_pref,0.44,0.18,0.62,0.639,0.639
culture-app-793,flexible,flexibility_pref,0.46,0.44,0.9,0.802,0.725
culture-app-794,inclusive_growth,flexibility_pref,0.48,0.18,0.66,0.679,0.639
culture-app-795,neutral,mission_fit,0.5,0.22,0.72,0.621,0.653
culture-app-796,collaborative,mission_fit,0.52,0.18,0.7,0.619,0.639
culture-app-797,competitive,mission_fit,0.54,0.18,0.72,0.639,0.639
culture-app-798,flexible,mission_fit,0.42,0.18,0.6,0.659,0.639
culture-app-799,inclusive_growth,mission_fit,0.44,0.39,0.83,0.794,0.709
