worker_id,comparison_arm,wage,peer_ref_wage,manager_ref_wage,comparison_info,transparency_depth,peer_gap,manager_gap,fairness_cost,morale_index,effort_units,quit_intent
fair-worker-481,underpaid_hidden,18.3,19.2,29.0,0,0.0,0.9,10.7,0.0,82.0,51.16,0.1
fair-worker-482,underpaid_informed,18.3,19.2,29.0,1,0.55,0.9,10.7,1.263,74.67,48.89,0.169
fair-worker-483,manager_salary_info,18.5,19.2,29.0,1,0.85,0.7,10.5,1.417,73.78,48.72,0.188
fair-worker-484,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,78.94,50.57,0.129
fair-worker-485,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.4,51.91,0.1
fair-worker-486,underpaid_hidden,18.6,19.2,29.0,0,0.0,0.6,10.4,0.0,82.4,51.58,0.1
fair-worker-487,underpaid_informed,18.6,19.2,29.0,1,0.55,0.6,10.4,1.022,76.47,49.74,0.156
fair-worker-488,manager_salary_info,18.8,19.2,29.0,1,0.85,0.4,10.2,1.167,75.63,49.59,0.174
fair-worker-489,compressed_pay,19.0,19.05,29.0,1,0.45,0.05,10.0,0.488,79.57,50.92,0.127
fair-worker-490,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,82.8,52.16,0.1
fair-worker-491,underpaid_hidden,18.9,19.2,29.0,0,0.0,0.3,10.1,0.0,82.8,51.99,0.1
fair-worker-492,underpaid_informed,18.9,19.2,29.0,1,0.55,0.3,10.1,0.781,78.27,50.59,0.143
fair-worker-493,manager_salary_info,19.1,19.2,29.0,1,0.85,0.1,9.9,0.917,77.48,50.46,0.16
fair-worker-494,compressed_pay,19.05,19.05,29.0,1,0.45,0.0,9.95,0.448,80.2,51.27,0.125
fair-worker-495,equal_pay,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,83.2,52.41,0.1
fair-worker-496,underpaid_hidden,19.2,19.2,29.0,0,0.0,0.0,9.8,0.0,83.2,52.41,0.1
fair-worker-497,underpaid_informed,19.2,19.2,29.0,1,0.55,0.0,9.8,0.539,80.07,51.44,0.13
fair-worker-498,manager_salary_info,19.4,19.2,29.0,1,0.85,0.0,9.6,0.816,78.47,51.05,0.155
fair-worker-499,compressed_pay,18.95,19.05,29.0,1,0.45,0.1,10.05,0.527,80.14,51.32,0.129
