person_id,state,birth_year,birth_quarter,female,parent_education,family_income,compulsory_exposure,stayed_in_school,years_schooling,log_earnings,synthetic_ability,synthetic_compliance_type,synthetic_true_effect
3229,South,1938,3,1,10.492,46783.95,1,1,11.272,2.4592,0.568,complier,0.092
3230,North,1942,3,1,11.479,43324.62,1,1,11.478,2.6324,0.5563,complier,0.082
3231,Central,1941,1,0,10.362,59268.1,0,1,12.75,2.6833,1.5176,always_taker,0.072
3232,South,1944,3,0,11.149,28764.59,1,1,11.938,2.5002,-0.5414,complier,0.088
3233,North,1937,2,0,12.013,33714.8,0,0,10.479,2.3538,0.3736,complier,0.088
3234,Coastal,1946,3,0,10.754,44399.23,1,0,10.0,2.3544,-1.0693,never_taker,0.072
3235,Central,1934,3,1,11.184,57410.2,1,1,10.918,2.0851,-2.1096,complier,0.082
3236,Central,1931,2,1,11.683,35423.86,0,0,8.974,1.7763,-2.7024,never_taker,0.056
3237,Central,1940,2,0,11.505,38249.04,0,0,10.636,2.5741,0.8375,never_taker,0.062
3238,Central,1939,1,0,11.119,33941.8,0,0,10.401,2.4811,-0.0489,complier,0.088
3239,South,1944,1,0,7.095,55907.46,0,0,10.077,2.5212,0.0309,never_taker,0.072
3240,Central,1931,1,0,14.471,44414.97,0,0,9.938,2.2527,-1.6172,never_taker,0.062
3241,South,1933,4,0,10.574,53778.96,1,0,9.641,2.0973,-1.9913,never_taker,0.072
3242,Central,1933,2,1,13.76,50190.85,0,1,11.576,2.5901,0.7189,always_taker,0.056
3243,Coastal,1933,3,1,11.504,47340.14,1,1,12.463,2.6307,0.1412,always_taker,0.056
3244,North,1938,2,0,13.991,32304.8,0,0,10.454,2.5474,-0.6866,never_taker,0.062
3245,Coastal,1931,3,0,14.2,18134.65,1,0,10.282,2.4238,0.0713,never_taker,0.062
3246,South,1941,1,1,13.689,51136.53,0,0,10.454,2.4338,-0.5197,never_taker,0.056
3247,South,1935,4,0,9.51,43480.13,1,1,11.659,2.1654,-0.9051,complier,0.098
3248,North,1941,2,1,13.251,44254.83,0,0,10.703,2.7023,0.5124,complier,0.082
3249,North,1944,3,0,13.184,44331.92,1,1,12.717,2.6002,-0.069,always_taker,0.062
3250,North,1938,3,0,10.715,38204.98,1,0,10.186,2.4902,-0.4012,never_taker,0.072
3251,North,1931,4,1,14.404,62409.33,1,1,11.657,2.7614,0.4169,always_taker,0.056
3252,Central,1943,1,0,11.237,57222.47,0,0,9.704,2.0988,-0.8321,never_taker,0.062
3253,Coastal,1947,3,0,12.961,52993.79,1,1,12.324,2.8205,0.575,always_taker,0.062
3254,Central,1937,4,1,8.616,62472.79,1,1,12.308,2.5708,0.6108,always_taker,0.066
3255,Central,1942,4,0,12.19,53592.89,1,1,11.918,2.7104,0.4345,complier,0.088
3256,Coastal,1930,4,0,16.207,43785.81,1,1,12.572,2.7996,0.2794,always_taker,0.062
3257,North,1932,4,1,10.27,41884.93,1,1,12.361,2.6612,0.9472,always_taker,0.066
3258,South,1939,2,0,15.38,55191.15,0,1,11.96,2.6056,-0.274,always_taker,0.062
3259,South,1933,3,1,14.133,47849.33,1,1,11.08,2.3155,-1.189,complier,0.082
3260,South,1941,1,0,13.685,58829.2,0,1,12.017,2.823,1.9437,always_taker,0.062
3261,North,1942,2,0,10.46,50154.82,0,0,9.624,2.4591,-1.3405,never_taker,0.072
3262,Central,1937,4,1,9.722,52095.42,1,0,10.499,2.6128,0.3213,never_taker,0.066
3263,North,1942,2,1,9.057,37581.63,0,0,9.319,2.1533,-0.6111,complier,0.092
3264,Central,1930,3,0,11.085,44730.9,1,0,9.391,2.0199,-1.925,never_taker,0.062
3265,Central,1938,3,0,10.694,28993.87,1,0,10.88,2.5744,1.6871,never_taker,0.072
3266,North,1946,4,1,12.357,43408.24,1,1,12.217,2.9607,1.6375,complier,0.082
3267,Central,1930,3,0,12.333,51901.46,1,1,12.224,2.3902,0.5299,complier,0.088
3268,Coastal,1935,1,0,10.156,53533.96,0,0,9.416,2.3114,-0.5627,never_taker,0.072
3269,South,1941,3,1,9.179,51621.2,1,0,9.68,2.4374,-0.272,never_taker,0.066
3270,South,1940,1,1,9.523,28722.73,0,0,10.017,2.3466,-0.4113,never_taker,0.066
3271,Coastal,1943,3,0,11.087,44318.34,1,1,12.068,2.7764,0.5023,complier,0.088
3272,Coastal,1939,4,1,8.555,36270.7,1,0,10.667,2.7565,2.6657,never_taker,0.066
3273,South,1945,1,1,14.242,30910.67,0,0,9.954,2.6999,-0.2275,complier,0.082
3274,Central,1933,3,1,10.535,54464.42,1,1,11.706,2.5756,0.2627,always_taker,0.066
3275,Central,1935,1,0,12.615,26182.2,0,0,11.218,2.4637,0.9518,complier,0.088
3276,Central,1944,3,0,9.404,37391.49,1,0,10.409,2.5227,0.1372,never_taker,0.072
3277,South,1936,2,0,11.035,45198.12,0,0,10.394,2.5938,0.1715,never_taker,0.062
3278,North,1934,2,0,9.568,49428.07,0,0,10.661,2.5759,0.8197,complier,0.098
3279,Central,1932,1,1,11.702,36134.17,0,0,9.563,2.1544,-1.8696,never_taker,0.056
3280,Central,1944,1,0,11.722,43694.94,0,0,9.974,2.4526,-0.7378,complier,0.088
3281,South,1934,2,1,9.734,45286.91,0,0,8.985,1.9009,-2.6569,never_taker,0.066
3282,North,1946,1,0,11.506,51004.25,0,1,12.851,3.0087,1.8949,always_taker,0.062
3283,Central,1945,1,1,9.78,54417.37,0,0,10.163,2.1967,0.1659,never_taker,0.066
3284,Coastal,1945,1,0,10.057,37431.83,0,0,9.578,2.4194,-0.8943,never_taker,0.072
3285,North,1932,4,0,13.019,47143.47,1,1,11.975,2.3546,-1.1749,complier,0.088
3286,Coastal,1933,4,1,11.468,41027.52,1,1,11.805,2.7561,0.2991,complier,0.082
3287,Coastal,1946,2,0,14.936,37190.96,0,0,10.115,2.5941,-0.3755,complier,0.088
3288,Central,1946,1,0,13.424,32961.56,0,0,10.027,2.6035,0.6834,complier,0.088
3289,Coastal,1940,2,0,11.616,49330.96,0,0,10.333,2.3798,0.0364,never_taker,0.062
3290,North,1936,3,0,12.58,15050.99,1,0,10.732,1.9918,-0.8651,never_taker,0.062
3291,South,1932,1,0,12.736,47142.42,0,0,9.963,2.4905,0.1225,complier,0.088
3292,Coastal,1936,1,0,12.543,39062.05,0,0,10.076,2.6644,0.9533,complier,0.088
3293,South,1930,2,0,8.627,35778.66,0,0,9.369,1.7115,-2.2804,never_taker,0.072
3294,North,1932,1,1,14.241,22423.59,0,1,12.639,2.9636,2.2194,always_taker,0.056
3295,Coastal,1942,4,0,11.224,28522.67,1,0,10.526,2.2537,-1.1126,never_taker,0.062
3296,North,1934,1,0,15.268,53117.91,0,0,10.707,2.7723,0.2085,complier,0.088
3297,Central,1945,2,0,11.401,36472.67,0,0,10.22,2.5308,0.7882,complier,0.088
3298,Coastal,1939,1,0,10.699,24012.35,0,0,10.641,2.469,-0.3613,complier,0.098
3299,Coastal,1930,3,0,12.673,37794.64,1,1,10.902,2.2074,-1.2913,complier,0.088
3300,Central,1939,4,0,9.857,49652.81,1,1,12.013,2.6137,0.6115,always_taker,0.072
3301,Coastal,1945,4,0,15.345,43283.71,1,1,12.089,2.6647,0.0416,complier,0.088
3302,Central,1936,1,0,6.988,41234.85,0,0,10.476,2.3704,-0.1365,complier,0.098
3303,Coastal,1946,2,1,11.457,29957.02,0,0,10.536,2.4024,-0.4376,never_taker,0.056
3304,Central,1937,3,0,13.738,43960.93,1,0,9.787,2.3332,-1.3185,never_taker,0.062
3305,North,1941,1,1,10.799,36982.19,0,0,10.958,2.3783,-0.5119,never_taker,0.066
3306,South,1930,4,0,12.192,58914.85,1,1,12.123,2.8037,0.946,complier,0.088
3307,Central,1942,1,1,9.648,63990.96,0,1,11.938,2.3612,-0.4794,always_taker,0.066
3308,North,1941,4,0,11.914,58975.44,1,0,9.805,2.5639,-0.2242,never_taker,0.062
3309,Coastal,1938,3,0,11.467,18001.97,1,1,12.396,2.7628,1.4676,always_taker,0.062
3310,Central,1944,2,1,11.304,42364.11,0,0,10.398,2.5046,0.1588,never_taker,0.056
3311,South,1944,4,1,10.861,49254.67,1,1,12.172,2.5212,0.7154,complier,0.092
3312,South,1931,3,1,15.554,31092.99,1,1,12.413,2.4136,0.156,always_taker,0.056
3313,Coastal,1931,4,0,12.559,20907.27,1,1,12.279,2.5133,0.3677,always_taker,0.062
3314,North,1934,2,0,13.769,41724.75,0,1,11.95,2.5839,-0.6345,always_taker,0.062
3315,Central,1930,2,0,9.205,53693.02,0,0,9.941,2.3948,-0.1955,complier,0.098
3316,Central,1946,4,0,10.289,49850.03,1,1,11.621,2.7899,1.325,always_taker,0.072
3317,South,1941,4,0,13.905,31226.11,1,0,10.023,2.5542,-0.0534,never_taker,0.062
3318,Central,1932,1,0,13.227,40842.47,0,1,12.463,2.6085,0.5689,always_taker,0.062
3319,South,1933,1,1,12.396,55509.44,0,1,11.814,2.3133,0.1399,always_taker,0.056
3320,Coastal,1943,2,0,12.637,68349.15,0,0,10.86,2.9034,1.3223,complier,0.088
3321,Central,1935,2,1,13.847,51048.49,0,1,12.208,2.5949,0.9939,always_taker,0.056
3322,South,1937,4,1,10.996,23956.37,1,1,12.038,2.7809,1.4722,complier,0.092
3323,Central,1941,2,1,13.504,44890.81,0,0,10.235,2.3795,-0.3108,complier,0.082
3324,South,1930,1,0,13.403,50273.23,0,0,10.384,2.4316,-0.2101,never_taker,0.062
3325,South,1943,3,1,11.441,43430.63,1,1,12.111,2.4657,1.1718,always_taker,0.056
3326,North,1947,4,0,12.902,27756.24,1,1,11.912,2.8855,0.3595,always_taker,0.062
3327,North,1942,1,0,12.593,33125.61,0,0,10.821,2.544,-0.3511,complier,0.088
3328,North,1933,1,1,11.505,83820.02,0,0,9.731,2.5201,-0.352,complier,0.082
3329,Coastal,1935,4,1,13.5,14246.02,1,0,10.138,2.2669,-0.8475,never_taker,0.056
3330,North,1932,4,0,10.314,31032.03,1,0,10.025,2.3299,-0.5787,never_taker,0.072
3331,North,1940,2,1,12.298,66135.04,0,0,10.025,2.3983,-1.1431,complier,0.082
3332,Central,1947,3,1,15.758,70211.7,1,1,12.48,3.0556,2.4172,always_taker,0.056
3333,South,1941,2,1,11.078,32468.55,0,0,10.63,2.1905,-0.4073,complier,0.082
3334,Central,1935,1,1,8.582,38508.75,0,0,10.82,2.4821,1.0095,complier,0.092
3335,Central,1945,1,1,10.337,31329.86,0,1,12.792,2.7059,0.8492,always_taker,0.066
3336,Central,1947,1,0,13.411,70677.78,0,0,10.445,2.5301,-0.3929,complier,0.088
3337,Central,1942,1,1,14.506,27772.71,0,0,10.845,2.5879,0.1731,complier,0.082
3338,Central,1936,2,1,12.472,57527.11,0,0,9.763,2.2409,-0.9664,never_taker,0.056
3339,Central,1944,2,1,12.392,60881.7,0,0,10.888,2.509,0.7035,complier,0.082
3340,North,1946,1,0,11.936,41648.85,0,0,11.096,2.4835,0.2629,complier,0.088
3341,Central,1932,3,0,11.001,52676.73,1,0,10.284,2.4859,-0.3709,never_taker,0.062
3342,Coastal,1947,2,1,8.086,43296.17,0,0,10.241,2.2855,-0.9808,complier,0.092
3343,South,1944,4,0,11.903,41804.25,1,1,12.22,2.5099,1.0796,complier,0.088
3344,South,1939,4,0,9.093,35804.89,1,0,10.747,2.6458,1.6457,never_taker,0.072
3345,Central,1934,3,1,10.015,49875.82,1,1,12.919,2.5862,0.2934,complier,0.092
3346,Central,1941,2,1,12.223,50885.39,0,0,11.099,2.6405,-0.6598,complier,0.082
3347,Central,1941,4,0,10.247,40997.83,1,1,11.388,2.3204,-0.3572,complier,0.098
3348,Central,1940,4,0,13.943,62647.24,1,1,11.986,2.6967,0.0963,complier,0.088
3349,North,1940,1,0,17.282,27890.72,0,1,12.951,2.7351,1.333,always_taker,0.062
3350,North,1938,1,0,12.325,43448.54,0,1,12.211,2.7553,1.3732,always_taker,0.062
3351,Coastal,1936,4,0,12.172,70140.55,1,1,12.004,2.6953,0.0666,always_taker,0.062
3352,Central,1943,3,0,13.967,48895.65,1,1,11.801,2.7036,0.5395,complier,0.088
3353,North,1940,1,1,13.894,40791.7,0,0,10.375,2.7991,0.9077,complier,0.082
3354,South,1931,4,1,11.138,45699.71,1,0,10.127,2.3434,-0.3274,never_taker,0.056
3355,Coastal,1944,2,0,13.771,12450.64,0,0,10.781,2.7043,0.9984,complier,0.088
3356,North,1940,2,0,11.6,49665.57,0,0,10.708,2.3269,-0.1259,complier,0.088
3357,North,1938,2,0,11.692,52441.04,0,0,10.323,2.4648,-1.3026,never_taker,0.062
3358,South,1936,4,0,13.334,31507.92,1,1,12.845,2.414,-0.5224,complier,0.088
3359,Central,1943,4,0,8.096,48408.4,1,1,11.371,2.6802,0.6557,always_taker,0.072
3360,Coastal,1943,1,0,12.346,12000.0,0,1,12.246,2.5258,-0.3421,always_taker,0.062
3361,South,1935,4,1,11.001,53426.03,1,1,11.393,2.3161,-0.2783,always_taker,0.056
3362,Central,1937,2,1,9.443,34398.1,0,0,10.108,2.2426,-0.2269,never_taker,0.066
3363,South,1947,1,1,14.794,37449.26,0,0,11.026,2.1694,-0.9148,complier,0.082
3364,Coastal,1930,3,0,15.557,38346.52,1,1,11.75,2.7866,0.1049,complier,0.088
3365,Central,1940,2,1,9.102,26404.06,0,0,10.922,2.4104,0.3062,never_taker,0.066
3366,South,1941,1,0,10.374,56341.12,0,1,12.099,2.8331,1.3532,always_taker,0.072
3367,North,1935,2,0,10.899,30760.89,0,1,11.94,2.3287,-0.3183,always_taker,0.072
3368,South,1938,3,0,11.739,56282.46,1,1,11.598,2.5096,0.0412,complier,0.088
3369,Coastal,1934,1,1,12.386,62558.62,0,0,10.508,2.4489,-0.097,complier,0.082
3370,South,1947,4,1,11.347,31318.23,1,1,11.792,2.3435,-0.4879,complier,0.082
3371,Coastal,1937,4,1,8.955,40237.38,1,0,10.54,2.5771,1.9237,never_taker,0.066
3372,Central,1947,4,1,8.852,41665.29,1,0,9.98,2.3085,-0.1501,never_taker,0.066
3373,Coastal,1944,1,1,10.239,12000.0,0,0,10.584,2.2193,-0.0602,complier,0.092
3374,Central,1930,1,0,11.248,29153.62,0,0,10.09,2.5473,-0.5663,complier,0.088
3375,South,1931,3,0,12.811,61973.1,1,0,10.059,2.4867,-0.8354,never_taker,0.062
3376,North,1943,4,1,14.75,30965.12,1,1,11.759,2.6837,0.9467,always_taker,0.056
3377,North,1935,1,0,13.306,53174.49,0,0,10.878,2.905,2.0746,complier,0.088
3378,South,1930,4,1,13.67,41637.47,1,1,11.717,2.3548,0.0134,complier,0.082
3379,South,1941,4,1,12.689,15366.71,1,1,12.257,2.7871,1.0634,complier,0.082
3380,North,1930,1,1,11.416,47934.31,0,1,12.112,2.7377,0.7519,always_taker,0.056
3381,Coastal,1934,3,1,9.686,29908.71,1,1,10.926,2.6231,-0.6071,complier,0.092
3382,Central,1945,4,0,12.203,46707.96,1,1,11.418,2.7266,0.8982,always_taker,0.062
3383,Central,1932,3,0,12.985,39747.09,1,0,10.181,2.3954,-1.1221,never_taker,0.062
3384,Central,1946,2,0,12.46,58450.5,0,0,9.838,2.6924,0.7431,complier,0.088
3385,Coastal,1932,4,0,11.303,42889.63,1,1,12.124,2.4538,-0.648,complier,0.088
3386,Coastal,1934,1,1,10.366,45992.09,0,0,10.244,2.3614,-0.3023,never_taker,0.066
3387,Central,1930,2,1,11.649,43543.09,0,0,10.36,2.6272,0.2307,never_taker,0.056
3388,Central,1932,3,0,13.139,40253.35,1,1,12.729,2.6586,0.2762,always_taker,0.062
3389,North,1935,2,1,10.971,49857.45,0,0,9.867,1.8946,-3.5436,complier,0.092
3390,North,1935,2,1,9.745,44995.6,0,1,11.964,2.5285,0.5723,always_taker,0.066
3391,North,1940,1,0,6.939,31696.72,0,0,10.439,2.4094,1.4601,complier,0.098
3392,North,1931,4,1,12.84,49575.91,1,0,10.063,2.3976,-0.8514,never_taker,0.056
3393,Central,1931,4,0,10.903,30629.17,1,0,10.694,2.091,-1.2101,never_taker,0.072
3394,Central,1944,3,0,8.574,35634.45,1,1,11.221,2.4853,-0.1441,complier,0.098
3395,North,1940,1,0,14.105,35702.72,0,0,9.951,2.4161,-0.7552,complier,0.088
3396,Central,1941,4,1,15.426,33184.75,1,1,11.864,2.8226,1.404,complier,0.082
3397,Central,1940,1,1,14.174,54581.19,0,1,12.682,2.7551,1.1961,always_taker,0.056
3398,South,1942,2,1,12.146,39329.59,0,0,9.903,2.2878,-0.5822,never_taker,0.056
3399,South,1935,1,0,11.124,65714.71,0,0,9.986,2.5789,-0.8102,complier,0.088
3400,Coastal,1938,2,1,9.37,23556.78,0,0,9.757,2.1793,-1.0031,complier,0.092
3401,North,1937,3,1,9.82,35057.11,1,1,10.293,2.3117,-0.9867,complier,0.092
3402,South,1940,2,1,12.341,48617.64,0,0,10.465,2.4178,0.1239,complier,0.082
3403,South,1935,3,1,11.371,54722.09,1,1,11.627,2.7061,0.8957,complier,0.082
3404,North,1937,3,0,12.007,44909.76,1,0,9.725,2.6847,-0.3177,never_taker,0.062
3405,Central,1932,4,1,10.111,48292.27,1,0,9.756,2.6207,0.0243,never_taker,0.066
3406,North,1935,1,1,11.837,28974.99,0,0,10.651,2.4237,-0.276,never_taker,0.056
3407,Central,1941,4,1,15.144,33071.42,1,1,12.224,2.77,0.6561,always_taker,0.056
3408,South,1945,1,0,12.907,39225.93,0,0,10.144,2.7033,1.0244,never_taker,0.062
3409,Central,1943,1,1,12.2,30359.33,0,0,10.185,1.8688,-1.869,complier,0.082
3410,Central,1935,4,0,13.356,27885.23,1,1,11.003,2.2504,-1.3089,complier,0.088
3411,Coastal,1947,1,1,12.201,56728.49,0,0,9.376,2.1887,-1.2923,complier,0.082
3412,North,1932,2,0,11.86,22190.25,0,0,10.251,2.5738,-0.1857,complier,0.088
3413,North,1934,1,0,11.091,58528.58,0,0,10.017,2.3284,-0.7483,never_taker,0.062
3414,South,1937,3,0,15.442,29982.68,1,1,12.181,2.7323,1.0172,always_taker,0.062
3415,North,1943,3,0,6.206,26122.84,1,0,9.577,2.0936,-1.632,never_taker,0.072
3416,Central,1937,4,1,9.209,57822.21,1,0,9.659,2.3073,-1.1148,never_taker,0.066
3417,Coastal,1946,1,1,10.86,42831.17,0,0,11.262,2.5413,0.7595,complier,0.092
3418,South,1937,2,0,10.285,31573.75,0,1,11.676,2.7382,1.3945,always_taker,0.072
3419,North,1931,2,1,12.558,34711.92,0,0,10.441,2.4607,-0.1124,never_taker,0.056
3420,Coastal,1936,3,1,12.148,30718.81,1,1,11.614,2.5831,-0.1965,complier,0.082
3421,South,1946,4,0,8.814,45159.93,1,1,11.099,2.3301,-0.9313,complier,0.098
3422,Central,1942,3,1,14.631,35919.14,1,1,12.716,2.967,1.5866,always_taker,0.056
3423,Coastal,1943,4,0,14.103,27148.96,1,1,12.207,2.6077,0.2223,always_taker,0.062
3424,South,1940,2,0,11.846,18634.53,0,0,10.616,2.6065,0.8925,complier,0.088
3425,Coastal,1945,4,1,9.674,34133.76,1,1,11.841,2.5662,0.9025,complier,0.092
3426,Central,1935,3,1,8.133,42927.96,1,0,9.511,2.2956,-0.6285,never_taker,0.066
3427,Central,1936,3,1,11.156,58680.3,1,0,10.316,2.3316,-1.1008,never_taker,0.056
3428,Coastal,1942,1,0,12.479,58477.48,0,0,10.005,2.379,-1.2435,never_taker,0.062
3429,Central,1939,3,1,14.507,46058.11,1,1,12.43,2.644,0.415,always_taker,0.056
3430,South,1934,4,1,13.735,46380.64,1,1,11.773,2.4006,-0.6892,always_taker,0.056
3431,Coastal,1936,2,0,9.633,42526.94,0,0,10.977,2.5884,0.2847,complier,0.098
3432,Central,1938,1,1,10.577,39073.58,0,0,10.739,2.655,0.813,complier,0.092
3433,North,1946,2,0,14.64,19719.92,0,0,10.289,2.4348,0.1605,never_taker,0.062
3434,South,1935,3,1,14.451,49010.73,1,1,12.107,2.4772,-0.7214,complier,0.082
3435,North,1933,4,0,9.674,18775.85,1,1,12.269,2.5722,-0.047,complier,0.098
3436,North,1934,2,1,10.339,39587.75,0,0,9.768,2.147,-0.4708,complier,0.092
3437,Coastal,1944,1,1,8.808,12000.0,0,0,11.225,2.7688,1.5553,complier,0.092
3438,Coastal,1942,2,1,8.194,45557.29,0,0,10.239,2.4372,-0.3642,complier,0.092
3439,South,1941,1,0,12.291,25998.9,0,0,10.334,2.3097,-0.9898,complier,0.088
3440,North,1933,1,0,10.074,39540.78,0,0,10.487,2.3502,-0.758,never_taker,0.072
3441,Central,1942,4,0,14.912,36570.09,1,1,11.669,2.5054,0.1269,always_taker,0.062
3442,South,1943,3,1,13.978,45573.78,1,1,12.458,2.3963,-1.4033,always_taker,0.056
3443,Central,1932,1,0,11.36,50616.23,0,0,10.842,2.416,0.0459,complier,0.088
3444,South,1932,4,1,11.281,35213.88,1,1,12.388,2.2917,-0.085,always_taker,0.056
3445,Coastal,1938,4,0,9.044,53930.37,1,0,9.837,1.9876,-2.4404,never_taker,0.072
3446,North,1930,1,1,7.11,40925.85,0,0,10.596,2.1696,-0.3627,never_taker,0.066
3447,Coastal,1946,2,0,12.975,37543.26,0,1,12.985,3.041,2.2758,always_taker,0.062
3448,Coastal,1947,3,0,9.733,63263.61,1,1,11.933,2.7171,0.0518,complier,0.098
3449,South,1932,4,0,11.694,45092.88,1,1,11.757,2.6238,0.5329,always_taker,0.062
3450,Coastal,1944,3,0,11.399,45158.35,1,1,12.279,2.9782,1.3235,complier,0.088
3451,Central,1938,2,1,13.499,48904.72,0,1,11.784,2.4607,-0.7397,always_taker,0.056
3452,Central,1943,4,0,12.295,39789.74,1,0,10.151,2.5045,-0.0262,never_taker,0.062
3453,Coastal,1946,4,0,13.146,71849.97,1,1,12.221,3.0359,1.2112,always_taker,0.062
3454,South,1932,2,0,10.037,43559.36,0,1,11.512,2.2418,-0.4648,always_taker,0.072
3455,Central,1945,2,1,10.012,40603.43,0,0,10.991,2.4591,0.4729,complier,0.092
3456,Coastal,1943,3,0,11.707,24291.04,1,0,10.293,2.3792,-0.2752,never_taker,0.062
3457,Coastal,1946,4,0,14.826,27359.12,1,1,12.201,2.7792,1.4579,always_taker,0.062
3458,North,1933,3,0,13.703,26976.85,1,0,9.953,2.4331,-0.3271,never_taker,0.062
3459,Central,1946,3,0,13.01,34769.88,1,0,9.85,2.2568,-2.1638,never_taker,0.062
3460,South,1938,2,1,12.983,56024.99,0,0,10.553,2.4885,-0.3786,never_taker,0.056
3461,Coastal,1935,1,1,15.164,52257.47,0,0,11.025,2.8594,1.9387,complier,0.082
3462,North,1930,2,0,9.211,40719.09,0,1,12.13,2.5628,-0.1455,always_taker,0.072
3463,South,1939,1,0,13.797,53899.51,0,0,10.105,2.5884,0.6795,complier,0.088
3464,South,1939,4,1,7.738,45151.69,1,0,10.354,2.2084,0.3765,never_taker,0.066
3465,South,1946,1,1,15.069,32930.13,0,0,10.735,2.6648,1.2921,complier,0.082
3466,Central,1941,4,0,12.118,33857.63,1,1,11.569,2.6602,0.8509,complier,0.088
3467,South,1940,2,0,11.656,43257.55,0,1,12.379,2.7461,1.4017,always_taker,0.062
3468,North,1945,2,0,12.579,36030.0,0,0,10.589,2.2353,-1.1187,complier,0.088
3469,South,1939,3,1,7.273,63849.58,1,1,10.954,2.3432,-1.5321,complier,0.092
3470,Central,1933,1,1,14.471,69631.88,0,0,10.638,2.7265,1.2655,complier,0.082
3471,Central,1940,4,0,12.847,55841.04,1,1,12.002,2.3018,-1.0398,complier,0.088
3472,North,1934,3,1,14.444,43055.46,1,1,11.72,2.431,0.1152,always_taker,0.056
3473,South,1934,2,0,12.803,46539.4,0,0,10.707,2.5415,0.6546,never_taker,0.062
3474,South,1938,1,1,9.12,14011.99,0,0,9.85,2.3668,-0.1924,complier,0.092
3475,North,1945,1,1,11.607,32509.03,0,1,12.272,2.6489,1.4598,always_taker,0.056
3476,Coastal,1945,1,1,10.011,54194.41,0,0,9.375,2.4984,-0.071,never_taker,0.066
3477,Central,1944,3,0,17.249,50374.78,1,1,11.825,2.8972,0.937,complier,0.088
3478,Central,1942,2,0,12.424,29488.95,0,0,10.161,2.3477,-0.3672,complier,0.088
3479,Central,1943,1,0,10.152,22777.24,0,0,10.377,2.5472,0.7865,complier,0.098
3480,South,1944,4,0,13.923,29753.25,1,0,10.514,2.478,-0.399,never_taker,0.062
3481,Central,1930,4,0,11.22,18462.98,1,0,9.936,2.0375,-1.3314,never_taker,0.062
3482,Coastal,1931,3,0,13.336,27870.33,1,1,12.548,2.3731,-0.097,complier,0.088
3483,North,1934,2,0,9.096,44971.68,0,0,10.314,2.444,1.2327,complier,0.098
3484,Coastal,1931,2,0,11.187,40604.71,0,0,9.986,2.4695,-0.4309,complier,0.088
3485,North,1941,1,1,8.616,24661.97,0,0,10.182,2.3125,-0.0476,complier,0.092
3486,North,1939,3,1,12.169,19530.88,1,0,10.494,2.1247,-1.2823,never_taker,0.056
3487,Coastal,1936,3,0,10.508,46496.56,1,0,9.714,2.4552,-0.7596,never_taker,0.072
3488,Central,1942,1,0,11.74,43567.25,0,0,10.763,2.5446,0.9635,complier,0.088
3489,Coastal,1937,4,0,14.906,71882.16,1,1,12.822,3.0862,1.4303,always_taker,0.062
3490,North,1937,1,0,6.251,62972.63,0,0,10.524,2.4654,0.4386,complier,0.098
3491,Central,1937,2,0,9.046,50131.13,0,0,10.334,2.3909,-0.5606,never_taker,0.072
3492,North,1939,4,1,13.921,46239.36,1,1,12.346,2.9084,0.5416,always_taker,0.056
3493,Central,1940,3,0,7.924,50157.94,1,1,11.741,2.4722,-0.1662,complier,0.098
3494,Central,1940,3,0,9.929,22457.0,1,1,11.023,2.7115,0.5863,complier,0.098
3495,North,1937,4,1,8.655,46091.76,1,1,12.03,2.5296,0.3737,always_taker,0.066
3496,North,1941,4,0,12.178,65699.24,1,1,11.421,2.767,-0.0443,complier,0.088
3497,South,1941,2,0,8.427,62846.69,0,0,11.251,2.5235,-0.565,never_taker,0.072
3498,Central,1931,1,1,8.994,34420.08,0,0,10.026,2.1561,-0.4688,never_taker,0.066
3499,North,1943,3,1,8.87,35329.45,1,0,9.528,2.0641,-1.1566,never_taker,0.066
3500,Central,1931,3,0,9.729,37717.41,1,0,9.673,1.9955,-2.1603,never_taker,0.072
3501,Coastal,1945,2,0,7.963,17972.82,0,0,9.88,2.4789,-0.6924,complier,0.098
3502,Central,1932,3,0,11.57,41238.84,1,1,12.162,2.8198,2.1701,always_taker,0.062
3503,Central,1938,3,1,9.136,70488.28,1,0,10.385,2.6974,1.163,never_taker,0.066
3504,Central,1935,1,0,11.081,44999.58,0,0,10.321,2.501,0.6836,complier,0.088
3505,Central,1941,3,1,12.376,57135.82,1,1,11.942,2.4306,-0.078,always_taker,0.056
3506,Central,1937,1,1,10.24,53525.26,0,1,11.723,2.4665,-0.2454,always_taker,0.066
3507,North,1947,2,0,13.644,48667.74,0,0,11.002,2.6087,0.3284,complier,0.088
3508,North,1933,4,0,9.629,13255.79,1,1,10.655,2.3564,-1.104,complier,0.098
3509,Coastal,1930,2,1,12.688,62962.2,0,0,10.828,2.5725,-0.2351,complier,0.082
3510,Central,1945,2,1,8.617,26841.42,0,0,9.984,2.3074,-0.8854,never_taker,0.066
3511,South,1936,1,1,11.653,42797.78,0,0,10.452,2.5446,0.6694,complier,0.082
3512,Central,1942,4,0,13.998,25000.06,1,1,11.705,2.5527,0.1207,complier,0.088
3513,South,1939,1,0,11.058,66040.3,0,0,10.218,2.491,-1.2893,never_taker,0.062
3514,Coastal,1932,2,0,17.668,45170.21,0,1,12.809,2.6581,0.9713,always_taker,0.062
3515,Central,1940,3,1,12.844,38184.26,1,1,11.831,2.9195,1.511,complier,0.082
