worker_id,year,local_knowledge,schedule_letter,letter_active,exposure_count,hourly_wage,true_net_return,perceived_net_return,knowledge_gap,annual_hours,annual_earnings
worker-169,1,1,0,0,1,20.65,0.615,0.48,0.135,1228.0,25358.2
worker-169,2,1,0,0,2,20.65,0.615,0.515,0.1,1232.6,25453.19
worker-169,3,1,0,0,3,20.65,0.615,0.55,0.065,1237.2,25548.18
worker-169,4,1,0,0,4,20.65,0.615,0.585,0.03,1241.8,25643.17
worker-170,1,0,0,0,0,21.1,0.65,0.48,0.17,1260.0,26586.0
worker-170,2,0,0,0,1,21.1,0.65,0.515,0.135,1264.6,26683.06
worker-170,3,0,0,0,2,21.1,0.65,0.55,0.1,1269.2,26780.12
worker-170,4,0,0,0,3,21.1,0.65,0.585,0.065,1273.8,26877.18
worker-171,1,0,0,0,0,17.5,0.685,0.515,0.17,1274.6,22305.5
worker-171,2,0,0,0,1,17.5,0.685,0.55,0.135,1279.2,22386.0
worker-171,3,0,0,0,2,17.5,0.685,0.585,0.1,1283.8,22466.5
worker-171,4,0,0,0,3,17.5,0.685,0.62,0.065,1288.4,22547.0
worker-172,1,0,1,0,0,17.95,0.72,0.55,0.17,1319.2,23679.64
worker-172,2,0,1,1,2,17.95,0.72,0.635,0.085,1341.8,24085.31
worker-172,3,0,1,1,3,17.95,0.72,0.67,0.05,1346.4,24167.88
worker-172,4,0,1,1,4,17.95,0.72,0.705,0.015,1351.0,24250.45
worker-173,1,0,0,0,0,18.4,0.755,0.585,0.17,1363.8,25093.92
worker-173,2,0,0,0,1,18.4,0.755,0.62,0.135,1368.4,25178.56
worker-173,3,0,0,0,2,18.4,0.755,0.655,0.1,1373.0,25263.2
worker-173,4,0,0,0,3,18.4,0.755,0.69,0.065,1377.6,25347.84
worker-174,1,1,0,0,1,18.85,0.79,0.655,0.135,1391.0,26220.35
worker-174,2,1,0,0,2,18.85,0.79,0.69,0.1,1395.6,26307.06
worker-174,3,1,0,0,3,18.85,0.79,0.725,0.065,1400.2,26393.77
worker-174,4,1,0,0,4,18.85,0.79,0.76,0.03,1404.8,26480.48
worker-175,1,1,0,0,1,19.3,0.58,0.445,0.135,1347.4,26004.82
worker-175,2,1,0,0,2,19.3,0.58,0.48,0.1,1352.0,26093.6
worker-175,3,1,0,0,3,19.3,0.58,0.515,0.065,1356.6,26182.38
worker-175,4,1,0,0,4,19.3,0.58,0.55,0.03,1361.2,26271.16
worker-176,1,0,1,0,0,19.75,0.615,0.445,0.17,1203.4,23767.15
worker-176,2,0,1,1,2,19.75,0.615,0.53,0.085,1226.0,24213.5
worker-176,3,0,1,1,3,19.75,0.615,0.565,0.05,1230.6,24304.35
worker-176,4,0,1,1,4,19.75,0.615,0.6,0.015,1235.2,24395.2
worker-177,1,0,0,0,0,20.2,0.65,0.48,0.17,1218.0,24603.6
worker-177,2,0,0,0,1,20.2,0.65,0.515,0.135,1222.6,24696.52
worker-177,3,0,0,0,2,20.2,0.65,0.55,0.1,1227.2,24789.44
worker-177,4,0,0,0,3,20.2,0.65,0.585,0.065,1231.8,24882.36
worker-178,1,0,0,0,0,20.65,0.685,0.515,0.17,1262.6,26072.69
worker-178,2,0,0,0,1,20.65,0.685,0.55,0.135,1267.2,26167.68
worker-178,3,0,0,0,2,20.65,0.685,0.585,0.1,1271.8,26262.67
worker-178,4,0,0,0,3,20.65,0.685,0.62,0.065,1276.4,26357.66
worker-179,1,0,0,0,0,21.1,0.72,0.55,0.17,1307.2,27581.92
worker-179,2,0,0,0,1,21.1,0.72,0.585,0.135,1311.8,27678.98
worker-179,3,0,0,0,2,21.1,0.72,0.62,0.1,1316.4,27776.04
worker-179,4,0,0,0,3,21.1,0.72,0.655,0.065,1321.0,27873.1
worker-180,1,1,1,0,1,17.5,0.755,0.62,0.135,1334.4,23352.0
worker-180,2,1,1,1,3,17.5,0.755,0.705,0.05,1357.0,23747.5
worker-180,3,1,1,1,4,17.5,0.755,0.74,0.015,1361.6,23828.0
worker-180,4,1,1,1,5,17.5,0.755,0.745,0.01,1355.4,23719.5
worker-181,1,1,0,0,1,17.95,0.79,0.655,0.135,1379.0,24753.05
worker-181,2,1,0,0,2,17.95,0.79,0.69,0.1,1383.6,24835.62
worker-181,3,1,0,0,3,17.95,0.79,0.725,0.065,1388.2,24918.19
worker-181,4,1,0,0,4,17.95,0.79,0.76,0.03,1392.8,25000.76
worker-182,1,0,0,0,0,18.4,0.58,0.41,0.17,1322.8,24339.52
worker-182,2,0,0,0,1,18.4,0.58,0.445,0.135,1327.4,24424.16
worker-182,3,0,0,0,2,18.4,0.58,0.48,0.1,1332.0,24508.8
worker-182,4,0,0,0,3,18.4,0.58,0.515,0.065,1336.6,24593.44
worker-183,1,0,0,0,0,18.85,0.615,0.445,0.17,1337.4,25209.99
worker-183,2,0,0,0,1,18.85,0.615,0.48,0.135,1342.0,25296.7
worker-183,3,0,0,0,2,18.85,0.615,0.515,0.1,1346.6,25383.41
worker-183,4,0,0,0,3,18.85,0.615,0.55,0.065,1351.2,25470.12
worker-184,1,0,1,0,0,19.3,0.65,0.48,0.17,1206.0,23275.8
worker-184,2,0,1,1,2,19.3,0.65,0.565,0.085,1228.6,23711.98
worker-184,3,0,1,1,3,19.3,0.65,0.6,0.05,1233.2,23800.76
worker-184,4,0,1,1,4,19.3,0.65,0.635,0.015,1237.8,23889.54
worker-185,1,0,0,0,0,19.75,0.685,0.515,0.17,1250.6,24699.35
worker-185,2,0,0,0,1,19.75,0.685,0.55,0.135,1255.2,24790.2
worker-185,3,0,0,0,2,19.75,0.685,0.585,0.1,1259.8,24881.05
worker-185,4,0,0,0,3,19.75,0.685,0.62,0.065,1264.4,24971.9
worker-186,1,1,0,0,1,20.2,0.72,0.585,0.135,1277.8,25811.56
worker-186,2,1,0,0,2,20.2,0.72,0.62,0.1,1282.4,25904.48
worker-186,3,1,0,0,3,20.2,0.72,0.655,0.065,1287.0,25997.4
worker-186,4,1,0,0,4,20.2,0.72,0.69,0.03,1291.6,26090.32
worker-187,1,1,0,0,1,20.65,0.755,0.62,0.135,1322.4,27307.56
worker-187,2,1,0,0,2,20.65,0.755,0.655,0.1,1327.0,27402.55
worker-187,3,1,0,0,3,20.65,0.755,0.69,0.065,1331.6,27497.54
worker-187,4,1,0,0,4,20.65,0.755,0.725,0.03,1336.2,27592.53
worker-188,1,0,1,0,0,21.1,0.79,0.62,0.17,1354.4,28577.84
worker-188,2,0,1,1,2,21.1,0.79,0.705,0.085,1377.0,29054.7
worker-188,3,0,1,1,3,21.1,0.79,0.74,0.05,1381.6,29151.76
worker-188,4,0,1,1,4,21.1,0.79,0.775,0.015,1386.2,29248.82
worker-189,1,0,0,0,0,17.5,0.58,0.41,0.17,1280.8,22414.0
worker-189,2,0,0,0,1,17.5,0.58,0.445,0.135,1285.4,22494.5
worker-189,3,0,0,0,2,17.5,0.58,0.48,0.1,1290.0,22575.0
worker-189,4,0,0,0,3,17.5,0.58,0.515,0.065,1294.6,22655.5
worker-190,1,0,0,0,0,17.95,0.615,0.445,0.17,1325.4,23790.93
worker-190,2,0,0,0,1,17.95,0.615,0.48,0.135,1330.0,23873.5
worker-190,3,0,0,0,2,17.95,0.615,0.515,0.1,1334.6,23956.07
worker-190,4,0,0,0,3,17.95,0.615,0.55,0.065,1339.2,24038.64
worker-191,1,0,0,0,0,18.4,0.65,0.48,0.17,1370.0,25208.0
worker-191,2,0,0,0,1,18.4,0.65,0.515,0.135,1374.6,25292.64
worker-191,3,0,0,0,2,18.4,0.65,0.55,0.1,1379.2,25377.28
worker-191,4,0,0,0,3,18.4,0.65,0.585,0.065,1383.8,25461.92
worker-192,1,1,1,0,1,18.85,0.685,0.55,0.135,1221.2,23019.62
worker-192,2,1,1,1,3,18.85,0.685,0.635,0.05,1243.8,23445.63
worker-192,3,1,1,1,4,18.85,0.685,0.67,0.015,1248.4,23532.34
worker-192,4,1,1,1,5,18.85,0.685,0.675,0.01,1242.2,23415.47
worker-193,1,1,0,0,1,19.3,0.72,0.585,0.135,1265.8,24429.94
worker-193,2,1,0,0,2,19.3,0.72,0.62,0.1,1270.4,24518.72
worker-193,3,1,0,0,3,19.3,0.72,0.655,0.065,1275.0,24607.5
worker-193,4,1,0,0,4,19.3,0.72,0.69,0.03,1279.6,24696.28
worker-194,1,0,0,0,0,19.75,0.755,0.585,0.17,1297.8,25631.55
worker-194,2,0,0,0,1,19.75,0.755,0.62,0.135,1302.4,25722.4
worker-194,3,0,0,0,2,19.75,0.755,0.655,0.1,1307.0,25813.25
worker-194,4,0,0,0,3,19.75,0.755,0.69,0.065,1311.6,25904.1
worker-195,1,0,0,0,0,20.2,0.79,0.62,0.17,1312.4,26510.48
worker-195,2,0,0,0,1,20.2,0.79,0.655,0.135,1317.0,26603.4
worker-195,3,0,0,0,2,20.2,0.79,0.69,0.1,1321.6,26696.32
worker-195,4,0,0,0,3,20.2,0.79,0.725,0.065,1326.2,26789.24
worker-196,1,0,1,0,0,20.65,0.58,0.41,0.17,1268.8,26200.72
worker-196,2,0,1,1,2,20.65,0.58,0.495,0.085,1291.4,26667.41
worker-196,3,0,1,1,3,20.65,0.58,0.53,0.05,1296.0,26762.4
worker-196,4,0,1,1,4,20.65,0.58,0.565,0.015,1300.6,26857.39
worker-197,1,0,0,0,0,21.1,0.615,0.445,0.17,1313.4,27712.74
worker-197,2,0,0,0,1,21.1,0.615,0.48,0.135,1318.0,27809.8
worker-197,3,0,0,0,2,21.1,0.615,0.515,0.1,1322.6,27906.86
worker-197,4,0,0,0,3,21.1,0.615,0.55,0.065,1327.2,28003.92
worker-198,1,1,0,0,1,17.5,0.65,0.515,0.135,1340.6,23460.5
worker-198,2,1,0,0,2,17.5,0.65,0.55,0.1,1345.2,23541.0
worker-198,3,1,0,0,3,17.5,0.65,0.585,0.065,1349.8,23621.5
worker-198,4,1,0,0,4,17.5,0.65,0.62,0.03,1354.4,23702.0
worker-199,1,1,0,0,1,17.95,0.685,0.55,0.135,1385.2,24864.34
worker-199,2,1,0,0,2,17.95,0.685,0.585,0.1,1389.8,24946.91
worker-199,3,1,0,0,3,17.95,0.685,0.62,0.065,1394.4,25029.48
worker-199,4,1,0,0,4,17.95,0.685,0.655,0.03,1399.0,25112.05
worker-200,1,0,1,0,0,18.4,0.72,0.55,0.17,1241.2,22838.08
worker-200,2,0,1,1,2,18.4,0.72,0.635,0.085,1263.8,23253.92
worker-200,3,0,1,1,3,18.4,0.72,0.67,0.05,1268.4,23338.56
worker-200,4,0,1,1,4,18.4,0.72,0.705,0.015,1273.0,23423.2
worker-201,1,0,0,0,0,18.85,0.755,0.585,0.17,1255.8,23671.83
worker-201,2,0,0,0,1,18.85,0.755,0.62,0.135,1260.4,23758.54
worker-201,3,0,0,0,2,18.85,0.755,0.655,0.1,1265.0,23845.25
worker-201,4,0,0,0,3,18.85,0.755,0.69,0.065,1269.6,23931.96
worker-202,1,0,0,0,0,19.3,0.79,0.62,0.17,1300.4,25097.72
worker-202,2,0,0,0,1,19.3,0.79,0.655,0.135,1305.0,25186.5
worker-202,3,0,0,0,2,19.3,0.79,0.69,0.1,1309.6,25275.28
worker-202,4,0,0,0,3,19.3,0.79,0.725,0.065,1314.2,25364.06
worker-203,1,0,0,0,0,19.75,0.58,0.41,0.17,1256.8,24821.8
worker-203,2,0,0,0,1,19.75,0.58,0.445,0.135,1261.4,24912.65
worker-203,3,0,0,0,2,19.75,0.58,0.48,0.1,1266.0,25003.5
worker-203,4,0,0,0,3,19.75,0.58,0.515,0.065,1270.6,25094.35
worker-204,1,1,1,0,1,20.2,0.615,0.48,0.135,1284.0,25936.8
worker-204,2,1,1,1,3,20.2,0.615,0.565,0.05,1306.6,26393.32
worker-204,3,1,1,1,4,20.2,0.615,0.6,0.015,1311.2,26486.24
worker-204,4,1,1,1,5,20.2,0.615,0.605,0.01,1305.0,26361.0
worker-205,1,1,0,0,1,20.65,0.65,0.515,0.135,1328.6,27435.59
worker-205,2,1,0,0,2,20.65,0.65,0.55,0.1,1333.2,27530.58
worker-205,3,1,0,0,3,20.65,0.65,0.585,0.065,1337.8,27625.57
worker-205,4,1,0,0,4,20.65,0.65,0.62,0.03,1342.4,27720.56
worker-206,1,0,0,0,0,21.1,0.685,0.515,0.17,1360.6,28708.66
worker-206,2,0,0,0,1,21.1,0.685,0.55,0.135,1365.2,28805.72
worker-206,3,0,0,0,2,21.1,0.685,0.585,0.1,1369.8,28902.78
worker-206,4,0,0,0,3,21.1,0.685,0.62,0.065,1374.4,28999.84
worker-207,1,0,0,0,0,17.5,0.72,0.55,0.17,1375.2,24066.0
worker-207,2,0,0,0,1,17.5,0.72,0.585,0.135,1379.8,24146.5
worker-207,3,0,0,0,2,17.5,0.72,0.62,0.1,1384.4,24227.0
worker-207,4,0,0,0,3,17.5,0.72,0.655,0.065,1389.0,24307.5
worker-208,1,0,1,0,0,17.95,0.755,0.585,0.17,1243.8,22326.21
worker-208,2,0,1,1,2,17.95,0.755,0.67,0.085,1266.4,22731.88
worker-208,3,0,1,1,3,17.95,0.755,0.705,0.05,1271.0,22814.45
worker-208,4,0,1,1,4,17.95,0.755,0.74,0.015,1275.6,22897.02
worker-209,1,0,0,0,0,18.4,0.79,0.62,0.17,1288.4,23706.56
worker-209,2,0,0,0,1,18.4,0.79,0.655,0.135,1293.0,23791.2
worker-209,3,0,0,0,2,18.4,0.79,0.69,0.1,1297.6,23875.84
worker-209,4,0,0,0,3,18.4,0.79,0.725,0.065,1302.2,23960.48
worker-210,1,1,0,0,1,18.85,0.58,0.445,0.135,1227.4,23136.49
worker-210,2,1,0,0,2,18.85,0.58,0.48,0.1,1232.0,23223.2
worker-210,3,1,0,0,3,18.85,0.58,0.515,0.065,1236.6,23309.91
worker-210,4,1,0,0,4,18.85,0.58,0.55,0.03,1241.2,23396.62
worker-211,1,1,0,0,1,19.3,0.615,0.48,0.135,1272.0,24549.6
worker-211,2,1,0,0,2,19.3,0.615,0.515,0.1,1276.6,24638.38
worker-211,3,1,0,0,3,19.3,0.615,0.55,0.065,1281.2,24727.16
worker-211,4,1,0,0,4,19.3,0.615,0.585,0.03,1285.8,24815.94
worker-212,1,0,1,0,0,19.75,0.65,0.48,0.17,1304.0,25754.0
worker-212,2,0,1,1,2,19.75,0.65,0.565,0.085,1326.6,26200.35
worker-212,3,0,1,1,3,19.75,0.65,0.6,0.05,1331.2,26291.2
worker-212,4,0,1,1,4,19.75,0.65,0.635,0.015,1335.8,26382.05
worker-213,1,0,0,0,0,20.2,0.685,0.515,0.17,1318.6,26635.72
worker-213,2,0,0,0,1,20.2,0.685,0.55,0.135,1323.2,26728.64
worker-213,3,0,0,0,2,20.2,0.685,0.585,0.1,1327.8,26821.56
worker-213,4,0,0,0,3,20.2,0.685,0.62,0.065,1332.4,26914.48
worker-214,1,0,0,0,0,20.65,0.72,0.55,0.17,1363.2,28150.08
worker-214,2,0,0,0,1,20.65,0.72,0.585,0.135,1367.8,28245.07
worker-214,3,0,0,0,2,20.65,0.72,0.62,0.1,1372.4,28340.06
worker-214,4,0,0,0,3,20.65,0.72,0.655,0.065,1377.0,28435.05
worker-215,1,0,0,0,0,21.1,0.755,0.585,0.17,1407.8,29704.58
worker-215,2,0,0,0,1,21.1,0.755,0.62,0.135,1412.4,29801.64
worker-215,3,0,0,0,2,21.1,0.755,0.655,0.1,1417.0,29898.7
worker-215,4,0,0,0,3,21.1,0.755,0.69,0.065,1421.6,29995.76
worker-216,1,1,1,0,1,17.5,0.79,0.655,0.135,1259.0,22032.5
worker-216,2,1,1,1,3,17.5,0.79,0.74,0.05,1281.6,22428.0
worker-216,3,1,1,1,4,17.5,0.79,0.775,0.015,1286.2,22508.5
worker-216,4,1,1,1,5,17.5,0.79,0.78,0.01,1280.0,22400.0
worker-217,1,1,0,0,1,17.95,0.58,0.445,0.135,1215.4,21816.43
worker-217,2,1,0,0,2,17.95,0.58,0.48,0.1,1220.0,21899.0
worker-217,3,1,0,0,3,17.95,0.58,0.515,0.065,1224.6,21981.57
worker-217,4,1,0,0,4,17.95,0.58,0.55,0.03,1229.2,22064.14
worker-218,1,0,0,0,0,18.4,0.615,0.445,0.17,1247.4,22952.16
worker-218,2,0,0,0,1,18.4,0.615,0.48,0.135,1252.0,23036.8
worker-218,3,0,0,0,2,18.4,0.615,0.515,0.1,1256.6,23121.44
worker-218,4,0,0,0,3,18.4,0.615,0.55,0.065,1261.2,23206.08
worker-219,1,0,0,0,0,18.85,0.65,0.48,0.17,1262.0,23788.7
worker-219,2,0,0,0,1,18.85,0.65,0.515,0.135,1266.6,23875.41
worker-219,3,0,0,0,2,18.85,0.65,0.55,0.1,1271.2,23962.12
worker-219,4,0,0,0,3,18.85,0.65,0.585,0.065,1275.8,24048.83
worker-220,1,0,1,0,0,19.3,0.685,0.515,0.17,1306.6,25217.38
worker-220,2,0,1,1,2,19.3,0.685,0.6,0.085,1329.2,25653.56
worker-220,3,0,1,1,3,19.3,0.685,0.635,0.05,1333.8,25742.34
worker-220,4,0,1,1,4,19.3,0.685,0.67,0.015,1338.4,25831.12
worker-221,1,0,0,0,0,19.75,0.72,0.55,0.17,1351.2,26686.2
worker-221,2,0,0,0,1,19.75,0.72,0.585,0.135,1355.8,26777.05
worker-221,3,0,0,0,2,19.75,0.72,0.62,0.1,1360.4,26867.9
worker-221,4,0,0,0,3,19.75,0.72,0.655,0.065,1365.0,26958.75
worker-222,1,1,0,0,1,20.2,0.755,0.62,0.135,1378.4,27843.68
worker-222,2,1,0,0,2,20.2,0.755,0.655,0.1,1383.0,27936.6
worker-222,3,1,0,0,3,20.2,0.755,0.69,0.065,1387.6,28029.52
worker-222,4,1,0,0,4,20.2,0.755,0.725,0.03,1392.2,28122.44
worker-223,1,1,0,0,1,20.65,0.79,0.655,0.135,1423.0,29384.95
worker-223,2,1,0,0,2,20.65,0.79,0.69,0.1,1427.6,29479.94
worker-223,3,1,0,0,3,20.65,0.79,0.725,0.065,1432.2,29574.93
worker-223,4,1,0,0,4,20.65,0.79,0.76,0.03,1436.8,29669.92
worker-224,1,0,1,0,0,21.1,0.58,0.41,0.17,1190.8,25125.88
worker-224,2,0,1,1,2,21.1,0.58,0.495,0.085,1213.4,25602.74
worker-224,3,0,1,1,3,21.1,0.58,0.53,0.05,1218.0,25699.8
worker-224,4,0,1,1,4,21.1,0.58,0.565,0.015,1222.6,25796.86
worker-225,1,0,0,0,0,17.5,0.615,0.445,0.17,1205.4,21094.5
worker-225,2,0,0,0,1,17.5,0.615,0.48,0.135,1210.0,21175.0
worker-225,3,0,0,0,2,17.5,0.615,0.515,0.1,1214.6,21255.5
worker-225,4,0,0,0,3,17.5,0.615,0.55,0.065,1219.2,21336.0
worker-226,1,0,0,0,0,17.95,0.65,0.48,0.17,1250.0,22437.5
worker-226,2,0,0,0,1,17.95,0.65,0.515,0.135,1254.6,22520.07
worker-226,3,0,0,0,2,17.95,0.65,0.55,0.1,1259.2,22602.64
worker-226,4,0,0,0,3,17.95,0.65,0.585,0.065,1263.8,22685.21
worker-227,1,0,0,0,0,18.4,0.685,0.515,0.17,1294.6,23820.64
worker-227,2,0,0,0,1,18.4,0.685,0.55,0.135,1299.2,23905.28
worker-227,3,0,0,0,2,18.4,0.685,0.585,0.1,1303.8,23989.92
worker-227,4,0,0,0,3,18.4,0.685,0.62,0.065,1308.4,24074.56
worker-228,1,1,1,0,1,18.85,0.72,0.585,0.135,1321.8,24915.93
worker-228,2,1,1,1,3,18.85,0.72,0.67,0.05,1344.4,25341.94
worker-228,3,1,1,1,4,18.85,0.72,0.705,0.015,1349.0,25428.65
worker-228,4,1,1,1,5,18.85,0.72,0.71,0.01,1342.8,25311.78
worker-229,1,1,0,0,1,19.3,0.755,0.62,0.135,1366.4,26371.52
worker-229,2,1,0,0,2,19.3,0.755,0.655,0.1,1371.0,26460.3
worker-229,3,1,0,0,3,19.3,0.755,0.69,0.065,1375.6,26549.08
worker-229,4,1,0,0,4,19.3,0.755,0.725,0.03,1380.2,26637.86
worker-230,1,0,0,0,0,19.75,0.79,0.62,0.17,1398.4,27618.4
worker-230,2,0,0,0,1,19.75,0.79,0.655,0.135,1403.0,27709.25
worker-230,3,0,0,0,2,19.75,0.79,0.69,0.1,1407.6,27800.1
worker-230,4,0,0,0,3,19.75,0.79,0.725,0.065,1412.2,27890.95
worker-231,1,0,0,0,0,20.2,0.58,0.41,0.17,1324.8,26760.96
worker-231,2,0,0,0,1,20.2,0.58,0.445,0.135,1329.4,26853.88
worker-231,3,0,0,0,2,20.2,0.58,0.48,0.1,1334.0,26946.8
worker-231,4,0,0,0,3,20.2,0.58,0.515,0.065,1338.6,27039.72
worker-232,1,0,1,0,0,20.65,0.615,0.445,0.17,1193.4,24643.71
worker-232,2,0,1,1,2,20.65,0.615,0.53,0.085,1216.0,25110.4
worker-232,3,0,1,1,3,20.65,0.615,0.565,0.05,1220.6,25205.39
worker-232,4,0,1,1,4,20.65,0.615,0.6,0.015,1225.2,25300.38
worker-233,1,0,0,0,0,21.1,0.65,0.48,0.17,1238.0,26121.8
worker-233,2,0,0,0,1,21.1,0.65,0.515,0.135,1242.6,26218.86
worker-233,3,0,0,0,2,21.1,0.65,0.55,0.1,1247.2,26315.92
worker-233,4,0,0,0,3,21.1,0.65,0.585,0.065,1251.8,26412.98
worker-234,1,1,0,0,1,17.5,0.685,0.55,0.135,1265.2,22141.0
worker-234,2,1,0,0,2,17.5,0.685,0.585,0.1,1269.8,22221.5
worker-234,3,1,0,0,3,17.5,0.685,0.62,0.065,1274.4,22302.0
worker-234,4,1,0,0,4,17.5,0.685,0.655,0.03,1279.0,22382.5
worker-235,1,1,0,0,1,17.95,0.72,0.585,0.135,1309.8,23510.91
worker-235,2,1,0,0,2,17.95,0.72,0.62,0.1,1314.4,23593.48
worker-235,3,1,0,0,3,17.95,0.72,0.655,0.065,1319.0,23676.05
worker-235,4,1,0,0,4,17.95,0.72,0.69,0.03,1323.6,23758.62
worker-236,1,0,1,0,0,18.4,0.755,0.585,0.17,1341.8,24689.12
worker-236,2,0,1,1,2,18.4,0.755,0.67,0.085,1364.4,25104.96
worker-236,3,0,1,1,3,18.4,0.755,0.705,0.05,1369.0,25189.6
worker-236,4,0,1,1,4,18.4,0.755,0.74,0.015,1373.6,25274.24
worker-237,1,0,0,0,0,18.85,0.79,0.62,0.17,1356.4,25568.14
worker-237,2,0,0,0,1,18.85,0.79,0.655,0.135,1361.0,25654.85
worker-237,3,0,0,0,2,18.85,0.79,0.69,0.1,1365.6,25741.56
worker-237,4,0,0,0,3,18.85,0.79,0.725,0.065,1370.2,25828.27
worker-238,1,0,0,0,0,19.3,0.58,0.41,0.17,1312.8,25337.04
worker-238,2,0,0,0,1,19.3,0.58,0.445,0.135,1317.4,25425.82
worker-238,3,0,0,0,2,19.3,0.58,0.48,0.1,1322.0,25514.6
worker-238,4,0,0,0,3,19.3,0.58,0.515,0.065,1326.6,25603.38
worker-239,1,0,0,0,0,19.75,0.615,0.445,0.17,1357.4,26808.65
worker-239,2,0,0,0,1,19.75,0.615,0.48,0.135,1362.0,26899.5
worker-239,3,0,0,0,2,19.75,0.615,0.515,0.1,1366.6,26990.35
worker-239,4,0,0,0,3,19.75,0.615,0.55,0.065,1371.2,27081.2
worker-240,1,1,1,0,1,20.2,0.65,0.515,0.135,1208.6,24413.72
worker-240,2,1,1,1,3,20.2,0.65,0.6,0.05,1231.2,24870.24
worker-240,3,1,1,1,4,20.2,0.65,0.635,0.015,1235.8,24963.16
worker-240,4,1,1,1,5,20.2,0.65,0.64,0.01,1229.6,24837.92
worker-241,1,1,0,0,1,20.65,0.685,0.55,0.135,1253.2,25878.58
worker-241,2,1,0,0,2,20.65,0.685,0.585,0.1,1257.8,25973.57
worker-241,3,1,0,0,3,20.65,0.685,0.62,0.065,1262.4,26068.56
worker-241,4,1,0,0,4,20.65,0.685,0.655,0.03,1267.0,26163.55
worker-242,1,0,0,0,0,21.1,0.72,0.55,0.17,1285.2,27117.72
worker-242,2,0,0,0,1,21.1,0.72,0.585,0.135,1289.8,27214.78
worker-242,3,0,0,0,2,21.1,0.72,0.62,0.1,1294.4,27311.84
worker-242,4,0,0,0,3,21.1,0.72,0.655,0.065,1299.0,27408.9
worker-243,1,0,0,0,0,17.5,0.755,0.585,0.17,1299.8,22746.5
worker-243,2,0,0,0,1,17.5,0.755,0.62,0.135,1304.4,22827.0
worker-243,3,0,0,0,2,17.5,0.755,0.655,0.1,1309.0,22907.5
worker-243,4,0,0,0,3,17.5,0.755,0.69,0.065,1313.6,22988.0
worker-244,1,0,1,0,0,17.95,0.79,0.62,0.17,1344.4,24131.98
worker-244,2,0,1,1,2,17.95,0.79,0.705,0.085,1367.0,24537.65
worker-244,3,0,1,1,3,17.95,0.79,0.74,0.05,1371.6,24620.22
worker-244,4,0,1,1,4,17.95,0.79,0.775,0.015,1376.2,24702.79
worker-245,1,0,0,0,0,18.4,0.58,0.41,0.17,1300.8,23934.72
worker-245,2,0,0,0,1,18.4,0.58,0.445,0.135,1305.4,24019.36
worker-245,3,0,0,0,2,18.4,0.58,0.48,0.1,1310.0,24104.0
worker-245,4,0,0,0,3,18.4,0.58,0.515,0.065,1314.6,24188.64
worker-246,1,1,0,0,1,18.85,0.615,0.48,0.135,1328.0,25032.8
worker-246,2,1,0,0,2,18.85,0.615,0.515,0.1,1332.6,25119.51
worker-246,3,1,0,0,3,18.85,0.615,0.55,0.065,1337.2,25206.22
worker-246,4,1,0,0,4,18.85,0.615,0.585,0.03,1341.8,25292.93
worker-247,1,1,0,0,1,19.3,0.65,0.515,0.135,1372.6,26491.18
worker-247,2,1,0,0,2,19.3,0.65,0.55,0.1,1377.2,26579.96
worker-247,3,1,0,0,3,19.3,0.65,0.585,0.065,1381.8,26668.74
worker-247,4,1,0,0,4,19.3,0.65,0.62,0.03,1386.4,26757.52
worker-248,1,0,1,0,0,19.75,0.685,0.515,0.17,1228.6,24264.85
worker-248,2,0,1,1,2,19.75,0.685,0.6,0.085,1251.2,24711.2
worker-248,3,0,1,1,3,19.75,0.685,0.635,0.05,1255.8,24802.05
worker-248,4,0,1,1,4,19.75,0.685,0.67,0.015,1260.4,24892.9
worker-249,1,0,0,0,0,20.2,0.72,0.55,0.17,1243.2,25112.64
worker-249,2,0,0,0,1,20.2,0.72,0.585,0.135,1247.8,25205.56
worker-249,3,0,0,0,2,20.2,0.72,0.62,0.1,1252.4,25298.48
worker-249,4,0,0,0,3,20.2,0.72,0.655,0.065,1257.0,25391.4
worker-250,1,0,0,0,0,20.65,0.755,0.585,0.17,1287.8,26593.07
worker-250,2,0,0,0,1,20.65,0.755,0.62,0.135,1292.4,26688.06
worker-250,3,0,0,0,2,20.65,0.755,0.655,0.1,1297.0,26783.05
worker-250,4,0,0,0,3,20.65,0.755,0.69,0.065,1301.6,26878.04
worker-251,1,0,0,0,0,21.1,0.79,0.62,0.17,1332.4,28113.64
worker-251,2,0,0,0,1,21.1,0.79,0.655,0.135,1337.0,28210.7
worker-251,3,0,0,0,2,21.1,0.79,0.69,0.1,1341.6,28307.76
worker-251,4,0,0,0,3,21.1,0.79,0.725,0.065,1346.2,28404.82
worker-252,1,1,1,0,1,17.5,0.58,0.445,0.135,1271.4,22249.5
worker-252,2,1,1,1,3,17.5,0.58,0.53,0.05,1294.0,22645.0
worker-252,3,1,1,1,4,17.5,0.58,0.565,0.015,1298.6,22725.5
worker-252,4,1,1,1,5,17.5,0.58,0.57,0.01,1292.4,22617.0
worker-253,1,1,0,0,1,17.95,0.615,0.48,0.135,1316.0,23622.2
worker-253,2,1,0,0,2,17.95,0.615,0.515,0.1,1320.6,23704.77
worker-253,3,1,0,0,3,17.95,0.615,0.55,0.065,1325.2,23787.34
