worker_id,arm,treated,information_content,planning_support,salience_boost,baseline_belief,post_belief,baseline_applications,applications_week1,search_plan_score,search_cost_index,prior_duration_weeks,exit_by_week4,observed_duration_weeks,censored_at_week8
search-worker-476,control,0,0.0,0.0,0.0,0.402,0.398,3.8,3.9,42.52,0.495,7,0,6,0
search-worker-477,belief_info,1,1.0,0.2,0.35,0.402,0.528,3.8,5.72,54.02,0.495,7,1,3,0
search-worker-478,planning_prompt,1,0.25,1.0,0.45,0.402,0.473,3.8,5.99,59.2,0.495,7,1,1,0
search-worker-479,belief_planning,1,1.0,1.0,0.65,0.402,0.564,3.8,7.1,65.62,0.495,7,0,5,0
search-worker-480,control,0,0.0,0.0,0.0,0.24,0.234,2.0,1.82,40.75,0.25,2,1,3,0
search-worker-481,belief_info,1,1.0,0.2,0.35,0.24,0.364,2.0,3.64,52.25,0.25,2,1,1,0
search-worker-482,planning_prompt,1,0.25,1.0,0.45,0.24,0.309,2.0,3.92,57.42,0.25,2,1,4,0
search-worker-483,belief_planning,1,1.0,1.0,0.65,0.24,0.4,2.0,5.02,63.85,0.25,2,1,2,0
search-worker-484,control,0,0.0,0.0,0.0,0.258,0.255,2.45,2.4,41.18,0.285,3,0,6,0
search-worker-485,belief_info,1,1.0,0.2,0.35,0.258,0.386,2.45,4.22,52.68,0.285,3,1,4,0
search-worker-486,planning_prompt,1,0.25,1.0,0.45,0.258,0.33,2.45,4.49,57.85,0.285,3,1,2,0
search-worker-487,belief_planning,1,1.0,1.0,0.65,0.258,0.421,2.45,5.59,64.27,0.285,3,0,5,0
search-worker-488,control,0,0.0,0.0,0.0,0.276,0.276,2.9,2.98,41.6,0.32,4,1,3,0
search-worker-489,belief_info,1,1.0,0.2,0.35,0.276,0.407,2.9,4.79,53.1,0.32,4,1,1,0
search-worker-490,planning_prompt,1,0.25,1.0,0.45,0.276,0.351,2.9,5.07,58.27,0.32,4,0,5,0
search-worker-491,belief_planning,1,1.0,1.0,0.65,0.276,0.442,2.9,6.17,64.7,0.32,4,1,2,0
search-worker-492,control,0,0.0,0.0,0.0,0.294,0.285,3.35,3.55,42.02,0.355,5,0,6,0
search-worker-493,belief_info,1,1.0,0.2,0.35,0.294,0.416,3.35,5.37,53.52,0.355,5,1,4,0
search-worker-494,planning_prompt,1,0.25,1.0,0.45,0.294,0.36,3.35,5.64,58.7,0.355,5,1,2,0
search-worker-495,belief_planning,1,1.0,1.0,0.65,0.294,0.451,3.35,6.74,65.12,0.355,5,0,5,0
search-worker-496,control,0,0.0,0.0,0.0,0.312,0.306,3.8,3.53,42.45,0.39,6,1,3,0
search-worker-497,belief_info,1,1.0,0.2,0.35,0.312,0.437,3.8,5.34,53.95,0.39,6,1,1,0
search-worker-498,planning_prompt,1,0.25,1.0,0.45,0.312,0.381,3.8,5.62,59.12,0.39,6,0,5,0
search-worker-499,belief_planning,1,1.0,1.0,0.65,0.312,0.472,3.8,6.72,65.55,0.39,6,1,3,0
search-worker-500,control,0,0.0,0.0,0.0,0.33,0.327,2.0,1.85,42.88,0.425,7,0,6,0
search-worker-501,belief_info,1,1.0,0.2,0.35,0.33,0.458,2.0,3.67,54.38,0.425,7,1,4,0
search-worker-502,planning_prompt,1,0.25,1.0,0.45,0.33,0.402,2.0,3.94,59.55,0.425,7,1,2,0
search-worker-503,belief_planning,1,1.0,1.0,0.65,0.33,0.494,2.0,5.05,65.97,0.425,7,0,6,0
search-worker-504,control,0,0.0,0.0,0.0,0.348,0.336,2.45,2.43,39.7,0.46,2,1,4,0
search-worker-505,belief_info,1,1.0,0.2,0.35,0.348,0.467,2.45,4.25,51.2,0.46,2,1,1,0
search-worker-506,planning_prompt,1,0.25,1.0,0.45,0.348,0.411,2.45,4.52,56.38,0.46,2,0,5,0
search-worker-507,belief_planning,1,1.0,1.0,0.65,0.348,0.503,2.45,5.62,62.8,0.46,2,1,3,0
search-worker-508,control,0,0.0,0.0,0.0,0.366,0.358,2.9,3.0,40.12,0.495,3,1,1,0
search-worker-509,belief_info,1,1.0,0.2,0.35,0.366,0.488,2.9,4.82,51.62,0.495,3,1,4,0
search-worker-510,planning_prompt,1,0.25,1.0,0.45,0.366,0.433,2.9,5.09,56.8,0.495,3,1,2,0
search-worker-511,belief_planning,1,1.0,1.0,0.65,0.366,0.524,2.9,6.2,63.22,0.495,3,1,1,0
search-worker-512,control,0,0.0,0.0,0.0,0.384,0.386,3.35,3.18,41.95,0.25,4,1,4,0
search-worker-513,belief_info,1,1.0,0.2,0.35,0.384,0.517,3.35,4.99,53.45,0.25,4,1,2,0
search-worker-514,planning_prompt,1,0.25,1.0,0.45,0.384,0.461,3.35,5.26,58.62,0.25,4,0,5,0
search-worker-515,belief_planning,1,1.0,1.0,0.65,0.384,0.552,3.35,6.37,65.05,0.25,4,1,3,0
search-worker-516,control,0,0.0,0.0,0.0,0.402,0.395,3.8,3.75,42.38,0.285,5,1,1,0
search-worker-517,belief_info,1,1.0,0.2,0.35,0.402,0.526,3.8,5.57,53.88,0.285,5,0,5,0
search-worker-518,planning_prompt,1,0.25,1.0,0.45,0.402,0.47,3.8,5.84,59.05,0.285,5,1,2,0
search-worker-519,belief_planning,1,1.0,1.0,0.65,0.402,0.561,3.8,6.94,65.47,0.285,5,1,1,0
search-worker-520,control,0,0.0,0.0,0.0,0.24,0.236,2.0,2.08,42.8,0.32,6,1,4,0
search-worker-521,belief_info,1,1.0,0.2,0.35,0.24,0.367,2.0,3.89,54.3,0.32,6,1,2,0
search-worker-522,planning_prompt,1,0.25,1.0,0.45,0.24,0.311,2.0,4.17,59.47,0.32,6,0,6,0
search-worker-523,belief_planning,1,1.0,1.0,0.65,0.24,0.402,2.0,5.27,65.9,0.32,6,1,3,0
search-worker-524,control,0,0.0,0.0,0.0,0.258,0.257,2.45,2.65,43.23,0.355,7,1,1,0
search-worker-525,belief_info,1,1.0,0.2,0.35,0.258,0.388,2.45,4.47,54.73,0.355,7,0,5,0
search-worker-526,planning_prompt,1,0.25,1.0,0.45,0.258,0.332,2.45,4.74,59.9,0.355,7,1,3,0
search-worker-527,belief_planning,1,1.0,1.0,0.65,0.258,0.423,2.45,5.84,66.32,0.355,7,1,1,0
search-worker-528,control,0,0.0,0.0,0.0,0.276,0.266,2.9,2.63,40.05,0.39,2,1,4,0
search-worker-529,belief_info,1,1.0,0.2,0.35,0.276,0.397,2.9,4.44,51.55,0.39,2,1,2,0
search-worker-530,planning_prompt,1,0.25,1.0,0.45,0.276,0.341,2.9,4.72,56.72,0.39,2,0,6,0
search-worker-531,belief_planning,1,1.0,1.0,0.65,0.276,0.432,2.9,5.82,63.15,0.39,2,1,4,0
search-worker-532,control,0,0.0,0.0,0.0,0.294,0.287,3.35,3.2,40.48,0.425,3,1,1,0
search-worker-533,belief_info,1,1.0,0.2,0.35,0.294,0.418,3.35,5.02,51.98,0.425,3,0,5,0
search-worker-534,planning_prompt,1,0.25,1.0,0.45,0.294,0.362,3.35,5.29,57.15,0.425,3,1,3,0
search-worker-535,belief_planning,1,1.0,1.0,0.65,0.294,0.454,3.35,6.4,63.57,0.425,3,1,1,0
search-worker-536,control,0,0.0,0.0,0.0,0.312,0.308,3.8,3.78,40.9,0.46,4,1,4,0
search-worker-537,belief_info,1,1.0,0.2,0.35,0.312,0.439,3.8,5.6,52.4,0.46,4,1,2,0
search-worker-538,planning_prompt,1,0.25,1.0,0.45,0.312,0.384,3.8,5.87,57.58,0.46,4,0,6,0
search-worker-539,belief_planning,1,1.0,1.0,0.65,0.312,0.475,3.8,6.97,64.0,0.46,4,1,4,0
search-worker-540,control,0,0.0,0.0,0.0,0.33,0.318,2.0,2.1,41.32,0.495,5,1,2,0
search-worker-541,belief_info,1,1.0,0.2,0.35,0.33,0.448,2.0,3.92,52.82,0.495,5,0,5,0
search-worker-542,planning_prompt,1,0.25,1.0,0.45,0.33,0.393,2.0,4.19,58.0,0.495,5,1,3,0
search-worker-543,belief_planning,1,1.0,1.0,0.65,0.33,0.484,2.0,5.3,64.42,0.495,5,1,1,0
search-worker-544,control,0,0.0,0.0,0.0,0.348,0.346,2.45,2.28,43.15,0.25,6,0,5,0
search-worker-545,belief_info,1,1.0,0.2,0.35,0.348,0.476,2.45,4.09,54.65,0.25,6,1,3,0
search-worker-546,planning_prompt,1,0.25,1.0,0.45,0.348,0.421,2.45,4.37,59.82,0.25,6,1,1,0
search-worker-547,belief_planning,1,1.0,1.0,0.65,0.348,0.512,2.45,5.47,66.25,0.25,6,1,4,0
search-worker-548,control,0,0.0,0.0,0.0,0.366,0.367,2.9,2.85,43.58,0.285,7,1,2,0
search-worker-549,belief_info,1,1.0,0.2,0.35,0.366,0.498,2.9,4.67,55.08,0.285,7,0,6,0
search-worker-550,planning_prompt,1,0.25,1.0,0.45,0.366,0.442,2.9,4.94,60.25,0.285,7,1,3,0
search-worker-551,belief_planning,1,1.0,1.0,0.65,0.366,0.533,2.9,6.04,66.67,0.285,7,1,1,0
search-worker-552,control,0,0.0,0.0,0.0,0.384,0.376,3.35,3.43,40.4,0.32,2,0,5,0
search-worker-553,belief_info,1,1.0,0.2,0.35,0.384,0.507,3.35,5.24,51.9,0.32,2,1,3,0
search-worker-554,planning_prompt,1,0.25,1.0,0.45,0.384,0.451,3.35,5.52,57.07,0.32,2,1,1,0
search-worker-555,belief_planning,1,1.0,1.0,0.65,0.384,0.542,3.35,6.62,63.5,0.32,2,1,4,0
search-worker-556,control,0,0.0,0.0,0.0,0.402,0.397,3.8,4.0,40.83,0.355,3,1,2,0
search-worker-557,belief_info,1,1.0,0.2,0.35,0.402,0.528,3.8,5.82,52.33,0.355,3,0,6,0
search-worker-558,planning_prompt,1,0.25,1.0,0.45,0.402,0.472,3.8,6.09,57.5,0.355,3,1,4,0
search-worker-559,belief_planning,1,1.0,1.0,0.65,0.402,0.563,3.8,7.19,63.92,0.355,3,1,1,0
search-worker-560,control,0,0.0,0.0,0.0,0.24,0.238,2.0,1.73,41.25,0.39,4,0,5,0
search-worker-561,belief_info,1,1.0,0.2,0.35,0.24,0.369,2.0,3.54,52.75,0.39,4,1,3,0
search-worker-562,planning_prompt,1,0.25,1.0,0.45,0.24,0.313,2.0,3.82,57.92,0.39,4,1,1,0
search-worker-563,belief_planning,1,1.0,1.0,0.65,0.24,0.405,2.0,4.92,64.35,0.39,4,0,5,0
search-worker-564,control,0,0.0,0.0,0.0,0.258,0.247,2.45,2.3,41.67,0.425,5,1,2,0
search-worker-565,belief_info,1,1.0,0.2,0.35,0.258,0.378,2.45,4.12,53.17,0.425,5,0,6,0
search-worker-566,planning_prompt,1,0.25,1.0,0.45,0.258,0.322,2.45,4.39,58.35,0.425,5,1,4,0
search-worker-567,belief_planning,1,1.0,1.0,0.65,0.258,0.414,2.45,5.5,64.77,0.425,5,1,2,0
search-worker-568,control,0,0.0,0.0,0.0,0.276,0.268,2.9,2.88,42.1,0.46,6,0,5,0
search-worker-569,belief_info,1,1.0,0.2,0.35,0.276,0.399,2.9,4.7,53.6,0.46,6,1,3,0
search-worker-570,planning_prompt,1,0.25,1.0,0.45,0.276,0.343,2.9,4.97,58.77,0.46,6,1,1,0
search-worker-571,belief_planning,1,1.0,1.0,0.65,0.276,0.435,2.9,6.07,65.2,0.46,6,0,5,0
search-worker-572,control,0,0.0,0.0,0.0,0.294,0.29,3.35,3.45,42.52,0.495,7,1,3,0
search-worker-573,belief_info,1,1.0,0.2,0.35,0.294,0.42,3.35,5.27,54.02,0.495,7,1,1,0
search-worker-574,planning_prompt,1,0.25,1.0,0.45,0.294,0.365,3.35,5.54,59.2,0.495,7,1,4,0
search-worker-575,belief_planning,1,1.0,1.0,0.65,0.294,0.456,3.35,6.65,65.62,0.495,7,1,2,0
search-worker-576,control,0,0.0,0.0,0.0,0.312,0.306,3.8,3.62,40.75,0.25,2,0,6,0
search-worker-577,belief_info,1,1.0,0.2,0.35,0.312,0.436,3.8,5.44,52.25,0.25,2,1,3,0
search-worker-578,planning_prompt,1,0.25,1.0,0.45,0.312,0.381,3.8,5.71,57.42,0.25,2,1,1,0
search-worker-579,belief_planning,1,1.0,1.0,0.65,0.312,0.472,3.8,6.82,63.85,0.25,2,0,5,0
search-worker-580,control,0,0.0,0.0,0.0,0.33,0.327,2.0,1.95,41.18,0.285,3,1,3,0
search-worker-581,belief_info,1,1.0,0.2,0.35,0.33,0.458,2.0,3.77,52.68,0.285,3,1,1,0
search-worker-582,planning_prompt,1,0.25,1.0,0.45,0.33,0.402,2.0,4.04,57.85,0.285,3,1,4,0
search-worker-583,belief_planning,1,1.0,1.0,0.65,0.33,0.493,2.0,5.14,64.27,0.285,3,1,2,0
search-worker-584,control,0,0.0,0.0,0.0,0.348,0.348,2.45,2.53,41.6,0.32,4,0,6,0
search-worker-585,belief_info,1,1.0,0.2,0.35,0.348,0.479,2.45,4.34,53.1,0.32,4,1,4,0
search-worker-586,planning_prompt,1,0.25,1.0,0.45,0.348,0.423,2.45,4.62,58.27,0.32,4,1,2,0
search-worker-587,belief_planning,1,1.0,1.0,0.65,0.348,0.514,2.45,5.72,64.7,0.32,4,0,5,0
search-worker-588,control,0,0.0,0.0,0.0,0.366,0.357,2.9,3.1,42.02,0.355,5,1,3,0
search-worker-589,belief_info,1,1.0,0.2,0.35,0.366,0.488,2.9,4.92,53.52,0.355,5,1,1,0
search-worker-590,planning_prompt,1,0.25,1.0,0.45,0.366,0.432,2.9,5.19,58.7,0.355,5,0,5,0
search-worker-591,belief_planning,1,1.0,1.0,0.65,0.366,0.523,2.9,6.29,65.12,0.355,5,1,2,0
search-worker-592,control,0,0.0,0.0,0.0,0.384,0.378,3.35,3.08,42.45,0.39,6,0,6,0
search-worker-593,belief_info,1,1.0,0.2,0.35,0.384,0.509,3.35,4.89,53.95,0.39,6,1,4,0
search-worker-594,planning_prompt,1,0.25,1.0,0.45,0.384,0.453,3.35,5.17,59.12,0.39,6,1,2,0
search-worker-595,belief_planning,1,1.0,1.0,0.65,0.384,0.544,3.35,6.27,65.55,0.39,6,0,5,0
search-worker-596,control,0,0.0,0.0,0.0,0.402,0.399,3.8,3.65,42.88,0.425,7,1,3,0
search-worker-597,belief_info,1,1.0,0.2,0.35,0.402,0.53,3.8,5.47,54.38,0.425,7,1,1,0
search-worker-598,planning_prompt,1,0.25,1.0,0.45,0.402,0.474,3.8,5.74,59.55,0.425,7,0,5,0
search-worker-599,belief_planning,1,1.0,1.0,0.65,0.402,0.566,3.8,6.85,65.97,0.425,7,1,3,0
search-worker-600,control,0,0.0,0.0,0.0,0.24,0.228,2.0,1.98,39.7,0.46,2,0,6,0
search-worker-601,belief_info,1,1.0,0.2,0.35,0.24,0.359,2.0,3.8,51.2,0.46,2,1,4,0
search-worker-602,planning_prompt,1,0.25,1.0,0.45,0.24,0.303,2.0,4.07,56.38,0.46,2,1,2,0
search-worker-603,belief_planning,1,1.0,1.0,0.65,0.24,0.395,2.0,5.17,62.8,0.46,2,0,6,0
search-worker-604,control,0,0.0,0.0,0.0,0.258,0.25,2.45,2.55,40.12,0.495,3,1,4,0
search-worker-605,belief_info,1,1.0,0.2,0.35,0.258,0.38,2.45,4.37,51.62,0.495,3,1,1,0
search-worker-606,planning_prompt,1,0.25,1.0,0.45,0.258,0.325,2.45,4.64,56.8,0.495,3,0,5,0
search-worker-607,belief_planning,1,1.0,1.0,0.65,0.258,0.416,2.45,5.75,63.22,0.495,3,1,3,0
search-worker-608,control,0,0.0,0.0,0.0,0.276,0.278,2.9,2.73,41.95,0.25,4,1,1,0
search-worker-609,belief_info,1,1.0,0.2,0.35,0.276,0.408,2.9,4.54,53.45,0.25,4,1,4,0
search-worker-610,planning_prompt,1,0.25,1.0,0.45,0.276,0.353,2.9,4.81,58.62,0.25,4,1,2,0
search-worker-611,belief_planning,1,1.0,1.0,0.65,0.276,0.444,2.9,5.92,65.05,0.25,4,0,6,0
search-worker-612,control,0,0.0,0.0,0.0,0.294,0.287,3.35,3.3,42.38,0.285,5,1,4,0
search-worker-613,belief_info,1,1.0,0.2,0.35,0.294,0.418,3.35,5.12,53.88,0.285,5,1,2,0
search-worker-614,planning_prompt,1,0.25,1.0,0.45,0.294,0.362,3.35,5.39,59.05,0.285,5,0,5,0
search-worker-615,belief_planning,1,1.0,1.0,0.65,0.294,0.453,3.35,6.49,65.47,0.285,5,1,3,0
search-worker-616,control,0,0.0,0.0,0.0,0.312,0.308,3.8,3.88,42.8,0.32,6,1,1,0
search-worker-617,belief_info,1,1.0,0.2,0.35,0.312,0.439,3.8,5.69,54.3,0.32,6,0,5,0
search-worker-618,planning_prompt,1,0.25,1.0,0.45,0.312,0.383,3.8,5.97,59.47,0.32,6,1,2,0
search-worker-619,belief_planning,1,1.0,1.0,0.65,0.312,0.474,3.8,7.07,65.9,0.32,6,1,1,0
search-worker-620,control,0,0.0,0.0,0.0,0.33,0.329,2.0,2.2,43.23,0.355,7,1,4,0
search-worker-621,belief_info,1,1.0,0.2,0.35,0.33,0.46,2.0,4.02,54.73,0.355,7,1,2,0
search-worker-622,planning_prompt,1,0.25,1.0,0.45,0.33,0.404,2.0,4.29,59.9,0.355,7,0,6,0
search-worker-623,belief_planning,1,1.0,1.0,0.65,0.33,0.495,2.0,5.39,66.32,0.355,7,1,3,0
search-worker-624,control,0,0.0,0.0,0.0,0.348,0.338,2.45,2.18,40.05,0.39,2,1,1,0
search-worker-625,belief_info,1,1.0,0.2,0.35,0.348,0.469,2.45,3.99,51.55,0.39,2,0,5,0
search-worker-626,planning_prompt,1,0.25,1.0,0.45,0.348,0.413,2.45,4.27,56.72,0.39,2,1,3,0
search-worker-627,belief_planning,1,1.0,1.0,0.65,0.348,0.504,2.45,5.37,63.15,0.39,2,1,1,0
search-worker-628,control,0,0.0,0.0,0.0,0.366,0.359,2.9,2.75,40.48,0.425,3,1,4,0
search-worker-629,belief_info,1,1.0,0.2,0.35,0.366,0.49,2.9,4.57,51.98,0.425,3,1,2,0
search-worker-630,planning_prompt,1,0.25,1.0,0.45,0.366,0.434,2.9,4.84,57.15,0.425,3,0,6,0
search-worker-631,belief_planning,1,1.0,1.0,0.65,0.366,0.526,2.9,5.95,63.57,0.425,3,1,4,0
search-worker-632,control,0,0.0,0.0,0.0,0.384,0.381,3.35,3.33,40.9,0.46,4,1,1,0
search-worker-633,belief_info,1,1.0,0.2,0.35,0.384,0.511,3.35,5.15,52.4,0.46,4,0,5,0
search-worker-634,planning_prompt,1,0.25,1.0,0.45,0.384,0.455,3.35,5.42,57.58,0.46,4,1,3,0
search-worker-635,belief_planning,1,1.0,1.0,0.65,0.384,0.547,3.35,6.52,64.0,0.46,4,1,1,0
search-worker-636,control,0,0.0,0.0,0.0,0.402,0.39,3.8,3.9,41.32,0.495,5,1,4,0
search-worker-637,belief_info,1,1.0,0.2,0.35,0.402,0.52,3.8,5.72,52.82,0.495,5,1,2,0
search-worker-638,planning_prompt,1,0.25,1.0,0.45,0.402,0.465,3.8,5.99,58.0,0.495,5,0,6,0
search-worker-639,belief_planning,1,1.0,1.0,0.65,0.402,0.556,3.8,7.1,64.42,0.495,5,1,4,0
search-worker-640,control,0,0.0,0.0,0.0,0.24,0.238,2.0,1.82,43.15,0.25,6,1,2,0
search-worker-641,belief_info,1,1.0,0.2,0.35,0.24,0.368,2.0,3.64,54.65,0.25,6,0,5,0
search-worker-642,planning_prompt,1,0.25,1.0,0.45,0.24,0.313,2.0,3.92,59.82,0.25,6,1,3,0
search-worker-643,belief_planning,1,1.0,1.0,0.65,0.24,0.404,2.0,5.02,66.25,0.25,6,1,1,0
search-worker-644,control,0,0.0,0.0,0.0,0.258,0.259,2.45,2.4,43.58,0.285,7,0,5,0
search-worker-645,belief_info,1,1.0,0.2,0.35,0.258,0.39,2.45,4.22,55.08,0.285,7,1,3,0
search-worker-646,planning_prompt,1,0.25,1.0,0.45,0.258,0.334,2.45,4.49,60.25,0.285,7,0,6,0
search-worker-647,belief_planning,1,1.0,1.0,0.65,0.258,0.425,2.45,5.59,66.67,0.285,7,1,4,0
search-worker-648,control,0,0.0,0.0,0.0,0.276,0.268,2.9,2.98,40.4,0.32,2,1,2,0
search-worker-649,belief_info,1,1.0,0.2,0.35,0.276,0.399,2.9,4.79,51.9,0.32,2,0,6,0
search-worker-650,planning_prompt,1,0.25,1.0,0.45,0.276,0.343,2.9,5.07,57.07,0.32,2,1,3,0
search-worker-651,belief_planning,1,1.0,1.0,0.65,0.276,0.434,2.9,6.17,63.5,0.32,2,1,1,0
search-worker-652,control,0,0.0,0.0,0.0,0.294,0.289,3.35,3.55,40.83,0.355,3,0,5,0
search-worker-653,belief_info,1,1.0,0.2,0.35,0.294,0.42,3.35,5.37,52.33,0.355,3,1,3,0
search-worker-654,planning_prompt,1,0.25,1.0,0.45,0.294,0.364,3.35,5.64,57.5,0.355,3,1,1,0
search-worker-655,belief_planning,1,1.0,1.0,0.65,0.294,0.455,3.35,6.74,63.92,0.355,3,1,4,0
search-worker-656,control,0,0.0,0.0,0.0,0.312,0.31,3.8,3.53,41.25,0.39,4,1,2,0
search-worker-657,belief_info,1,1.0,0.2,0.35,0.312,0.441,3.8,5.34,52.75,0.39,4,0,6,0
search-worker-658,planning_prompt,1,0.25,1.0,0.45,0.312,0.385,3.8,5.62,57.92,0.39,4,1,4,0
search-worker-659,belief_planning,1,1.0,1.0,0.65,0.312,0.476,3.8,6.72,64.35,0.39,4,1,1,0
search-worker-660,control,0,0.0,0.0,0.0,0.33,0.319,2.0,1.85,41.67,0.425,5,0,5,0
search-worker-661,belief_info,1,1.0,0.2,0.35,0.33,0.45,2.0,3.67,53.17,0.425,5,1,3,0
search-worker-662,planning_prompt,1,0.25,1.0,0.45,0.33,0.394,2.0,3.94,58.35,0.425,5,1,1,0
search-worker-663,belief_planning,1,1.0,1.0,0.65,0.33,0.486,2.0,5.05,64.77,0.425,5,0,5,0
search-worker-664,control,0,0.0,0.0,0.0,0.348,0.34,2.45,2.43,42.1,0.46,6,1,2,0
search-worker-665,belief_info,1,1.0,0.2,0.35,0.348,0.471,2.45,4.25,53.6,0.46,6,0,6,0
search-worker-666,planning_prompt,1,0.25,1.0,0.45,0.348,0.415,2.45,4.52,58.77,0.46,6,1,4,0
search-worker-667,belief_planning,1,1.0,1.0,0.65,0.348,0.507,2.45,5.62,65.2,0.46,6,1,2,0
search-worker-668,control,0,0.0,0.0,0.0,0.366,0.362,2.9,3.0,42.52,0.495,7,0,5,0
search-worker-669,belief_info,1,1.0,0.2,0.35,0.366,0.492,2.9,4.82,54.02,0.495,7,1,3,0
search-worker-670,planning_prompt,1,0.25,1.0,0.45,0.366,0.437,2.9,5.09,59.2,0.495,7,1,1,0
search-worker-671,belief_planning,1,1.0,1.0,0.65,0.366,0.528,2.9,6.2,65.62,0.495,7,0,5,0
search-worker-672,control,0,0.0,0.0,0.0,0.384,0.378,3.35,3.18,40.75,0.25,2,1,3,0
search-worker-673,belief_info,1,1.0,0.2,0.35,0.384,0.509,3.35,4.99,52.25,0.25,2,1,1,0
search-worker-674,planning_prompt,1,0.25,1.0,0.45,0.384,0.453,3.35,5.26,57.42,0.25,2,1,4,0
search-worker-675,belief_planning,1,1.0,1.0,0.65,0.384,0.544,3.35,6.37,63.85,0.25,2,1,2,0
search-worker-676,control,0,0.0,0.0,0.0,0.402,0.399,3.8,3.75,41.18,0.285,3,0,6,0
search-worker-677,belief_info,1,1.0,0.2,0.35,0.402,0.53,3.8,5.57,52.68,0.285,3,1,3,0
search-worker-678,planning_prompt,1,0.25,1.0,0.45,0.402,0.474,3.8,5.84,57.85,0.285,3,1,1,0
search-worker-679,belief_planning,1,1.0,1.0,0.65,0.402,0.565,3.8,6.94,64.27,0.285,3,0,5,0
search-worker-680,control,0,0.0,0.0,0.0,0.24,0.24,2.0,2.08,41.6,0.32,4,1,3,0
search-worker-681,belief_info,1,1.0,0.2,0.35,0.24,0.371,2.0,3.89,53.1,0.32,4,1,1,0
search-worker-682,planning_prompt,1,0.25,1.0,0.45,0.24,0.315,2.0,4.17,58.27,0.32,4,1,4,0
search-worker-683,belief_planning,1,1.0,1.0,0.65,0.24,0.406,2.0,5.27,64.7,0.32,4,1,2,0
search-worker-684,control,0,0.0,0.0,0.0,0.258,0.249,2.45,2.65,42.02,0.355,5,0,6,0
search-worker-685,belief_info,1,1.0,0.2,0.35,0.258,0.38,2.45,4.47,53.52,0.355,5,1,4,0
search-worker-686,planning_prompt,1,0.25,1.0,0.45,0.258,0.324,2.45,4.74,58.7,0.355,5,1,2,0
search-worker-687,belief_planning,1,1.0,1.0,0.65,0.258,0.415,2.45,5.84,65.12,0.355,5,0,5,0
search-worker-688,control,0,0.0,0.0,0.0,0.276,0.27,2.9,2.63,42.45,0.39,6,1,3,0
search-worker-689,belief_info,1,1.0,0.2,0.35,0.276,0.401,2.9,4.44,53.95,0.39,6,1,1,0
search-worker-690,planning_prompt,1,0.25,1.0,0.45,0.276,0.345,2.9,4.72,59.12,0.39,6,0,5,0
search-worker-691,belief_planning,1,1.0,1.0,0.65,0.276,0.436,2.9,5.82,65.55,0.39,6,1,2,0
search-worker-692,control,0,0.0,0.0,0.0,0.294,0.291,3.35,3.2,42.88,0.425,7,0,6,0
search-worker-693,belief_info,1,1.0,0.2,0.35,0.294,0.422,3.35,5.02,54.38,0.425,7,1,4,0
search-worker-694,planning_prompt,1,0.25,1.0,0.45,0.294,0.366,3.35,5.29,59.55,0.425,7,1,2,0
search-worker-695,belief_planning,1,1.0,1.0,0.65,0.294,0.458,3.35,6.4,65.97,0.425,7,0,5,0
search-worker-696,control,0,0.0,0.0,0.0,0.312,0.3,3.8,3.78,39.7,0.46,2,1,3,0
search-worker-697,belief_info,1,1.0,0.2,0.35,0.312,0.431,3.8,5.6,51.2,0.46,2,1,1,0
search-worker-698,planning_prompt,1,0.25,1.0,0.45,0.312,0.376,3.8,5.87,56.38,0.46,2,0,5,0
search-worker-699,belief_planning,1,1.0,1.0,0.65,0.312,0.467,3.8,6.97,62.8,0.46,2,1,3,0
search-worker-700,control,0,0.0,0.0,0.0,0.33,0.322,2.0,2.1,40.12,0.495,3,0,6,0
search-worker-701,belief_info,1,1.0,0.2,0.35,0.33,0.452,2.0,3.92,51.62,0.495,3,1,4,0
search-worker-702,planning_prompt,1,0.25,1.0,0.45,0.33,0.397,2.0,4.19,56.8,0.495,3,1,2,0
search-worker-703,belief_planning,1,1.0,1.0,0.65,0.33,0.488,2.0,5.3,63.22,0.495,3,0,6,0
search-worker-704,control,0,0.0,0.0,0.0,0.348,0.35,2.45,2.28,41.95,0.25,4,1,4,0
search-worker-705,belief_info,1,1.0,0.2,0.35,0.348,0.48,2.45,4.09,53.45,0.25,4,1,1,0
search-worker-706,planning_prompt,1,0.25,1.0,0.45,0.348,0.425,2.45,4.37,58.62,0.25,4,0,5,0
search-worker-707,belief_planning,1,1.0,1.0,0.65,0.348,0.516,2.45,5.47,65.05,0.25,4,1,3,0
search-worker-708,control,0,0.0,0.0,0.0,0.366,0.359,2.9,2.85,42.38,0.285,5,1,1,0
search-worker-709,belief_info,1,1.0,0.2,0.35,0.366,0.49,2.9,4.67,53.88,0.285,5,1,4,0
search-worker-710,planning_prompt,1,0.25,1.0,0.45,0.366,0.434,2.9,4.94,59.05,0.285,5,1,2,0
search-worker-711,belief_planning,1,1.0,1.0,0.65,0.366,0.525,2.9,6.04,65.47,0.285,5,1,1,0
search-worker-712,control,0,0.0,0.0,0.0,0.384,0.38,3.35,3.43,42.8,0.32,6,1,4,0
search-worker-713,belief_info,1,1.0,0.2,0.35,0.384,0.511,3.35,5.24,54.3,0.32,6,1,2,0
search-worker-714,planning_prompt,1,0.25,1.0,0.45,0.384,0.455,3.35,5.52,59.47,0.32,6,0,5,0
