earner_id,observed_earnings,counterfactual_earnings_synthetic,tax_kink,lower_marginal_tax_rate,upper_marginal_tax_rate,synthetic_buncher
23819,64976.24,65048.26,50000.0,0.25,0.35,0
23820,39681.15,39622.03,50000.0,0.25,0.35,0
23821,66212.31,66421.09,50000.0,0.25,0.35,0
23822,52722.44,52668.64,50000.0,0.25,0.35,0
23823,34608.76,34843.91,50000.0,0.25,0.35,0
23824,66190.62,66462.87,50000.0,0.25,0.35,0
23825,69446.7,69499.63,50000.0,0.25,0.35,0
23826,34521.11,34272.5,50000.0,0.25,0.35,0
23827,49386.66,51596.36,50000.0,0.25,0.35,1
23828,43783.16,43829.43,50000.0,0.25,0.35,0
23829,48366.7,48516.0,50000.0,0.25,0.35,0
23830,41088.05,40991.08,50000.0,0.25,0.35,0
23831,41103.16,40749.34,50000.0,0.25,0.35,0
23832,50108.87,50594.3,50000.0,0.25,0.35,1
23833,52132.33,52248.3,50000.0,0.25,0.35,0
23834,40698.56,40644.85,50000.0,0.25,0.35,0
23835,35711.32,35863.96,50000.0,0.25,0.35,0
23836,85557.71,85665.26,50000.0,0.25,0.35,0
23837,62652.02,62650.45,50000.0,0.25,0.35,0
23838,72526.45,72283.95,50000.0,0.25,0.35,0
23839,39642.34,39645.09,50000.0,0.25,0.35,0
23840,49919.0,52481.39,50000.0,0.25,0.35,1
23841,70407.96,70441.46,50000.0,0.25,0.35,0
23842,43196.22,43095.53,50000.0,0.25,0.35,0
23843,66294.72,66222.25,50000.0,0.25,0.35,0
23844,68814.9,68933.27,50000.0,0.25,0.35,0
23845,48403.71,48434.26,50000.0,0.25,0.35,0
23846,44663.53,44664.58,50000.0,0.25,0.35,0
23847,78563.67,78499.8,50000.0,0.25,0.35,0
23848,36339.63,36484.49,50000.0,0.25,0.35,0
23849,49572.64,50200.52,50000.0,0.25,0.35,1
23850,49642.28,50551.12,50000.0,0.25,0.35,1
23851,44762.77,44614.91,50000.0,0.25,0.35,0
23852,26550.58,26429.59,50000.0,0.25,0.35,0
23853,47875.77,48056.92,50000.0,0.25,0.35,0
23854,59185.76,59450.04,50000.0,0.25,0.35,0
23855,51830.37,52080.54,50000.0,0.25,0.35,0
23856,62337.19,62281.45,50000.0,0.25,0.35,0
23857,66710.46,66692.54,50000.0,0.25,0.35,0
23858,38272.31,38656.98,50000.0,0.25,0.35,0
23859,32756.94,32706.29,50000.0,0.25,0.35,0
23860,57122.09,56962.35,50000.0,0.25,0.35,0
23861,46234.38,46318.93,50000.0,0.25,0.35,0
23862,38071.26,38008.48,50000.0,0.25,0.35,0
23863,35317.78,35390.24,50000.0,0.25,0.35,0
23864,41577.86,41645.39,50000.0,0.25,0.35,0
23865,43274.61,43201.08,50000.0,0.25,0.35,0
23866,37915.29,38131.01,50000.0,0.25,0.35,0
23867,65002.87,64712.32,50000.0,0.25,0.35,0
23868,48577.93,48599.2,50000.0,0.25,0.35,0
23869,58844.95,58790.84,50000.0,0.25,0.35,0
23870,48775.63,48860.88,50000.0,0.25,0.35,0
23871,47022.94,47155.11,50000.0,0.25,0.35,0
23872,31853.41,31796.84,50000.0,0.25,0.35,0
23873,54426.99,54367.56,50000.0,0.25,0.35,0
23874,68088.81,67922.86,50000.0,0.25,0.35,0
23875,60379.69,60354.8,50000.0,0.25,0.35,0
23876,94919.69,95000.0,50000.0,0.25,0.35,0
23877,95000.0,95000.0,50000.0,0.25,0.35,0
23878,40083.7,39950.44,50000.0,0.25,0.35,0
23879,71349.38,71226.95,50000.0,0.25,0.35,0
23880,48978.25,54028.32,50000.0,0.25,0.35,1
23881,83167.38,82915.48,50000.0,0.25,0.35,0
23882,35872.68,35916.77,50000.0,0.25,0.35,0
23883,58580.2,58421.02,50000.0,0.25,0.35,0
23884,44063.32,43697.72,50000.0,0.25,0.35,0
23885,51552.54,51595.48,50000.0,0.25,0.35,0
23886,68919.45,68682.45,50000.0,0.25,0.35,0
23887,60021.85,60151.72,50000.0,0.25,0.35,0
23888,71728.0,71983.63,50000.0,0.25,0.35,0
23889,30372.27,30302.32,50000.0,0.25,0.35,0
23890,36680.76,36499.93,50000.0,0.25,0.35,0
23891,56212.19,55871.85,50000.0,0.25,0.35,0
23892,49241.82,53182.49,50000.0,0.25,0.35,1
23893,46995.69,47070.11,50000.0,0.25,0.35,0
23894,46633.33,46747.07,50000.0,0.25,0.35,0
23895,32017.2,31726.72,50000.0,0.25,0.35,0
23896,81157.97,81217.64,50000.0,0.25,0.35,0
23897,46317.42,46256.71,50000.0,0.25,0.35,0
23898,45109.59,45138.3,50000.0,0.25,0.35,0
23899,78377.6,78407.16,50000.0,0.25,0.35,0
23900,87857.65,87638.37,50000.0,0.25,0.35,0
23901,72637.75,72572.13,50000.0,0.25,0.35,0
23902,33022.28,33102.69,50000.0,0.25,0.35,0
23903,49202.59,51139.52,50000.0,0.25,0.35,1
23904,40960.04,40781.8,50000.0,0.25,0.35,0
23905,53976.97,54179.68,50000.0,0.25,0.35,0
23906,58724.94,58819.79,50000.0,0.25,0.35,0
23907,40773.98,40716.68,50000.0,0.25,0.35,0
23908,82211.01,82320.81,50000.0,0.25,0.35,0
23909,48880.27,48649.04,50000.0,0.25,0.35,0
23910,49046.83,52376.39,50000.0,0.25,0.35,1
23911,57428.61,57446.78,50000.0,0.25,0.35,0
23912,74110.01,74204.78,50000.0,0.25,0.35,0
23913,65100.45,64897.82,50000.0,0.25,0.35,0
23914,32722.31,32635.97,50000.0,0.25,0.35,0
23915,50001.85,49941.33,50000.0,0.25,0.35,0
23916,71041.74,71023.38,50000.0,0.25,0.35,0
23917,55286.59,55154.77,50000.0,0.25,0.35,0
23918,82744.15,82519.05,50000.0,0.25,0.35,0
23919,22565.81,22534.13,50000.0,0.25,0.35,0
23920,55899.26,56125.67,50000.0,0.25,0.35,0
23921,49903.21,50338.99,50000.0,0.25,0.35,1
23922,58577.68,58699.28,50000.0,0.25,0.35,0
23923,48388.84,48526.68,50000.0,0.25,0.35,0
23924,49440.4,50935.23,50000.0,0.25,0.35,1
23925,38391.89,38331.11,50000.0,0.25,0.35,0
23926,54652.81,54572.09,50000.0,0.25,0.35,0
23927,48477.12,48562.09,50000.0,0.25,0.35,0
23928,44887.92,45018.02,50000.0,0.25,0.35,0
23929,41365.49,41439.26,50000.0,0.25,0.35,0
23930,57962.66,58007.96,50000.0,0.25,0.35,0
23931,42100.62,42202.87,50000.0,0.25,0.35,0
23932,36460.35,36353.71,50000.0,0.25,0.35,0
23933,47225.25,47290.57,50000.0,0.25,0.35,0
23934,63762.36,64062.52,50000.0,0.25,0.35,0
23935,55769.66,55941.88,50000.0,0.25,0.35,0
23936,66766.76,66772.96,50000.0,0.25,0.35,0
23937,40383.91,40529.53,50000.0,0.25,0.35,0
23938,55200.91,55162.06,50000.0,0.25,0.35,0
23939,33734.12,33769.42,50000.0,0.25,0.35,0
23940,88838.64,88839.47,50000.0,0.25,0.35,0
23941,35502.4,35742.18,50000.0,0.25,0.35,0
23942,41330.17,41399.04,50000.0,0.25,0.35,0
23943,43971.4,44208.14,50000.0,0.25,0.35,0
23944,65441.91,65465.83,50000.0,0.25,0.35,0
23945,26778.52,26862.45,50000.0,0.25,0.35,0
23946,65625.87,65715.18,50000.0,0.25,0.35,0
23947,58834.95,59236.36,50000.0,0.25,0.35,0
23948,34782.68,34926.74,50000.0,0.25,0.35,0
23949,49693.05,52046.93,50000.0,0.25,0.35,1
23950,45099.66,44757.12,50000.0,0.25,0.35,0
23951,53276.02,53295.79,50000.0,0.25,0.35,0
23952,65800.02,65461.76,50000.0,0.25,0.35,0
23953,60872.31,61076.42,50000.0,0.25,0.35,0
23954,41469.51,41372.14,50000.0,0.25,0.35,0
23955,46851.42,46713.86,50000.0,0.25,0.35,0
23956,54505.48,54617.69,50000.0,0.25,0.35,0
23957,35198.93,35254.99,50000.0,0.25,0.35,0
23958,48847.74,51707.3,50000.0,0.25,0.35,1
23959,78051.65,78192.68,50000.0,0.25,0.35,0
23960,49357.02,53411.63,50000.0,0.25,0.35,1
23961,61599.87,61513.45,50000.0,0.25,0.35,0
23962,64483.46,64343.9,50000.0,0.25,0.35,0
23963,73093.27,72990.36,50000.0,0.25,0.35,0
23964,63300.99,63280.91,50000.0,0.25,0.35,0
23965,49699.78,50457.03,50000.0,0.25,0.35,1
23966,45402.33,45523.42,50000.0,0.25,0.35,0
23967,65902.71,65785.61,50000.0,0.25,0.35,0
23968,58027.97,57895.38,50000.0,0.25,0.35,0
23969,63339.94,63383.17,50000.0,0.25,0.35,0
23970,49478.18,51272.23,50000.0,0.25,0.35,1
23971,43989.31,44458.23,50000.0,0.25,0.35,0
23972,38524.99,38796.45,50000.0,0.25,0.35,0
23973,31966.84,32239.33,50000.0,0.25,0.35,0
23974,42830.84,42941.23,50000.0,0.25,0.35,0
23975,22790.83,22908.97,50000.0,0.25,0.35,0
23976,34507.26,34689.18,50000.0,0.25,0.35,0
23977,41665.89,41577.96,50000.0,0.25,0.35,0
23978,40306.37,40159.02,50000.0,0.25,0.35,0
23979,55204.46,55376.34,50000.0,0.25,0.35,0
23980,41094.98,41215.88,50000.0,0.25,0.35,0
23981,34720.74,34598.97,50000.0,0.25,0.35,0
23982,48176.38,56927.15,50000.0,0.25,0.35,1
23983,48459.95,48477.99,50000.0,0.25,0.35,0
23984,87507.7,87664.07,50000.0,0.25,0.35,0
23985,94909.48,95000.0,50000.0,0.25,0.35,0
23986,58531.16,58425.63,50000.0,0.25,0.35,0
23987,34815.52,34429.01,50000.0,0.25,0.35,0
23988,69735.29,69733.05,50000.0,0.25,0.35,0
23989,58181.14,58112.35,50000.0,0.25,0.35,0
23990,37024.78,37217.65,50000.0,0.25,0.35,0
23991,65437.57,65362.29,50000.0,0.25,0.35,0
23992,49608.01,52479.14,50000.0,0.25,0.35,1
23993,71487.71,71706.53,50000.0,0.25,0.35,0
23994,35889.32,35950.86,50000.0,0.25,0.35,0
23995,68551.27,68572.73,50000.0,0.25,0.35,0
23996,54748.23,54550.83,50000.0,0.25,0.35,0
23997,43529.58,43539.03,50000.0,0.25,0.35,0
23998,46915.98,46934.47,50000.0,0.25,0.35,0
23999,48565.2,48650.24,50000.0,0.25,0.35,0
24000,47595.99,47375.85,50000.0,0.25,0.35,0
24001,50150.0,50187.04,50000.0,0.25,0.35,0
24002,31559.12,31723.03,50000.0,0.25,0.35,0
24003,44908.99,44778.49,50000.0,0.25,0.35,0
24004,59629.24,59725.78,50000.0,0.25,0.35,0
24005,69341.69,69359.3,50000.0,0.25,0.35,0
24006,37263.04,37233.62,50000.0,0.25,0.35,0
24007,49245.48,49320.71,50000.0,0.25,0.35,0
24008,24388.63,24263.02,50000.0,0.25,0.35,0
24009,63137.97,63250.39,50000.0,0.25,0.35,0
24010,51388.11,51655.65,50000.0,0.25,0.35,0
24011,78381.19,78351.06,50000.0,0.25,0.35,0
24012,67242.14,67233.41,50000.0,0.25,0.35,0
24013,71637.49,71370.11,50000.0,0.25,0.35,0
24014,72765.62,72830.6,50000.0,0.25,0.35,0
24015,45621.65,45690.69,50000.0,0.25,0.35,0
24016,38579.48,38569.43,50000.0,0.25,0.35,0
24017,62949.01,62958.82,50000.0,0.25,0.35,0
24018,66859.85,66836.91,50000.0,0.25,0.35,0
24019,45613.68,45460.13,50000.0,0.25,0.35,0
24020,59975.41,59711.8,50000.0,0.25,0.35,0
24021,36346.66,36466.18,50000.0,0.25,0.35,0
24022,43989.85,43791.9,50000.0,0.25,0.35,0
24023,59567.75,59555.76,50000.0,0.25,0.35,0
24024,50346.0,50839.39,50000.0,0.25,0.35,1
24025,65584.67,65356.58,50000.0,0.25,0.35,0
24026,56818.84,57074.38,50000.0,0.25,0.35,0
24027,46573.65,46511.31,50000.0,0.25,0.35,0
24028,43803.29,43834.01,50000.0,0.25,0.35,0
24029,39884.36,39982.25,50000.0,0.25,0.35,0
24030,51152.58,50948.85,50000.0,0.25,0.35,0
24031,53671.16,53736.46,50000.0,0.25,0.35,0
24032,36840.61,36805.69,50000.0,0.25,0.35,0
24033,40846.89,40616.98,50000.0,0.25,0.35,0
24034,69888.57,69858.5,50000.0,0.25,0.35,0
24035,57479.39,57730.6,50000.0,0.25,0.35,0
24036,59712.03,59584.43,50000.0,0.25,0.35,0
24037,59005.71,59102.39,50000.0,0.25,0.35,0
24038,40252.58,40143.45,50000.0,0.25,0.35,0
24039,49893.88,54088.92,50000.0,0.25,0.35,1
24040,50297.08,50627.44,50000.0,0.25,0.35,1
24041,37906.07,37817.63,50000.0,0.25,0.35,0
24042,63078.8,63191.35,50000.0,0.25,0.35,0
24043,43070.22,43346.87,50000.0,0.25,0.35,0
24044,58824.07,58907.72,50000.0,0.25,0.35,0
24045,73378.61,73476.29,50000.0,0.25,0.35,0
24046,71729.58,71965.01,50000.0,0.25,0.35,0
24047,34221.21,33909.6,50000.0,0.25,0.35,0
24048,60097.28,59817.28,50000.0,0.25,0.35,0
24049,48169.85,48481.76,50000.0,0.25,0.35,0
24050,31995.1,31763.5,50000.0,0.25,0.35,0
24051,44239.65,44099.87,50000.0,0.25,0.35,0
24052,59549.38,59546.26,50000.0,0.25,0.35,0
24053,66453.22,66521.82,50000.0,0.25,0.35,0
24054,48856.72,48749.33,50000.0,0.25,0.35,0
24055,40922.72,41077.81,50000.0,0.25,0.35,0
24056,30444.89,30369.0,50000.0,0.25,0.35,0
24057,62939.8,63176.45,50000.0,0.25,0.35,0
24058,48625.15,48400.99,50000.0,0.25,0.35,0
24059,41355.37,41388.0,50000.0,0.25,0.35,0
24060,57616.52,57543.23,50000.0,0.25,0.35,0
24061,34503.39,34790.27,50000.0,0.25,0.35,0
24062,40265.03,40091.85,50000.0,0.25,0.35,0
24063,49699.93,53982.61,50000.0,0.25,0.35,1
24064,51610.34,51803.93,50000.0,0.25,0.35,0
24065,41108.4,40731.77,50000.0,0.25,0.35,0
24066,57412.02,57602.71,50000.0,0.25,0.35,0
24067,46931.06,46959.24,50000.0,0.25,0.35,0
24068,37046.54,37199.79,50000.0,0.25,0.35,0
24069,56817.6,56909.24,50000.0,0.25,0.35,0
24070,27468.56,27427.82,50000.0,0.25,0.35,0
24071,52318.89,52530.56,50000.0,0.25,0.35,0
24072,54320.51,54093.07,50000.0,0.25,0.35,0
24073,48173.68,48250.71,50000.0,0.25,0.35,0
24074,42224.45,42261.51,50000.0,0.25,0.35,0
24075,28501.19,28577.46,50000.0,0.25,0.35,0
24076,66172.23,66103.08,50000.0,0.25,0.35,0
24077,48514.37,48557.71,50000.0,0.25,0.35,0
24078,74936.57,75091.17,50000.0,0.25,0.35,0
24079,36293.25,36296.23,50000.0,0.25,0.35,0
24080,49594.14,50040.3,50000.0,0.25,0.35,1
24081,49176.79,49072.68,50000.0,0.25,0.35,0
24082,50031.45,56524.13,50000.0,0.25,0.35,1
24083,35671.32,35356.31,50000.0,0.25,0.35,0
24084,35293.32,35559.02,50000.0,0.25,0.35,0
24085,58452.38,58410.11,50000.0,0.25,0.35,0
24086,49682.19,51892.68,50000.0,0.25,0.35,1
24087,77384.32,77488.06,50000.0,0.25,0.35,0
24088,58901.11,58787.79,50000.0,0.25,0.35,0
24089,43387.74,43487.44,50000.0,0.25,0.35,0
24090,62072.46,62031.87,50000.0,0.25,0.35,0
24091,54243.67,54380.19,50000.0,0.25,0.35,0
24092,66191.09,66132.99,50000.0,0.25,0.35,0
24093,33723.05,33897.74,50000.0,0.25,0.35,0
24094,43535.47,43440.71,50000.0,0.25,0.35,0
24095,47205.43,47174.08,50000.0,0.25,0.35,0
24096,62731.93,62424.31,50000.0,0.25,0.35,0
24097,45529.69,45547.33,50000.0,0.25,0.35,0
24098,40628.12,40560.38,50000.0,0.25,0.35,0
24099,34357.19,33888.43,50000.0,0.25,0.35,0
24100,63336.51,63346.08,50000.0,0.25,0.35,0
24101,49446.41,51221.38,50000.0,0.25,0.35,1
24102,41796.09,41460.4,50000.0,0.25,0.35,0
24103,84402.47,84565.93,50000.0,0.25,0.35,0
24104,40251.79,40161.72,50000.0,0.25,0.35,0
24105,63062.17,63068.7,50000.0,0.25,0.35,0
24106,45394.52,45279.02,50000.0,0.25,0.35,0
24107,43273.12,43409.36,50000.0,0.25,0.35,0
24108,23153.42,23191.77,50000.0,0.25,0.35,0
24109,46328.23,46272.18,50000.0,0.25,0.35,0
24110,58622.1,58651.93,50000.0,0.25,0.35,0
24111,54999.24,55186.4,50000.0,0.25,0.35,0
24112,54524.46,54625.2,50000.0,0.25,0.35,0
24113,29634.2,29659.17,50000.0,0.25,0.35,0
24114,29812.2,29998.89,50000.0,0.25,0.35,0
24115,36316.12,35912.36,50000.0,0.25,0.35,0
24116,43392.85,43119.62,50000.0,0.25,0.35,0
24117,49339.82,53890.01,50000.0,0.25,0.35,1
24118,54786.87,54837.81,50000.0,0.25,0.35,0
24119,38992.07,39166.3,50000.0,0.25,0.35,0
24120,55018.25,55181.53,50000.0,0.25,0.35,0
24121,43345.76,43130.64,50000.0,0.25,0.35,0
24122,35111.46,34917.44,50000.0,0.25,0.35,0
24123,74235.29,74415.9,50000.0,0.25,0.35,0
24124,32963.88,32937.97,50000.0,0.25,0.35,0
24125,41518.83,41533.71,50000.0,0.25,0.35,0
24126,49680.2,51144.89,50000.0,0.25,0.35,1
24127,74642.69,74849.18,50000.0,0.25,0.35,0
24128,39113.55,39265.04,50000.0,0.25,0.35,0
24129,72558.31,72596.92,50000.0,0.25,0.35,0
24130,45558.62,45092.73,50000.0,0.25,0.35,0
24131,61390.08,61195.58,50000.0,0.25,0.35,0
24132,68220.46,68176.73,50000.0,0.25,0.35,0
24133,42164.35,42030.37,50000.0,0.25,0.35,0
24134,48979.68,51393.16,50000.0,0.25,0.35,1
24135,48237.07,48126.69,50000.0,0.25,0.35,0
24136,59027.91,59082.12,50000.0,0.25,0.35,0
24137,39628.16,39705.81,50000.0,0.25,0.35,0
24138,40110.41,40121.06,50000.0,0.25,0.35,0
24139,39418.56,39393.16,50000.0,0.25,0.35,0
24140,42399.2,42101.85,50000.0,0.25,0.35,0
24141,37658.41,38007.96,50000.0,0.25,0.35,0
24142,30969.27,31004.11,50000.0,0.25,0.35,0
24143,41246.17,41408.38,50000.0,0.25,0.35,0
24144,41563.44,41558.98,50000.0,0.25,0.35,0
24145,56674.51,56672.09,50000.0,0.25,0.35,0
24146,34359.78,34617.79,50000.0,0.25,0.35,0
24147,32280.42,32135.77,50000.0,0.25,0.35,0
24148,48341.24,48368.92,50000.0,0.25,0.35,0
24149,36428.92,36362.33,50000.0,0.25,0.35,0
24150,43701.76,43822.95,50000.0,0.25,0.35,0
24151,42644.27,42508.65,50000.0,0.25,0.35,0
24152,45293.67,45233.08,50000.0,0.25,0.35,0
24153,30704.49,30909.02,50000.0,0.25,0.35,0
24154,82200.64,82132.9,50000.0,0.25,0.35,0
24155,63060.98,63351.69,50000.0,0.25,0.35,0
24156,26979.6,26673.75,50000.0,0.25,0.35,0
24157,74827.07,74907.48,50000.0,0.25,0.35,0
24158,43387.66,43487.73,50000.0,0.25,0.35,0
24159,45222.3,45039.18,50000.0,0.25,0.35,0
24160,40524.27,40483.54,50000.0,0.25,0.35,0
24161,41567.34,41459.65,50000.0,0.25,0.35,0
24162,61654.14,61371.85,50000.0,0.25,0.35,0
24163,49631.24,49508.61,50000.0,0.25,0.35,0
24164,49765.62,49757.81,50000.0,0.25,0.35,0
24165,71592.62,71639.37,50000.0,0.25,0.35,0
24166,69384.66,69362.72,50000.0,0.25,0.35,0
24167,35636.3,35386.24,50000.0,0.25,0.35,0
24168,57312.3,57121.2,50000.0,0.25,0.35,0
24169,63014.9,63284.21,50000.0,0.25,0.35,0
24170,50032.48,49953.44,50000.0,0.25,0.35,0
24171,58372.59,58388.07,50000.0,0.25,0.35,0
24172,62117.19,62257.69,50000.0,0.25,0.35,0
24173,39865.57,39727.36,50000.0,0.25,0.35,0
24174,45304.01,45405.56,50000.0,0.25,0.35,0
24175,39423.94,39431.3,50000.0,0.25,0.35,0
24176,46063.57,46417.44,50000.0,0.25,0.35,0
24177,48665.41,48475.12,50000.0,0.25,0.35,0
24178,65617.31,65522.77,50000.0,0.25,0.35,0
24179,47186.51,46923.7,50000.0,0.25,0.35,0
24180,29939.9,29959.09,50000.0,0.25,0.35,0
24181,25954.8,25787.8,50000.0,0.25,0.35,0
24182,32531.83,32578.5,50000.0,0.25,0.35,0
24183,25923.18,26136.28,50000.0,0.25,0.35,0
24184,73263.67,73108.81,50000.0,0.25,0.35,0
24185,53291.22,53131.62,50000.0,0.25,0.35,0
24186,43344.63,43294.64,50000.0,0.25,0.35,0
24187,75599.36,75539.59,50000.0,0.25,0.35,0
24188,47898.27,47812.58,50000.0,0.25,0.35,0
24189,71786.63,71501.03,50000.0,0.25,0.35,0
24190,68645.11,68738.05,50000.0,0.25,0.35,0
24191,79014.72,78835.89,50000.0,0.25,0.35,0
24192,49527.0,50069.54,50000.0,0.25,0.35,1
24193,39282.73,39159.15,50000.0,0.25,0.35,0
24194,49430.44,54632.81,50000.0,0.25,0.35,1
24195,52430.19,52532.06,50000.0,0.25,0.35,0
24196,32627.98,32645.83,50000.0,0.25,0.35,0
24197,32536.86,32653.15,50000.0,0.25,0.35,0
24198,41337.18,40969.44,50000.0,0.25,0.35,0
24199,45959.09,45837.31,50000.0,0.25,0.35,0
24200,36211.94,36028.8,50000.0,0.25,0.35,0
24201,40196.79,40273.67,50000.0,0.25,0.35,0
24202,39934.28,39773.74,50000.0,0.25,0.35,0
24203,46809.9,46810.86,50000.0,0.25,0.35,0
24204,41285.27,41371.71,50000.0,0.25,0.35,0
24205,49552.6,52450.02,50000.0,0.25,0.35,1
24206,59265.27,59565.54,50000.0,0.25,0.35,0
24207,48975.66,48840.91,50000.0,0.25,0.35,0
24208,60347.61,60243.05,50000.0,0.25,0.35,0
24209,35920.23,36178.51,50000.0,0.25,0.35,0
24210,68810.92,68836.06,50000.0,0.25,0.35,0
24211,61285.12,61324.89,50000.0,0.25,0.35,0
24212,69147.41,69360.31,50000.0,0.25,0.35,0
24213,47288.51,46973.04,50000.0,0.25,0.35,0
24214,32081.43,32168.71,50000.0,0.25,0.35,0
24215,70530.08,70745.82,50000.0,0.25,0.35,0
24216,61172.25,61017.09,50000.0,0.25,0.35,0
24217,33562.04,33553.15,50000.0,0.25,0.35,0
24218,42818.04,42994.0,50000.0,0.25,0.35,0
24219,41895.07,41799.18,50000.0,0.25,0.35,0
24220,36039.4,36135.91,50000.0,0.25,0.35,0
24221,45138.24,45413.37,50000.0,0.25,0.35,0
24222,62293.1,62019.09,50000.0,0.25,0.35,0
24223,33799.35,33717.12,50000.0,0.25,0.35,0
24224,95000.0,95000.0,50000.0,0.25,0.35,0
24225,50055.23,50815.15,50000.0,0.25,0.35,1
24226,49840.52,50441.49,50000.0,0.25,0.35,1
24227,44923.87,45016.18,50000.0,0.25,0.35,0
24228,26039.32,25909.64,50000.0,0.25,0.35,0
24229,78530.12,78396.03,50000.0,0.25,0.35,0
24230,39198.03,38932.61,50000.0,0.25,0.35,0
24231,47594.66,47310.2,50000.0,0.25,0.35,0
24232,49129.23,48971.7,50000.0,0.25,0.35,0
24233,44256.75,44347.67,50000.0,0.25,0.35,0
24234,35530.2,35572.42,50000.0,0.25,0.35,0
24235,60414.32,60413.29,50000.0,0.25,0.35,0
24236,53799.37,53947.13,50000.0,0.25,0.35,0
24237,48890.12,48935.95,50000.0,0.25,0.35,0
24238,35031.52,34902.07,50000.0,0.25,0.35,0
24239,33524.26,33580.0,50000.0,0.25,0.35,0
24240,52558.64,52517.1,50000.0,0.25,0.35,0
24241,49726.86,52526.8,50000.0,0.25,0.35,1
24242,71999.11,71947.71,50000.0,0.25,0.35,0
24243,59962.05,59980.68,50000.0,0.25,0.35,0
24244,24104.42,24180.71,50000.0,0.25,0.35,0
24245,48689.17,48594.22,50000.0,0.25,0.35,0
24246,58854.75,58963.22,50000.0,0.25,0.35,0
24247,49755.06,54927.12,50000.0,0.25,0.35,1
24248,41819.19,41755.64,50000.0,0.25,0.35,0
24249,33507.22,33625.58,50000.0,0.25,0.35,0
24250,42326.81,42726.4,50000.0,0.25,0.35,0
24251,45309.74,45386.3,50000.0,0.25,0.35,0
24252,36955.93,37034.26,50000.0,0.25,0.35,0
24253,62308.1,62077.4,50000.0,0.25,0.35,0
24254,85015.41,85114.06,50000.0,0.25,0.35,0
24255,49376.76,52759.48,50000.0,0.25,0.35,1
24256,49742.48,55344.44,50000.0,0.25,0.35,1
24257,66830.81,66982.54,50000.0,0.25,0.35,0
24258,53763.43,53781.4,50000.0,0.25,0.35,0
24259,59735.35,59991.54,50000.0,0.25,0.35,0
24260,45618.04,45790.78,50000.0,0.25,0.35,0
24261,46383.48,46330.39,50000.0,0.25,0.35,0
24262,49345.79,51142.72,50000.0,0.25,0.35,1
24263,31429.34,31376.57,50000.0,0.25,0.35,0
24264,49105.7,48939.08,50000.0,0.25,0.35,0
24265,48052.57,48050.73,50000.0,0.25,0.35,0
24266,87397.16,87359.8,50000.0,0.25,0.35,0
24267,70526.72,70977.03,50000.0,0.25,0.35,0
24268,50334.81,50420.08,50000.0,0.25,0.35,0
24269,71832.38,71920.68,50000.0,0.25,0.35,0
24270,49979.77,57419.49,50000.0,0.25,0.35,1
24271,80716.33,80945.67,50000.0,0.25,0.35,0
24272,34531.75,34299.23,50000.0,0.25,0.35,0
24273,66568.17,66707.05,50000.0,0.25,0.35,0
24274,40622.54,40471.42,50000.0,0.25,0.35,0
24275,44717.72,44465.25,50000.0,0.25,0.35,0
24276,34671.71,34708.2,50000.0,0.25,0.35,0
24277,44726.28,44939.29,50000.0,0.25,0.35,0
24278,60335.13,60604.64,50000.0,0.25,0.35,0
24279,59404.55,59551.1,50000.0,0.25,0.35,0
24280,37173.71,37268.21,50000.0,0.25,0.35,0
24281,32498.58,32617.19,50000.0,0.25,0.35,0
24282,37941.02,37662.71,50000.0,0.25,0.35,0
24283,49350.88,56651.45,50000.0,0.25,0.35,1
24284,46940.31,46862.93,50000.0,0.25,0.35,0
24285,70429.51,70509.3,50000.0,0.25,0.35,0
24286,54785.49,54743.74,50000.0,0.25,0.35,0
24287,49558.99,52248.72,50000.0,0.25,0.35,1
24288,38835.23,38984.99,50000.0,0.25,0.35,0
24289,48724.88,48852.29,50000.0,0.25,0.35,0
24290,50314.61,54912.33,50000.0,0.25,0.35,1
24291,67482.49,67483.71,50000.0,0.25,0.35,0
24292,55694.61,55778.24,50000.0,0.25,0.35,0
24293,61207.88,61329.86,50000.0,0.25,0.35,0
24294,43268.58,43438.44,50000.0,0.25,0.35,0
24295,65012.7,64978.15,50000.0,0.25,0.35,0
24296,45393.08,45093.79,50000.0,0.25,0.35,0
24297,39299.35,39337.62,50000.0,0.25,0.35,0
24298,85314.01,85533.83,50000.0,0.25,0.35,0
24299,33730.52,33524.24,50000.0,0.25,0.35,0
24300,28023.22,28004.98,50000.0,0.25,0.35,0
24301,53080.89,53019.93,50000.0,0.25,0.35,0
24302,44528.75,44467.41,50000.0,0.25,0.35,0
24303,29974.28,29773.5,50000.0,0.25,0.35,0
24304,47493.02,47749.95,50000.0,0.25,0.35,0
24305,94830.55,95000.0,50000.0,0.25,0.35,0
24306,39529.59,39187.94,50000.0,0.25,0.35,0
24307,28082.64,27990.37,50000.0,0.25,0.35,0
24308,41293.45,41231.8,50000.0,0.25,0.35,0
24309,82925.25,82684.91,50000.0,0.25,0.35,0
24310,33141.24,32930.49,50000.0,0.25,0.35,0
24311,41944.98,42077.77,50000.0,0.25,0.35,0
24312,57162.73,57059.89,50000.0,0.25,0.35,0
24313,49722.37,52951.86,50000.0,0.25,0.35,1
24314,26122.47,25959.67,50000.0,0.25,0.35,0
24315,35942.92,35854.69,50000.0,0.25,0.35,0
