worker_id,arm,treated,salience,simplification,assistance,trust_support,expected_credit,baseline_awareness,post_awareness,baseline_trust,admin_burden,work_constraint,perceived_value,procedural_cost,net_perceived_gain,application_started,application_completed,claimed_by_deadline,weeks_to_claim,filing_accuracy,earnings_response_index
takeup-worker-0334,full_support,1,0.8,0.8,0.75,0.45,490,0.328,0.671,0.425,0.57,0.2,446.66,86.85,359.81,1,1,1,4,0.811,0.446
takeup-worker-0335,control,0,0.0,0.0,0.0,0.0,525,0.356,0.36,0.46,0.535,0.232,390.57,238.58,151.99,0,0,0,6,0.613,0.268
takeup-worker-0336,salience_notice,1,0.75,0.0,0.0,0.1,525,0.356,0.501,0.46,0.535,0.232,431.28,207.83,223.45,0,0,0,6,0.639,0.314
takeup-worker-0337,simplified_form,1,0.25,0.8,0.0,0.0,525,0.356,0.501,0.46,0.535,0.232,431.28,173.83,257.45,1,0,0,6,0.719,0.314
takeup-worker-0338,assistance,1,0.25,0.0,0.85,0.35,525,0.356,0.511,0.46,0.535,0.232,434.17,158.83,275.34,0,0,0,6,0.708,0.317
takeup-worker-0339,full_support,1,0.8,0.8,0.75,0.45,525,0.356,0.702,0.46,0.535,0.232,489.32,85.58,403.74,0,0,0,6,0.815,0.378
takeup-worker-0340,control,0,0.0,0.0,0.0,0.0,560,0.384,0.375,0.495,0.5,0.264,423.15,237.3,185.85,1,0,0,6,0.614,0.275
takeup-worker-0341,salience_notice,1,0.75,0.0,0.0,0.1,560,0.384,0.516,0.495,0.5,0.264,466.57,206.55,260.02,0,0,0,6,0.64,0.32
takeup-worker-0342,simplified_form,1,0.25,0.8,0.0,0.0,560,0.384,0.516,0.495,0.5,0.264,466.57,172.55,294.02,1,1,1,4,0.72,0.4
takeup-worker-0343,assistance,1,0.25,0.0,0.85,0.35,560,0.384,0.526,0.495,0.5,0.264,469.65,157.55,312.1,1,1,1,2,0.709,0.403
takeup-worker-0344,full_support,1,0.8,0.8,0.75,0.45,560,0.384,0.717,0.495,0.5,0.264,528.48,84.3,444.18,1,1,1,1,0.816,0.464
takeup-worker-0345,control,0,0.0,0.0,0.0,0.0,595,0.412,0.406,0.53,0.465,0.296,461.78,236.02,225.76,1,0,0,6,0.618,0.287
takeup-worker-0346,salience_notice,1,0.75,0.0,0.0,0.1,595,0.412,0.547,0.53,0.465,0.296,507.92,205.27,302.65,1,1,1,1,0.644,0.412
takeup-worker-0347,simplified_form,1,0.25,0.8,0.0,0.0,595,0.412,0.547,0.53,0.465,0.296,507.92,171.27,336.65,0,0,0,6,0.724,0.332
takeup-worker-0348,assistance,1,0.25,0.0,0.85,0.35,595,0.412,0.557,0.53,0.465,0.296,511.2,156.27,354.92,1,0,0,6,0.713,0.335
takeup-worker-0349,full_support,1,0.8,0.8,0.75,0.45,595,0.412,0.748,0.53,0.465,0.296,573.7,83.02,490.68,1,1,1,1,0.82,0.476
takeup-worker-0350,control,0,0.0,0.0,0.0,0.0,630,0.44,0.437,0.565,0.78,0.328,501.85,271.5,230.35,1,0,0,6,0.622,0.281
takeup-worker-0351,salience_notice,1,0.75,0.0,0.0,0.1,630,0.44,0.578,0.565,0.78,0.328,550.71,240.75,309.96,1,1,1,2,0.648,0.406
takeup-worker-0352,simplified_form,1,0.25,0.8,0.0,0.0,630,0.44,0.578,0.565,0.78,0.328,550.71,206.75,343.96,0,0,0,6,0.728,0.326
takeup-worker-0353,assistance,1,0.25,0.0,0.85,0.35,630,0.44,0.588,0.565,0.78,0.328,554.17,191.75,362.42,1,1,1,4,0.717,0.409
takeup-worker-0354,full_support,1,0.8,0.8,0.75,0.45,630,0.44,0.779,0.565,0.78,0.328,620.35,118.5,501.85,1,1,1,1,0.824,0.47
takeup-worker-0355,control,0,0.0,0.0,0.0,0.0,665,0.468,0.467,0.6,0.745,0.36,543.35,270.23,273.13,0,0,0,6,0.626,0.292
takeup-worker-0356,salience_notice,1,0.75,0.0,0.0,0.1,665,0.468,0.608,0.6,0.745,0.36,594.92,239.48,355.45,1,0,0,6,0.652,0.337
takeup-worker-0357,simplified_form,1,0.25,0.8,0.0,0.0,665,0.468,0.608,0.6,0.745,0.36,594.92,205.48,389.45,1,1,1,1,0.732,0.417
takeup-worker-0358,assistance,1,0.25,0.0,0.85,0.35,665,0.468,0.618,0.6,0.745,0.36,598.58,190.48,408.1,0,0,0,6,0.721,0.341
takeup-worker-0359,full_support,1,0.8,0.8,0.75,0.45,665,0.468,0.809,0.6,0.745,0.36,668.44,117.23,551.21,1,1,1,2,0.828,0.482
takeup-worker-0360,control,0,0.0,0.0,0.0,0.0,700,0.16,0.146,0.32,0.71,0.392,428.72,268.95,159.77,0,0,0,6,0.567,0.191
takeup-worker-0361,salience_notice,1,0.75,0.0,0.0,0.1,700,0.16,0.287,0.32,0.71,0.392,483.0,238.2,244.8,1,0,0,6,0.592,0.236
takeup-worker-0362,simplified_form,1,0.25,0.8,0.0,0.0,700,0.16,0.287,0.32,0.71,0.392,483.0,204.2,278.8,1,1,1,2,0.672,0.316
takeup-worker-0363,assistance,1,0.25,0.0,0.85,0.35,700,0.16,0.297,0.32,0.71,0.392,486.85,189.2,297.65,0,0,0,6,0.662,0.24
takeup-worker-0364,full_support,1,0.8,0.8,0.75,0.45,700,0.16,0.488,0.32,0.71,0.392,560.39,115.95,444.44,1,1,1,3,0.768,0.381
takeup-worker-0365,control,0,0.0,0.0,0.0,0.0,735,0.188,0.177,0.355,0.675,0.424,465.21,267.68,197.53,0,0,0,6,0.571,0.203
takeup-worker-0366,salience_notice,1,0.75,0.0,0.0,0.1,735,0.188,0.318,0.355,0.675,0.424,522.21,236.93,285.28,0,0,0,6,0.596,0.248
takeup-worker-0367,simplified_form,1,0.25,0.8,0.0,0.0,735,0.188,0.318,0.355,0.675,0.424,522.21,202.93,319.28,1,0,0,6,0.676,0.248
takeup-worker-0368,assistance,1,0.25,0.0,0.85,0.35,735,0.188,0.328,0.355,0.675,0.424,526.25,187.93,338.33,0,0,0,6,0.666,0.251
takeup-worker-0369,full_support,1,0.8,0.8,0.75,0.45,735,0.188,0.519,0.355,0.675,0.424,603.46,114.68,488.79,1,1,1,4,0.772,0.392
takeup-worker-0370,control,0,0.0,0.0,0.0,0.0,770,0.216,0.208,0.39,0.64,0.456,503.13,266.4,236.73,0,0,0,6,0.575,0.215
takeup-worker-0371,salience_notice,1,0.75,0.0,0.0,0.1,770,0.216,0.349,0.39,0.64,0.456,562.85,235.65,327.2,0,0,0,6,0.6,0.26
takeup-worker-0372,simplified_form,1,0.25,0.8,0.0,0.0,770,0.216,0.349,0.39,0.64,0.456,562.85,201.65,361.2,1,1,1,3,0.68,0.34
takeup-worker-0373,assistance,1,0.25,0.0,0.85,0.35,770,0.216,0.359,0.39,0.64,0.456,567.08,186.65,380.43,1,1,1,1,0.67,0.343
takeup-worker-0374,full_support,1,0.8,0.8,0.75,0.45,770,0.216,0.55,0.39,0.64,0.456,647.97,113.4,534.57,0,0,0,6,0.776,0.324
takeup-worker-0375,control,0,0.0,0.0,0.0,0.0,805,0.244,0.239,0.425,0.605,0.488,542.49,265.12,277.37,1,0,0,6,0.579,0.226
takeup-worker-0376,salience_notice,1,0.75,0.0,0.0,0.1,805,0.244,0.38,0.425,0.605,0.488,604.92,234.38,370.55,0,0,0,6,0.604,0.271
takeup-worker-0377,simplified_form,1,0.25,0.8,0.0,0.0,805,0.244,0.38,0.425,0.605,0.488,604.92,200.38,404.55,1,1,1,4,0.684,0.351
takeup-worker-0378,assistance,1,0.25,0.0,0.85,0.35,805,0.244,0.39,0.425,0.605,0.488,609.35,185.38,423.97,1,1,1,2,0.674,0.355
takeup-worker-0379,full_support,1,0.8,0.8,0.75,0.45,805,0.244,0.581,0.425,0.605,0.488,693.91,112.12,581.79,1,1,1,1,0.78,0.416
takeup-worker-0380,control,0,0.0,0.0,0.0,0.0,840,0.272,0.254,0.46,0.57,0.52,575.9,263.85,312.05,1,0,0,6,0.58,0.233
takeup-worker-0381,salience_notice,1,0.75,0.0,0.0,0.1,840,0.272,0.395,0.46,0.57,0.52,641.04,233.1,407.94,1,1,1,1,0.605,0.358
takeup-worker-0382,simplified_form,1,0.25,0.8,0.0,0.0,840,0.272,0.395,0.46,0.57,0.52,641.04,199.1,441.94,0,0,0,6,0.685,0.278
takeup-worker-0383,assistance,1,0.25,0.0,0.85,0.35,840,0.272,0.405,0.46,0.57,0.52,645.66,184.1,461.56,1,1,1,3,0.675,0.361
takeup-worker-0384,full_support,1,0.8,0.8,0.75,0.45,840,0.272,0.596,0.46,0.57,0.52,733.9,110.85,623.05,1,1,1,1,0.781,0.422
takeup-worker-0385,control,0,0.0,0.0,0.0,0.0,875,0.3,0.297,0.495,0.535,0.2,623.74,236.18,387.57,0,0,0,6,0.603,0.248
takeup-worker-0386,salience_notice,1,0.75,0.0,0.0,0.1,875,0.3,0.438,0.495,0.535,0.2,691.6,205.43,486.18,1,1,1,2,0.629,0.373
takeup-worker-0387,simplified_form,1,0.25,0.8,0.0,0.0,875,0.3,0.438,0.495,0.535,0.2,691.6,171.43,520.18,1,1,1,1,0.709,0.373
takeup-worker-0388,assistance,1,0.25,0.0,0.85,0.35,875,0.3,0.448,0.495,0.535,0.2,696.41,156.43,539.99,1,1,1,4,0.699,0.377
takeup-worker-0389,full_support,1,0.8,0.8,0.75,0.45,875,0.3,0.639,0.495,0.535,0.2,788.33,83.18,705.16,1,1,1,2,0.805,0.438
takeup-worker-0390,control,0,0.0,0.0,0.0,0.0,910,0.328,0.328,0.53,0.5,0.232,667.33,234.9,432.43,0,0,0,6,0.607,0.26
takeup-worker-0391,salience_notice,1,0.75,0.0,0.0,0.1,910,0.328,0.469,0.53,0.5,0.232,737.9,204.15,533.75,1,1,1,3,0.633,0.385
takeup-worker-0392,simplified_form,1,0.25,0.8,0.0,0.0,910,0.328,0.469,0.53,0.5,0.232,737.9,170.15,567.75,1,1,1,1,0.713,0.385
takeup-worker-0393,assistance,1,0.25,0.0,0.85,0.35,910,0.328,0.479,0.53,0.5,0.232,742.91,155.15,587.76,0,0,0,6,0.703,0.308
takeup-worker-0394,full_support,1,0.8,0.8,0.75,0.45,910,0.328,0.67,0.53,0.5,0.232,838.5,81.9,756.6,1,1,1,3,0.809,0.449
takeup-worker-0395,control,0,0.0,0.0,0.0,0.0,945,0.356,0.359,0.565,0.465,0.264,712.36,233.62,478.73,0,0,0,6,0.611,0.272
takeup-worker-0396,salience_notice,1,0.75,0.0,0.0,0.1,945,0.356,0.5,0.565,0.465,0.264,785.64,202.88,582.77,1,1,1,4,0.637,0.397
takeup-worker-0397,simplified_form,1,0.25,0.8,0.0,0.0,945,0.356,0.5,0.565,0.465,0.264,785.64,168.88,616.77,1,1,1,2,0.717,0.397
takeup-worker-0398,assistance,1,0.25,0.0,0.85,0.35,945,0.356,0.51,0.565,0.465,0.264,790.84,153.88,636.97,1,1,1,1,0.707,0.4
takeup-worker-0399,full_support,1,0.8,0.8,0.75,0.45,945,0.356,0.701,0.565,0.465,0.264,890.11,80.62,809.49,1,1,1,3,0.813,0.461
takeup-worker-0400,control,0,0.0,0.0,0.0,0.0,420,0.384,0.374,0.6,0.78,0.296,321.51,269.1,52.41,0,0,0,6,0.612,0.261
takeup-worker-0401,salience_notice,1,0.75,0.0,0.0,0.1,420,0.384,0.515,0.6,0.78,0.296,354.08,238.35,115.73,0,0,0,6,0.638,0.306
takeup-worker-0402,simplified_form,1,0.25,0.8,0.0,0.0,420,0.384,0.515,0.6,0.78,0.296,354.08,204.35,149.73,1,0,0,6,0.718,0.306
takeup-worker-0403,assistance,1,0.25,0.0,0.85,0.35,420,0.384,0.525,0.6,0.78,0.296,356.39,189.35,167.04,0,0,0,6,0.708,0.309
takeup-worker-0404,full_support,1,0.8,0.8,0.75,0.45,420,0.384,0.716,0.6,0.78,0.296,400.51,116.1,284.41,0,0,0,6,0.814,0.37
takeup-worker-0405,control,0,0.0,0.0,0.0,0.0,455,0.412,0.405,0.32,0.745,0.328,343.29,267.82,75.47,0,0,0,6,0.616,0.272
takeup-worker-0406,salience_notice,1,0.75,0.0,0.0,0.1,455,0.412,0.546,0.32,0.745,0.328,378.58,237.07,141.5,0,0,0,6,0.642,0.317
takeup-worker-0407,simplified_form,1,0.25,0.8,0.0,0.0,455,0.412,0.546,0.32,0.745,0.328,378.58,203.07,175.5,1,0,0,6,0.722,0.317
takeup-worker-0408,assistance,1,0.25,0.0,0.85,0.35,455,0.412,0.556,0.32,0.745,0.328,381.08,188.07,193.0,0,0,0,6,0.712,0.321
takeup-worker-0409,full_support,1,0.8,0.8,0.75,0.45,455,0.412,0.747,0.32,0.745,0.328,428.88,114.82,314.05,0,0,0,6,0.818,0.382
takeup-worker-0410,control,0,0.0,0.0,0.0,0.0,490,0.44,0.435,0.355,0.71,0.36,379.74,266.55,113.19,1,0,0,6,0.62,0.284
takeup-worker-0411,salience_notice,1,0.75,0.0,0.0,0.1,490,0.44,0.576,0.355,0.71,0.36,417.73,235.8,181.93,0,0,0,6,0.646,0.329
takeup-worker-0412,simplified_form,1,0.25,0.8,0.0,0.0,490,0.44,0.576,0.355,0.71,0.36,417.73,201.8,215.93,0,0,0,6,0.726,0.329
takeup-worker-0413,assistance,1,0.25,0.0,0.85,0.35,490,0.44,0.586,0.355,0.71,0.36,420.43,186.8,233.63,1,1,1,2,0.716,0.412
takeup-worker-0414,full_support,1,0.8,0.8,0.75,0.45,490,0.44,0.777,0.355,0.71,0.36,471.9,113.55,358.35,1,1,1,1,0.822,0.473
takeup-worker-0415,control,0,0.0,0.0,0.0,0.0,525,0.468,0.466,0.39,0.675,0.392,417.61,265.27,152.34,1,0,0,6,0.624,0.295
takeup-worker-0416,salience_notice,1,0.75,0.0,0.0,0.1,525,0.468,0.607,0.39,0.675,0.392,458.33,234.52,223.8,1,1,1,2,0.65,0.421
takeup-worker-0417,simplified_form,1,0.25,0.8,0.0,0.0,525,0.468,0.607,0.39,0.675,0.392,458.33,200.52,257.8,0,0,0,6,0.73,0.341
takeup-worker-0418,assistance,1,0.25,0.0,0.85,0.35,525,0.468,0.617,0.39,0.675,0.392,461.21,185.52,275.69,1,0,0,6,0.72,0.344
takeup-worker-0419,full_support,1,0.8,0.8,0.75,0.45,525,0.468,0.808,0.39,0.675,0.392,516.37,112.27,404.09,1,1,1,1,0.826,0.485
takeup-worker-0420,control,0,0.0,0.0,0.0,0.0,560,0.16,0.145,0.425,0.64,0.424,348.51,264.0,84.51,0,0,0,6,0.565,0.194
takeup-worker-0421,salience_notice,1,0.75,0.0,0.0,0.1,560,0.16,0.286,0.425,0.64,0.424,391.94,233.25,158.69,1,0,0,6,0.59,0.24
takeup-worker-0422,simplified_form,1,0.25,0.8,0.0,0.0,560,0.16,0.286,0.425,0.64,0.424,391.94,199.25,192.69,0,0,0,6,0.67,0.24
takeup-worker-0423,assistance,1,0.25,0.0,0.85,0.35,560,0.16,0.296,0.425,0.64,0.424,395.02,184.25,210.77,1,1,1,4,0.66,0.323
takeup-worker-0424,full_support,1,0.8,0.8,0.75,0.45,560,0.16,0.487,0.425,0.64,0.424,453.85,111.0,342.85,1,1,1,2,0.766,0.384
takeup-worker-0425,control,0,0.0,0.0,0.0,0.0,595,0.188,0.176,0.46,0.605,0.456,382.48,262.73,119.75,0,0,0,6,0.569,0.206
takeup-worker-0426,salience_notice,1,0.75,0.0,0.0,0.1,595,0.188,0.317,0.46,0.605,0.456,428.62,231.98,196.65,1,0,0,6,0.594,0.251
takeup-worker-0427,simplified_form,1,0.25,0.8,0.0,0.0,595,0.188,0.317,0.46,0.605,0.456,428.62,197.98,230.65,0,0,0,6,0.674,0.251
takeup-worker-0428,assistance,1,0.25,0.0,0.85,0.35,595,0.188,0.327,0.46,0.605,0.456,431.89,182.98,248.92,0,0,0,6,0.664,0.254
takeup-worker-0429,full_support,1,0.8,0.8,0.75,0.45,595,0.188,0.518,0.46,0.605,0.456,494.4,109.73,384.67,1,1,1,3,0.77,0.396
takeup-worker-0430,control,0,0.0,0.0,0.0,0.0,630,0.216,0.207,0.495,0.57,0.488,417.88,261.45,156.43,0,0,0,6,0.573,0.218
takeup-worker-0431,salience_notice,1,0.75,0.0,0.0,0.1,630,0.216,0.348,0.495,0.57,0.488,466.74,230.7,236.04,0,0,0,6,0.598,0.263
takeup-worker-0432,simplified_form,1,0.25,0.8,0.0,0.0,630,0.216,0.348,0.495,0.57,0.488,466.74,196.7,270.04,1,1,1,2,0.678,0.343
takeup-worker-0433,assistance,1,0.25,0.0,0.85,0.35,630,0.216,0.358,0.495,0.57,0.488,470.2,181.7,288.5,0,0,0,6,0.668,0.266
takeup-worker-0434,full_support,1,0.8,0.8,0.75,0.45,630,0.216,0.549,0.495,0.57,0.488,536.39,108.45,427.94,1,1,1,4,0.774,0.407
takeup-worker-0435,control,0,0.0,0.0,0.0,0.0,665,0.244,0.238,0.53,0.535,0.52,454.72,260.18,194.55,0,0,0,6,0.577,0.229
takeup-worker-0436,salience_notice,1,0.75,0.0,0.0,0.1,665,0.244,0.379,0.53,0.535,0.52,506.29,229.43,276.87,0,0,0,6,0.602,0.274
takeup-worker-0437,simplified_form,1,0.25,0.8,0.0,0.0,665,0.244,0.379,0.53,0.535,0.52,506.29,195.43,310.87,1,0,0,6,0.682,0.274
takeup-worker-0438,assistance,1,0.25,0.0,0.85,0.35,665,0.244,0.389,0.53,0.535,0.52,509.95,180.43,329.52,0,0,0,6,0.672,0.278
takeup-worker-0439,full_support,1,0.8,0.8,0.75,0.45,665,0.244,0.58,0.53,0.535,0.52,579.81,107.18,472.63,0,0,0,6,0.778,0.339
takeup-worker-0440,control,0,0.0,0.0,0.0,0.0,700,0.272,0.265,0.565,0.5,0.2,491.58,232.5,259.08,1,0,0,6,0.598,0.24
takeup-worker-0441,salience_notice,1,0.75,0.0,0.0,0.1,700,0.272,0.406,0.565,0.5,0.2,545.86,201.75,344.11,0,0,0,6,0.623,0.285
takeup-worker-0442,simplified_form,1,0.25,0.8,0.0,0.0,700,0.272,0.406,0.565,0.5,0.2,545.86,167.75,378.11,1,1,1,4,0.703,0.365
takeup-worker-0443,assistance,1,0.25,0.0,0.85,0.35,700,0.272,0.416,0.565,0.5,0.2,549.71,152.75,396.96,1,1,1,2,0.693,0.368
takeup-worker-0444,full_support,1,0.8,0.8,0.75,0.45,700,0.272,0.607,0.565,0.5,0.2,623.25,79.5,543.75,1,1,1,1,0.799,0.429
takeup-worker-0445,control,0,0.0,0.0,0.0,0.0,735,0.3,0.296,0.6,0.465,0.232,531.21,231.22,299.98,1,0,0,6,0.602,0.251
takeup-worker-0446,salience_notice,1,0.75,0.0,0.0,0.1,735,0.3,0.437,0.6,0.465,0.232,588.21,200.47,387.73,1,1,1,1,0.627,0.377
takeup-worker-0447,simplified_form,1,0.25,0.8,0.0,0.0,735,0.3,0.437,0.6,0.465,0.232,588.21,166.47,421.73,0,0,0,6,0.707,0.297
takeup-worker-0448,assistance,1,0.25,0.0,0.85,0.35,735,0.3,0.447,0.6,0.465,0.232,592.25,151.47,440.78,1,1,1,3,0.697,0.38
takeup-worker-0449,full_support,1,0.8,0.8,0.75,0.45,735,0.3,0.638,0.6,0.465,0.232,669.46,78.22,591.24,1,1,1,1,0.803,0.441
takeup-worker-0450,control,0,0.0,0.0,0.0,0.0,770,0.328,0.327,0.32,0.78,0.264,548.02,266.7,281.32,1,0,0,6,0.606,0.246
takeup-worker-0451,salience_notice,1,0.75,0.0,0.0,0.1,770,0.328,0.468,0.32,0.78,0.264,607.74,235.95,371.79,1,1,1,2,0.631,0.371
takeup-worker-0452,simplified_form,1,0.25,0.8,0.0,0.0,770,0.328,0.468,0.32,0.78,0.264,607.74,201.95,405.79,0,0,0,6,0.711,0.291
takeup-worker-0453,assistance,1,0.25,0.0,0.85,0.35,770,0.328,0.478,0.32,0.78,0.264,611.97,186.95,425.02,1,1,1,4,0.701,0.374
takeup-worker-0454,full_support,1,0.8,0.8,0.75,0.45,770,0.328,0.669,0.32,0.78,0.264,692.86,113.7,579.16,1,1,1,1,0.807,0.435
takeup-worker-0455,control,0,0.0,0.0,0.0,0.0,805,0.356,0.358,0.355,0.745,0.296,589.42,265.43,324.0,0,0,0,6,0.61,0.257
takeup-worker-0456,salience_notice,1,0.75,0.0,0.0,0.1,805,0.356,0.499,0.355,0.745,0.296,651.85,234.68,417.18,1,0,0,6,0.635,0.302
takeup-worker-0457,simplified_form,1,0.25,0.8,0.0,0.0,805,0.356,0.499,0.355,0.745,0.296,651.85,200.68,451.18,1,1,1,1,0.715,0.382
takeup-worker-0458,assistance,1,0.25,0.0,0.85,0.35,805,0.356,0.509,0.355,0.745,0.296,656.28,185.68,470.6,0,0,0,6,0.705,0.306
takeup-worker-0459,full_support,1,0.8,0.8,0.75,0.45,805,0.356,0.7,0.355,0.745,0.296,740.84,112.43,628.42,1,1,1,2,0.811,0.447
takeup-worker-0460,control,0,0.0,0.0,0.0,0.0,840,0.384,0.373,0.39,0.71,0.328,624.86,264.15,360.71,0,0,0,6,0.611,0.264
takeup-worker-0461,salience_notice,1,0.75,0.0,0.0,0.1,840,0.384,0.514,0.39,0.71,0.328,690.01,233.4,456.61,1,1,1,4,0.636,0.389
takeup-worker-0462,simplified_form,1,0.25,0.8,0.0,0.0,840,0.384,0.514,0.39,0.71,0.328,690.01,199.4,490.61,1,1,1,2,0.716,0.389
takeup-worker-0463,assistance,1,0.25,0.0,0.85,0.35,840,0.384,0.524,0.39,0.71,0.328,694.63,184.4,510.23,0,0,0,6,0.706,0.312
takeup-worker-0464,full_support,1,0.8,0.8,0.75,0.45,840,0.384,0.715,0.39,0.71,0.328,782.87,111.15,671.72,1,1,1,3,0.812,0.453
takeup-worker-0465,control,0,0.0,0.0,0.0,0.0,875,0.412,0.403,0.425,0.675,0.36,668.82,262.88,405.95,0,0,0,6,0.615,0.275
takeup-worker-0466,salience_notice,1,0.75,0.0,0.0,0.1,875,0.412,0.544,0.425,0.675,0.36,736.68,232.12,504.55,0,0,0,6,0.64,0.32
takeup-worker-0467,simplified_form,1,0.25,0.8,0.0,0.0,875,0.412,0.544,0.425,0.675,0.36,736.68,198.12,538.55,1,0,0,6,0.72,0.32
takeup-worker-0468,assistance,1,0.25,0.0,0.85,0.35,875,0.412,0.554,0.425,0.675,0.36,741.49,183.12,558.37,1,1,1,1,0.71,0.404
takeup-worker-0469,full_support,1,0.8,0.8,0.75,0.45,875,0.412,0.745,0.425,0.675,0.36,833.41,109.88,723.54,1,1,1,4,0.816,0.465
takeup-worker-0470,control,0,0.0,0.0,0.0,0.0,910,0.44,0.434,0.46,0.64,0.392,714.22,261.6,452.62,1,1,1,2,0.619,0.367
takeup-worker-0471,salience_notice,1,0.75,0.0,0.0,0.1,910,0.44,0.575,0.46,0.64,0.392,784.79,230.85,553.94,1,1,1,1,0.644,0.412
takeup-worker-0472,simplified_form,1,0.25,0.8,0.0,0.0,910,0.44,0.575,0.46,0.64,0.392,784.79,196.85,587.94,1,1,1,3,0.724,0.412
takeup-worker-0473,assistance,1,0.25,0.0,0.85,0.35,910,0.44,0.585,0.46,0.64,0.392,789.79,181.85,607.94,1,1,1,1,0.714,0.415
takeup-worker-0474,full_support,1,0.8,0.8,0.75,0.45,910,0.44,0.776,0.46,0.64,0.392,885.39,108.6,776.79,1,1,1,1,0.82,0.476
takeup-worker-0475,control,0,0.0,0.0,0.0,0.0,945,0.468,0.465,0.495,0.605,0.424,761.04,260.32,500.72,1,0,0,6,0.623,0.299
takeup-worker-0476,salience_notice,1,0.75,0.0,0.0,0.1,945,0.468,0.606,0.495,0.605,0.424,834.33,229.57,604.75,1,1,1,1,0.648,0.424
takeup-worker-0477,simplified_form,1,0.25,0.8,0.0,0.0,945,0.468,0.606,0.495,0.605,0.424,834.33,195.57,638.75,1,1,1,4,0.728,0.424
takeup-worker-0478,assistance,1,0.25,0.0,0.85,0.35,945,0.468,0.616,0.495,0.605,0.424,839.53,180.57,658.95,1,1,1,2,0.718,0.427
takeup-worker-0479,full_support,1,0.8,0.8,0.75,0.45,945,0.468,0.807,0.495,0.605,0.424,938.8,107.32,831.47,1,1,1,1,0.824,0.488
takeup-worker-0480,control,0,0.0,0.0,0.0,0.0,420,0.16,0.144,0.53,0.57,0.456,265.53,259.05,6.48,1,0,0,6,0.563,0.198
takeup-worker-0481,salience_notice,1,0.75,0.0,0.0,0.1,420,0.16,0.285,0.53,0.57,0.456,298.1,228.3,69.8,0,0,0,6,0.589,0.243
takeup-worker-0482,simplified_form,1,0.25,0.8,0.0,0.0,420,0.16,0.285,0.53,0.57,0.456,298.1,194.3,103.8,0,0,0,6,0.669,0.243
takeup-worker-0483,assistance,1,0.25,0.0,0.85,0.35,420,0.16,0.295,0.53,0.57,0.456,300.41,179.3,121.11,1,0,0,6,0.658,0.246
takeup-worker-0484,full_support,1,0.8,0.8,0.75,0.45,420,0.16,0.486,0.53,0.57,0.456,344.54,106.05,238.49,1,1,1,1,0.765,0.387
takeup-worker-0485,control,0,0.0,0.0,0.0,0.0,455,0.188,0.175,0.565,0.535,0.488,296.98,257.78,39.21,0,0,0,6,0.567,0.209
takeup-worker-0486,salience_notice,1,0.75,0.0,0.0,0.1,455,0.188,0.316,0.565,0.535,0.488,332.27,227.03,105.24,1,1,1,2,0.592,0.334
takeup-worker-0487,simplified_form,1,0.25,0.8,0.0,0.0,455,0.188,0.316,0.565,0.535,0.488,332.27,193.03,139.24,0,0,0,6,0.672,0.254
takeup-worker-0488,assistance,1,0.25,0.0,0.85,0.35,455,0.188,0.326,0.565,0.535,0.488,334.77,178.03,156.74,1,0,0,6,0.662,0.258
takeup-worker-0489,full_support,1,0.8,0.8,0.75,0.45,455,0.188,0.517,0.565,0.535,0.488,382.57,104.78,277.79,1,1,1,2,0.769,0.399
takeup-worker-0490,control,0,0.0,0.0,0.0,0.0,490,0.216,0.206,0.6,0.5,0.52,329.86,256.5,73.36,0,0,0,6,0.571,0.221
takeup-worker-0491,salience_notice,1,0.75,0.0,0.0,0.1,490,0.216,0.347,0.6,0.5,0.52,367.86,225.75,142.11,1,0,0,6,0.596,0.266
takeup-worker-0492,simplified_form,1,0.25,0.8,0.0,0.0,490,0.216,0.347,0.6,0.5,0.52,367.86,191.75,176.11,0,0,0,6,0.676,0.266
takeup-worker-0493,assistance,1,0.25,0.0,0.85,0.35,490,0.216,0.357,0.6,0.5,0.52,370.56,176.75,193.81,0,0,0,6,0.666,0.269
takeup-worker-0494,full_support,1,0.8,0.8,0.75,0.45,490,0.216,0.548,0.6,0.5,0.52,422.03,103.5,318.53,1,0,0,6,0.773,0.33
takeup-worker-0495,control,0,0.0,0.0,0.0,0.0,525,0.244,0.249,0.32,0.465,0.2,351.2,228.82,122.37,0,0,0,6,0.595,0.236
takeup-worker-0496,salience_notice,1,0.75,0.0,0.0,0.1,525,0.244,0.39,0.32,0.465,0.2,391.91,198.07,193.84,1,0,0,6,0.62,0.282
takeup-worker-0497,simplified_form,1,0.25,0.8,0.0,0.0,525,0.244,0.39,0.32,0.465,0.2,391.91,164.07,227.84,1,1,1,2,0.7,0.362
takeup-worker-0498,assistance,1,0.25,0.0,0.85,0.35,525,0.244,0.4,0.32,0.465,0.2,394.8,149.07,245.73,0,0,0,6,0.69,0.285
takeup-worker-0499,full_support,1,0.8,0.8,0.75,0.45,525,0.244,0.591,0.32,0.465,0.2,449.95,75.82,374.13,1,1,1,3,0.796,0.426
takeup-worker-0500,control,0,0.0,0.0,0.0,0.0,560,0.272,0.264,0.355,0.78,0.232,381.16,264.3,116.86,0,0,0,6,0.596,0.225
takeup-worker-0501,salience_notice,1,0.75,0.0,0.0,0.1,560,0.272,0.405,0.355,0.78,0.232,424.58,233.55,191.03,0,0,0,6,0.621,0.271
