worker_id,firm_id,period,rule_exposed,local_female_supply,female,senior,original_job_family,adjusted_job_cell,female_concentrated_cell,male_concentrated_cell,wage
1770,32,-1,1,0.4800,0,0,technical,technical,0,0,60830.75
1770,32,1,1,0.4800,0,0,technical,technical,0,0,60827.96
1771,32,-1,1,0.4800,1,1,technical,technical,0,0,64863.34
1771,32,1,1,0.4800,1,1,technical,technical,0,0,66703.84
1772,32,-1,1,0.4800,0,0,technical,technical,0,0,60617.41
1772,32,1,1,0.4800,0,0,technical,technical,0,0,60300.77
1773,32,-1,1,0.4800,0,0,technical,technical,0,0,60842.78
1773,32,1,1,0.4800,0,0,technical,technical,0,0,60446.48
1774,32,-1,1,0.4800,0,0,technical,technical,0,0,60242.52
1774,32,1,1,0.4800,0,0,technical,technical,0,0,60967.04
1775,32,-1,1,0.4800,0,0,technical,technical,0,0,61104.31
1775,32,1,1,0.4800,0,0,technical,technical,0,0,60935.20
1776,32,-1,1,0.4800,1,0,technical,technical,0,0,58664.17
1776,32,1,1,0.4800,1,0,technical,technical,0,0,60544.57
1777,32,-1,1,0.4800,0,0,technical,technical,0,0,60537.23
1777,32,1,1,0.4800,0,0,technical,technical,0,0,60537.52
1778,32,-1,1,0.4800,1,1,technical,technical,0,0,64627.12
1778,32,1,1,0.4800,1,1,technical,technical,0,0,66146.19
1779,32,-1,1,0.4800,1,0,administration,administration,0,0,62601.09
1779,32,1,1,0.4800,1,0,administration,administration,0,0,64507.74
1780,32,-1,1,0.4800,0,0,administration,administration,0,0,64104.17
1780,32,1,1,0.4800,0,0,administration,administration,0,0,64668.72
1781,32,-1,1,0.4800,0,0,administration,administration,0,0,64437.71
1781,32,1,1,0.4800,0,0,administration,administration,0,0,64891.76
1782,32,-1,1,0.4800,1,0,administration,administration,0,0,62709.14
1782,32,1,1,0.4800,1,0,administration,administration,0,0,64686.77
1783,32,-1,1,0.4800,0,0,administration,administration,0,0,63930.47
1783,32,1,1,0.4800,0,0,administration,administration,0,0,64815.23
1784,32,-1,1,0.4800,0,0,administration,administration,0,0,64245.17
1784,32,1,1,0.4800,0,0,administration,administration,0,0,65303.12
1785,32,-1,1,0.4800,0,1,administration,administration,0,0,71834.68
1785,32,1,1,0.4800,0,1,administration,administration,0,0,71362.04
1786,32,-1,1,0.4800,0,0,administration,administration,0,0,63213.56
1786,32,1,1,0.4800,0,0,administration,administration,0,0,64405.55
1787,32,-1,1,0.4800,0,0,administration,administration,0,0,64482.17
1787,32,1,1,0.4800,0,0,administration,administration,0,0,64830.90
1788,32,-1,1,0.4800,0,0,administration,administration,0,0,64238.33
1788,32,1,1,0.4800,0,0,administration,administration,0,0,63892.23
1789,32,-1,1,0.4800,0,0,administration,administration,0,0,64470.50
1789,32,1,1,0.4800,0,0,administration,administration,0,0,64545.27
1790,32,-1,1,0.4800,0,0,administration,administration,0,0,63674.26
1790,32,1,1,0.4800,0,0,administration,administration,0,0,64618.22
1791,32,-1,1,0.4800,1,0,administration,administration,0,0,62536.80
1791,32,1,1,0.4800,1,0,administration,administration,0,0,63993.66
1792,32,-1,1,0.4800,0,1,administration,administration,0,0,72395.22
1792,32,1,1,0.4800,0,1,administration,administration,0,0,72429.93
1793,33,-1,0,0.5500,1,0,operations,operations,0,0,52570.98
1793,33,1,0,0.5500,1,0,operations,operations,0,0,52384.00
1794,33,-1,0,0.5500,1,0,operations,operations,0,0,50879.13
1794,33,1,0,0.5500,1,0,operations,operations,0,0,51775.53
1795,33,-1,0,0.5500,1,0,operations,operations,0,0,51782.08
1795,33,1,0,0.5500,1,0,operations,operations,0,0,52098.72
1796,33,-1,0,0.5500,0,0,operations,operations,0,0,52878.48
1796,33,1,0,0.5500,0,0,operations,operations,0,0,54025.60
1797,33,-1,0,0.5500,1,0,operations,operations,0,0,51370.36
1797,33,1,0,0.5500,1,0,operations,operations,0,0,52152.46
1798,33,-1,0,0.5500,0,0,operations,operations,0,0,53149.78
1798,33,1,0,0.5500,0,0,operations,operations,0,0,54063.16
1799,33,-1,0,0.5500,0,1,operations,operations,0,0,60775.76
1799,33,1,0,0.5500,0,1,operations,operations,0,0,61217.76
1800,33,-1,0,0.5500,1,0,operations,operations,0,0,51255.98
1800,33,1,0,0.5500,1,0,operations,operations,0,0,52157.80
1801,33,-1,0,0.5500,1,0,operations,operations,0,0,50589.56
1801,33,1,0,0.5500,1,0,operations,operations,0,0,53077.01
1802,33,-1,0,0.5500,0,0,operations,operations,0,0,53509.22
1802,33,1,0,0.5500,0,0,operations,operations,0,0,53811.62
1803,33,-1,0,0.5500,1,0,operations,operations,0,0,51681.05
1803,33,1,0,0.5500,1,0,operations,operations,0,0,52370.86
1804,33,-1,0,0.5500,0,0,operations,operations,0,0,52612.32
1804,33,1,0,0.5500,0,0,operations,operations,0,0,55169.54
1805,33,-1,0,0.5500,0,0,operations,operations,0,0,52885.00
1805,33,1,0,0.5500,0,0,operations,operations,0,0,53647.77
1806,33,-1,0,0.5500,1,1,operations,operations,0,0,58533.02
1806,33,1,0,0.5500,1,1,operations,operations,0,0,58026.51
1807,33,-1,0,0.5500,1,0,sales,sales,0,0,55841.73
1807,33,1,0,0.5500,1,0,sales,sales,0,0,56677.32
1808,33,-1,0,0.5500,0,0,sales,sales,0,0,57104.98
1808,33,1,0,0.5500,0,0,sales,sales,0,0,57926.53
1809,33,-1,0,0.5500,1,0,sales,sales,0,0,55144.53
1809,33,1,0,0.5500,1,0,sales,sales,0,0,57209.99
1810,33,-1,0,0.5500,0,0,sales,sales,0,0,57451.82
1810,33,1,0,0.5500,0,0,sales,sales,0,0,57615.62
1811,33,-1,0,0.5500,1,0,sales,sales,0,0,54995.84
1811,33,1,0,0.5500,1,0,sales,sales,0,0,56576.25
1812,33,-1,0,0.5500,1,0,sales,sales,0,0,55573.17
1812,33,1,0,0.5500,1,0,sales,sales,0,0,55124.95
1813,33,-1,0,0.5500,0,1,sales,sales,0,0,64611.29
1813,33,1,0,0.5500,0,1,sales,sales,0,0,65706.10
1814,33,-1,0,0.5500,1,0,sales,sales,0,0,55487.33
1814,33,1,0,0.5500,1,0,sales,sales,0,0,55996.64
1815,33,-1,0,0.5500,1,0,sales,sales,0,0,55180.56
1815,33,1,0,0.5500,1,0,sales,sales,0,0,56324.32
1816,33,-1,0,0.5500,0,0,sales,sales,0,0,57350.05
1816,33,1,0,0.5500,0,0,sales,sales,0,0,57604.52
1817,33,-1,0,0.5500,0,0,sales,sales,0,0,56868.49
1817,33,1,0,0.5500,0,0,sales,sales,0,0,58695.90
1818,33,-1,0,0.5500,0,0,sales,sales,0,0,57117.15
1818,33,1,0,0.5500,0,0,sales,sales,0,0,58619.59
1819,33,-1,0,0.5500,0,0,sales,sales,0,0,56641.82
1819,33,1,0,0.5500,0,0,sales,sales,0,0,57970.29
1820,33,-1,0,0.5500,1,1,sales,sales,0,0,61592.80
1820,33,1,0,0.5500,1,1,sales,sales,0,0,62254.33
1821,33,-1,0,0.5500,0,0,technical,technical,0,0,60221.77
1821,33,1,0,0.5500,0,0,technical,technical,0,0,61472.06
1822,33,-1,0,0.5500,1,0,technical,technical,0,0,58987.00
1822,33,1,0,0.5500,1,0,technical,technical,0,0,59208.99
1823,33,-1,0,0.5500,1,0,technical,technical,0,0,59506.91
1823,33,1,0,0.5500,1,0,technical,technical,0,0,60235.53
1824,33,-1,0,0.5500,1,0,technical,technical,0,0,59108.22
1824,33,1,0,0.5500,1,0,technical,technical,0,0,59921.84
1825,33,-1,0,0.5500,1,0,technical,technical,0,0,59760.21
1825,33,1,0,0.5500,1,0,technical,technical,0,0,59957.44
1826,33,-1,0,0.5500,0,0,technical,technical,0,0,60460.19
1826,33,1,0,0.5500,0,0,technical,technical,0,0,62085.86
1827,33,-1,0,0.5500,1,1,technical,technical,0,0,65435.64
1827,33,1,0,0.5500,1,1,technical,technical,0,0,65890.74
1828,33,-1,0,0.5500,1,0,technical,technical,0,0,59071.76
1828,33,1,0,0.5500,1,0,technical,technical,0,0,60208.58
1829,33,-1,0,0.5500,1,0,technical,technical,0,0,58341.43
1829,33,1,0,0.5500,1,0,technical,technical,0,0,59917.91
1830,33,-1,0,0.5500,0,0,technical,technical,0,0,60438.80
1830,33,1,0,0.5500,0,0,technical,technical,0,0,61569.70
1831,33,-1,0,0.5500,1,0,technical,technical,0,0,59372.80
1831,33,1,0,0.5500,1,0,technical,technical,0,0,59621.87
1832,33,-1,0,0.5500,1,0,technical,technical,0,0,59360.81
1832,33,1,0,0.5500,1,0,technical,technical,0,0,60284.68
1833,33,-1,0,0.5500,0,0,technical,technical,0,0,60849.14
1833,33,1,0,0.5500,0,0,technical,technical,0,0,61934.23
1834,33,-1,0,0.5500,1,1,technical,technical,0,0,65301.57
1834,33,1,0,0.5500,1,1,technical,technical,0,0,66547.27
1835,33,-1,0,0.5500,0,0,administration,administration,0,0,64270.44
1835,33,1,0,0.5500,0,0,administration,administration,0,0,65924.16
1836,33,-1,0,0.5500,0,0,administration,administration,0,0,64154.48
1836,33,1,0,0.5500,0,0,administration,administration,0,0,65471.48
1837,33,-1,0,0.5500,0,0,administration,administration,0,0,64743.90
1837,33,1,0,0.5500,0,0,administration,administration,0,0,65803.23
1838,33,-1,0,0.5500,0,0,administration,administration,0,0,64253.98
1838,33,1,0,0.5500,0,0,administration,administration,0,0,65493.40
1839,33,-1,0,0.5500,1,0,administration,administration,0,0,62957.28
1839,33,1,0,0.5500,1,0,administration,administration,0,0,63988.69
1840,33,-1,0,0.5500,0,0,administration,administration,0,0,65065.18
1840,33,1,0,0.5500,0,0,administration,administration,0,0,65889.42
1841,33,-1,0,0.5500,1,1,administration,administration,0,0,68639.14
1841,33,1,0,0.5500,1,1,administration,administration,0,0,69402.62
1842,33,-1,0,0.5500,0,0,administration,administration,0,0,65422.39
1842,33,1,0,0.5500,0,0,administration,administration,0,0,65505.30
1843,33,-1,0,0.5500,0,0,administration,administration,0,0,64320.83
1843,33,1,0,0.5500,0,0,administration,administration,0,0,64999.45
1844,33,-1,0,0.5500,1,0,administration,administration,0,0,62840.33
1844,33,1,0,0.5500,1,0,administration,administration,0,0,62659.76
1845,33,-1,0,0.5500,0,0,administration,administration,0,0,64894.74
1845,33,1,0,0.5500,0,0,administration,administration,0,0,65539.74
1846,33,-1,0,0.5500,0,0,administration,administration,0,0,64436.74
1846,33,1,0,0.5500,0,0,administration,administration,0,0,66269.17
1847,33,-1,0,0.5500,1,0,administration,administration,0,0,62858.25
1847,33,1,0,0.5500,1,0,administration,administration,0,0,64087.34
1848,33,-1,0,0.5500,1,1,administration,administration,0,0,69710.59
1848,33,1,0,0.5500,1,1,administration,administration,0,0,69943.54
1849,34,-1,1,0.6200,1,0,operations,operations,0,0,51607.87
1849,34,1,1,0.6200,1,0,operations,operations,0,0,53936.31
1850,34,-1,1,0.6200,1,0,operations,operations,0,0,52621.26
1850,34,1,1,0.6200,1,0,operations,operations,0,0,53614.15
1851,34,-1,1,0.6200,1,0,operations,operations,0,0,51631.73
1851,34,1,1,0.6200,1,0,operations,operations,0,0,53184.85
1852,34,-1,1,0.6200,0,0,operations,operations,0,0,53683.36
1852,34,1,1,0.6200,0,0,operations,operations,0,0,54005.31
1853,34,-1,1,0.6200,1,0,operations,operations,0,0,51479.98
1853,34,1,1,0.6200,1,0,operations,operations,0,0,53447.64
1854,34,-1,1,0.6200,1,0,operations,operations,0,0,51345.66
1854,34,1,1,0.6200,1,0,operations,operations,0,0,54004.07
1855,34,-1,1,0.6200,0,1,operations,operations,0,0,61046.92
1855,34,1,1,0.6200,0,1,operations,operations,0,0,61945.79
1856,34,-1,1,0.6200,1,0,operations,operations,0,0,52410.02
1856,34,1,1,0.6200,1,0,operations,operations,0,0,54250.12
1857,34,-1,1,0.6200,1,0,operations,operations,0,0,52235.51
1857,34,1,1,0.6200,1,0,operations,operations,0,0,53479.71
1858,34,-1,1,0.6200,1,0,operations,operations,0,0,52053.92
1858,34,1,1,0.6200,1,0,operations,operations,0,0,54324.85
1859,34,-1,1,0.6200,1,0,operations,operations,0,0,52275.54
1859,34,1,1,0.6200,1,0,operations,operations,0,0,53742.47
1860,34,-1,1,0.6200,0,0,operations,operations,0,0,53264.49
1860,34,1,1,0.6200,0,0,operations,operations,0,0,54310.26
1861,34,-1,1,0.6200,1,0,operations,operations,0,0,51881.17
1861,34,1,1,0.6200,1,0,operations,operations,0,0,53625.44
1862,34,-1,1,0.6200,1,1,operations,operations,0,0,57970.43
1862,34,1,1,0.6200,1,1,operations,operations,0,0,59819.33
1863,34,-1,1,0.6200,1,0,sales,sales,0,0,56064.41
1863,34,1,1,0.6200,1,0,sales,sales,0,0,57884.48
1864,34,-1,1,0.6200,1,0,sales,sales,0,0,56083.03
1864,34,1,1,0.6200,1,0,sales,sales,0,0,57321.92
1865,34,-1,1,0.6200,1,0,sales,sales,0,0,55896.49
1865,34,1,1,0.6200,1,0,sales,sales,0,0,57397.24
1866,34,-1,1,0.6200,0,0,sales,sales,0,0,56932.07
1866,34,1,1,0.6200,0,0,sales,sales,0,0,57915.48
1867,34,-1,1,0.6200,0,0,sales,sales,0,0,57673.48
1867,34,1,1,0.6200,0,0,sales,sales,0,0,58341.48
1868,34,-1,1,0.6200,0,0,sales,sales,0,0,57080.54
1868,34,1,1,0.6200,0,0,sales,sales,0,0,57407.08
1869,34,-1,1,0.6200,0,1,sales,sales,0,0,65039.96
1869,34,1,1,0.6200,0,1,sales,sales,0,0,65780.45
1870,34,-1,1,0.6200,1,0,sales,sales,0,0,56725.58
1870,34,1,1,0.6200,1,0,sales,sales,0,0,57699.58
1871,34,-1,1,0.6200,0,0,sales,sales,0,0,56793.09
1871,34,1,1,0.6200,0,0,sales,sales,0,0,58139.07
1872,34,-1,1,0.6200,1,0,sales,sales,0,0,55121.25
1872,34,1,1,0.6200,1,0,sales,sales,0,0,57080.01
1873,34,-1,1,0.6200,1,0,sales,sales,0,0,55610.51
1873,34,1,1,0.6200,1,0,sales,sales,0,0,57465.65
1874,34,-1,1,0.6200,1,0,sales,sales,0,0,56349.63
1874,34,1,1,0.6200,1,0,sales,sales,0,0,57698.11
1875,34,-1,1,0.6200,1,0,sales,sales,0,0,55515.84
1875,34,1,1,0.6200,1,0,sales,sales,0,0,57320.35
1876,34,-1,1,0.6200,1,1,sales,sales,0,0,62435.69
1876,34,1,1,0.6200,1,1,sales,sales,0,0,64503.18
1877,34,-1,1,0.6200,1,0,technical,technical,0,0,59743.60
1877,34,1,1,0.6200,1,0,technical,technical,0,0,61458.57
1878,34,-1,1,0.6200,1,0,technical,technical,0,0,59765.13
1878,34,1,1,0.6200,1,0,technical,technical,0,0,61443.37
1879,34,-1,1,0.6200,1,0,technical,technical,0,0,60146.14
1879,34,1,1,0.6200,1,0,technical,technical,0,0,60806.56
1880,34,-1,1,0.6200,1,0,technical,technical,0,0,58806.64
1880,34,1,1,0.6200,1,0,technical,technical,0,0,60718.19
1881,34,-1,1,0.6200,0,0,technical,technical,0,0,61370.18
1881,34,1,1,0.6200,0,0,technical,technical,0,0,61467.63
1882,34,-1,1,0.6200,0,0,technical,technical,0,0,61435.76
1882,34,1,1,0.6200,0,0,technical,technical,0,0,61677.45
1883,34,-1,1,0.6200,0,1,technical,technical,0,0,68618.25
1883,34,1,1,0.6200,0,1,technical,technical,0,0,69466.32
1884,34,-1,1,0.6200,1,0,technical,technical,0,0,59546.40
1884,34,1,1,0.6200,1,0,technical,technical,0,0,61205.11
1885,34,-1,1,0.6200,0,0,technical,technical,0,0,61034.96
1885,34,1,1,0.6200,0,0,technical,technical,0,0,60974.25
1886,34,-1,1,0.6200,0,0,technical,technical,0,0,61395.98
1886,34,1,1,0.6200,0,0,technical,technical,0,0,62019.98
1887,34,-1,1,0.6200,1,0,technical,technical,0,0,59334.09
1887,34,1,1,0.6200,1,0,technical,technical,0,0,61447.51
1888,34,-1,1,0.6200,1,0,technical,technical,0,0,59784.30
1888,34,1,1,0.6200,1,0,technical,technical,0,0,61581.22
1889,34,-1,1,0.6200,1,0,technical,technical,0,0,59471.25
1889,34,1,1,0.6200,1,0,technical,technical,0,0,61664.41
1890,34,-1,1,0.6200,0,1,technical,technical,0,0,69081.93
1890,34,1,1,0.6200,0,1,technical,technical,0,0,69368.95
1891,34,-1,1,0.6200,1,0,administration,administration,0,0,63412.73
1891,34,1,1,0.6200,1,0,administration,administration,0,0,65803.85
1892,34,-1,1,0.6200,1,0,administration,administration,0,0,62631.15
1892,34,1,1,0.6200,1,0,administration,administration,0,0,65329.65
1893,34,-1,1,0.6200,1,0,administration,administration,0,0,63286.36
1893,34,1,1,0.6200,1,0,administration,administration,0,0,64870.73
1894,34,-1,1,0.6200,0,0,administration,administration,0,0,65067.66
1894,34,1,1,0.6200,0,0,administration,administration,0,0,65253.01
1895,34,-1,1,0.6200,0,0,administration,administration,0,0,64334.44
1895,34,1,1,0.6200,0,0,administration,administration,0,0,65120.50
1896,34,-1,1,0.6200,1,0,administration,administration,0,0,63625.77
1896,34,1,1,0.6200,1,0,administration,administration,0,0,65185.51
1897,34,-1,1,0.6200,1,1,administration,administration,0,0,69414.13
1897,34,1,1,0.6200,1,1,administration,administration,0,0,71585.59
1898,34,-1,1,0.6200,1,0,administration,administration,0,0,63434.24
1898,34,1,1,0.6200,1,0,administration,administration,0,0,64973.08
1899,34,-1,1,0.6200,1,0,administration,administration,0,0,63116.47
1899,34,1,1,0.6200,1,0,administration,administration,0,0,64833.57
1900,34,-1,1,0.6200,1,0,administration,administration,0,0,63275.98
1900,34,1,1,0.6200,1,0,administration,administration,0,0,64975.24
1901,34,-1,1,0.6200,1,0,administration,administration,0,0,63179.08
1901,34,1,1,0.6200,1,0,administration,administration,0,0,65586.93
1902,34,-1,1,0.6200,1,0,administration,administration,0,0,63362.99
1902,34,1,1,0.6200,1,0,administration,administration,0,0,64622.30
1903,34,-1,1,0.6200,0,0,administration,administration,0,0,65069.58
1903,34,1,1,0.6200,0,0,administration,administration,0,0,65502.08
1904,34,-1,1,0.6200,0,1,administration,administration,0,0,72827.04
1904,34,1,1,0.6200,0,1,administration,administration,0,0,73451.82
1905,35,-1,0,0.3400,0,0,operations,operations,0,0,54042.15
1905,35,1,0,0.3400,0,0,operations,operations,0,0,55205.39
1906,35,-1,0,0.3400,0,0,operations,operations,0,0,53557.98
1906,35,1,0,0.3400,0,0,operations,operations,0,0,54967.85
1907,35,-1,0,0.3400,1,0,operations,operations,0,0,52078.67
1907,35,1,0,0.3400,1,0,operations,operations,0,0,52239.05
1908,35,-1,0,0.3400,1,0,operations,operations,0,0,52678.49
1908,35,1,0,0.3400,1,0,operations,operations,0,0,53155.27
1909,35,-1,0,0.3400,1,0,operations,operations,0,0,52287.48
1909,35,1,0,0.3400,1,0,operations,operations,0,0,52858.05
1910,35,-1,0,0.3400,0,0,operations,operations,0,0,54328.84
1910,35,1,0,0.3400,0,0,operations,operations,0,0,54715.87
1911,35,-1,0,0.3400,0,1,operations,operations,0,0,61793.82
1911,35,1,0,0.3400,0,1,operations,operations,0,0,62486.93
1912,35,-1,0,0.3400,0,0,operations,operations,0,0,53342.26
1912,35,1,0,0.3400,0,0,operations,operations,0,0,55117.72
1913,35,-1,0,0.3400,0,0,operations,operations,0,0,54157.14
1913,35,1,0,0.3400,0,0,operations,operations,0,0,54522.25
1914,35,-1,0,0.3400,0,0,operations,operations,0,0,54123.42
1914,35,1,0,0.3400,0,0,operations,operations,0,0,54689.29
1915,35,-1,0,0.3400,1,0,operations,operations,0,0,52648.84
1915,35,1,0,0.3400,1,0,operations,operations,0,0,53251.19
1916,35,-1,0,0.3400,0,0,operations,operations,0,0,54572.13
1916,35,1,0,0.3400,0,0,operations,operations,0,0,55037.52
1917,35,-1,0,0.3400,0,0,operations,operations,0,0,54427.83
1917,35,1,0,0.3400,0,0,operations,operations,0,0,54873.30
1918,35,-1,0,0.3400,1,1,operations,operations,0,0,59024.42
1918,35,1,0,0.3400,1,1,operations,operations,0,0,58923.34
1919,35,-1,0,0.3400,0,0,sales,sales,0,0,56588.59
1919,35,1,0,0.3400,0,0,sales,sales,0,0,59427.29
1920,35,-1,0,0.3400,0,0,sales,sales,0,0,57446.89
1920,35,1,0,0.3400,0,0,sales,sales,0,0,58605.09
1921,35,-1,0,0.3400,0,0,sales,sales,0,0,57255.70
1921,35,1,0,0.3400,0,0,sales,sales,0,0,58979.22
1922,35,-1,0,0.3400,0,0,sales,sales,0,0,57983.15
1922,35,1,0,0.3400,0,0,sales,sales,0,0,58824.39
1923,35,-1,0,0.3400,0,0,sales,sales,0,0,57511.98
1923,35,1,0,0.3400,0,0,sales,sales,0,0,58937.81
1924,35,-1,0,0.3400,0,0,sales,sales,0,0,57318.54
1924,35,1,0,0.3400,0,0,sales,sales,0,0,59057.86
1925,35,-1,0,0.3400,1,1,sales,sales,0,0,62203.94
1925,35,1,0,0.3400,1,1,sales,sales,0,0,62874.50
1926,35,-1,0,0.3400,1,0,sales,sales,0,0,56841.96
1926,35,1,0,0.3400,1,0,sales,sales,0,0,57260.98
1927,35,-1,0,0.3400,0,0,sales,sales,0,0,57654.70
1927,35,1,0,0.3400,0,0,sales,sales,0,0,58420.58
1928,35,-1,0,0.3400,1,0,sales,sales,0,0,56182.88
1928,35,1,0,0.3400,1,0,sales,sales,0,0,57312.83
1929,35,-1,0,0.3400,0,0,sales,sales,0,0,57683.11
1929,35,1,0,0.3400,0,0,sales,sales,0,0,58486.80
1930,35,-1,0,0.3400,0,0,sales,sales,0,0,57584.81
1930,35,1,0,0.3400,0,0,sales,sales,0,0,59110.58
1931,35,-1,0,0.3400,0,0,sales,sales,0,0,58178.82
1931,35,1,0,0.3400,0,0,sales,sales,0,0,58638.10
1932,35,-1,0,0.3400,0,1,sales,sales,0,0,65264.43
1932,35,1,0,0.3400,0,1,sales,sales,0,0,65648.04
1933,35,-1,0,0.3400,0,0,technical,technical,0,0,61653.77
1933,35,1,0,0.3400,0,0,technical,technical,0,0,63144.52
1934,35,-1,0,0.3400,0,0,technical,technical,0,0,61620.29
1934,35,1,0,0.3400,0,0,technical,technical,0,0,62818.51
1935,35,-1,0,0.3400,1,0,technical,technical,0,0,60352.39
1935,35,1,0,0.3400,1,0,technical,technical,0,0,61840.30
1936,35,-1,0,0.3400,1,0,technical,technical,0,0,58874.06
1936,35,1,0,0.3400,1,0,technical,technical,0,0,60383.57
1937,35,-1,0,0.3400,0,0,technical,technical,0,0,61680.89
1937,35,1,0,0.3400,0,0,technical,technical,0,0,62480.51
1938,35,-1,0,0.3400,0,0,technical,technical,0,0,61998.41
1938,35,1,0,0.3400,0,0,technical,technical,0,0,62235.72
1939,35,-1,0,0.3400,0,1,technical,technical,0,0,70161.11
1939,35,1,0,0.3400,0,1,technical,technical,0,0,69802.34
1940,35,-1,0,0.3400,0,0,technical,technical,0,0,61759.71
1940,35,1,0,0.3400,0,0,technical,technical,0,0,63114.18
1941,35,-1,0,0.3400,1,0,technical,technical,0,0,59898.61
1941,35,1,0,0.3400,1,0,technical,technical,0,0,61396.64
1942,35,-1,0,0.3400,0,0,technical,technical,0,0,62166.91
1942,35,1,0,0.3400,0,0,technical,technical,0,0,62160.01
1943,35,-1,0,0.3400,1,0,technical,technical,0,0,59662.54
1943,35,1,0,0.3400,1,0,technical,technical,0,0,60851.05
1944,35,-1,0,0.3400,0,0,technical,technical,0,0,61264.18
1944,35,1,0,0.3400,0,0,technical,technical,0,0,62483.56
1945,35,-1,0,0.3400,0,0,technical,technical,0,0,61822.66
1945,35,1,0,0.3400,0,0,technical,technical,0,0,62145.47
1946,35,-1,0,0.3400,0,1,technical,technical,0,0,70292.78
1946,35,1,0,0.3400,0,1,technical,technical,0,0,69773.21
1947,35,-1,0,0.3400,0,0,administration,administration,0,0,65354.97
1947,35,1,0,0.3400,0,0,administration,administration,0,0,66642.31
1948,35,-1,0,0.3400,1,0,administration,administration,0,0,63628.37
1948,35,1,0,0.3400,1,0,administration,administration,0,0,64254.79
1949,35,-1,0,0.3400,0,0,administration,administration,0,0,65295.07
1949,35,1,0,0.3400,0,0,administration,administration,0,0,65885.46
1950,35,-1,0,0.3400,0,0,administration,administration,0,0,65176.78
1950,35,1,0,0.3400,0,0,administration,administration,0,0,66505.76
1951,35,-1,0,0.3400,0,0,administration,administration,0,0,65541.18
1951,35,1,0,0.3400,0,0,administration,administration,0,0,66291.36
1952,35,-1,0,0.3400,0,0,administration,administration,0,0,64935.87
1952,35,1,0,0.3400,0,0,administration,administration,0,0,66458.25
1953,35,-1,0,0.3400,0,1,administration,administration,0,0,73021.87
1953,35,1,0,0.3400,0,1,administration,administration,0,0,73909.56
1954,35,-1,0,0.3400,0,0,administration,administration,0,0,65459.97
1954,35,1,0,0.3400,0,0,administration,administration,0,0,66332.37
1955,35,-1,0,0.3400,0,0,administration,administration,0,0,65420.81
1955,35,1,0,0.3400,0,0,administration,administration,0,0,66103.69
1956,35,-1,0,0.3400,0,0,administration,administration,0,0,65540.97
1956,35,1,0,0.3400,0,0,administration,administration,0,0,66504.75
1957,35,-1,0,0.3400,0,0,administration,administration,0,0,64538.14
1957,35,1,0,0.3400,0,0,administration,administration,0,0,67013.50
1958,35,-1,0,0.3400,1,0,administration,administration,0,0,64329.05
1958,35,1,0,0.3400,1,0,administration,administration,0,0,65092.51
1959,35,-1,0,0.3400,1,0,administration,administration,0,0,63851.60
1959,35,1,0,0.3400,1,0,administration,administration,0,0,64621.39
1960,35,-1,0,0.3400,0,1,administration,administration,0,0,73171.55
1960,35,1,0,0.3400,0,1,administration,administration,0,0,74731.39
1961,36,-1,1,0.4100,1,0,operations,operations_female_track,1,0,52397.43
1961,36,1,1,0.4100,1,0,operations,operations_female_track,1,0,54712.42
1962,36,-1,1,0.4100,0,0,operations,operations,0,0,54311.02
1962,36,1,1,0.4100,0,0,operations,operations,0,0,55305.75
1963,36,-1,1,0.4100,1,0,operations,operations_female_track,1,0,52174.43
1963,36,1,1,0.4100,1,0,operations,operations_female_track,1,0,53359.88
1964,36,-1,1,0.4100,1,0,operations,operations_female_track,1,0,52524.52
1964,36,1,1,0.4100,1,0,operations,operations_female_track,1,0,54777.34
1965,36,-1,1,0.4100,0,0,operations,operations,0,0,54872.63
1965,36,1,1,0.4100,0,0,operations,operations,0,0,55165.07
1966,36,-1,1,0.4100,0,0,operations,operations,0,0,54813.56
1966,36,1,1,0.4100,0,0,operations,operations,0,0,55168.19
1967,36,-1,1,0.4100,1,1,operations,operations_female_track,1,0,59731.57
1967,36,1,1,0.4100,1,1,operations,operations_female_track,1,0,59989.21
1968,36,-1,1,0.4100,0,0,operations,operations,0,0,53668.17
1968,36,1,1,0.4100,0,0,operations,operations,0,0,54216.25
1969,36,-1,1,0.4100,1,0,operations,operations_female_track,1,0,52802.50
1969,36,1,1,0.4100,1,0,operations,operations_female_track,1,0,54147.54
1970,36,-1,1,0.4100,0,0,operations,operations,0,0,54428.40
1970,36,1,1,0.4100,0,0,operations,operations,0,0,54755.13
1971,36,-1,1,0.4100,1,0,operations,operations_female_track,1,0,52157.90
1971,36,1,1,0.4100,1,0,operations,operations_female_track,1,0,54427.32
1972,36,-1,1,0.4100,0,0,operations,operations,0,0,54296.88
1972,36,1,1,0.4100,0,0,operations,operations,0,0,54877.88
1973,36,-1,1,0.4100,0,0,operations,operations,0,0,54420.49
1973,36,1,1,0.4100,0,0,operations,operations,0,0,55181.71
1974,36,-1,1,0.4100,1,1,operations,operations_female_track,1,0,59167.08
1974,36,1,1,0.4100,1,1,operations,operations_female_track,1,0,59953.36
1975,36,-1,1,0.4100,0,0,sales,sales_male_track,0,1,58043.94
1975,36,1,1,0.4100,0,0,sales,sales_male_track,0,1,58444.90
1976,36,-1,1,0.4100,1,0,sales,sales,0,0,56583.31
